miliseconds,FC,FCp,FN,FNp,MF
0,2.4606281178532394,2.7143761704281824,1.8411185232444451,2.7428337658691695,0.7316846748859309
100,2.449123540093435,2.7033133204952144,1.8347711173161234,2.739253955314798,0.7280540682311275
200,2.4435340313966205,2.6931836436474246,1.8302672026984885,2.7271808506535438,0.7201648288243688
300,2.430104578149568,2.683521389221601,1.8227126105197524,2.7165413795305264,0.7234806375741362
400,2.422693908149283,2.675317084751092,1.817132129213834,2.714445171167298,0.7363051991460839
500,2.415163959601774,2.666206924607528,1.8097346688879459,2.701862636291195,0.7308612747643551
600,2.4035018173632996,2.659384782816694,1.8038126445262854,2.6983872350354647,0.7306460253814933
700,2.3909446111557133,2.651967712096405,1.798215540732698,2.6904938152868536,0.7377451895745183
800,2.383977382910719,2.6410309349713668,1.7913613828517623,2.6826328372194452,0.7449381319634727
900,2.3782815945850477,2.636038470805517,1.7850777684218588,2.680095965146135,0.7458951813661957
1000,2.3647827690317644,2.6260360232893674,1.780636150757007,2.671499399181054,0.7454293532134382
1100,2.3592453816717827,2.620383409710128,1.7713544906974046,2.6585275487694675,0.7570156039352863
1200,2.3506977924794947,2.6130518643853584,1.7696179637000709,2.6554375327837922,0.7550942412785938
1300,2.343886455272939,2.6058450228658994,1.7632562197651018,2.6489351878071727,0.7622499886908722
1400,2.3354758158467277,2.602156035851254,1.7563971461229002,2.6444423763192355,0.7778557425600063
1500,2.3293732263785665,2.5959164880396757,1.7512089034913014,2.6293942852390226,0.782549750238768
1600,2.3222838114181763,2.5875916354649697,1.7465378180729865,2.6231735451073925,0.789581867821295
1700,2.3187452632761394,2.5834297678230262,1.7392223651715712,2.6186001358383635,0.8021782257525537
1800,2.3123069527209417,2.5766068080570244,1.7340770761925735,2.6089864328196386,0.8093793203887878
1900,2.302377390295002,2.5712638578442015,1.7288701591575946,2.6075704975712792,0.805659082516211
2000,2.296056805975602,2.568866119401837,1.7210439946276,2.59531457154632,0.8172282520690833
2100,2.291588148963812,2.5619902587112624,1.715303760588256,2.5897679211761604,0.834485935145876
2200,2.290535808979688,2.558259473168074,1.7047097718026702,2.5811811220597787,0.8352116401630942
2300,2.2843471688610184,2.5516941302790412,1.7005442530808268,2.5816078328981793,0.8499173492110585
2400,2.2771014805424463,2.55077142800961,1.698603804276003,2.5748737536363557,0.8533020041415845
2500,2.2766309747104874,2.544875252645604,1.693609451470472,2.5629480097541357,0.8714649835990499
2600,2.271915814888494,2.5417944403919286,1.6879246555509322,2.56097431023191,0.8790875482193351
2700,2.271245469977434,2.542189119875475,1.680934689235205,2.548645869301466,0.8940750217893243
2800,2.266007241982632,2.538410901101444,1.6786907429894715,2.5482907725512383,0.8990838961050975
2900,2.2613657447137023,2.536881946062228,1.6724115898693603,2.5420619070104173,0.9168909162666163
3000,2.2596478720541877,2.5333065386054723,1.665592153941219,2.5304890950955454,0.928661747052225
3100,2.258078910798476,2.533304582558128,1.6581950921404156,2.524349909092452,0.9384142516986184
3200,2.255521707735894,2.5306047318522875,1.6540937321156557,2.5237013282036678,0.9589940158511028
3300,2.252819803475301,2.5299467640521343,1.6510412682407056,2.516293803548377,0.970346573487963
3400,2.251392481862481,2.5291259589543524,1.6458460160080606,2.5110986488488334,0.9822800149411316
3500,2.255161540267794,2.528462377310575,1.642084284779641,2.504906786662747,0.9916931954295486
3600,2.25178639925569,2.524049878658268,1.641816673862634,2.5042368833961293,1.0128893959939365
3700,2.252264134714151,2.5250582909338704,1.6309518734678212,2.4926779105648293,1.0194116719783364
3800,2.2479757949831494,2.5234193894920462,1.628640330001863,2.4885485790706894,1.0408620761849243
3900,2.2502877240044197,2.525170157657538,1.6284959081505888,2.4825408230627675,1.042531365243918
4000,2.2514949625427834,2.5249241537151907,1.6264254242855423,2.478426230830363,1.0613768014145826
4100,2.2508850582512854,2.527779600501183,1.6225271001919033,2.4754399386463826,1.082558211229719
4200,2.256147942895046,2.527942263122198,1.6159331925129585,2.4736497273913733,1.0981242294934788
4300,2.253127700216148,2.5315650678166737,1.6129714086153908,2.465011363307177,1.105329299769737
4400,2.255835973947543,2.528011925661953,1.611817812529368,2.4684530870181023,1.1234579664362594
4500,2.2612441655929105,2.532214739443607,1.6035239802260481,2.4648262904221707,1.1445016072374754
4600,2.262986491063205,2.5329028655244104,1.6013137592495061,2.4599685328242518,1.1525998325815978
4700,2.2675955286166594,2.539148026178718,1.5989303187379558,2.4516869450805694,1.1732510457984675
4800,2.270088406967082,2.539878515772801,1.5979000248176667,2.4509753287204665,1.1783552268815294
4900,2.2696639970753405,2.541687596999429,1.5971461842386407,2.449847406257118,1.2072189894996295
5000,2.2727954768713023,2.54375049161571,1.5897799721526347,2.4433388759427666,1.2170782966047011
