miliseconds,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s21,s19,s23,s25,s26,s27,s29,s31,s33,s35,s36,s37,s38
0,1.0,14.046512482600928,104.35796470942202,107.80387380757709,1.7966744985806546,25.126939337419355,68.76885288456346,0.9979368938958953,17.742992109339472,-0.054459651827960205,1.0,0.7595060053567928,0.014724043702040716,-0.017552878413651912,-0.3607483510998394,-0.0026163063336105026,-0.0015215830441443253,-0.04521977468703968,0.014820259102018552,37.672436961848014,-0.3850035917475676,857.1680170369067,1.4794992998248553,0.005671254455839356,0.004311742217613693,0.0009593254398712366,0.04333758349396066,0.30509775343178747,2.024659268362308e-05,-0.029858094269196517
100,1.0,14.240918256293126,104.91765746543675,109.32428254665716,1.7905413032165103,24.968976896434903,68.78527399017226,1.0046249025212273,17.75749143177949,0.05503403436008035,1.0,0.7598262976190684,0.09610115823733656,0.11556634462592519,-1.0000208792020766,0.005105935964480265,-0.0022531147618648907,-0.08536693579966913,-0.03821675976131074,19.277576730970534,22.966821421637164,821.2019588297353,30.71118947112598,0.05621861398005963,0.0033563901035450357,0.0009678778592168184,0.04333029633451066,0.7096290355331659,0.000678390552183664,-0.020360810804694943
200,1.0,14.327176097259947,105.19429786211917,109.18456943379627,1.7870602280099108,25.001391400031327,68.50050146236038,1.0041832027997724,17.82738250085269,0.19109774798863577,1.0,0.7593264792538198,0.3224656170710178,0.1769380035640876,-1.557408539034955,0.009596128623119855,-0.007089014255997924,-0.33141864007105537,-0.07667289051159501,12.015852313849747,28.774100112525364,791.9042065397522,57.928092173474894,0.09743124042155137,0.003812608191525388,0.001009397604489993,0.043328261644584316,0.4899349130983214,0.0015442342022723658,0.10348130347510384
300,1.0,14.581398425794845,105.76936144227382,110.22828834709541,1.7845731095508426,24.748215197869815,68.52078038808418,1.0106549748244749,17.857813683610168,0.2780202919708594,1.0,0.7597191979371193,0.4289291399595584,0.3320017828408363,-2.0591688122593843,0.011008963471705484,-0.01063622187070853,-0.33128610999650326,-0.10995922021628757,9.027601056521158,36.8639545315516,770.5843028418867,81.95893331177702,0.1337848573465559,0.004737831597697246,0.0010158324611790218,0.04332816948616286,-0.057550005045440056,0.0024843267292889936,0.11063410320017869
400,1.0,14.670653211018367,106.69712050061368,111.09207070104125,1.7787695387395004,24.728432196412374,68.37609899338443,1.010625901710675,17.902590787408325,0.3611493032761821,1.0,0.7588559906887768,0.5601724726688114,0.4630322602944952,-2.7646645003218406,0.017637134081118604,-0.01109640899909826,-0.5896274374531931,-0.14700100866907698,8.498795739416325,36.18118554403366,740.8476937861209,102.7452434900978,0.1655822896285852,0.005035188043231656,0.001021943994019299,0.04332900927593923,1.2403636872586103,0.0028690091678310555,0.11555542162415736
500,1.0,14.708150180482248,106.77825018010215,111.59853558537978,1.7777106889425645,24.605862285490065,68.09203328607744,1.0138351586956607,17.909538168095317,0.4213851875524179,1.0,0.7591466826461668,0.7684060253741123,0.6407023948271089,-3.6589513672986143,0.01638549657698289,-0.012533689124081652,-0.5932408929243324,-0.1752129293822273,8.991872705520965,40.440068495804965,722.9068242030096,118.32892289636851,0.1928673622768962,0.004963306403760395,0.0009701070521348567,0.043362119339782804,1.8789187612649172,0.003988584536737472,0.08657848104165368
600,1.0,14.870538581040643,107.90401577899281,113.04696917557176,1.7738357999800916,24.46923885676115,67.98939569632216,1.0164397594214571,17.97803326432168,0.5594070654692287,1.0,0.7593047796062798,0.8994278790400889,0.8874481127138518,-4.654435972505839,0.025085531469834974,-0.016611553993286374,-0.8397149591849707,-0.22548840091834108,8.551850721924254,47.905347690463714,698.6878340906956,134.48976399835962,0.19278506780112048,0.005757186779134397,0.0009696731474378339,0.04335876148937689,5.316997217859376,0.004654401028078342,0.11131843346060205
700,1.0,15.086045247490745,107.93496408960574,113.21341068513502,1.766551778093658,24.162918697987624,67.9133817650387,1.0208759154061982,17.98286191072074,0.5466174676529881,1.0,0.7593789344601027,1.1511469817528424,0.8786964710130327,-5.522536662309632,0.028724806288487222,-0.018566773949746353,-0.927711815954262,-0.26340577611842264,9.210190816321278,51.89909485603634,678.5691936473191,148.36781700162996,0.2208236616376303,0.007277593167771717,0.0010371695952991452,0.04337891598963674,5.817395583976709,0.005172422682942734,0.23362483001667905
800,1.0,15.086759959584846,108.54534864885079,114.45741473066789,1.7631944818270606,24.029812951587985,67.6530493159004,1.0241772158153266,18.027079016615833,0.6293330034503685,1.0,0.7596784309438442,1.2881961625562477,1.0654717055835625,-5.5628269593541875,0.03215779554825377,-0.021939761946752016,-1.0307579574116337,-0.2655243017509762,10.01716165164431,50.36087527336143,665.7934925031016,160.6849035722698,0.233658500403453,0.007462535311022257,0.0009846760784348266,0.04337214331004115,5.814665875163559,0.006172946893120196,0.18622026157360677
900,1.0,15.322580234314184,108.96620584400465,114.45423040560777,1.7603024254915165,23.960011357910023,67.45957759304684,1.0260776079479965,18.081950543070345,0.8053025748950942,1.0,0.7591324612546395,1.2649565043793065,1.1406923161027902,-6.3481180981100325,0.03661659666223835,-0.027198883119266784,-1.161044159453023,-0.31443478003355346,10.563679402929766,59.39266380592894,642.7492412038985,172.15350174762327,0.25416607510472133,0.00885603561071833,0.00104595443651644,0.04335769451693871,9.89492875508632,0.006934543302585434,0.24904894046201556
1000,1.0,15.524684020146001,109.4210257441579,115.47053581942748,1.759191786453061,23.91508805085819,67.36671180921944,1.0285888476479932,18.093554493704776,0.8540802315828507,1.0,0.7597479932528065,1.550169723919408,1.3447737331240335,-7.987415446984358,0.04039179659407312,-0.03100860722094689,-1.3300684194587031,-0.3434980445894992,11.713167316740341,57.724031722281815,635.9394876184252,179.89930407601014,0.27043461770924454,0.009326902775517253,0.0010282297393450735,0.043404440725164896,10.135455316859986,0.00707554855647824,0.267112297281868
1100,1.0,15.635527347410038,110.1188093585491,116.57190694513793,1.7526516254545763,23.68397735938369,67.21727081896881,1.031171322206168,18.115677576229793,0.9805766831070631,1.0,0.7590494473611793,1.6294113646703638,1.4399357716241237,-7.761544839543223,0.04294283873789422,-0.030711765307380137,-1.4590051292767814,-0.3669428350796348,12.746713313640614,68.18265273702198,612.8934862625819,190.33644826825193,0.2888714148284662,0.010534262873053939,0.0010719562836582002,0.043392765059626276,13.209902265200759,0.00804444439933033,0.43990589242341693
1200,1.0,15.708356071337981,110.73720704586447,117.39544757420374,1.750902572087405,23.53141395812236,67.0231764573284,1.035087177316051,18.144124711771223,1.0897140015760411,1.0,0.7594300818195355,1.850318952901566,1.647703017034971,-9.446832983763674,0.04825978516093094,-0.03473039306513479,-1.5904187296417451,-0.4344214169179706,13.736075180552552,71.22755303613836,604.7991800131531,197.59005242103146,0.30864596876988276,0.011457962053649282,0.0010581520269936197,0.04343303445850528,13.263276453784098,0.008206627211258415,0.42739372610091986
1300,1.0,15.868195106052688,111.59723906049423,117.63396387377023,1.7424776647043034,23.432699500916375,66.87020914035791,1.036971820875568,18.189063925836503,1.0870552541830611,1.0,0.7595442087726447,1.893037316667367,1.7012485241597766,-10.060725263641332,0.051330846676193656,-0.03956132461152971,-1.728021736165113,-0.4569496350881169,13.76604844098223,76.44476935791462,586.5306350141033,203.50831999206343,0.3345262838117558,0.012775171390178976,0.0010835051534603074,0.04342582964591206,17.045299605799148,0.009378078335442581,0.4247958789776177
1400,1.0,16.064556212798642,111.71789347007129,118.8135279986988,1.7430608331844466,23.258228615209553,66.86369990265621,1.0404113226964111,18.240191993699916,1.2532775242131304,1.0,0.7594126236699413,2.066121095983164,1.992199679355809,-10.72676079420529,0.053633715275000556,-0.0410620379397387,-1.9546645369291797,-0.5012696237930293,15.650454342777993,79.39450271443712,582.8531605982116,209.10976909799416,0.3405116626612386,0.012518404806450781,0.00106903714548291,0.04340863430937839,17.44078880713715,0.009886393019025577,0.5836691226454985
1500,1.0,16.06902848172638,112.48668453801348,119.56149406290756,1.737227626933599,23.1438566877951,66.6795857449187,1.0433430254432257,18.273960351778275,1.3281388430422882,1.0,0.7596840134266587,2.3566566120438797,2.093152832182714,-11.396741812022565,0.05838220055525544,-0.0452201630336959,-1.9985049697642117,-0.5439074680760214,16.165291905589317,82.41745254269091,571.7227129495479,214.10701074418702,0.3649029131493252,0.013988151901499761,0.00108459587137048,0.04341906423844186,19.24287727627778,0.010039012292588382,0.6768102160769025
1600,1.0,16.22113219195124,113.17521805342432,119.63550507758778,1.7314244467554956,22.925743876456366,66.54281423774373,1.0479516345188604,18.320580214926526,1.4280466772898461,1.0,0.7603604642770688,2.525024875397678,2.0811372041410245,-12.46934821859307,0.06045314190260458,-0.045320802437459146,-2.1913978803158414,-0.5675668893634841,16.830216518822695,91.25042972953898,560.0872368853735,216.14704813562474,0.40088279337942423,0.015977795602032628,0.0010996757458998092,0.04345533641457604,23.118072769490368,0.010885992863697206,0.6146104042942231
1700,1.0,16.38324388580455,113.6005146557124,121.2401634619161,1.7276838003284556,22.929432116492773,66.30214218406765,1.0484308615924467,18.34498493076903,1.5087087009259208,1.0,0.7599277383861113,2.6469931628868757,2.349786959985188,-12.854510431448544,0.06540991850335712,-0.04716512205712636,-2.3406725348858286,-0.5729024487250836,18.01450666690252,96.06665767151706,538.4148962062695,220.13089078454462,0.4184438510958457,0.017099025391969128,0.0011424605811466962,0.04345720809852117,25.43352898450269,0.011325261427411108,0.8031518060244661
