milliseconds,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s21,s19,s23,s25,s26,s27,s29,s31,s33,s35,s36,s37,s38
0,1.0,14.12448418891618,103.77236029194607,108.39046770241909,1.7922830589663208,25.206868984280742,68.84580827154088,0.998794672711008,17.743027714815696,0.05505793342755927,1.0,0.7587725675186064,-0.05633803713462078,-0.04029667912763173,0.07751204108776114,0.0010229683149743226,-0.0008994479722501528,-0.014360468365362797,-0.02235053499443156,38.06295077090391,0.7908472594599216,847.0475142711338,4.642964453632217,0.00830934839345475,0.0036031899050637272,0.0009805269362360613,0.0433688287507661,-0.33013716493722556,0.00011002981818725972,0.0395201479234641
100,1.0,14.134254254736717,104.41384332968248,108.31095289907317,1.7925225713854396,24.987886036566607,68.72047823291328,1.0048291773733897,17.79757376809941,0.022058697573801578,1.0,0.7590517101580688,0.07882183206163694,0.19607532888692272,-0.6161430664735054,0.006309859102613792,-0.004269409368964579,-0.17293941827196405,-0.05945986117079238,18.604081787949916,21.65538073689565,819.1344469344695,34.861039069215174,0.050436683350427156,0.004317692045052071,0.0010029590847132515,0.04337695279759954,-1.0643126291797442,0.0011762929176123628,0.041818649238765125
200,1.0,14.327487162865127,105.13137466287557,109.35591445532214,1.7857696770345195,24.873647212690177,68.59072371515785,1.0075613600281463,17.810740155882254,0.17423748496815553,1.0,0.7598759213980218,0.2620968924626128,0.20994501940348181,-0.9778221215044224,0.007614948555813308,-0.0039508045858448,-0.2388449251715531,-0.08025543284557708,11.319825008661022,29.73275014841094,798.9599806679117,56.4370064143149,0.10232373008572201,0.004815385316265741,0.0009723205116721566,0.04336926858835075,1.26279207507134,0.0014800886420997213,0.08354726666585549
300,1.0,14.548974052806615,106.09077578994909,110.91144143015752,1.7845672323636634,24.856708852798235,68.45195081183249,1.010580582743344,17.83037026155146,0.1874076403124835,1.0,0.7588284341130083,0.5388439218446262,0.3398270876202918,-1.87089221368954,0.01245422872379945,-0.006542776286385011,-0.5040603012918972,-0.08277140643032502,9.387473380198957,37.92478000991663,768.2746983405543,81.49987387510835,0.14348205884664536,0.004890020499378143,0.0010204578756805782,0.04336446434715651,1.411484614479665,0.002600571309276942,0.09455745125777193
400,1.0,14.56938170587337,106.11926253675622,111.36546791383635,1.7797936242886294,24.55855826775093,68.21152694943513,1.0121657790780532,17.89911228205845,0.41195363551236436,1.0,0.7588903151515015,0.5698699344904403,0.47075957262612933,-3.1972347330836914,0.015965672033202653,-0.011573283067511639,-0.5126610687944829,-0.16490863898833402,8.215334750231015,41.42989267407475,751.5510939883874,104.29615711673645,0.15049695763431853,0.005300992159572936,0.0009720474760812297,0.043369490072448655,1.9194209770905402,0.003385646885733247,0.04169846434611419
500,1.0,14.77835843124656,106.95010902657997,112.35708321049131,1.7732676512879522,24.414199255502673,68.0651541630369,1.0148806436021642,17.910143419458585,0.46007272729091403,1.0,0.7591758028616785,0.7516711243086395,0.6342092829389264,-3.406731282258762,0.0183368457740282,-0.01336323925691254,-0.7564467308789163,-0.1970127982609639,7.9833747366578995,40.31000106553047,720.4966058379534,119.1041244356803,0.17619114787108042,0.0050631515961101934,0.0010149620791178385,0.04336752778745694,3.749432603483039,0.003938589681258439,0.13126202309487112
600,1.0,14.94600886605881,107.71333081421895,112.44199597733224,1.7745864102892952,24.47488582026561,68.04358458314906,1.0177934588619686,17.97349663116957,0.5259236006725849,1.0,0.75931885102622,0.9110297300013542,0.743625835584975,-4.8423381699964425,0.021193820405298894,-0.019232942338109356,-0.8811364752099174,-0.2352283165257615,8.782472392363156,46.11309271027532,706.7152798151496,135.22872898565842,0.20772341662913413,0.0065439344958345335,0.0009656726909547537,0.043357881866129114,3.3449275204435676,0.004371978625803702,0.14731305063365951
700,1.0,14.995588285741963,107.79301280442091,113.8833207714618,1.7663245134274363,24.32652168167756,67.90773996520393,1.0185937220691303,17.977505824680918,0.538505186448153,1.0,0.7590161298811255,1.003939511860634,0.9346420978810889,-5.020984932519842,0.029032341913286748,-0.019238027950631793,-0.8664149178821821,-0.23499773701630006,9.722502242358559,46.78327091914082,683.5309031586721,149.60574091986433,0.2304463342192256,0.0073679220684184435,0.00097883566684961,0.04339123241978612,6.571958960304932,0.005523846302712115,0.17822252396489385
800,1.0,15.192942024829549,108.83348888229335,113.87298537720137,1.7641239685229804,24.150199026421515,67.65160564699009,1.0232084127704835,18.03252144996933,0.7122712753726689,1.0,0.7597685678066685,1.273355670876656,1.1014731097840273,-6.462116439631584,0.027926820188239894,-0.024544226003340032,-1.037016960695535,-0.25947936307306074,10.455375349357592,50.721692170867485,666.3687173837839,163.82754312722028,0.2378802585227184,0.007798947256879976,0.0010283128362155954,0.04336913523771306,7.549209668192232,0.005983760072261405,0.18889726563112333
900,1.0,15.21238729040026,108.869667585049,115.14077027741091,1.7592726149828457,23.922921606840042,67.49455192575091,1.0278189504216013,18.05242226133435,0.7375519970609565,1.0,0.7599916301555402,1.2691811384139955,1.3136073233190966,-6.558238060087431,0.037211919209654054,-0.02657283105349909,-1.2175617270767545,-0.3004698969520583,11.178455469218267,55.268686389113896,649.4209254618495,171.32814552172056,0.24409071228684318,0.008894387510347056,0.0010363752978495636,0.04337199228929716,7.460094308581868,0.006768366681832824,0.3256486987123869
