milliseconds,c,V,n,h
0,0.3,-60.0,0.1,0.1
100,0.2999633471130058,-60.05155207021239,0.09977642436900296,0.10200159270756284
200,0.29992666017553765,-60.10281293369441,0.09955330025505882,0.10400588496440516
300,0.2998899382032222,-60.15377134317628,0.09933064697623753,0.1060128743169531
400,0.2998531813845131,-60.20442793522409,0.0991084642128313,0.1080225169927531
500,0.2998163900771892,-60.25478355185481,0.09888675217815435,0.1100347189964842
600,0.29977956471946815,-60.30483962186409,0.09866551029227713,0.11204937458598829
700,0.29974270552056087,-60.35459683571731,0.09844473827370026,0.11406643285060772
800,0.2997058129206494,-60.40405665721207,0.09822443550888665,0.11608578683296471
900,0.2996688873770074,-60.453220674854975,0.09800460126128092,0.11810732493399795
1000,0.29963192907194,-60.502089534615386,0.09778523522671669,0.12013100220685002
1100,0.29959493853841507,-60.550665121523075,0.09756633651973447,0.1221566873328098
1200,0.2995579158967455,-60.598947868681286,0.09734790493438375,0.12418435039019948
1300,0.2995208616936132,-60.64693977441479,0.09712993950977637,0.12621385433933596
1400,0.2994837761581445,-60.694641654692404,0.09691243986099844,0.12824514251119054
1500,0.2994466597109731,-60.742055106201974,0.09669540520427537,0.1302781073231801
1600,0.29940951269371907,-60.789181378619496,0.09647883493934595,0.13231266309835735
1700,0.2993723354535468,-60.836021808743276,0.09626272840593582,0.13434872043735308
1800,0.2993351283420094,-60.882577747116514,0.09604708493772957,0.13638618891659177
1900,0.29929789165287035,-60.92885045434336,0.09583190387862202,0.13842498881407436
2000,0.29926062564834555,-60.97484116586692,0.0956171845601595,0.14046504539577837
2100,0.29922333072546115,-61.02055126851847,0.09540292633381045,0.1425062610476586
2200,0.2991860072341975,-61.06598209629834,0.09518912854409095,0.14454854614026474
2300,0.2991486555245353,-61.11113498320687,0.0949757905355171,0.14659181104414665
2400,0.2991112759464548,-61.15601126324438,0.09476291165260496,0.148635966129854
2500,0.29907386884993664,-61.20061227041121,0.09455049123987064,0.1506809217679366
2600,0.29903643438330874,-61.244939177530135,0.0943385285529227,0.15272662253265148
2700,0.29899897273217196,-61.28899318721548,0.09412702286380312,0.15477300667615046
2800,0.2989614844084607,-61.33277576291476,0.09391597358843262,0.1568199570988206
2900,0.29892396973799573,-61.37628821931785,0.09370538006067541,0.15886738826910954
3000,0.2988864290465979,-61.41953187111463,0.09349524161439568,0.1609152146554649
3100,0.298848862660088,-61.46250803299497,0.09328555758345765,0.16296335072633433
3200,0.2988112709042868,-61.50521801964875,0.0930763273017255,0.16501171095016545
3300,0.2987736538821628,-61.54766301808602,0.09286754994581962,0.16706024986219012
3400,0.29873601176096076,-61.58984425214279,0.09265922473771333,0.1691089104414017
3500,0.29869834503160086,-61.631763131100236,0.09245135112776454,0.17115757747286972
3600,0.29866065399435154,-61.67342095500837,0.09224392843180775,0.17320617001912686
3700,0.2986229389494812,-61.714819023917215,0.09203695596567749,0.17525460714270583
3800,0.29858520019725826,-61.75595863787679,0.09183043304520827,0.17730280790613923
3900,0.29854743803795103,-61.7968410969371,0.09162435898623462,0.17935069137195978
4000,0.2985096525672771,-61.83746758577342,0.09141873292992128,0.18139821840219472
4100,0.2984718439595457,-61.87783933338977,0.09121355408454382,0.18344533379885214
4200,0.29843401265478076,-61.917957718663914,0.09100882188527674,0.1854919280657159
4300,0.2983961589307699,-61.95782402896568,0.09080453562875761,0.18753792485926007
4400,0.29835828306530027,-61.997439551664925,0.09060069461162398,0.1895832478359588
4500,0.29832038533615945,-62.03680557413148,0.09039729813051345,0.19162782065228623
4600,0.29828246602113473,-62.07592338373518,0.09019434548206356,0.1936715669647164
4700,0.2982445252205247,-62.114794125505405,0.08999183580943616,0.19571445340243399
4800,0.2982065631099907,-62.15341900491032,0.08978976832096,0.19775642834809398
4900,0.2981685800710003,-62.19179939246781,0.08958814240292533,0.19979739035570981
5000,0.2981305763552817,-62.229936554649136,0.08938695732943627,0.2018372693910507
