miliseconds,E2F,Myc,CycD,RE,CycE,RB,miR449,PRB
0,1.2058624536305647,-0.002566829244425772,-0.00018265233521461935,0.0064334300945510636,-0.0004746422999239501,0.5486184000659174,-0.0009376584167356327,0.00015555203844680308
100,0.6285665271957533,0.07827919075652989,0.034706754016506844,0.5584232995288368,0.02634026950025909,0.006784827869165136,0.11090267082623137,0.0013165330509279421
200,0.6149112136663412,0.15509570697943723,0.06695277468893034,0.5603792615169746,0.049402326996938216,0.005654106394743522,0.22037466727400373,0.0027738223481859805
300,0.5973800721087659,0.21344840772410983,0.09456822073808305,0.5871502396720594,0.06556468649951858,0.0102649471161982,0.30841532612713485,0.004786023360555362
400,0.5998443565617841,0.2748465719719753,0.11461508017424464,0.5978133499185518,0.08206444312957575,0.01627875540909062,0.39440529494434545,0.006218559792187328
500,0.5889622617016997,0.3236942478675918,0.13006624620261728,0.596451797020903,0.0944449730573802,0.01893022203002842,0.5025097427403429,0.008792067210069856
600,0.5847239841530966,0.3552076117581547,0.14420996905607267,0.6175379468978257,0.10232432736395608,0.017795976751996546,0.5877631133659488,0.010237029362289578
700,0.581275950896559,0.3926697472542808,0.15241141840672015,0.6345982030860469,0.10963927517655486,0.02100626536866539,0.6440370514187639,0.012926936565542769
800,0.5755842419812514,0.4239186281632415,0.16105983038917648,0.6506195186382256,0.11671950667727202,0.020596972247642512,0.7148209620322652,0.014877135866066553
900,0.5678493642914224,0.4416201396228146,0.16509539076374619,0.6499821078565814,0.12058108999247923,0.023150511974440617,0.7512500238122273,0.016988141492455457
1000,0.5624631892543115,0.4604121413963135,0.17025042376732405,0.6623441604048943,0.12402357378518143,0.020735913593402048,0.8064313159796354,0.01839767109025682
1100,0.5583492991079685,0.4740694136324139,0.1713839335603999,0.6757931080120829,0.12388657371660983,0.021127353270986603,0.8844865650735538,0.019695523292317337
1200,0.5520324566680924,0.49104732103810894,0.17148777748520466,0.6911356100007182,0.12663166400034484,0.024366020608147732,0.9013163961849018,0.020847846151030434
1300,0.546270119010488,0.4900934673211448,0.17397757717314252,0.7069980312240913,0.12679477228528657,0.02280644948627244,0.9620926689734961,0.02212443074776548
1400,0.5409229948112542,0.4977265652091989,0.17268578452531258,0.7264476180703618,0.12719271376888022,0.02427294731202647,0.9905026246964324,0.02281516426499214
