miliseconds,E2F,Myc,CycD,RE,CycE,RB,miR449,PRB
0,1.1996040249339244,0.0020860757274634403,1.70486720596533e-05,-0.005191351352412545,0.0012047351119856867,0.5532892667567814,-0.01473710433052326,-0.0003289564481719494
100,0.6256090481873432,0.07857956417969508,0.03503072454424523,0.5598916709832885,0.02553133920655702,0.005228206409999978,0.09757317643149777,0.0016018624719332808
200,0.6173690880296191,0.1522995735690803,0.06589968886343077,0.5774746538332769,0.0473401340252799,0.009053482203585355,0.20961653675287872,0.0031855524987572516
300,0.6053469658723746,0.22272900392247705,0.09318946415881471,0.5838874224291225,0.06596713752632251,0.009977821824129778,0.31810604030460915,0.004441129159078481
400,0.5944242542857133,0.27798730475350336,0.11291447084443726,0.5996339990955712,0.0817345164945701,0.014953040813279275,0.4104584229125414,0.00675075600906847
500,0.5935188468976742,0.3189388956563969,0.12986284373350535,0.6017315209106917,0.09460976475070035,0.014609205185581054,0.49655919051873415,0.008420639716448974
600,0.5773648543914015,0.3551770225873035,0.14289300523277265,0.6229617986389913,0.10424845404273772,0.020918791063774884,0.5687633542807996,0.010521751109484966
700,0.5724938459338366,0.3885803268606337,0.153716444172288,0.6347121247613406,0.11160419082153515,0.018299342834707955,0.6519445928900507,0.012897800280757755
800,0.5778948935013335,0.42028645114301844,0.16078052057574663,0.654438937522575,0.11655550214292956,0.017703057080850005,0.7020893453237764,0.014563602803496301
900,0.5667585941669199,0.4451654407912185,0.16696158462952573,0.6614701828981363,0.12106169683495746,0.02104898650847958,0.7681462292658707,0.016734188157908277
1000,0.5667488525533297,0.4566454250282806,0.1699944726910706,0.6608592573046903,0.12361317764430028,0.02647301670178777,0.8136952845144437,0.01794820906839024
1100,0.556554596952356,0.479901357488309,0.17039553829211226,0.6715632350416884,0.12371520904550337,0.021482062005407903,0.8855835678791373,0.02010131327764669
1200,0.5439392344815418,0.48284858362259253,0.17359619645528895,0.6908066225976734,0.1272521020985532,0.021381134719731288,0.9161103421014196,0.0212894261521284
1300,0.5490646663210252,0.49931713397122734,0.17142022287773528,0.7123800064577981,0.12582900389244908,0.027324198440719618,0.975376885472654,0.02184977744155068
1400,0.5368447874037814,0.4992557724710797,0.17097693611551393,0.7245628805164792,0.125545343972246,0.024155760422176965,0.9982741597310474,0.023318431249513327
1500,0.535549125123602,0.5006405641236664,0.17081992357511358,0.7428450249519994,0.12631575438661855,0.026432529142706006,1.0344262974381235,0.023512300574498105
1600,0.5288016200532881,0.501880647296982,0.1693468239007421,0.7544142620509431,0.12533207034946925,0.029796638392952202,1.0672347149097081,0.023939475259083562
1700,0.5173645547685362,0.5041758089831714,0.17024140748198546,0.7791669848365628,0.12502716409083914,0.03074790513041241,1.1048377177818742,0.024226806640455414
1800,0.5128086855882117,0.5071125165498785,0.16667917246355504,0.7850443021824268,0.12494988606385876,0.03138583575773015,1.1300038998383874,0.02505374765823035
1900,0.5093658821768181,0.5005306231748919,0.16660269513394377,0.8071372637019723,0.12455805330975919,0.02571236818591907,1.1334364685056204,0.024899274211084885
2000,0.5059553251955006,0.5018519195970873,0.16389354213700033,0.8116798835944029,0.12310813246076577,0.025708970036404086,1.1871146773651409,0.02499528927772022
2100,0.49608798743000737,0.49218146906189814,0.1622198312748319,0.8226047449190496,0.12101163484176578,0.027942180444290664,1.215346364745551,0.02515070391416803
2200,0.4922980140219723,0.49542858309035426,0.15995852864269922,0.8407814005369143,0.12067319170177764,0.029026869979726193,1.2273272972491902,0.025141488228813607
2300,0.4926174382435121,0.48604222131334684,0.15939230115566616,0.8635219824797999,0.12001081658904421,0.028094888773966754,1.2529959631355634,0.025011699264144455
2400,0.4755043782704271,0.47764049563755256,0.15844432182172422,0.876041994181161,0.11874211362792889,0.0320118728575505,1.2674941813658773,0.02533375116936468
2500,0.47173841313801984,0.4703691322441141,0.15786170868350924,0.8901814370447335,0.11780673335425179,0.03080907167781584,1.2827564137676633,0.025285034927185823
2600,0.47200611261408704,0.4713956255591761,0.15674764676541678,0.8916065651249335,0.116651127773653,0.028067407753563967,1.298974377960129,0.024686028789557835
2700,0.46618587160955627,0.45829025730235184,0.15476937620946443,0.9258611679808179,0.11515398834374674,0.031355288892804124,1.3004632282915658,0.02483703891984182
2800,0.45877744414847754,0.4605834085289445,0.1523738539564987,0.9391757422193776,0.11346335933724791,0.028271574307094847,1.3276053605917424,0.024790478119496372
2900,0.4491022858509388,0.4484041020832052,0.15244030300324285,0.9405453763832491,0.11265507376331015,0.034471059326390815,1.3543603210674435,0.025449735931042758
3000,0.44278197468226943,0.4485224174611436,0.15035844940912088,0.9554658482343207,0.11128059064922571,0.03482800419353564,1.3610011409685083,0.024962802943748415
3100,0.44466921914394514,0.44351120951365974,0.14894367755724838,0.9703101549133946,0.11143589327308764,0.03072908142706924,1.3665898500950453,0.02559992503693103
3200,0.4327517489451041,0.4292560916541466,0.14817353761965163,0.9772259766050401,0.10993064638681438,0.03341592399317034,1.3870718587190645,0.025497967758725693
3300,0.42828124099275305,0.4226865254098223,0.14770014739431594,0.9885304828234903,0.11042056508389804,0.031315048563734044,1.3638589789680078,0.025492216309821014
3400,0.42422746797997213,0.42692510213293666,0.14775178277632284,1.0209326821307187,0.10911729977107204,0.03218584098637821,1.4005487626504443,0.025857964436899878
3500,0.4139917545693247,0.41546201002044286,0.14765489728908116,1.0203359768286275,0.10715140800932524,0.036287803460074985,1.4086477419346215,0.025718333451378347
3600,0.4068998168318679,0.4083212141735731,0.1478386378994369,1.0484164940226572,0.10668323177542943,0.03831061810818773,1.4264646390857016,0.02552635069643483
3700,0.40987896979407645,0.4097666441781101,0.14562610679717725,1.0680482946791594,0.1074724542810005,0.03549704582952848,1.421533321947766,0.02603730734245809
3800,0.39736841184747784,0.4023918899073979,0.14626002936725335,1.0709667426603349,0.10512704431379341,0.03908182755238723,1.4256545375169705,0.025863309876133823
3900,0.3939468075226696,0.39489384910638076,0.14575497634790988,1.0799298157753434,0.10495281879015306,0.03666587249342357,1.4252345421047423,0.02612831845424896
4000,0.39073823198414703,0.38925495412667965,0.14554993717442002,1.0957875859124182,0.10419603568681088,0.035687205711647955,1.4230114665163967,0.026232336922816187
4100,0.3882265885256862,0.3922328694516629,0.14560892387563795,1.1027921040036475,0.10368704982365674,0.036890515260408846,1.4461588594987815,0.026106487984149933
