milliseconds,E2F,Myc,CycD,RE,CycE,RB,miR449,PRB
0,1.1958155091600389,0.0027319242297779572,-0.0011253957639980746,0.001262278280479938,-0.0005693460810567305,0.5536685047832781,0.009929356771004276,0.00020456290304826815
100,0.6233457176604033,0.0809586006869212,0.03722039599446514,0.5718242326709041,0.02597619773652615,0.007598682414357825,0.11224564208081295,0.001436468719577639
200,0.6196789361045277,0.15159610449723926,0.06881146333389192,0.5755898036914151,0.04845546603577481,0.008087039237705667,0.23923285818174012,0.0031165976321028454
300,0.5976558462208673,0.2175801091691843,0.09222582592735114,0.5819554324660825,0.066627145140998,0.010054228060472717,0.31019044962407566,0.004219382404975424
400,0.594451974968828,0.27749909638459463,0.11455484423895088,0.5923816663624832,0.08205314303754821,0.013857213066361125,0.4118465058737091,0.006544308717845716
500,0.5918561605086963,0.3158904976962361,0.13037941287491872,0.5951755489986265,0.09345671142248065,0.01290468062963826,0.48439829148877556,0.008756855497289322
600,0.5791944603709155,0.3636830318150236,0.14349128122031474,0.6145142797268781,0.1032697637455337,0.01595104315811896,0.5661802647768405,0.010530585818719199
700,0.5745401187966961,0.3952947329788668,0.15508035020416433,0.6362553623111287,0.11124090327663905,0.020050029042074483,0.6573941476971762,0.012832155140106823
800,0.5710396661109177,0.4239797180226589,0.16127409093475645,0.6511896393752582,0.1147940508715067,0.023495966170215807,0.7150135677354357,0.014535376652364004
900,0.5599799866511704,0.44390438722489384,0.16685595437931988,0.6639534599421181,0.119236788092001,0.023880690146515653,0.7542468602948347,0.016250303849549987
1000,0.5643251009778228,0.4659888781124067,0.1693422970094845,0.6691459384682572,0.12326871232495973,0.0212436205255693,0.8068111768771506,0.018066550619636648
1100,0.5595056650688696,0.4744684070211475,0.17227075885848356,0.681324286643656,0.12402549246498527,0.026074459309669392,0.8673415727185327,0.020062201919694066
1200,0.5489360731943638,0.4852168484678562,0.1709985425987363,0.7074303343247628,0.12560173547332612,0.02337816071907135,0.9076941530513419,0.021163346806247322
1300,0.5423242093852305,0.49034464075947193,0.17339342962154478,0.7190462475299878,0.12706770774008797,0.028128262843431933,0.9421145310681143,0.022477047253592085
1400,0.537044808253011,0.498954773230176,0.1719966524132745,0.716611322247011,0.12710424504332404,0.025153432052122063,1.0158357789720913,0.023257775451707187
1500,0.5324674453851919,0.5088192650561308,0.1696930777502762,0.7439478941024471,0.12619769592439345,0.029465356455243816,1.0477185382992638,0.02348086382319412
1600,0.5323467202029194,0.5042243063598573,0.17083651073297318,0.7537554591455256,0.1248174611336283,0.028332228862261704,1.078066663965783,0.023760732166713445
1700,0.527738858877103,0.500861899601139,0.16724733858159327,0.7617706386435985,0.1263239191400313,0.02728361619465139,1.1050870857959199,0.024570084945568036
1800,0.5194100848498641,0.4998694741182978,0.16824412507908199,0.7789719143054832,0.12465341583229508,0.02995582766399197,1.1208813907039605,0.024755068044318863
1900,0.5055390399625576,0.5033532408595551,0.16569338335722025,0.7894298111643765,0.12236318582411959,0.02881721271764405,1.139928682776754,0.02455953698552101
2000,0.5101321059863075,0.5029781401187355,0.164056425046749,0.8065710909599726,0.12313294592471433,0.028217838926698203,1.1642946103010572,0.025221426467997757
2100,0.49959585797253253,0.4940395539213231,0.16199765539007738,0.8348148967026588,0.12101399915465359,0.03155614764469774,1.203529071257135,0.024971441971860547
2200,0.4938052015446563,0.48944618359275555,0.1612474548315089,0.8484888655243492,0.11936540893140783,0.026104551708411854,1.2312617480432513,0.025321029094274923
2300,0.4860517500188162,0.4909708633519959,0.15960290527576523,0.8519636708493403,0.11882547912123385,0.026846830704223286,1.2604665085706903,0.024891420966089477
2400,0.47709802074025304,0.48304347002758,0.15976917377825073,0.8671224456461775,0.11769395073793772,0.027190719521713005,1.276949365291263,0.02521300038584639
2500,0.4712992164648082,0.4720982827000243,0.15760017679162774,0.8774980481053517,0.11617416551532678,0.03350440458046308,1.272330918049243,0.02526865410722647
2600,0.47115699393787724,0.4662882881272446,0.15407572451726542,0.9050529207950708,0.11689859733094107,0.029785498544036327,1.2988893795188565,0.024895413277381
2700,0.46645612276086973,0.4608526741693484,0.15323545763577837,0.9221337230087989,0.1157196427201001,0.03009868177622238,1.297847707841945,0.025298120908245167
2800,0.46391607646272315,0.45432794314453034,0.1532750902328885,0.9319996837478456,0.11343130473638668,0.03010591421035697,1.32907197261054,0.025434262279664912
2900,0.4501370065392009,0.45130345446134956,0.15221345782693343,0.9436900322229137,0.11296701338464066,0.03373949665827896,1.3392322618241648,0.025292747738188175
3000,0.4510466033622141,0.4419464764753719,0.14968512870898104,0.9510632803484083,0.1126432937791131,0.030500085199876226,1.3666780936309861,0.02504356903695984
3100,0.4366387419794598,0.44026646721688206,0.1500068229221903,0.9678123924725115,0.11057925670008807,0.03493062520973352,1.3756304071669667,0.02520407004061118
3200,0.4281452197006043,0.430182875037392,0.1486701687989047,0.9765264082698467,0.10977041903442786,0.030536370996309122,1.3700658550160945,0.025009984974367266
3300,0.4224490884771613,0.4294843318916492,0.1503212068891547,0.9922716846797782,0.11069158258815699,0.035768227497008594,1.390346963242949,0.025271333045139895
3400,0.4222061647058696,0.4170636579566705,0.1467729954596466,1.0037567141541621,0.10929376957914559,0.03187823543392504,1.3862962571861062,0.025310668699441662
3500,0.4135644905944465,0.41183383401798,0.14861072917355858,1.023565829856932,0.1069729034675596,0.038007339477209384,1.399719465131389,0.025304305390568452
3600,0.41403376681064163,0.4114500717995924,0.14729764517799587,1.045755399349332,0.10619801193363505,0.03724535249202099,1.4283390036320807,0.025984530696528608
3700,0.41152931032849366,0.410391539685314,0.14696639914313572,1.0669206570699685,0.10746788161772075,0.03368466815827783,1.4120293694187986,0.025959738117749577
3800,0.4061661057820861,0.39683264148075,0.1458463433293448,1.064553846998186,0.1058423340749824,0.036357380952292455,1.4165005111264724,0.026370564106950774
3900,0.3927923017291619,0.39267967429013945,0.14506595216049342,1.0921312073334923,0.10411967151344756,0.03411850775842405,1.441612650201211,0.02611308360212367
4000,0.39361617758424156,0.3941169768791251,0.14329856311009997,1.1041146360808236,0.1036658763718564,0.037968986082129154,1.4424108147241386,0.026608307980700116
4100,0.37772932061529885,0.3857264008112059,0.1441090905390403,1.1044642399976554,0.10465843587674917,0.040087635303674256,1.448429503397034,0.026809045640360404
4200,0.3734318026124381,0.3805050073586874,0.14517472848886337,1.1290781661449292,0.10433896989356933,0.03941625583699328,1.4495088903475153,0.026709860128797953
4300,0.3749245085341641,0.37583791314331216,0.14453947316574575,1.1301270480432017,0.10323846753793836,0.04163426734780011,1.445639136680035,0.026688464637419567
4400,0.364545647122139,0.3747275619403655,0.1420158140778023,1.1459312967934467,0.10076103794845649,0.041102446147094726,1.4491564231433485,0.02737817993794743
4500,0.36760457710741257,0.37689886054353466,0.1438439880131329,1.170919363433421,0.10156307749381287,0.04223782182609016,1.46044760129791,0.027066533144782464
4600,0.3546603624950653,0.3719031074932325,0.1420488178917854,1.1875145598760923,0.10159637980973403,0.04273459326125257,1.4555735772744964,0.027178928312217063
4700,0.34863128181203223,0.37216777339446727,0.14331978450612426,1.1837746750804643,0.09977302116922623,0.04009250497588314,1.475559873628031,0.027922826644971054
4800,0.34839806063256,0.365369177994779,0.1406205511419671,1.1931456212030682,0.10034983496392527,0.04576879069233466,1.4809857168707798,0.027955026824966197
4900,0.33680087688311194,0.36210468617661223,0.1416410605131011,1.2208177818450028,0.09871934278752423,0.040551996744806376,1.4830727834754878,0.02789213891511272
5000,0.33565042468244843,0.3626026215721271,0.14269709693526428,1.2349743608318666,0.0981570196197687,0.04511524348658929,1.48690122677219,0.02856683904629039
