miliseconds,E2F,Myc,CycD,RE,CycE,RB,miR449,PRB
0,1.206540352494796,0.005168598833117746,-0.0011422388740900942,-0.0030323530189035534,-0.0006802741593412127,0.5490998646227417,-0.0019629556631466163,0.00024395356835312765
100,0.6342491487927805,0.0865538770838604,0.036606475942231306,0.5589317754824223,0.026107317822449332,0.002164723044623592,0.11256610244906558,0.0011759129669254474
200,0.6163558404696151,0.15367720251088882,0.06638233530938596,0.5699149180829565,0.047926502761910184,0.006013339454058113,0.20987815594353357,0.0029896819171828866
300,0.6065037610582347,0.2156512668944182,0.09319274389869964,0.5934757875140119,0.06599678966192024,0.014379629205067086,0.33453426456822827,0.004829006847058547
400,0.5943242103562482,0.26936113454225574,0.11544616037443076,0.6000557179594693,0.08063373488751396,0.01648286573724754,0.3923394575086498,0.006799373466813273
500,0.5879189586560457,0.32118272492628325,0.13063121107962758,0.5966060327143706,0.09351749846953926,0.01657772594815421,0.47567634727804126,0.008391026852121746
600,0.582956652309923,0.35472182002163627,0.14257161812196614,0.6158084364678451,0.10420349820434441,0.019505327131414788,0.5607243613169931,0.010235658830815534
700,0.5763154150723367,0.39754482596537594,0.15319271479207117,0.6263580335476937,0.10933493184228554,0.016493203716658036,0.6358062719498071,0.013046829257669226
800,0.5703912235829515,0.41703756050882895,0.16187257954124698,0.6436313854227491,0.11630432834311179,0.024902018384047344,0.7221963905632435,0.014611703251109899
900,0.5685913061412288,0.4473727296037537,0.16466210159752123,0.6564772562730196,0.11917228001174214,0.02159570546461782,0.7566695866428708,0.016343122534352997
1000,0.5551224104865704,0.4641160858800655,0.1707205452052349,0.6609341103812963,0.12293622076221972,0.024194943057131605,0.8317306352947359,0.018089897725666448
1100,0.5500766407818167,0.47576840785185204,0.1729903176148141,0.6811758000978397,0.12404832428172621,0.02295286501809757,0.8725214270338437,0.020066647954991416
1200,0.5535442188008616,0.486099348022756,0.17373799121402472,0.6917186710156087,0.1262607509338445,0.02241828756722146,0.9124580652608825,0.021151647484652893
1300,0.5498978630942339,0.49792065863207596,0.17170820446369522,0.709021051211058,0.12773328286201616,0.02310382011122466,0.9486104511066934,0.02189272312617893
1400,0.5384095959218219,0.5033754516040523,0.17280839098788248,0.7138609285750078,0.1273027105951824,0.025809803071828133,1.012736842097206,0.023179832323695252
1500,0.5398588627705059,0.5081445907849359,0.1719811686709018,0.7475440542787027,0.12570630700788124,0.028019933507552948,1.0183370535916816,0.02330264905642109
1600,0.5318938190054531,0.510007187467085,0.1689797642098019,0.7601068963445581,0.1250223404127199,0.026389864331269667,1.0785038106560907,0.024469795481591467
1700,0.5169809868742419,0.5087665536765257,0.16819512779233328,0.7661444240063728,0.12609264331627187,0.025686355546103483,1.1149315053211362,0.024197361913423213
1800,0.5198044094142514,0.5097257112511316,0.16845081767268083,0.772173594109911,0.1252875231841498,0.026970069148085803,1.1089660863230262,0.024408136491816675
1900,0.5038451398673395,0.4991988649130913,0.16717470446153576,0.7984833749807924,0.12256901673573978,0.025694075325061207,1.1438078636241567,0.02476309515059484
2000,0.5007403756861502,0.5037864275648974,0.1634504981623922,0.802177660977276,0.12176521099170681,0.027540528594650525,1.1868579828485395,0.024598676542335385
2100,0.5015511483891064,0.4937679554912299,0.16127710158087807,0.8348317739785056,0.12099448399832613,0.025388256775622398,1.195750582046624,0.02476426829332747
2200,0.491164823732424,0.494178814632847,0.16069653616069396,0.8461153220851408,0.12041486283739468,0.030741407861517963,1.2081551911407578,0.024833529791416342
