miliseconds,G3P,PYR,ATP,NADHm,NADHc,Vm,Cam,Vp,Cac
1300,29.36590389344391,10.648314987606446,3699.6232119683596,60.966020005603724,10.451368816378013,100.2765285112273,0.20003286930319703,-69.99816519576213,0.09999879722574388
1400,29.348099718365003,10.65115218694749,3699.622426213399,60.93775217445914,10.45530119725392,100.28695398178064,0.20003302943077655,-69.99805748829753,0.09999865601567538
1500,29.342038226139884,10.670316665210578,3699.608231125981,61.0874990792534,10.466327666170887,100.29393793543623,0.2000338517249034,-69.99792017116064,0.09999866625385641
1600,29.333044799281794,10.676677005734764,3699.6097717880925,61.37500277764011,10.471529648677969,100.29486266895188,0.2000345547716602,-69.99777294821372,0.09999845117171002
1700,29.323957068762066,10.67917291039012,3699.5974991313356,61.395669718185026,10.482881939896064,100.30557242715254,0.2000347707873078,-69.99775736383515,0.09999844152889296
1800,29.306784519612826,10.696869674831603,3699.5937629871614,61.62827474818718,10.485721959443833,100.30954351588252,0.20003574377513847,-69.99764346979867,0.09999834502790529
1900,29.300399453163184,10.706494059692297,3699.585544513216,61.70489177179495,10.49634271733607,100.31671736722429,0.20003565885988123,-69.99749195356311,0.09999816988423137
2000,29.290968775556387,10.713350257266898,3699.583305951757,61.74258528883972,10.501180089520052,100.32189772831204,0.2000364482600732,-69.99738259410273,0.09999812107249897
2100,29.281873303724876,10.71814613085303,3699.573816725789,62.07263924300349,10.509883962731093,100.32723749649807,0.20003702197031736,-69.99715011872229,0.09999807354534418
2200,29.264582680837428,10.731011820138583,3699.575646014426,62.05321489359268,10.512864259855517,100.33546023927784,0.2000375342770178,-69.99711856640938,0.09999800685915763
2300,29.26012657184723,10.741267796988282,3699.5632108402024,62.15983367751383,10.522321999420084,100.33963733577245,0.2000380351430542,-69.99692310473893,0.09999779728615256
2400,29.253119297172734,10.75839035800896,3699.5579253311325,62.44885177521716,10.531334097215076,100.34600921095797,0.20003891187385728,-69.99677366032472,0.09999776752243351
2500,29.240388755152207,10.764368178506265,3699.5562146231787,62.457484155966824,10.534377180440764,100.35481149354523,0.20003936010919202,-69.99657318842996,0.09999773188669128
2600,29.232050187422146,10.781244798403957,3699.544367306548,62.66797569285264,10.54489874517289,100.36055251691806,0.20003962310813872,-69.99661209942079,0.09999756851056887
2700,29.212291591468674,10.781552096819517,3699.5436055873356,62.776554688168105,10.554083896441425,100.36905020980123,0.20003987506443469,-69.99633476647672,0.09999750787904976
2800,29.20379444385383,10.797670939366887,3699.537225732504,62.97421820100226,10.561691349873634,100.37172411051026,0.20004059907844537,-69.99628560703349,0.09999743846330937
2900,29.193199529572087,10.797346186957416,3699.5276186991396,62.88273688750436,10.566820561272221,100.38351606268564,0.20004150375705976,-69.99610045663881,0.09999732113241165
3000,29.189313433300946,10.817451024462898,3699.5279061785336,63.22768480386448,10.568849882225882,100.38633247725902,0.20004146384449298,-69.99588170496749,0.09999727647264035
3100,29.172802146875963,10.822869250286152,3699.5177792627983,63.36204056155383,10.575138306978308,100.39700831954275,0.20004240375129798,-69.99592955920527,0.09999706369067522
3200,29.172744437943116,10.83130684985474,3699.5181399034213,63.233590146526005,10.590408507766321,100.40088902144673,0.20004300451514406,-69.99576308976725,0.09999700167115778
3300,29.161006979424954,10.85013039031644,3699.504114244304,63.375745565201946,10.592926478405634,100.4061500918816,0.20004293633244621,-69.9956187201574,0.09999699957333472
3400,29.15343967683722,10.856407364881017,3699.4984551583566,63.67063224970987,10.596721731048925,100.4162467673825,0.20004345069806512,-69.99538004184775,0.09999688617736432
3500,29.14461075461964,10.8585209213721,3699.497486746968,63.74030101776833,10.609154791258236,100.42280829467991,0.20004452030463,-69.99534331934821,0.09999669275621631
3600,29.129065581758145,10.880843205202549,3699.4899919661225,63.92546878502542,10.615989391677111,100.42537478428898,0.2000450180649611,-69.99520965208497,0.09999671132111165
3700,29.114134492359355,10.87831026033511,3699.48514703995,63.97091745709735,10.62363250712867,100.43699496724561,0.20004517950362902,-69.99512554918913,0.09999655945108876
3800,29.11537812850527,10.89086054108622,3699.48237190937,64.18359187375289,10.62334828209801,100.43911734712428,0.20004605058661634,-69.99500122212065,0.09999652085729442
3900,29.09975427573089,10.89850836766467,3699.4719888043874,64.316666588692,10.632724428549448,100.44608991419986,0.20004607238298444,-69.99476467302784,0.09999635088135207
4000,29.08781369737177,10.917216371479654,3699.4672928648465,64.22451148515943,10.637456464765666,100.45713494056875,0.20004671109312364,-69.99458410902358,0.09999624338025628
4100,29.077735159531294,10.930777790046161,3699.4606360369216,64.49219309907642,10.645056244661674,100.46106917159544,0.20004774707756873,-69.99444749829247,0.09999615308176055
4200,29.066184947039208,10.931854393023047,3699.4583302139436,64.6237506251835,10.660098581703723,100.47283103165151,0.20004804843844184,-69.99442570169796,0.0999960777193766
4300,29.05175999286977,10.94389415210736,3699.45238590747,64.64484625434353,10.661478775475315,100.47661153111407,0.20004817806919614,-69.9942308088995,0.09999598264701542
4400,29.04733171641692,10.956874439730262,3699.4441092162665,64.79652319387573,10.668147775052661,100.48241929745764,0.20004875923424242,-69.99415966720923,0.0999959000802739
4500,29.040846399160465,10.965832311637927,3699.4376436561743,64.8719259946826,10.6724214074388,100.49244364690021,0.2000491633032018,-69.99398060888109,0.09999575147772459
4600,29.028663526820786,10.96974699048526,3699.434038848735,64.88454960275818,10.679718986335702,100.50092719685085,0.2000502818742598,-69.99392864992335,0.0999957259388811
4700,29.019479372158845,10.982121012381915,3699.4257368189465,65.20924920774033,10.694539928435992,100.50424383704052,0.20005065513509843,-69.99373666710565,0.09999569062649061
4800,29.00426333408285,10.992319979183868,3699.420762195079,65.17693926108198,10.699420253199309,100.51305469464972,0.20005141985278146,-69.993558327746,0.09999551103998072
4900,28.993276707137344,11.012431353704377,3699.418490549667,65.26901449653109,10.70682638428839,100.52130913916979,0.20005160383977896,-69.99335707412243,0.09999550547043698
5000,28.982343810501824,11.018566780912753,3699.4095847608532,65.3768331545938,10.712348747826207,100.53016157351507,0.20005246809984847,-69.9933716071391,0.09999529293170246
