miliseconds,G3P,PYR,ATP,NADHm,NADHc,Vm,Cam,Vp,Cac
0,28.501415139458064,11.509096706211817,3699.134390301607,70.15686812200164,11.05870719316547,100.92753987790324,0.20007851714718472,-69.99997962867616,0.09999997301342806
100,28.485468066721243,11.520292728205265,3699.131131944054,70.18082553014729,11.074318652584132,100.93178304705783,0.2000784074507332,-69.99996165805602,0.09999995701042685
200,28.474393789377427,11.531031883991322,3699.126397240169,70.32899520330632,11.080546706641197,100.95084106198085,0.2000790153989058,-69.9996680118639,0.09999983930402424
300,28.467922006736302,11.539377953813919,3699.120582380204,70.3472291740929,11.086168654941854,100.95703965059353,0.20008008390292115,-69.99962564403401,0.09999977895747254
400,28.457225224919977,11.549787979649375,3699.1171814561353,70.46418935234736,11.091492692701069,100.9664495000424,0.20008065513173218,-69.99956268490212,0.09999963094998546
500,28.44640284930664,11.558203604221035,3699.1133116494952,70.5826038465384,11.095801390188228,100.96734402418062,0.2000806252027527,-69.99935691884302,0.09999953535646414
600,28.43783811550646,11.574699446549392,3699.1069853567933,70.63472808911604,11.102710432332126,100.9842551347936,0.20008111349799518,-69.99925833395511,0.09999945647733582
700,28.426766323954112,11.576067292168364,3699.0996743641817,70.68924079535368,11.11547849518106,100.98472182984975,0.20008195980050641,-69.9990624603649,0.09999936289445183
800,28.41764267410954,11.59209401797424,3699.098223656143,70.81579291661069,11.114988623177174,100.996399655233,0.20008263028187814,-69.99897307473452,0.0999992006130336
900,28.40592551525474,11.595647863421517,3699.0861229258544,70.83805410734666,11.128400613157131,101.0030590507134,0.20008283068600174,-69.99886771306224,0.0999991618466878
1000,28.402409136754837,11.609406633759821,3699.083095553151,70.85262138139288,11.128958840655608,101.01810730720328,0.20008383524520917,-69.99864327154408,0.09999911329031216
1100,28.388914204215702,11.622141652062863,3699.0802227464346,71.01726755454196,11.143386582830379,101.02042319108975,0.20008410291662151,-69.9985279097891,0.09999901241632538
1200,28.38352560201821,11.630942064768742,3699.07134100667,71.03638197983774,11.142865462490915,101.03354049556611,0.2000847820628616,-69.99832114319203,0.09999893640058358
1300,28.367381365805166,11.646110917852365,3699.065066635504,71.12537699874196,11.154189706994153,101.0375319938165,0.20008527067851298,-69.9981987548167,0.09999879779743888
1400,28.35750890292871,11.65549308324519,3699.060331117276,71.16296807520695,11.160852733432709,101.0552918609323,0.20008562350885803,-69.9981879903506,0.09999876163602321
1500,28.35810822189416,11.655761780197682,3699.0606119268755,71.23340761503188,11.16256602798378,101.06283111460527,0.2000857821475287,-69.99798808751925,0.09999861569639361
1600,28.33905570137492,11.664642889084295,3699.0554229023232,71.37584764633928,11.173003594816244,101.06325526989114,0.200086451245488,-69.99786734181204,0.09999855014666482
1700,28.330761749651245,11.676141651638424,3699.0435607866275,71.39376209294005,11.183072647942156,101.07169011233256,0.20008748092691842,-69.99774073072948,0.09999842297681395
1800,28.31818736708331,11.690014871670673,3699.0457234481382,71.55715256297806,11.185689159264173,101.08023637912082,0.20008760994649594,-69.99760012473632,0.09999832110113938
1900,28.312529174734074,11.702950262866397,3699.0368129492576,71.62515774608937,11.192570369724622,101.09952186755378,0.20008840804547887,-69.99743334679016,0.09999821139507535
2000,28.299022867257666,11.713115989032778,3699.0345405573585,71.66691460964294,11.202466775341893,101.10065411193484,0.2000887831830058,-69.99738826249062,0.09999814600130276
2100,28.293105254706308,11.717657675451626,3699.0285633213175,71.6867206098494,11.20787881513549,101.10832677737697,0.20008913560006944,-69.99716687800799,0.09999810192020857
2200,28.28294011340481,11.732298013332441,3699.0221851402525,71.83490665548422,11.215657178137647,101.11948134757623,0.2000894322842951,-69.9969576503576,0.09999793120059662
2300,28.28014336381836,11.73576857298427,3699.0172055557923,71.86790600267783,11.221844038528687,101.13561841338476,0.20009027479677202,-69.99685793279258,0.09999787709662754
2400,28.260649457478145,11.744941907287204,3699.0134225017714,72.02519741044217,11.230011341770899,101.13728406334401,0.2000907114182288,-69.99671985961461,0.09999776536385697
2500,28.25755690433469,11.757141503383984,3699.0057634066557,72.07401903399673,11.238022907027752,101.14228376639868,0.20009109480193468,-69.99667614587612,0.09999769936030332
2600,28.24588043766819,11.765644340569343,3699.00388426526,72.04717282175446,11.239811041544533,101.16002769989656,0.20009219405935877,-69.99651541224394,0.09999751855808574
2700,28.231870451410785,11.776890391143718,3698.995188501261,72.20877654257023,11.252263042857413,101.16765186262438,0.20009228209696284,-69.9964590302991,0.09999748205042905
2800,28.21974123469537,11.791118986663388,3698.991905115481,72.28826123633243,11.254736820865721,101.17597733398475,0.20009331279117515,-69.99632118634223,0.09999742809028624
2900,28.21752003634382,11.800878042252405,3698.984254221319,72.3809236893252,11.265191217401316,101.17775390945474,0.20009317897221077,-69.99603279280652,0.09999725370190385
3000,28.207406632166144,11.80238194796219,3698.976336147463,72.33471102024683,11.271252197535562,101.19833753032454,0.20009387102467832,-69.99607316186226,0.09999720775728185
3100,28.20125228866948,11.816515421586912,3698.977870628276,72.44899360519078,11.281176528989565,101.20733350312545,0.20009428853371336,-69.99585050144248,0.09999712555130211
