miliseconds,G3P,PYR,ATP,NADHm,NADHc,Vm,Cam,Vp,Cac
0,27.540764548950616,12.477460677986107,3698.6368040252796,76.48361300386198,11.745681479386038,101.85453009193664,0.20013094217432728,-69.99999236054374,0.1000000680894298
100,27.525955614819562,12.494950948203815,3698.6320666866777,76.56238428856327,11.74346971958745,101.8670752422071,0.2001312992809989,-69.99984255381824,0.09999995838741609
200,27.52693977261497,12.4976299541014,3698.632108442793,76.61835955627542,11.753408934063481,101.87192792163206,0.20013162980760826,-69.99974204356968,0.09999977701259313
300,27.50579413888344,12.503503070605403,3698.6226301929573,76.6582513810182,11.75878499285064,101.88042780136904,0.20013230768664625,-69.99966632905368,0.09999978388964127
400,27.505807427905086,12.520787855251827,3698.6194850807524,76.6949059316584,11.76902054481722,101.88907159462627,0.20013275323249669,-69.99950377324775,0.09999957849597677
500,27.49673018880852,12.520500133636876,3698.6144672716528,76.8004427885523,11.775117945686928,101.90562088392839,0.20013381489491203,-69.99924629866366,0.09999949681533753
600,27.482795353096872,12.530557245094426,3698.60934844894,76.82986642128651,11.778477220657615,101.90535576075476,0.2001340669431419,-69.99925162088252,0.09999937565103306
700,27.46770773247435,12.545788043075852,3698.604424976413,76.90957025100404,11.792249042732706,101.92028239745105,0.20013441437522295,-69.99910344172113,0.09999940399736178
800,27.46313803066221,12.561297220583937,3698.600293944802,76.89250873601614,11.795705443814734,101.9366843563675,0.20013467273768185,-69.9988899752684,0.09999922184334423
900,27.460316472191167,12.560663587835938,3698.601167720282,76.97304583307591,11.796262455915942,101.94242284554215,0.20013586575905398,-69.99886132984366,0.0999991475194898
1000,27.44105147624896,12.573184574579063,3698.5925087506967,77.0533712148579,11.804337828087904,101.95485369313538,0.20013572868274873,-69.99863287576495,0.09999906727025391
1100,27.44092095311876,12.58486969888448,3698.588464099572,77.10382816956523,11.814400900847625,101.95814096097178,0.20013661138235578,-69.99858413466924,0.0999990148292006
1200,27.432122513328718,12.586883263883266,3698.583504317343,77.13520374960338,11.817835522933342,101.96725562119697,0.20013696942950068,-69.99845307808236,0.09999885882540481
1300,27.41058001731363,12.596734464512998,3698.5790384530305,77.1577431932974,11.830635229643113,101.98354364470093,0.20013731165735227,-69.99824260980489,0.09999873345544734
1400,27.402150180413994,12.612676817920478,3698.576205681331,77.20235916401698,11.835130486360189,101.98856669572534,0.20013814574572103,-69.99814584809337,0.099998674222195
1500,27.396508153622413,12.626948318895828,3698.5740184441524,77.25927085727399,11.838558368757251,101.99826489102465,0.20013883896868936,-69.99800510622202,0.09999855150118692
1600,27.3871824460876,12.631788079844911,3698.5689855770065,77.28516828054357,11.843374416563778,102.00456053899218,0.20013913547745696,-69.99790506752883,0.09999854224275956
1700,27.37978733311834,12.636135036328072,3698.5638803196402,77.36968602182219,11.856330263417522,102.018958361639,0.2001399197440567,-69.99766298908591,0.09999846383263704
1800,27.370976368653537,12.646000916034318,3698.559785452429,77.36852847970101,11.858861785391165,102.0252418199308,0.2001399493578561,-69.9975338991063,0.09999836884841395
1900,27.355763101845163,12.654158102932124,3698.5517218502305,77.42152381363987,11.867436875660445,102.03977913614268,0.2001407638479199,-69.99747434759679,0.09999816962112551
2000,27.34603828882142,12.67050802535233,3698.5465267870263,77.50002039061059,11.869254573140324,102.05045833657029,0.20014106492781364,-69.99739929764895,0.09999811117764326
2100,27.346809824627837,12.676968922691428,3698.5418785346164,77.521025188127,11.876181494702816,102.0539617244328,0.20014192852040494,-69.99717130856651,0.09999810799162602
2200,27.326023400127905,12.685250717665927,3698.5379050768825,77.58515486038016,11.88196577472532,102.06773537284023,0.20014279351115108,-69.99706010270407,0.0999979021663962
2300,27.323406813307113,12.695604789541509,3698.534649699876,77.66629976959598,11.897865841677165,102.08139748781532,0.20014333707820392,-69.99695919627138,0.09999785189772749
2400,27.32122691366563,12.704981828204984,3698.5351568071815,77.69837902075562,11.894617366493087,102.0952525693314,0.20014347999928553,-69.99678526771869,0.09999771483970622
2500,27.304899086385475,12.711970799692196,3698.53028821922,77.73734354635624,11.902877886594489,102.09232147922931,0.20014404229479757,-69.99659428351886,0.09999765652809761
2600,27.289357283877877,12.726390052001017,3698.5225874843973,77.79788619700578,11.913911070528407,102.11496328537646,0.20014429822506566,-69.99641996894312,0.09999752131531059
2700,27.291498277882955,12.729424705319031,3698.5162412419954,77.79068698086941,11.914638261344622,102.11276631728187,0.20014538853944083,-69.9963886688623,0.0999975145947174
2800,27.271675679273994,12.748721956407984,3698.5149165305015,77.89422325176568,11.927940771554931,102.134088737873,0.2001454747936154,-69.9961941152668,0.09999740052564142
2900,27.271648245708704,12.751765681838355,3698.5110456770676,77.93247570632742,11.9336174872134,102.14168644266799,0.2001458320691027,-69.99620609883199,0.09999724205950707
3000,27.2610640726548,12.769849961076623,3698.508361031175,77.9140873892902,11.942121542666081,102.14761295148966,0.2001464511428473,-69.99594102675518,0.09999725148649573
3100,27.251676904884114,12.776400361416853,3698.498013963392,77.99078083945088,11.944443168651167,102.1643210090153,0.2001469265581982,-69.99579333734906,0.09999708059500215
3200,27.239622645492425,12.781721737869978,3698.4962874586845,78.07481105720734,11.948906965829817,102.1671954088188,0.20014801297576884,-69.99564064552959,0.09999703032774
3300,27.225674587147925,12.795752850793772,3698.4956189136783,78.08335912603951,11.961515536048763,102.17601810415351,0.200148172458345,-69.99551675659126,0.09999691572274866
3400,27.218717010439395,12.807221250042717,3698.487074110382,78.1143120435189,11.966054382212555,102.19153820455752,0.20014858805087446,-69.99549443369013,0.0999967786102224
3500,27.21501921430552,12.813794502019052,3698.4843035160984,78.18095335333425,11.97598772523212,102.20164951381511,0.20014903244632032,-69.99524920950093,0.09999667771101851
3600,27.20663297837404,12.81686534435993,3698.4798460634483,78.2454135140427,11.979120604173476,102.20149493795809,0.2001497835271012,-69.99526026856012,0.09999658751963522
3700,27.18906615651006,12.82661364140862,3698.4775298037443,78.28477276998288,11.983614377515373,102.21744829484342,0.2001503205500969,-69.99506372173998,0.09999661893494753
3800,27.181225539512685,12.843956340484926,3698.4726238507606,78.26486065516559,11.988640435112222,102.2288158364052,0.200151241983757,-69.99500463473807,0.09999649165081824
3900,27.1731691718225,12.847949251043792,3698.466229417176,78.34275463103727,11.99704333888153,102.23407013502913,0.20015132142775785,-69.99477633428216,0.09999635965152151
4000,27.171188024777962,12.849996495868803,3698.4651403524854,78.38560288373967,11.99977682159345,102.23986905013317,0.20015224278837654,-69.99466888942666,0.09999632645099084
4100,27.15697405878035,12.864742706214113,3698.457387733486,78.39608437051847,12.009672878579964,102.26212337603698,0.20015281379513475,-69.9944823607688,0.09999614319884215
4200,27.149157027648403,12.872943028496893,3698.453897792848,78.50133246809041,12.01539601480172,102.26393919397815,0.20015297589076902,-69.99446282069262,0.09999613023596284
4300,27.143160873404163,12.883553005155816,3698.447246438882,78.5287912193539,12.027104354907191,102.27540789497385,0.2001531816774991,-69.9942812271184,0.09999597511060723
4400,27.123909310673685,12.891675626209693,3698.4460131487594,78.59135221271339,12.025734999448682,102.29016720733806,0.20015438028261687,-69.99414187260092,0.0999959116435944
4500,27.121015209252327,12.903414825395657,3698.4417301577837,78.6058463805553,12.040800928089773,102.2977036565706,0.2001548925503273,-69.99392652293209,0.09999585116103844
4600,27.107508204918886,12.912326275022924,3698.4348214402785,78.63431857388727,12.038313826638712,102.30016942961194,0.20015532663378002,-69.99383558733227,0.09999578850015182
4700,27.096905398499626,12.920939549871045,3698.4325103625774,78.70971091872879,12.046039959454605,102.30964686876325,0.20015557880901455,-69.99373924108426,0.09999560642138386
4800,27.09385547796962,12.925355057208241,3698.427933676682,78.7166046589825,12.058322944227404,102.33245060714037,0.2001558461195988,-69.99362828619581,0.09999558338331102
4900,27.081215851907576,12.945119906161851,3698.4263337195466,78.77283240627182,12.063399982385567,102.33042116970529,0.20015644363633486,-69.99342291360237,0.09999537904938721
5000,27.06804288141524,12.946014008375057,3698.4201778976153,78.78775642831091,12.064260798547227,102.3502120283678,0.20015693629034567,-69.99325527391184,0.09999540875125713
