miliseconds,H,T
0,0.49670189528148234,9.994074839466557e-05
100,0.5143046692439077,0.00010051373034897508
200,0.5299036443990477,0.00010085028637135485
300,0.5399342186107716,0.00010127871108283617
400,0.5610643833596807,0.00010206873246922695
500,0.5706016008729362,0.00010224636175124823
600,0.5875457237401229,0.00010261489331392541
700,0.5952105477405526,0.00010324001033667239
800,0.6118151552830611,0.0001037146743111883
900,0.6267435370713234,0.00010402681585678683
1000,0.6406832537963191,0.0001043065906689213
1100,0.649033851865154,0.00010464794363855474
1200,0.6559907972827895,0.00010499671201943157
1300,0.670038272328177,0.0001056634254541652
1400,0.6847110234445293,0.00010598396366948483
1500,0.6917198179675392,0.00010597427370320638
1600,0.7076770642685805,0.00010630798752842727
1700,0.7075428733172651,0.00010693732654065203
1800,0.7169507829880922,0.00010723948776881677
1900,0.7259911369996148,0.00010750220084907788
2000,0.7376959033094098,0.00010761942394041408
2100,0.7513856177039089,0.00010807894729001686
2200,0.7526120712208471,0.00010832825487163947
2300,0.7582586384522519,0.00010828274963181825
2400,0.7653985710928192,0.00010861911776303728
2500,0.7749680382446018,0.00010887575476284713
2600,0.7837731667324959,0.00010919987632925231
2700,0.7880693322135842,0.00010933796031390672
2800,0.7944056082420871,0.00010956972842731485
2900,0.8013977141220293,0.00010979713128204058
3000,0.7960724468035452,0.00011020046593233714
3100,0.802323145870661,0.00011044861975547883
3200,0.8092865083816687,0.00011051505360992276
3300,0.8122039952484711,0.00011088191174725766
3400,0.821557034713636,0.00011088722296707796
3500,0.8201147312373989,0.0001112709790297943
3600,0.820176146200102,0.00011116043081820518
3700,0.8233207309603923,0.00011152351270670519
3800,0.8303670682629881,0.0001116157687765617
3900,0.8371269549897803,0.00011210596070201632
4000,0.8377385499838721,0.00011228602157165717
4100,0.8348208871716175,0.0001122123785967388
4200,0.8439601513626708,0.00011257170281154285
4300,0.8385285290738098,0.00011266909210177957
4400,0.8431022036860395,0.00011287603655008034
4500,0.8461553696279147,0.00011314763658728926
4600,0.8451885808552061,0.00011306614149450779
4700,0.8474404674957727,0.00011322411398536201
4800,0.8500021737714715,0.00011338435518913937
4900,0.8507134565102422,0.0001135621737675453
5000,0.852455196907895,0.00011384471155907981
