miliseconds,H,T
0,0.4947957545866763,9.982012728393452e-05
100,0.5125202680982871,0.00010062528920890542
200,0.5305655141712542,0.00010115370475012412
300,0.5446612353092608,0.00010124545213007476
400,0.555633699907906,0.0001017817830834671
500,0.5740937818562152,0.00010249169964768804
600,0.5894246389462025,0.0001027339776965338
700,0.5988128354503554,0.00010326274394112385
800,0.6118578520818668,0.00010359515640559965
900,0.6231441962527902,0.00010411474619643152
1000,0.6350187387055827,0.00010438182377395509
1100,0.6519187969779331,0.00010492240846260415
1200,0.6636339456917416,0.00010504383362959032
1300,0.6706964656030182,0.00010557350778923171
1400,0.6832136736930344,0.00010562075858123894
1500,0.691437080361173,0.00010627714090980842
1600,0.7075816985576013,0.00010632691310632643
1700,0.7112467602292273,0.00010694335367035756
1800,0.7210920075190305,0.00010703024439718138
1900,0.7295655932837463,0.00010727670130845876
2000,0.7374615547968493,0.0001077946162957498
2100,0.74228742796204,0.00010811872038905018
2200,0.7494101740213699,0.00010812392766715614
2300,0.7660099970896703,0.00010845293591145695
2400,0.7724873352338295,0.00010852291598289135
2500,0.7786037021983063,0.00010887130436613503
2600,0.7791624180031074,0.0001092404910349532
2700,0.7826602928794983,0.00010963831681930221
2800,0.7878199972611761,0.00010956677880283605
2900,0.8004616013117776,0.00010983153235881363
3000,0.8036181442275674,0.00010995360950620993
3100,0.8059009669318409,0.00011032144022455061
3200,0.8064207507020983,0.00011038144223520311
3300,0.8181939308972122,0.00011070574658950986
3400,0.8208227994697959,0.00011095473327860972
3500,0.8197023202310737,0.00011120037120802187
3600,0.8273236311559156,0.00011137383110344186
3700,0.8322965625111312,0.0001113854601444966
3800,0.826597884563363,0.00011184469607845485
3900,0.8296805827430528,0.00011197824149840408
4000,0.8377597433491103,0.00011196920097009648
4100,0.8388497138449988,0.00011245602684525904
4200,0.8400825924328227,0.00011237689418739109
4300,0.8472726125659876,0.00011246976284004181
4400,0.8502770006890108,0.0001129190701176868
4500,0.851974362764741,0.00011279769462153118
4600,0.8472634397501931,0.00011315996076462291
4700,0.8545776369150665,0.00011341071344242872
4800,0.8519949940774229,0.00011340582773177276
4900,0.8497667768443016,0.00011383998809035517
5000,0.8605437267309145,0.000113834569021988
