milliseconds,H,T
0,0.49713034375147047,9.987619365735035e-05
100,0.5183894267188313,0.00010052250384724806
200,0.5296525058392472,0.00010094193119863598
300,0.5437162877219897,0.0001014530111391681
400,0.5614233876879627,0.00010198575149241283
500,0.571676703190365,0.00010220704349883319
600,0.587509536274573,0.00010288100397231871
700,0.6023857715155023,0.00010303161626721378
800,0.6173673338576596,0.00010346830868819457
900,0.6260266025011996,0.00010402784405306748
1000,0.6361324806054879,0.00010437592280481209
1100,0.6505038221384704,0.00010491725118425739
1200,0.6614538741535955,0.00010509749121851709
1300,0.6705727477513849,0.00010535800909069821
1400,0.6813606956513398,0.00010599757196601627
1500,0.6957726080922461,0.00010627914207619273
1600,0.7049985787242254,0.00010638971728050402
1700,0.7148267671989738,0.00010663011183232782
1800,0.7235348776112099,0.00010710272064196755
1900,0.7338798546714289,0.00010716849485785333
2000,0.7360680814761437,0.00010774677760921826
2100,0.7462318366327807,0.00010802444925382668
2200,0.7492271141215153,0.00010828477666886749
2300,0.7580334526393696,0.00010847453909275493
2400,0.7709374245724072,0.00010878054817471521
2500,0.7698849137356314,0.0001088504323975258
2600,0.7812679330883802,0.00010913385931716053
2700,0.7820294738756601,0.0001093181621565528
2800,0.7925124569322972,0.00010981992428353572
2900,0.7979371417788776,0.00010991437698533531
3000,0.8010373977905514,0.00011007268061046504
3100,0.8025496919906855,0.00011028459118083531
3200,0.8104039993087724,0.00011061034683523267
3300,0.819014304847394,0.00011085278263250706
3400,0.8182486997026598,0.00011080048248497988
3500,0.818687015896385,0.0001113300437526745
3600,0.8229169118920235,0.00011140738184159685
3700,0.8289685598342004,0.00011157828494154442
3800,0.8315805386765254,0.00011154032613682914
3900,0.8297151689492137,0.00011188299047222224
4000,0.835883109798724,0.00011204549760474455
4100,0.8343404688057913,0.00011225332371655863
4200,0.8427858150140419,0.0001125583213757199
4300,0.8479460159867112,0.00011281535313726713
4400,0.8422101051907592,0.00011293115102442365
4500,0.8438176107181274,0.00011290308666771231
4600,0.8470595418315443,0.00011334930827645699
4700,0.8526976346632524,0.00011327365521372922
4800,0.850402448388974,0.00011359049279357967
4900,0.8592135251557501,0.0001136409493929781
5000,0.8573753279164242,0.00011388996152473176
