milliseconds,Lys,AspP,Thr,ASA,Hser,PHser,TS1,Ile
0,-0.24584311969154984,-0.0017205810314792902,-0.001267896938276432,-0.004835233916321776,-0.00511048880875469,0.06272753154333738,7.4,9.1888040915042e-06
100,0.05922116127353692,0.201172182428683,0.0009198273331691155,0.10071489624339766,0.001863262197371946,0.00890209322307827,7.4,-7.69119765479106e-06
200,-0.12292819668456784,0.29343259766738705,-0.001371284891683735,0.23149816222310168,0.010172825023580436,0.05999574933072998,7.4,-5.88960097457285e-06
300,0.43183824512941715,0.33522429262094516,0.0004977423044253835,0.3800221917310405,0.02566948279555778,0.028611736518463098,7.4,-3.7317739511635774e-06
400,0.4738284151956833,0.3720659418483412,-0.0005221088199745802,0.4492555656763442,0.07893833803607953,0.03721482958330376,7.3999999999999995,-3.1383450458542098e-06
500,0.597026164250722,0.40016941764363956,-0.0016148910116551077,0.5282573166951642,0.12919492145325107,-0.005446111463716107,7.4,8.888964893361549e-06
600,0.7434324186265279,0.4185568817129889,0.0012350427664678065,0.5627474585869481,0.1305941702715361,0.03434495571286522,7.4,-3.622607493057629e-06
700,0.9505528304432715,0.4207707307608637,-0.0008901461467038879,0.6094028959126927,0.17736222514613292,0.09635701502524016,7.4,-2.9990393839920075e-06
800,1.0828874554631542,0.42742470776890107,0.00037014879625812806,0.6225592862623598,0.21576402531907157,0.04530823040703071,7.4,-5.090002269414536e-07
900,1.29467531645155,0.4320625958291933,-0.0005916440194254861,0.6447453150832068,0.29525946586033475,0.11412017447302038,7.400000000000001,-3.0351766360589507e-06
1000,1.4503862733779715,0.4390984067365879,0.00029905374894766606,0.6648955983477942,0.3133256862155501,0.04479735612026294,7.4,5.5763908486869195e-06
1100,1.8530228222607035,0.440912345349913,-0.0007571053344399096,0.6779637358634836,0.3739847451980349,0.07727039136599566,7.4,2.0316538290850113e-06
1200,1.9600344129360012,0.4405295009947665,0.0012625719466301585,0.679498659033556,0.36931842570357615,0.09415872856157012,7.4,8.71835206550384e-06
1300,2.3043239448433908,0.4478679067499927,0.002769030065160197,0.6929655876421119,0.4078460112334648,0.20555689179507286,7.4,3.299119389691722e-06
1400,2.143540025813454,0.4485508684588978,0.0010989134278622562,0.6830340046051022,0.4638847620317831,0.20584827526305496,7.400000000000001,3.3574231697876906e-06
1500,2.416079537798385,0.45401258825753144,1.0498116397387233e-05,0.684995966753642,0.4808085076404484,0.21421065923564336,7.4,4.3542829704204805e-06
1600,2.6313904901663467,0.4503849325045558,0.0020409767101869937,0.7050216312278765,0.5024012121370344,0.2857237603160481,7.4,-2.1844631606016845e-06
1700,3.1325534854362624,0.454111884138398,0.002878245928266191,0.7040441910050895,0.5243395118318782,0.3291427484729562,7.4,1.0299955411495079e-05
1800,3.1921214755878777,0.45636178343722106,0.0012964986956108765,0.6870504332343579,0.5515544431072688,0.39005092797754387,7.4,3.2516776814297586e-06
1900,3.190097807674642,0.44300968027445387,0.0028565268800375934,0.7058197277846103,0.5678259779660181,0.37987173198189816,7.400000000000001,1.6199972541870326e-06
2000,3.503970202172643,0.4565536677682855,0.005973518237964983,0.7184401495597996,0.608688957498692,0.4940972075371752,7.4,-9.280487298228268e-07
2100,3.977348533053025,0.44465341855044727,0.005383833954108713,0.706371153801975,0.629316694200412,0.4709863702764553,7.4,1.2899573669884674e-05
2200,4.112397846983213,0.45764868498260053,0.005330398421416029,0.7173292747066748,0.6420207342892116,0.5516650712571028,7.4,2.1617683332432095e-05
2300,4.321508663968252,0.4435657611132479,0.00664850442390751,0.7273834858294749,0.6326979230976096,0.6418819295940162,7.4,1.4387829385787569e-05
2400,4.168038326033082,0.45155013579476005,0.007943396136773515,0.7080933662978723,0.6820372029193975,0.6060697239270645,7.4,2.868406998187753e-05
2500,4.702350315075974,0.4556749594651822,0.007145978286009045,0.7298002836864584,0.7109643335982855,0.6442307397331031,7.3999999999999995,2.090678024965891e-05
