milliseconds,CaI,IP3,g,mwaf195932_a72c_4552_8cf2_b349b15d39c4,mw0ebc76ad_49d7_4845_8f88_04d443fbe7f3,mw7cb2644a_384a_4bbb_93fd_fd686e01d7cb,mwd6b792d8_c983_42c1_b3bc_2494d6a3363e,mw013a7c64_a9ec_483c_b3b8_ed658337ee95,CaS
0,0.06778459952850993,-0.0018005738363173133,0.005008777022387542,0.012999995266282318,0.26599993982079034,0.019999998539484563,1000.0,-0.0006573339806395254,1.974160709005068
100,0.019964465959091494,0.0057727407941093175,-0.02248611037179361,0.012999996400246246,0.26600000478494396,0.020000000176661866,1000.0,-0.001148758463728298,1.9706288450220828
200,0.06640765225959684,0.011359396741447373,-0.011014370281065245,0.013000005244115383,0.2659999838536656,0.020000000257297222,1000.0,-0.0007512569253530631,2.0273265302807815
300,0.05192111203167996,0.013031695959591538,-0.011121729743395274,0.012999996057695931,0.265999938817458,0.020000000438398554,1000.0,-0.0008825568734500925,1.981549665780559
400,0.026314842409735306,0.016495379809288755,-0.005324258066121427,0.013000002150343972,0.2659999548793175,0.019999999149607532,1000.0,0.0017765089498615189,2.0023662619678055
500,0.07227025995893159,0.02632437770653254,0.01997695452724571,0.012999993854345183,0.26599999977579125,0.02000000093672672,1000.0,0.0003208581039672203,2.015463430038184
600,0.038020001025612725,0.0058820487050720675,-0.019718408972335087,0.012999996942940397,0.2659999408488249,0.020000001222327604,1000.0,-0.0009233039172515425,1.9728644034483112
700,0.0383760241450673,0.007314162181289378,0.0016784441979791982,0.0130000074183273,0.26600007659756386,0.020000000733782507,1000.0,-0.0011993070031681259,1.988376625924542
800,0.09083587073887447,0.022935921332785082,-0.020888468473348302,0.013000003921105622,0.2660000595312728,0.019999998875446626,1000.0,-0.0006111462915541694,1.9589649592523464
900,0.05256778301248947,0.019923816491700518,0.010175284221359094,0.01299999481459806,0.2660000091460059,0.019999998272918096,1000.0,0.0007025345661539938,2.0333389623317184
1000,0.08113191949426675,0.011726486434584323,0.01647383353929516,0.013000006504954333,0.2659999539949014,0.019999997628251984,1000.0,-0.0009253818160440191,1.9737606285415574
1100,0.06461890742053025,0.031868293393076445,0.011791683463470433,0.013000003739155492,0.2660000307327238,0.01999999974061004,1000.0,0.0027058720484059167,1.9796041727192675
1200,0.02820881624449264,0.023542984686118894,0.017824754910266784,0.013000000599587721,0.2659999834719738,0.019999999912295317,1000.0,0.002191930638947874,1.983403801516772
1300,0.06595529473626906,0.015591421969386425,0.003150397649162829,0.013000000247285828,0.266000064579948,0.01999999867721401,1000.0,-0.00032754956544899893,2.0108220490292488
1400,0.03488459317534334,0.016153237023291786,-0.020994929870281818,0.013000004613866228,0.2660000167578317,0.01999999775053973,1000.0,0.002443321377629568,2.017414596536134
1500,0.07177514240980104,0.0394964962318852,-0.011593313518526558,0.013000007559502232,0.2660000820600806,0.019999996316650778,1000.0,-0.000943800849039999,1.9672077828044099
1600,0.06923038797421747,0.036848284021078995,-0.022235138680048505,0.013000008588714565,0.26600006573453533,0.01999999687158974,1000.0,0.0017213220787315455,1.9885270729645934
1700,0.07106703499701719,0.03230518328216247,-0.021367770449994144,0.013000009537229896,0.26600008577959633,0.019999994748838068,1000.0,0.0011906180439374932,2.010289807675086
1800,0.049883595035636843,0.023595143841533394,-0.01051268326007355,0.01300001519270117,0.26600006815859806,0.019999994149100878,1000.0,0.0003418027768337668,2.0163193250588645
1900,0.09821972707277987,0.03785527711809207,-0.0038785748124288756,0.01300001659597043,0.26599995009041155,0.019999993639283314,1000.0,0.0023890794610313478,1.980675293381455
2000,0.060893473198067274,0.031282228616964926,0.02391824096950472,0.013000014804115431,0.26600007633431444,0.019999992096497582,1000.0,0.001713055444675303,1.953674727185292
2100,0.07813761597931738,0.03538606550839485,0.018176554753195028,0.013000019853810288,0.26600008748359494,0.019999992453377777,1000.0,0.00012766363628856012,1.9416123552669038
2200,0.10617297580268006,0.04036182051446901,0.010422714301995005,0.013000026071897573,0.2659999396299825,0.019999990513443613,1000.0,0.0018763738826080823,1.9528379023374522
2300,0.051913743172222346,0.02837257703466407,0.003756246387445126,0.013000015124065277,0.26599998321147067,0.019999989737272544,1000.0,0.0029616635950355983,1.9955126725952121
2400,0.09891676533476094,0.030537621991916213,-0.006397417272343452,0.01300003256348795,0.2660000489852409,0.01999998880053949,1000.0,0.00010196610312689547,2.0072409348675224
2500,0.06231843197491885,0.036616093919063335,0.02247551549223492,0.013000027389798587,0.2660000838853773,0.01999998827247476,1000.0,0.0008389525465048152,1.997314029934961
2600,0.07717451479031417,0.04002314914589329,-0.01620338871131103,0.013000036916821379,0.26599993199728406,0.019999986333289976,1000.0,0.0032536421569171283,1.9924109680425541
2700,0.0976604414281526,0.049516401325784686,-0.01689758120637677,0.013000040018896113,0.2659999378345818,0.019999985248960104,1000.0,0.0031317362798517516,1.9184254353648245
2800,0.1211503983322741,0.03348512209690787,0.010060108510571753,0.013000041918297643,0.2659999827195573,0.019999985818609976,1000.0,0.004178273966130097,1.9779854608535734
2900,0.13115765009089075,0.03942455282952859,-0.01899531882971009,0.013000042533567938,0.2659999692986382,0.019999984112812896,1000.0,0.004945687436430781,1.982415459844266
3000,0.11070884592632473,0.03332358245602464,-0.005143335745136019,0.013000051324870646,0.2659999741648356,0.019999981908638702,1000.0,0.00471961942856923,1.9027851362048267
3100,0.1429718137515897,0.05524283506059338,-0.006638497149528975,0.01300007023383816,0.2659999421600953,0.019999982588056606,1000.0,0.002265623506003558,1.93170129049188
3200,0.1447545751546923,0.04796503068991342,0.022605708077018727,0.013000076147472771,0.26599993806264577,0.019999980670284735,1000.0,0.004827311359016826,1.9107371288512813
3300,0.1803635597822844,0.04590499167969254,0.01603713327448046,0.013000072801430642,0.2659999512581451,0.019999978808637086,1000.0,0.004624576324555604,1.8863150730515705
3400,0.1972787799477006,0.05709087670467527,0.015652168531523007,0.013000091306523144,0.2659999721020911,0.019999975655642786,1000.0,0.00685829080089494,1.8877253451906488
3500,0.20014125834023544,0.05048366932561217,-0.021321110516183135,0.013000098285436844,0.26600003211920786,0.019999975320281724,1000.0,0.006751452871189639,1.8174662637135992
3600,0.2514226094647279,0.0567138789958317,0.019170537980081878,0.013000101148064543,0.2660000453134633,0.019999973470855296,1000.0,0.007116975033480482,1.839657744615363
3700,0.2785371493990794,0.06770172220332064,-0.004144862578109079,0.013000106573220892,0.2660001716794303,0.01999997142949552,1000.0,0.011305982873198065,1.7797509727264573
3800,0.29259311114925696,0.08682206488715602,0.012083932975703612,0.013000120512140306,0.26600012144064544,0.019999969866770825,1000.0,0.012833346648614189,1.7048494556370517
3900,0.39258028029194314,0.09851306635425533,-0.006175679791026945,0.013000125268554534,0.2660000701029669,0.019999968750538676,1000.0,0.01663500250533173,1.6282860429415917
4000,0.5329330350398913,0.13234956974122844,0.057979261114847996,0.013000147586633787,0.2660002429300378,0.01999996784671011,1000.0,0.017927462478246,1.4823024085923149
