miliseconds,A_b,O_b,P_b,L_b,S_b,NAPE_b,NOPE_b,NPPE_b,NLPE_b,NSPE_b,FAAH_b,FAAHinh_b,A_r,O_r,P_r,L_r,S_r,NAPE_r,NOPE_r,NPPE_r,NLPE_r,NSPE_r,FAAH_r,FAAHinh_r,A_m,O_m,P_m,L_m,S_m,FAAH_m,FAAHinh_m,A_p,O_p,P_p,L_p,S_p,PFM_gut,PFM_p,PFM_r
0,0.836131933535348,36.966751015532765,7.103893951560079,3.827868626900689,-0.46482023702662234,3.9639640328852534e-05,0.0009073244265528968,0.00018396774022033798,7.408192925311648e-05,0.0001356137020699524,15.29494875170624,-0.06957890164897526,0.581762050995945,13.819147531803331,4.006691592128498,1.6859655334086328,2.7698168353593715,4.226445537914204e-06,9.591780406806931e-05,1.8924150457423095e-05,8.290881287151918e-06,1.3872514310325355e-05,2.1738474688434333,-0.00736886300348677,0.6585408408857788,11.702578589175118,5.0812414157604495,0.0,2.356311097187637,10.664316305180542,0.06322391067208744,0.8629696980960033,5.07530106999407,4.884981141699318,2.147377361987744,0.24388902467461435,28842.949823589224,21968.12976096503,-20645.925326428987
100,2.699049438675703,54.67423641470262,11.644066321819327,3.0404348270264414,8.834154228646513,4.12770974478253e-05,0.0010628568138625377,0.00020092239178898916,8.849762227119196e-05,0.00013661388032351095,0.3144523218556113,15.178479894636816,0.7140652436412636,18.262445448462444,4.697195804787342,2.2570672335092494,3.0800924239038596,4.2998203289429865e-06,9.775816020441398e-05,1.9262072750527536e-05,8.37826254459169e-06,1.4143856488034848e-05,0.011190116880812144,2.1490555038419927,1.5370854406268664,28.1323837419703,10.86299669357125,0.0,5.484053368122049,0.16259851394924166,10.465415520785115,0.9265174298909153,6.3441861811074425,5.629716631736959,2.2284743411771273,0.3005353450837528,-1514221.3916343385,1378362.632505149,21952.679203883512
200,4.4649719580450205,117.49907210125895,23.73893219067608,12.639744325564513,20.387860903330335,5.627000153362289e-05,0.0012851054132856617,0.0002456230563402334,0.00010258624432490178,0.0001824951932775279,-0.00227629780328459,15.463521675811013,0.9284721226079261,22.72153534468393,5.760106576694276,2.912941443033848,3.9161961784108414,4.417595114213526e-06,0.00010049258588459366,1.964967690056812e-05,8.581294689701504e-06,1.4480470280412882e-05,-0.000935961708322186,2.1570492841006206,2.6449310720996104,78.64083036638118,18.292486869093956,0.0,10.542479208881081,0.044526409948378344,10.658367221983674,1.2249049740854638,7.98428425507427,6.6637426385681,3.236448877061666,0.45112820583030766,-2663454.8555752737,2522431.049133146,33627.93319552463
300,6.006187616107773,181.28797889749984,35.42938540977504,19.185958930874527,23.44875736533722,6.262252334601291e-05,0.0014036205881568962,0.0002855873714715055,0.00012784622559453706,0.00021014171996773743,0.061214798169897,15.323897947272677,1.083423751219815,27.298178493308537,6.668957372622443,3.4249232277538084,4.809022620444436,4.500648378913838e-06,0.00010215363129840534,2.003473731711777e-05,8.792272777453582e-06,1.4714707218606675e-05,-0.005007316101335362,2.1514999331738505,4.490584725209642,106.96829078034071,25.699039478856402,0.0,19.54936734243521,-0.03738310375393932,10.753095317581773,1.7094857206567706,10.146116061615887,7.6307932409085995,3.5696964648297667,0.5625784498000839,-3574191.769099937,3433293.261309646,95184.05700631204
400,8.19309826460755,211.768293872968,48.18418862884129,26.5892458326146,38.80911150330388,7.268879649049771e-05,0.00158304426530803,0.00032108054985694243,0.0001412333087769478,0.00024316376447488746,0.07534527946283456,15.340635972209139,1.3343210155671819,33.63257137718771,7.504425972412656,3.992494091733889,5.86730265251512,4.584098664523582e-06,0.00010429822723637916,2.0586481203504868e-05,8.938537423469764e-06,1.5001355176294855e-05,-0.011941022593647427,2.164319764113174,5.17484997302364,156.98807099159708,30.100803217938495,0.0,23.667809619169397,-0.008588772905989231,10.694504865690748,1.950430378257883,11.441647778317979,8.69207411281687,4.616871598877247,0.6583285155695606,-4249904.45571457,4052291.906315515,207000.79972935683
500,11.635922273255268,284.43944403436086,58.05569991300955,33.89235031657748,40.15240059531791,8.084641221039233e-05,0.0017949476163447327,0.00035612099799708485,0.00015211678222156228,0.00026318759470358164,0.009472541668548148,15.388993600610219,1.5200059071316385,36.581679074832735,8.348901961251432,4.47625163635592,6.884947187448265,4.66676219397238e-06,0.0001064763276739586,2.0873062660545316e-05,9.110442809138892e-06,1.535411381296013e-05,-0.011567040840647632,2.1560427677365497,5.858221114847087,188.89560829231752,39.88435744055015,0.0,32.105501652506646,0.026337228036622376,10.648144765602215,2.1993944938524703,13.152903316611305,9.574622258718094,4.929199964976845,0.6857480939162786,-4882570.982223946,4554464.631908012,235929.63779695655
600,13.957624485243299,318.7196527560631,66.6225446054287,39.49570890204719,48.68616943542111,8.647865393881768e-05,0.0020823944339313895,0.0003987632701705126,0.00017593928261859236,0.0002863672331255101,0.06074269411772932,15.285749924910949,1.7434131900463203,40.877181536637366,9.114587648839159,5.110133307239046,7.672882371826484,4.739511491018214e-06,0.00010798429243129722,2.1262352437382993e-05,9.252685734403607e-06,1.564649886574363e-05,0.010854638566527918,2.1796817477561516,7.025371254978769,209.8172659796741,43.35321024610117,0.0,37.26621084947119,0.019602690271956272,10.66041501277171,2.499285931576134,14.684424307134018,10.260548324851387,5.645874183417834,0.7904259594333276,-5374722.147425804,4914069.659616551,364745.9681416209
700,15.09624935934543,358.8988212722863,74.47874035922091,40.64924064843467,57.31621733798866,9.460203355916157e-05,0.002181510954686626,0.0004368519451379719,0.00018495317157986898,0.0003246809654177986,0.07136101538945885,15.371819404014438,1.9630550393134492,46.075400922937675,9.565682715632846,5.776710229955176,8.387813141685077,4.8192778151381674e-06,0.00010958642494587442,2.158137870969654e-05,9.366760909456355e-06,1.5881062641367953e-05,-0.007856715257306428,2.164282999695628,7.850303644807651,236.0033032874498,51.057993716852124,0.0,39.68944961747176,0.059819589821656735,10.61157439438855,2.7324432013556033,16.19169734149918,11.431122529566865,6.444709837619423,0.8856025282046962,-5782180.354801676,5117825.240819622,406726.64792328596
800,17.47391932695842,405.2946127230715,82.71729736120719,51.09165020880546,66.54345851397494,0.00010142829535189473,0.002320329225995077,0.0004531416639015943,0.00020149658733941892,0.00033927123325348097,0.03489897023739403,15.275260611666495,2.063223467508771,49.31366259820072,10.367392688647913,6.081622125911081,9.233451649716866,4.902970274309177e-06,0.0001106512484280347,2.1850989537335026e-05,9.523315858219774e-06,1.6078212844848443e-05,-0.011136029098051827,2.1785608405093555,9.041645515687746,268.990637494728,57.08170031516549,0.0,45.38250614691115,-0.04107314636394819,10.615612323766868,3.1789502802899396,17.530502841009266,12.071239188881645,6.827222417798918,0.9519439464564601,-6084371.882082558,5355029.033635674,472458.4321148707
900,19.89165052015238,456.467086390293,90.37747397369264,56.06892846083751,77.82488212730617,0.00011251555801896594,0.0024934331434062072,0.00048668883334456934,0.00021686228491258656,0.0003635820561442271,-0.005433522894086942,15.401921220482288,2.2718358460839583,51.502174644537824,10.783557021048706,6.595089354817262,9.820642731612066,4.967862901555207e-06,0.00011244955962637183,2.20469631039343e-05,9.667146110846298e-06,1.620303176301367e-05,-0.014793086015155497,2.1737314850266394,9.873570698641512,301.4377995516715,62.38192544838333,0.0,51.765087247220855,-0.03176025318314872,10.64436216106175,3.3601018551904036,18.318355695043337,12.507200705902484,7.4387480225057425,1.0186172462596683,-6334157.259458555,5454918.38850805,564729.568402715
1000,21.907243127179065,489.2112041841428,98.1931671568827,58.620101061476106,85.59913475675066,0.00011697553129041472,0.0026478605874097182,0.0005268574895789964,0.00023315914934683032,0.0003928486080100788,-0.07923512120830382,15.45285513650669,2.377810817439957,55.80947758370063,11.525533188116384,7.374741801541471,10.604470144377443,4.99462259144795e-06,0.00011362547341985166,2.2362011705823912e-05,9.748923852845743e-06,1.6389991335319757e-05,-0.007748114925572742,2.1792926309923457,10.720454763021246,320.0994991709161,64.14735132315455,0.0,55.58620032214663,0.0389291779117767,10.744832837662337,3.594587394381106,19.547887756488265,13.109529860346408,8.126690307366507,1.1372821594972742,-6494721.315534827,5503802.258298227,709718.9546696121
1100,23.450616335403794,538.23184339218,108.06970445562276,66.60146477553322,93.2914448456685,0.000123610255697329,0.002798295647981436,0.0005434532907581424,0.00023775828131923434,0.00039898299012973047,-0.013374566593474621,15.304280986494035,2.545779261934225,57.73455145117783,11.769851542935594,7.673458785718606,11.246591169625857,5.050150865438708e-06,0.0001148593077736765,2.2514551443543533e-05,9.810794089056054e-06,1.6551330585262623e-05,0.014073453152797642,2.1722497174439974,11.560420370857791,338.1225198462569,69.97051668943901,0.0,58.85215338909242,0.015406429072821057,10.622434140752228,3.710813495889113,20.71921749198327,13.774555619826023,8.560297568616765,1.188212347917962,-6653585.57629293,5493271.513939431,815992.2870564936
1200,24.25254265515694,562.5756061350777,116.30212116822729,71.2694378716276,98.90802299546006,0.00013114698529327195,0.002993413790326936,0.0005723925943334868,0.0002485318007324474,0.00041886188226920363,-0.01981863855353164,15.386624139753202,2.6278438489565583,60.29433901384949,12.16423330971774,7.861152381865346,11.521593987409465,5.095016548737529e-06,0.00011608803135787237,2.277974314832974e-05,9.94343094903685e-06,1.6822920035751817e-05,0.0020748286875244123,2.177371994888386,12.747345641310186,381.16784125736854,74.6180235648434,0.0,67.79522501578393,-0.008320250742547802,10.649119304381308,4.009366504532686,21.067996384213572,14.393642298624341,9.206726135655272,1.2744874326045095,-6864724.51261564,5490933.239076629,847521.1298152022
1300,25.57927547344897,604.8474338817646,124.02476755971946,76.61044359072275,105.54050379671789,0.00013832456659503535,0.0031632426594961583,0.0006020751479948216,0.0002603474472636249,0.00044720573823696185,0.03448488242419268,15.443369933423048,2.769698191961685,62.47395795811104,12.689474581387202,8.468610046346981,12.50323055479375,5.138833023653178e-06,0.00011695111945292945,2.311147168025565e-05,1.0031635730542408e-05,1.6902952108272928e-05,-0.013745514904068034,2.151164060617915,13.415318041542912,386.1656211977529,78.14335063752671,0.0,72.47684481624201,-0.05779220922375918,10.719961432768661,4.241121172089449,22.20115966847905,14.89985529170519,9.354222833734294,1.3263734042081883,-6989748.829130876,5458127.371368381,947403.0291386419
1400,27.43702167195317,650.1133461526371,127.56404672887639,79.75240334925601,111.51122585198408,0.00014196294412392515,0.003225841942809371,0.000622033352702887,0.000277762478435413,0.00047339940707354577,0.0651643488655117,15.258539407527373,2.9055917798815454,64.13757652828998,13.039082812165647,8.913590764561478,12.809112582396677,5.200610919418146e-06,0.00011795522725533309,2.3231968852678035e-05,1.0111124145238598e-05,1.7034402314294224e-05,0.007420295555521514,2.1592890751438545,13.617824264898731,415.1207269707799,84.47794436164124,0.0,75.3361732949271,-0.03082170190091066,10.614522895720265,4.447704827245644,23.27547672573419,15.40919117963645,10.175190876047413,1.411039949350928,-6978970.287159826,5458149.638636164,1009341.3153386795
1500,30.46125326557089,670.0962642154027,132.13433285385184,84.72604882794768,122.70794366464347,0.00014483975582999,0.003319362403595023,0.0006615723521750921,0.0002893758759122696,0.000478083197792983,-0.0071096108172762655,15.320613042361009,3.053080559786911,67.11569344776747,13.37368668458957,9.156600633070157,13.507469703946244,5.248639960073032e-06,0.00011935730073286499,2.334307306345199e-05,1.0218946731582533e-05,1.7192953680604455e-05,0.01312609463503151,2.164136100285033,14.156902241583087,432.66610180488664,86.4333592956034,0.0,78.4194594774645,0.041311075773965984,10.626967104204304,4.590143740842569,23.60525853106597,15.700735974809799,10.530012243927029,1.4815451633030188,-7114142.660600775,5380537.235316147,1122482.1437654493
1600,30.468469158872686,688.0866256308738,143.6711130384677,92.8536924315768,127.40676586137421,0.00015437756885273136,0.003448493615482276,0.000690630398363,0.00029607086289303616,0.0004984925148006606,0.019307243809264782,15.453317086262167,3.093524034261839,68.95910133438746,13.612489019478593,9.516652224588235,13.889315357382069,5.276997851593299e-06,0.0001196359945844892,2.3616039854786e-05,1.0292104680441633e-05,1.7254755452980796e-05,-0.005803248753631507,2.167455423779212,15.603589184232334,444.9625173675434,91.59812984218125,0.0,85.78630220934718,0.050199376779191125,10.71597864502664,4.818172983440389,24.088834307224232,16.031909569950212,10.96695355650158,1.5526730502490276,-7201651.865589864,5285841.042927986,1226944.5719767155
1700,32.827093697036545,722.9307269790604,143.61325341714894,95.53646354273442,130.80017219144554,0.00015738382629698448,0.0035470033858051617,0.0006986590332686258,0.00030087536423088735,0.0005100765585161823,0.09331058500622953,15.417004996969782,3.317236152368488,69.5156998791883,14.006481552719526,10.243988671929804,14.649173017485,5.325327987274979e-06,0.00012076915684265976,2.3760587946035444e-05,1.0332160202522933e-05,1.742088377803651e-05,0.00764593002008175,2.1661826961729256,16.112633030935868,468.43400215522695,93.08862402197263,0.0,87.26060656206526,-0.06234113304603863,10.6720096463034,5.037356714608989,24.799982296420346,16.62817357777357,11.17607131943678,1.5905765792470878,-7190899.784424779,5291053.447866423,1278866.172126014
