miliseconds,A_b,O_b,P_b,L_b,S_b,NAPE_b,NOPE_b,NPPE_b,NLPE_b,NSPE_b,FAAH_b,FAAHinh_b,A_r,O_r,P_r,L_r,S_r,NAPE_r,NOPE_r,NPPE_r,NLPE_r,NSPE_r,FAAH_r,FAAHinh_r,A_m,O_m,P_m,L_m,S_m,FAAH_m,FAAHinh_m,A_p,O_p,P_p,L_p,S_p,PFM_gut,PFM_p,PFM_r
0,1.259821173186837,13.36772803603948,5.421615646112719,3.9494111376271563,1.9878957003576385,4.023900593730217e-05,0.0008922685403057417,0.00016512913090039626,7.333389737708145e-05,0.0001332139283589744,15.280307105858009,-0.029355110991875027,0.5577875847307135,13.873947531664818,3.9928564106695785,1.793011531996703,2.5909681846286983,4.253431401211969e-06,9.595176858846051e-05,1.8982891069615215e-05,8.276158932184142e-06,1.3947875878578798e-05,2.1580159032571644,0.006460486125835412,0.8315710030369722,19.72081309264316,6.478630654054127,0.0,5.334042134639256,10.669395244343834,0.023028126846541357,0.8335400386536116,4.890188499850889,4.897820982856022,1.9933126507745065,0.24645963130620457,-6868.0564654713025,-43038.11162778206,-34758.66259302732
100,1.2805465334135335,39.560741239077515,13.738216576342138,7.467975000040609,11.512668956986905,4.1148856723662674e-05,0.001059556670375587,0.0002043355541765111,8.34267211827563e-05,0.00014559492046207104,0.18749414198645348,15.045173125760826,0.6371393548772255,17.53930032182693,4.856504044905677,1.8960526723103373,2.95235895331123,4.292484875420069e-06,9.781550308578554e-05,1.928209760874034e-05,8.358344838208881e-06,1.418858060602396e-05,0.03210872416078043,2.1350214451605734,1.620292284130564,26.617438953504262,8.881716502828647,0.0,6.088089882414377,0.198028351189195,10.495235352552355,0.8932710064401156,5.9718794668740465,5.482376405777822,2.491758099913796,0.3227791258642678,-1394567.9291318688,1456162.2806531305,-5561.005194943398
200,4.584500686163574,103.73778543171221,24.95546346910515,10.767202071810651,19.383084383301178,5.278202875520954e-05,0.0011745003346222923,0.0002459475739555097,0.00010661074243446866,0.00017320828500017388,-0.01064398475973572,15.377081399216948,0.9272274080740603,22.53801691209452,5.77177637929768,2.7866582754434055,4.090678248974649,4.388056538655305e-06,9.983584325786269e-05,1.9776045478994616e-05,8.579630612657354e-06,1.4416397708577174e-05,-0.013564746853710043,2.1578630190927126,2.7918000253658675,77.22019205513102,18.857713828660753,0.0,11.748110858190996,0.06131298343050123,10.753486229992884,1.3703611428537772,8.414708277861443,6.663738514681407,3.1254688367064136,0.4175320182354757,-2563343.5140348,2533039.8895253045,52562.621248105264
300,6.02898919284793,181.99492059422948,34.86535133269827,16.334089018590113,30.318014789101962,6.150679321679516e-05,0.0014971973553237735,0.0002722013036757656,0.0001255543424958371,0.00020987220996387859,-0.024349745881168675,15.391641579107958,1.1270096817817985,28.043850398432134,6.505463433044083,3.220498224816937,4.991272548770513,4.5157627211227035e-06,0.00010218042100418159,2.0016022909953136e-05,8.725731789704971e-06,1.4712386484867063e-05,0.006506208428187595,2.16626455405746,4.3144892700118005,118.88875111473897,22.795227431059107,0.0,19.026814165551233,0.010792189857637937,10.616917473442323,1.6574497456671822,10.017327452635037,7.460046303381073,3.506770402812508,0.5383477479963953,-3615172.475883101,3365496.292793518,108435.50473618659
400,8.502573066153241,228.6625874025198,45.829272366489135,24.10513297980416,33.35763767539782,7.123100439450467e-05,0.001643935522522814,0.000315691694927214,0.000140648892836516,0.00023913555815752342,0.04155168371874588,15.377756346473477,1.2837586326639556,32.68433342820781,7.299971166822397,3.993170654124237,5.880192616228191,4.609719571500698e-06,0.00010401794189646598,2.0561784317076704e-05,8.93933274644002e-06,1.5117030666262208e-05,0.001796392408882426,2.1537222593839913,4.841699512922253,157.14842719144767,31.734908565463762,0.0,21.98108045618227,0.06602802455024318,10.723517648404668,1.877220082182146,11.460639418105256,8.802899609309543,4.218490279878724,0.6057924383944124,-4269914.1713491045,4014153.8047696687,206538.80537178068
500,10.391685225495927,271.4941499564701,58.96431046111396,33.888609107091,46.18167901926072,7.866637121719004e-05,0.0018578628256660018,0.0003480366585983476,0.00015403869312479877,0.00027211182406652174,0.053205648390659714,15.40442441094788,1.5720189132111362,36.490658931822594,8.17390720823639,4.707164813858107,6.476443129446415,4.6789204768300656e-06,0.000106683350919702,2.0884622078053968e-05,9.117566134064e-06,1.5331839056866547e-05,-0.01238975732447954,2.16604660976934,5.866934877993436,185.13535667092418,39.18079202590676,0.0,30.529338962246516,-0.037107120550190394,10.623133869665486,2.2131377924601163,12.922695708034999,9.786515860257685,4.822238385571913,0.7026392597640954,-4836916.700705548,4578861.102433798,244774.1886099774
600,12.619164131000963,339.409655491151,70.1005128136136,37.0559072381837,53.34112472183132,9.15237492488031e-05,0.001969820331146678,0.0003845430627814949,0.00017803798172742866,0.00029515288119951003,0.10107708729041506,15.441132245389545,1.7639816068187044,40.50578835217495,8.845804634065308,4.982541004940228,7.211913133415814,4.742935480037191e-06,0.00010790998599501242,2.1259056056451697e-05,9.222027154254638e-06,1.5557398740757034e-05,-0.011580449398311458,2.1755631619227525,7.304054801110257,202.83040244536136,45.75048320724421,0.0,34.46176240615138,0.005217937279061312,10.749679282682202,2.4666925788426584,15.096302031671927,10.54128960763879,5.900700340239094,0.8152801444942455,-5359960.948362613,4893702.823094979,300393.843262177
700,16.279158690191835,380.149104179492,78.74096408387605,42.15323223289143,63.08183996911371,9.529659863891298e-05,0.002190326386744966,0.0004352394568886922,0.0001836324011005908,0.0003155805484946617,0.0741224347662032,15.462548899343231,1.8641374445832855,45.27146329710304,9.447420408426613,5.836283343823391,8.423672073563935,4.810780840066143e-06,0.00010913211551670491,2.1444839477338243e-05,9.357197860999646e-06,1.5754779616231895e-05,8.48921530322874e-05,2.1574788078567377,7.869552478770937,234.40953457119716,51.10193268359954,0.0,41.59968025947363,-0.042991840298256874,10.666219517403798,2.897037408720554,16.41198750320179,11.078592994927309,6.343221547015872,0.8984564051939303,-5790581.265748922,5212499.950448841,397067.3352759278
800,17.770854704926442,398.9185229200291,84.73493925629155,47.355858321554635,68.36598640707703,0.0001063708249584817,0.002387361175127779,0.00047672686254070804,0.0002053659134526425,0.00033856547397411206,-0.06795876751099462,15.272103482856975,2.1257418685625904,47.79330494975056,10.387732694327493,6.241427711076483,8.885904618347976,4.8781351750657325e-06,0.00011127565912412643,2.1812620544999613e-05,9.539823875490458e-06,1.5990761145680932e-05,0.005581401677442078,2.1515943105329676,9.392463296108488,263.8716492920345,56.67419815406958,0.0,48.405560168624525,0.007659420201384655,10.716182439216738,3.0284729561434474,17.154336010454973,12.013535993714063,6.767684527588624,0.9549061027337311,-6067556.450106619,5295923.630904723,470664.737059075
900,20.10320371654966,467.52734603950233,90.59006210352324,53.345070581733005,78.40890126884383,0.00010990161757698314,0.002539920539101158,0.000485877152274375,0.00022195646955613674,0.0003570538912678719,-0.015922064441733434,15.361131930955139,2.25582612935656,51.32730710047719,10.886977974191298,6.892818867515658,9.737323493605716,4.964494855772056e-06,0.00011253575859242346,2.2057852963193937e-05,9.656837393540279e-06,1.6197530794082313e-05,-0.01293820312747376,2.161991736734457,10.083010849488186,288.622424336828,60.13139962862924,0.0,49.63703125406898,0.056481488411116124,10.723668236285244,3.346944419708383,18.52118454664056,12.588380974783865,7.489395866673648,1.047899157205822,-6341298.299129101,5457129.25488625,597687.2727993114
1000,21.41524346649588,498.89764315216047,99.23085774718038,61.54249501285739,87.42244042426739,0.00012029557213466621,0.0026473136629701073,0.00053095175510072,0.00023044903050455188,0.000389153278060329,-0.0740044782820556,15.419468314338847,2.4295688105338864,55.432436353531145,11.387174784242843,7.094751705267848,10.075983792527456,5.002353320685491e-06,0.00011399789018083803,2.2300875833916205e-05,9.720369174992451e-06,1.6424208310581255e-05,-0.0021398789914537676,2.1801103072068253,10.832698243508627,332.75754365314555,64.2344626351988,0.0,55.4174625317024,-0.0399245951748998,10.666276691058728,3.586972626754072,19.3196582156484,13.412762061462734,7.881767844142011,1.1142508083956406,-6494196.354879394,5556905.701222171,727378.5586663277
1100,22.46909259010277,544.3057242668314,107.35539179740458,65.76798533492449,92.28602089604126,0.000122635642153617,0.0027865811240214214,0.0005445533327138622,0.00024583210778629153,0.0004125754982673291,0.026537328256484104,15.434357309593288,2.4769791870258273,57.213138320985195,11.673230919516529,7.743248681144855,10.844797673032469,5.058894920601328e-06,0.00011458323320231934,2.269567998836119e-05,9.834007646322809e-06,1.658314177954809e-05,-0.013037560410915094,2.1664078751150626,11.224838815587805,348.4541677512921,71.19331245491507,0.0,63.26922784961635,0.051841690572419906,10.736873189466376,3.9046187641408205,20.246758491601884,13.694256469949652,8.433540220192176,1.1692097795746998,-6645893.551331744,5493656.9973139195,804184.5128534954
1200,25.51251639969088,565.3623570719677,113.0212945363045,68.46817756056802,98.8121054320839,0.00013225609624068613,0.0029825270798726545,0.0005814136717125847,0.00025673448644043047,0.0004366596150558782,0.019648638956929552,15.332964061789129,2.6333716082438645,61.114661299273955,12.250928695187532,8.011700827209186,11.852842217760282,5.105522939799377e-06,0.00011580118941287621,2.273239900516191e-05,9.959673048885646e-06,1.675631766410829e-05,-0.0017630613756277969,2.1710774569257683,12.589156192535427,381.48323302859654,76.28500979515098,0.0,66.09608299912736,-0.04597630621371879,10.726876286745778,3.9807358779825233,21.363901494214986,14.306151619489524,9.057717595569256,1.2954142813372482,-6839035.67546395,5594913.160634914,838143.6810967764
1300,25.974708056253334,593.2208176064203,125.41008250533939,74.34310701483003,107.27934432162078,0.00013724462090292013,0.0030370194892667393,0.0006075299866352584,0.0002625826756220462,0.00044625190552159813,-0.0010588514300335183,15.37713424991909,2.7716799004994246,63.316782689039975,12.555198320893528,8.541734939757779,12.202972634990537,5.141609788415216e-06,0.00011716389670054165,2.3077621828840822e-05,1.0025782279116535e-05,1.698044495123418e-05,0.011624763799277236,2.1599134555585358,13.31891055301543,396.97564365473306,78.93730457519402,0.0,71.16988923832791,-0.031445931595970755,10.659435399498705,4.25938317630782,22.438488131917307,14.660677415040974,9.520530144991332,1.3316894322404762,-6904473.785793539,5472573.472781241,977094.1256879088
1400,28.150378918529093,655.576005443061,125.8687425888584,79.82248175869076,113.9271947730223,0.00013990662400040568,0.0032036648923238695,0.0006213682967441652,0.0002708038530341123,0.0004621064777174394,0.072683348450193,15.37458090562535,2.9189272402040203,63.889861242245836,13.089321769363533,8.907063338262185,12.825615250193401,5.181976127767203e-06,0.00011822052917174444,2.330058899961424e-05,1.0130225654429927e-05,1.6998809884340685e-05,0.005473115169374711,2.1766035151531637,13.921572030208901,415.4192912209281,82.99250347198158,0.0,72.98639361431277,0.020822490408418375,10.642490075452047,4.4671228532754075,22.92559116802683,15.312048646087515,9.857882260915138,1.4156376791104321,-7061222.810095505,5475819.169022728,1060647.2613793358
1500,30.145401121191064,684.3629748992003,138.0026596386824,87.0815065515123,121.47672817255886,0.0001449399285418491,0.003393250448493179,0.0006499511507963061,0.0002868013534868581,0.000491261374662245,-0.0438130431644023,15.429115178195469,2.993718459121671,67.14288868159238,13.389163391019116,9.19655505161322,13.459361435324244,5.251654755831181e-06,0.00011939382386305016,2.34750633038757e-05,1.0209346741227783e-05,1.7220490250951866e-05,0.01413041496458151,2.16145405316819,14.24981432602973,423.9232321984624,84.89353044708432,0.0,79.59630753423114,-0.047704303390942636,10.73265274826906,4.649626282919053,24.153257345982446,15.662901936029604,10.623397109420074,1.458037744285881,-7071262.832755319,5449158.7162189735,1104696.8402952277
1600,31.78049000438946,691.0010565730832,143.48750612817378,92.53561983905345,129.8408218697025,0.00015190604216097623,0.0035261853849050465,0.0006729803795289087,0.0002949308068645352,0.0004936255321896464,0.03678513584975657,15.439674691745294,3.1113794144336295,68.52132118765128,13.60466888158881,9.633734706825216,14.282365130939878,5.260997830618236e-06,0.00012004538758767007,2.351481718455037e-05,1.027166899432187e-05,1.7312521052720477e-05,-0.002390936433360004,2.178040692234527,15.095105216572858,443.30492221937794,89.33342210039083,0.0,81.54794740490246,-0.023925057068700423,10.6182411993929,4.719923930034717,24.184444393972296,16.26808423535228,11.049352634646189,1.5099887845098618,-7095754.285062171,5292934.767209979,1212142.312828211
1700,32.28668578309209,736.8351927800528,145.1503137259249,95.00531837005227,132.79505910346074,0.00015614382789580963,0.0035613142420221106,0.0007128759748555755,0.0003074219411926937,0.0005257772315393815,0.027808789584206652,15.316232953185075,3.316580912186675,69.33704685417558,14.092297777977652,10.231413603724958,14.363369090084216,5.298369870695139e-06,0.00012116432344184013,2.381475486800142e-05,1.0359742542663648e-05,1.7498018915472972e-05,-0.001957457497620018,2.1728706665077673,15.747984394777003,479.8723634387852,91.94891269011495,0.0,88.66669630858976,0.0034946706056609503,10.707170962656539,4.9470861785942715,25.42853587238931,16.70515082034851,11.311946948233702,1.5856935914938748,-7110723.720803994,5249787.824429285,1264360.675482449
1800,33.65500575353433,765.5980875155012,149.5506745181349,99.1063617785735,135.27525495242094,0.0001648028586416391,0.0037265656258758883,0.0007208810858235088,0.0003169590691062766,0.0005288219098354325,0.036497830043222365,15.292680619454776,3.332128477830911,71.49786010982244,14.297073978152051,10.517254817696621,14.889217073294123,5.3299802619449195e-06,0.00012173309159275245,2.3926130812146628e-05,1.0399863859953807e-05,1.755747365239981e-05,0.008200293034154869,2.1770217750206253,16.461066889532216,491.0172369631099,98.6416083213648,0.0,94.15173328396035,-0.03597770078616928,10.614771771131279,5.07746497251079,25.542646204887454,16.81956695665187,11.888801543977447,1.6631365527138624,-7249173.757068488,5145881.467679913,1405578.7769915191
1900,34.57923933405884,792.6804806447769,157.2705713894766,105.74213508477153,142.19263745553496,0.00016641732768741093,0.0037821625885905217,0.0007524335612287807,0.0003251503760409167,0.0005395397462413897,0.05689459959937462,15.458597329842476,3.4500123239030844,73.41903957511201,14.582787651277554,10.676829537033447,15.684215482379024,5.355337243390603e-06,0.0001225267928810727,2.3978708437960862e-05,1.0436344982374264e-05,1.7650213332041985e-05,0.004816974935144317,2.1615416007009367,17.05687333908995,493.64128777773294,98.0086474285787,0.0,97.51500558469588,0.041036447807153556,10.650582485529464,5.347432630715114,25.82104806821245,17.301749499501586,12.186193189704696,1.7322207696746397,-7231615.223554157,5076844.819282904,1442434.589081584
2000,37.45711239167789,813.5468782319131,161.59270369098243,108.50513564891422,153.71859577098186,0.00017217437718983807,0.003877241302874029,0.0007522284263750808,0.000335362941362154,0.000558874252812043,0.09480021818810824,15.26418211338843,3.5978517835571497,74.88286972248717,15.043867922331357,11.337913529132937,16.240135136625643,5.402013469002719e-06,0.00012304714643700409,2.4083152404353623e-05,1.0495168574184397e-05,1.768212209122641e-05,0.010533379677221988,2.163303137836607,18.04673587848131,521.8564745840437,100.77675918937229,0.0,98.26520846424367,0.05102830730590243,10.686862358881925,5.47505388727984,27.008760848283835,17.406356496335942,12.390147008326151,1.7335197011848724,-7259911.580955953,5005616.144965998,1489603.700977974
2100,37.24996016285111,823.967981238794,165.4080772879937,110.08591050884417,159.29158195452905,0.00017373254206248752,0.00402010559581977,0.0007865294863907021,0.0003380933297371195,0.0005736034239423906,0.07404604526153023,15.27964291787381,3.5691381642143174,75.95530348151642,15.25273549360029,11.23839454778531,16.63895786364109,5.415836154436186e-06,0.00012299372709457032,2.426230327972733e-05,1.0555028397426017e-05,1.7836572795734956e-05,0.004536820312941082,2.172493927227394,18.589909537178475,541.0864583972292,106.65476875656508,0.0,103.55178452793865,0.023074866244823126,10.719186732693409,5.555694994443372,27.216715410418935,17.61059335281637,12.919559954796425,1.7823969538173967,-7329793.831369995,4916804.302281711,1585318.863427787
2200,39.97579760373876,846.6541041898888,169.74102098045967,116.19478894960692,165.96580639646754,0.00017676717968800957,0.00402983347420613,0.0007955316420012557,0.00034559054039631104,0.0005852493157268297,0.019211733661895075,15.450579042075775,3.7255987226290674,76.49808931021416,15.293280145965657,11.812525159364947,17.033059129007658,5.456909121221824e-06,0.00012362453938190578,2.427376202331202e-05,1.0649645154205577e-05,1.7960845653553277e-05,0.0008804311770638417,2.1507846787811205,19.011092257088876,542.3858021900605,107.90666764787554,0.0,109.06635019159695,0.01637136581388409,10.71923806470982,5.674153071832494,27.260648659928197,18.120394261636864,13.333134071076213,1.8519326928625155,-7207433.308913159,4831200.146895632,1652797.0128365837
