miliseconds,A_b,O_b,P_b,L_b,S_b,NAPE_b,NOPE_b,NPPE_b,NLPE_b,NSPE_b,FAAH_b,FAAHinh_b,A_r,O_r,P_r,L_r,S_r,NAPE_r,NOPE_r,NPPE_r,NLPE_r,NSPE_r,FAAH_r,FAAHinh_r,A_m,O_m,P_m,L_m,S_m,FAAH_m,FAAHinh_m,A_p,O_p,P_p,L_p,S_p,PFM_gut,PFM_p,PFM_r
2300,40.36607339416765,881.261738391502,177.16500650581898,122.45695736278006,170.88096604163064,0.0001812166245512445,0.004119268278287671,0.000812380817010935,0.00035791625092696313,0.0005888930179852678,0.054962213845132835,15.471164309737377,3.8074234300185554,79.2700682421835,15.484480634018736,11.970681103209376,17.46493311806202,5.4641976896557175e-06,0.0001246221682984418,2.4462537214882006e-05,1.0649832739271727e-05,1.7959536349124028e-05,-0.01015671103506349,2.1616256725352314,19.044129573318745,547.9835360263726,109.78392431997935,0.0,112.36729404965669,0.018166444138188298,10.627985597555183,5.808228009751258,28.24569348338011,18.033983636970973,13.3874215711092,1.8848804083432051,-7340181.438756283,4686765.263833964,1697329.6621796628
2400,42.15141615002498,896.2338979179725,179.5635940199724,123.82849175665388,173.25924434346925,0.0001850421575209123,0.004235988434209385,0.0008206608295661269,0.0003573778638101954,0.0006042856017783923,-0.06817861104480141,15.43087689401601,3.8541510659102163,78.42922593696241,15.486165847435952,12.29732849931172,18.02583359561029,5.514177015825367e-06,0.00012521078995484457,2.460350327827524e-05,1.0681099224484855e-05,1.8071456524249106e-05,0.008657389684761744,2.160078940199627,19.543241075827908,574.4602409639492,110.62280259152821,0.0,116.10708400709898,0.04136417548526602,10.6557010712911,6.036048682077124,28.472852308216495,18.228495730062367,14.028992246156871,1.9233293759163876,-7343814.662189292,4576796.759813529,1789299.5673699488
2500,43.245843388729206,922.7163480133582,184.96998490353576,125.88847374878853,175.48071013032833,0.000188116298988725,0.004363234573764085,0.0008410383766823753,0.00036768466193931744,0.0006177654604900465,-0.10174870147851207,15.427977661322588,3.991366897354258,79.35489063442671,15.883549569713548,12.40755156065161,18.181745591897126,5.499616696554712e-06,0.00012510017945968721,2.4556336858187347e-05,1.0738151542956499e-05,1.806290144015991e-05,0.010887584053283456,2.152513751232502,20.429768984037295,582.315389999537,115.356919473397,0.0,116.49104537775446,0.05349356356164809,10.742382423990586,6.112792488566098,28.79566146641712,18.783804657373352,14.160428328653937,1.9666042144732132,-7263532.70543109,4573075.056905477,1888025.8678826732
2600,43.72638340741155,937.3549216539961,188.1855095941695,132.44780935714462,186.70761564923853,0.00019461045343118413,0.00434325357110941,0.0008668091831404652,0.00037971447193683544,0.000624795610244282,0.009523024829308852,15.281756828734824,4.011271132497198,81.82624450582426,16.103191413530986,12.703385964645586,18.689950193920485,5.552234054999792e-06,0.00012607249125469366,2.4693217063751744e-05,1.076926487275014e-05,1.8155316198037698e-05,0.009435938135652114,2.159243906635659,20.777185258789153,596.1427091908726,115.39876867994708,0.0,122.29121425353696,0.014260193030167548,10.671338698055683,6.31880646298142,28.944688502874904,18.929363247995315,14.460435921184713,2.0296441592425354,-7251678.888440107,4438070.199258776,1923521.7697048085
2700,45.55476177180955,937.4849883071377,189.95357265185908,136.61301798380595,188.81443652067824,0.0001937338738242591,0.004452009277797063,0.0008801928878895986,0.00038488946357925476,0.0006385062452018139,0.02556757445033502,15.290432473604572,4.044518596634449,82.54203569615433,16.180754217292368,13.033801859013488,19.043033741485853,5.5481826527337015e-06,0.00012617367867158623,2.4719811501599955e-05,1.0818623630998095e-05,1.8252088153908463e-05,0.0054128819841592676,2.169132066298505,21.312149339243252,599.3961222952408,116.70424679908308,0.0,124.8635027101916,0.016835457581300187,10.698158085420989,6.307938391771199,29.313405638741752,18.867918251731382,14.786549720429077,2.056866930407685,-7247254.400953098,4305592.884186556,1929581.1070014923
2800,45.07617223700618,967.2901199607253,194.15889562450442,141.4315926482922,196.02195458612718,0.0001986906103805361,0.004510107334271671,0.0008856007124821714,0.00038581868274292297,0.0006425699812224765,-0.06925198462110899,15.31765992050833,4.144813649178441,83.53000015735542,16.34888151622404,13.470152730840267,19.194519632841754,5.5910695425697546e-06,0.00012664621034930772,2.4838433391791132e-05,1.0849715422769734e-05,1.8232782336554345e-05,-0.0066141103116683685,2.1719437170244,21.381111536109472,613.5330613346803,119.3489888214878,0.0,127.43136013153759,0.045551544060217074,10.623798541683254,6.491832268099424,29.3748898471868,19.043598420794122,14.891806525002293,2.132348976503934,-7356696.118599854,4204680.409429022,2025432.2174870842
2900,47.207446915535606,977.3558467834378,193.5984161199796,140.9375720812153,201.680694658033,0.00019877479284472892,0.00459872036285987,0.0009061332935199017,0.00038989807530451145,0.0006632719249942012,-0.012803361370893813,15.327450654923098,4.193699378627839,84.47080613693166,16.478680930006504,13.720998697508499,19.67375811864466,5.566813730102016e-06,0.0001269199739860515,2.4938537419720848e-05,1.0844608303500096e-05,1.8286151656613765e-05,-0.0032887881116822957,2.180493860513993,22.126982201363063,613.0131324793471,120.33314443805153,0.0,128.7783824567593,0.0030055819264290925,10.645933034643816,6.54233030512343,29.690196384240355,19.239389265253735,15.163544796637904,2.124345393306609,-7329754.18300907,4173565.7134942166,2090974.141218815
3000,47.384214804374686,981.7039779811978,200.52700019560731,142.6446784617477,200.66786815146793,0.00020148959959614764,0.004635511100191942,0.0009088556560392868,0.00040121608789302985,0.0006695561126104023,0.10664127356873554,15.408236545314626,4.2348899967490174,84.14027341231387,16.489753684256826,14.052963845867781,20.223654579823354,5.596309060327188e-06,0.00012699519361019656,2.5080676787361973e-05,1.0869468468816323e-05,1.832793013463199e-05,-0.00027163513421179863,2.1587270418147444,22.472790093308205,638.6296483462057,125.41903627911489,0.0,135.00990886766596,-0.00543676605420653,10.626444949036216,6.613205343132863,30.254947203495664,19.23211183592612,15.307993414238242,2.165357177261273,-7350272.514557922,4077113.1185792745,2087081.301310377
3100,49.05994213029579,1017.8828621046079,198.7789107019896,148.67554024598238,210.0043064848836,0.0002086210767271245,0.004750764137316539,0.0009232438982254032,0.0003989836052318847,0.0006796336113059162,-0.07682840114072302,15.30389869611435,4.256665668441347,84.90141733866658,16.56333316960833,14.06193901643391,20.431548400509644,5.6232293835935255e-06,0.00012727791720783938,2.5128455117666546e-05,1.091977606790819e-05,1.8373967374913727e-05,0.004199841677879789,2.1512945528927725,22.77815287920851,638.8537520583021,124.00298452803771,0.0,138.53908787574784,0.010333007414215917,10.732437380256139,6.718009517383899,30.57387344984299,19.564346141162325,15.594516741605936,2.1921869773198575,-7388809.064973103,3962825.1105581247,2168916.9233863954
3200,49.261292760997854,1035.0418146916984,204.40627428756963,153.1844777300736,214.79168274843246,0.00020932842540424574,0.00473954540141456,0.0009223015711304305,0.00040517493074890764,0.0006848947586863157,-0.01742881695878279,15.340809332526433,4.30479059870897,84.42763078915337,16.51345628149232,14.180240146224195,20.410769551556083,5.630650711871433e-06,0.00012750412228642856,2.511739959604965e-05,1.0967098885483877e-05,1.8388987270910126e-05,0.0042860574230365114,2.1696638703195523,22.947616603296503,651.9320401641687,126.96067555472249,0.0,141.7554903083442,0.025944827909340003,10.732765618073282,6.763436785154439,30.043852602013583,19.73055960811565,16.26234311832297,2.2741103624061396,-7268940.633782433,3936123.720319378,2201259.808910602
3300,50.577711327426556,1034.86879690699,202.86120798027,154.8321204263035,219.51997543118594,0.0002139496572427496,0.004738846473328485,0.0009316103321222868,0.0004121645205134914,0.0006918834360063497,-0.08725044190618489,15.279129112826055,4.357837538921726,86.57500252872211,16.91349555982845,14.259604900796072,20.627587695593196,5.636405129271821e-06,0.00012804519158880455,2.5081894302836245e-05,1.0948083871122064e-05,1.8480823850094135e-05,-0.013964013966722328,2.1761407062093623,23.161919749706257,646.5622331419701,127.70096498750756,0.0,142.94305344063994,-0.0399567427193249,10.639504393507476,6.895766764060949,30.811698243146214,19.952432632576155,16.156173099650037,2.306360651962778,-7367339.301398248,3888667.0587344803,2275229.5035044234
3400,50.6941425316367,1043.5482399658829,206.32763381618457,156.08306815997528,222.14985711151292,0.00021139919333714322,0.004895158387383874,0.0009575776593996066,0.0004166455236774763,0.0007014285977244201,0.09887851131459569,15.380706690292774,4.47306237921323,87.08782968270823,16.73124240009982,14.71828867473912,21.45635877443437,5.6268960869921245e-06,0.00012821141365481755,2.5187348929066895e-05,1.0985477668483663e-05,1.851365163313713e-05,-7.5683712906140846e-06,2.1736729903782916,23.834913411271895,660.8949868012502,130.50344760355017,0.0,143.8968060978083,-0.0334567679556539,10.633732927666713,7.075844378274871,30.67835205570558,19.79137477609513,16.499036320116133,2.3130526869211137,-7349439.159056996,3809507.616544461,2337046.9124785266
3500,51.99620653977351,1061.8710753914293,207.81509589252815,160.75769647805168,229.54863572222592,0.00021367519403142643,0.004862397096585844,0.0009702930531308681,0.0004225890031738668,0.0007091026804523185,-0.08667450285162837,15.462715504017636,4.423934934316599,87.29685874727511,16.75988414962564,14.790793221349569,21.319061320060474,5.643504931064734e-06,0.0001287779071106318,2.5183692608786383e-05,1.1051644766733207e-05,1.859760747180893e-05,-0.0002561177431170062,2.16336565834773,23.886248229475083,663.060676694287,130.64841426160777,0.0,146.36630601990962,-0.010321295924143353,10.659350781327362,7.068672134704856,30.907512015381887,19.95731138530081,16.505972726619,2.334767106343754,-7320946.331242562,3767061.626032485,2297815.480900165
3600,52.891314208931064,1073.7686930778536,209.30533548324544,163.72075076103275,234.54949290882885,0.0002201349572368243,0.004916389940180159,0.0009824168963595329,0.0004253117332858078,0.0007143634707231792,-0.004116501713282811,15.274586928144878,4.568225439268953,87.74317192769254,17.18296812422771,14.900254540410856,21.495379914607014,5.682595550647002e-06,0.00012851353766684656,2.53088715339388e-05,1.1021815470631749e-05,1.8558889224854226e-05,0.014440514825414025,2.1570120091040823,24.89349230818281,683.6424114510279,131.03873076611478,0.0,150.16990481059432,-0.060122513345744734,10.665858894766362,7.068784819051955,31.13664525410232,19.88592398623522,16.8585690099843,2.34890062478424,-7289767.591738286,3628487.7643242665,2401846.6976793623
3700,52.857991044239135,1095.923321334445,212.9881249658833,168.03461505244263,236.97359734225935,0.00021982137776371013,0.00501592501826368,0.0009772197999669734,0.00042905740131761856,0.0007132276725168708,0.09153660732129172,15.44807470508737,4.576681354585003,87.05435369871041,16.92502878960401,15.061317396455685,21.774485484682007,5.670623562021603e-06,0.00012929319048970544,2.5425732495831133e-05,1.1023489352753847e-05,1.8635592355014435e-05,7.386441074823173e-05,2.152092368927537,25.20872449856542,671.7070332256359,133.34044030825288,0.0,153.10825925476223,0.04825427796021349,10.63407740373253,7.249879580051051,31.21328295938401,20.141079629802203,17.016125972042644,2.405052002294561,-7282881.908182468,3556450.7245356026,2401631.6012484673
3800,54.3928934309415,1086.752653467151,215.96321709941705,166.6227093093993,236.77138064203066,0.0002214792687151603,0.005099310266805646,0.0009807876258241385,0.000436476337432002,0.0007318616532328437,-0.0693287615036599,15.339966974475372,4.642178716252435,88.40109630254635,17.09237008284712,15.307128912825524,21.95008652676526,5.667785879932816e-06,0.00012938173243786549,2.5354871247597794e-05,1.1036785573243233e-05,1.8653947865522345e-05,-0.012003620654013008,2.171406365027378,25.090231398252158,683.5006740226273,133.09865778727925,0.0,154.54783646396024,-0.05348035350146188,10.66834360838546,7.25419347853612,31.546618499054667,20.226574967790018,17.036737718320946,2.4005446906184775,-7390544.223198385,3497926.5028288593,2466255.7911757785
