milliseconds,A_b,O_b,P_b,L_b,S_b,NAPE_b,NOPE_b,NPPE_b,NLPE_b,NSPE_b,FAAH_b,FAAHinh_b,A_r,O_r,P_r,L_r,S_r,NAPE_r,NOPE_r,NPPE_r,NLPE_r,NSPE_r,FAAH_r,FAAHinh_r,A_m,O_m,P_m,L_m,S_m,FAAH_m,FAAHinh_m,A_p,O_p,P_p,L_p,S_p,PFM_gut,PFM_p,PFM_r
0,0.7999771479710058,18.110376722849225,6.094423047668397,4.026318702383773,-0.6757551931227623,3.9989876144778763e-05,0.0009322748987393362,0.00016679355883710256,7.225919709984715e-05,0.0001268460359531345,15.365481011300133,-0.06437696383023249,0.5015762511471953,13.291491909589503,4.279591772101704,1.855992953540724,2.7535349163054064,4.230334862317772e-06,9.640241233955328e-05,1.8865169141771732e-05,8.224165985388025e-06,1.3891340407316694e-05,2.153076086155038,-0.013442630325683337,1.2803523775684134,6.374802976430088,4.133697396824078,0.0,4.094776975211522,10.734936080172593,-0.054586802118678224,0.7873335290714188,5.261971619871038,4.723211548917359,1.8685272670291375,0.25551128818865143,-6598.062683655437,26673.788901525346,-19859.8498572239
100,2.059871226335305,61.09516257591381,14.254551548996574,6.163063572874823,5.163853141419862,4.183244207559605e-05,0.000972606611514165,0.00019613683503171036,8.709003029603134e-05,0.00014652055574725396,0.20932493242278755,15.145868849918182,0.6414320492619848,17.89201556934688,4.79088683932062,2.226180607687137,2.872733963299947,4.326103197717684e-06,9.774914535942198e-05,1.921225396080155e-05,8.349508677092934e-06,1.4158771062701675e-05,0.01298818507625458,2.1568823998406015,1.8208693272910916,43.75223227287109,10.55042793360024,0.0,3.6151992373863613,0.22699922318779514,10.54031163543919,0.9069527837160483,6.561998423983287,5.453933287488857,2.4948247332398736,0.3064165236516792,-1421510.859493972,1440617.858960657,53247.048447268055
200,4.289055987718661,106.60270813250213,25.137198234049688,14.554389351201795,18.842325558360706,5.431029626443783e-05,0.0011603224062225752,0.0002478749584510211,0.00010985735319550658,0.00017164691738938073,0.016234318212222727,15.281218831028884,0.9045624706833088,24.02192848640943,5.7009216065232,2.9641513387519836,3.851275078431505,4.3995281579538924e-06,0.000100252691554568,1.9709917980416024e-05,8.581773387040134e-06,1.450004581184097e-05,0.011174967586041244,2.164753673984884,2.8472926342197233,63.338733848215796,17.815929839775364,0.0,13.402804216626409,0.006422602590184163,10.712873831923881,1.328421365454935,8.154834394604746,6.454221809393107,2.886397542100231,0.4304306461379954,-2541809.4782129144,2552142.9765056437,67001.6820786179
300,7.262809686327641,170.56987863632233,37.501664726014766,20.095779187863293,26.10458558872662,6.425466631298665e-05,0.0013742550352850097,0.0002889139589349061,0.00012493784851690606,0.0001996128001471538,-0.030627498208766608,15.404461356222196,1.1727808430623303,29.05166810991976,6.48509793788533,3.5262065081377645,4.607834636430872,4.513543792309244e-06,0.0001021915344142855,2.0183973648694607e-05,8.75583137364992e-06,1.4796918188052126e-05,-0.0015510311002541958,2.17451733991803,4.3799255050006,119.09992856509614,24.010618485854966,0.0,20.48574941309844,0.06446850062781033,10.627886045496512,1.6020729924595494,10.24629280992696,7.512310166838029,3.7227810745340335,0.5638034584763496,-3617923.1228815094,3392833.0777297495,115626.78873685589
400,9.629103253999139,206.0008625917292,45.0819926403032,23.198893978157926,31.22077191118852,7.205581544066615e-05,0.001696476244376616,0.00030910780070665385,0.00014089730824049415,0.0002432965090396895,-0.02488834595593864,15.277772711530027,1.3094485858044809,33.94392427732639,7.601963984651198,3.8896401505002514,5.493098010482294,4.609492214523139e-06,0.0001044628626132138,2.0423867390626766e-05,8.97311548595908e-06,1.5074096281736058e-05,-0.003016580108539,2.1672507595807384,5.20486300193053,142.52719642528464,32.12690397031059,0.0,23.322949896041234,0.037716611070494156,10.741353243918267,2.0384736454752503,11.707942579483575,8.511757373258481,4.470949399310261,0.6527581697474834,-4255355.838562044,4051865.5680054943,177477.38517135716
500,10.629293095320458,273.16079258291586,56.93904066929698,33.05929221384538,41.16222363018524,7.944790041536645e-05,0.0018189342120369068,0.00034939436385457624,0.00016019478620877428,0.0002670630876273638,-0.04427937666534822,15.340786323712113,1.5566119462971073,36.39603565471624,8.212859483891837,4.565641936761807,6.802250970016212,4.666045278188002e-06,0.00010653041819178931,2.0892024551620552e-05,9.063078373812905e-06,1.5352785087131296e-05,0.002889768680455894,2.1752909670530034,5.839951542370306,178.42313340751173,39.754549099891534,0.0,27.71601872915531,0.03541894662896297,10.723211320833565,2.1719328096604897,13.386782697375793,9.68119196179281,5.240514365363172,0.6987405644355319,-4971971.683170521,4531737.827489578,204830.17164620326
600,14.023997155771331,317.0069628483203,69.3296039992675,37.983889562141286,53.90451654741111,9.165207865297217e-05,0.0019863239271156507,0.00039689000117519916,0.0001741568657291132,0.00028483196132104716,-0.10348415649815688,15.455575136438657,1.6703626402014011,40.41122036567525,8.956234882361324,5.3228704784771645,7.381946070278892,4.756712352090422e-06,0.00010785124827868266,2.1129075198703842e-05,9.24010342608816e-06,1.563360337963233e-05,0.007380626147336125,2.1631306863050237,7.046442337566103,202.20220306697797,46.224859411850204,0.0,36.560750870852466,-0.0295357251538634,10.735218420792696,2.47246422226766,14.46861740587478,10.338881507950463,5.744231555669527,0.807639954318035,-5378809.669992675,4861217.667832913,315585.3425962892
700,14.945180436239987,361.8928059007545,79.18631601483308,41.476172791356504,56.482447661969445,9.762651166279165e-05,0.002215335069458024,0.00044275878951286315,0.00019117444240568753,0.0003087930405616526,0.02238360826282881,15.258875909892051,1.9548591442612022,45.14891989229396,9.668194009208186,5.6456888913762695,8.239346713795568,4.819677435904031e-06,0.00010968561068452308,2.153957712745248e-05,9.394193933150577e-06,1.5879350443393243e-05,0.010259686075438128,2.174346978052292,7.760899384371627,239.69085760818413,48.46401757635646,0.0,40.90903164543201,0.0290306652700389,10.721488890625002,2.7851366965896065,16.401421786221622,11.318678350268982,6.388059120400904,0.8723415006433406,-5758770.44238364,5221651.118594683,437290.2872519915
800,17.468011865455782,414.7822150321272,85.74647745504112,51.096644744416764,72.14371619405523,0.00010475815080092709,0.0023116610624823895,0.00045608016451586196,0.00020771038910530226,0.0003456212255464811,0.019780032767448916,15.420350880829456,2.0235193594153316,48.87696406214294,10.110549073161351,5.957282804206226,9.285398296901121,4.881976310947414e-06,0.0001113857362727136,2.1762664095841597e-05,9.549224327614857e-06,1.6046883944347774e-05,0.0033472349985765636,2.162651467367631,8.816872939749182,263.23971458059845,54.789768490733586,0.0,46.53312435226506,-0.009695310164362066,10.731359480668537,3.1820959697379325,17.12100044509742,11.782042409960408,6.703180361503055,1.0065498161677084,-6012528.161892973,5349541.607046327,482815.8176579398
900,18.715221766917146,471.5625577322452,92.78984875976042,56.4414381194746,75.07841881608738,0.00010908409146085685,0.0025609496683788517,0.0005052509321646485,0.00021732807795790766,0.0003567571165276034,-0.008099805807490706,15.343150672607278,2.270548015204725,52.39348304206315,10.674320943660137,6.53584877020948,9.546164689491986,4.9660209845702805e-06,0.00011200672877263891,2.2171667206702473e-05,9.66218359834958e-06,1.6237964075891724e-05,0.005133259283155614,2.1676348339964524,9.760509081975469,299.1304604803497,59.67203143896487,0.0,52.07893411910908,0.07099811510160016,10.679122191376024,3.318933733931123,18.754882551232626,12.427440511700645,7.593204080583416,1.0710202085838911,-6266810.010544524,5405243.839828773,572456.8897286659
1000,20.494289525626794,496.9872838556664,101.84883347278888,58.41610959641741,84.30438209173238,0.00011810117743173638,0.002675159708025774,0.0005142695697614432,0.00023176815341665788,0.0003876081354419841,0.09745095403493907,15.442177123908513,2.338736203942606,55.17856729452026,11.33684012574945,7.10234350237646,10.620140460968996,5.003701888742862e-06,0.00011399746456584442,2.237296553697449e-05,9.748949034379385e-06,1.6492182109658015e-05,-0.011102210687371534,2.1560645154870577,10.482268393540481,332.9721021068512,67.44638649725908,0.0,57.633551433877734,0.00871314746402791,10.712406981482347,3.5850526662374715,19.213753269466963,13.45858269838489,8.013861254257833,1.1380977725197723,-6588237.047864022,5552804.4527880475,674744.9645645145
1100,23.421825405791427,548.3069546244437,111.18577233236107,65.52664751568193,88.47781259892349,0.00012352239503376927,0.002869097057585959,0.0005495729816854223,0.00023862411794086971,0.00040808254513932126,0.005806197082458183,15.347670974722588,2.504665721232222,58.48711334392076,11.83355569096998,7.5285460685779935,11.006647999591168,5.073387634132859e-06,0.00011470373258371613,2.258287556693958e-05,9.859660623563501e-06,1.6545528633287557e-05,0.010811496361423081,2.164106788102767,11.27574678542223,356.95492215918995,68.58116257802162,0.0,63.10038291459816,-0.019808580244554518,10.741609991144436,3.83514110721368,20.18252493402338,13.88100849643759,8.705883317871452,1.2225048811134687,-6643938.741720014,5561801.687818255,738904.7032180221
1200,25.21658956562617,575.8079130737034,117.18293568360798,68.07630207402079,97.04177526604504,0.00012943272860418582,0.0029165809796074618,0.0005767657163424585,0.0002583374795231895,0.00042203768311341555,-0.085637345655831,15.44205091136239,2.6093373744066475,60.83205075790326,12.41249645944747,8.10432459972707,11.907934234455238,5.125795801475082e-06,0.00011620309250753337,2.282988527679861e-05,9.966021514599053e-06,1.670438418344774e-05,0.01117939284062816,2.156258342070233,12.567393451280497,364.45722634047445,74.01012328974365,0.0,67.12615058060024,0.024033508851888246,10.746137396992674,4.1132715672979385,21.421863069249518,14.195338964799749,9.125542905057038,1.289143034068609,-6858830.05168174,5576854.546921447,886453.6391001963
1300,26.433588734595673,619.5547865359384,123.07438133714061,78.58016262779957,104.06076568346049,0.00013728600766235626,0.0031523604734924942,0.0005966203987860137,0.00026532228853623236,0.0004407580649519328,-0.05538064106522671,15.358273033318332,2.8206804965971872,62.04578632594264,12.81297504832149,8.578749563208628,12.132039448271541,5.151628089584047e-06,0.00011710858552083885,2.30005284896754e-05,1.0031418961262595e-05,1.6940996681728625e-05,-0.008706188167201376,2.1703745905020484,12.983828383412934,395.2847587380825,79.19497779876274,0.0,73.27185539257933,0.07472601404825722,10.720402707462181,4.140177118536777,22.057003931408126,14.740807937599154,9.261146241959356,1.3519037182946394,-6942644.255357927,5482198.616798743,924732.655331819
1400,28.73228000079309,643.1325478927419,128.88709531325537,80.70933887902304,114.47587245527987,0.00014007047790361092,0.003162849400385039,0.0006343239841753953,0.0002730619926005085,0.0004569170441029144,0.00188065409779508,15.460566859619783,2.8702746649425577,64.8376291080559,13.087783968345592,8.888607263641697,12.81828826761066,5.182182808858419e-06,0.00011793094746630549,2.3217299084843868e-05,1.0121278635267183e-05,1.704224396148654e-05,0.007312137916168922,2.1534689013164945,13.772434447659803,415.8114494108873,82.57412899869965,0.0,73.60229787155787,-0.026621806313719812,10.671252844392624,4.367450318283314,23.139154775154736,15.342986040474957,10.130780748609922,1.4183778148222081,-7015682.286034208,5457215.981191599,1009007.9413055601
1500,29.86932394169608,684.559193347808,131.95579804166678,85.77056421083616,118.80299412685044,0.0001491278322693807,0.003326273616438551,0.0006496301974294891,0.0002826074355782427,0.00048217478860296834,-0.07705406934825923,15.37402662369684,2.9928681486177213,66.10941532118653,13.488695389807662,9.390410553800981,13.62289690699139,5.241415009394746e-06,0.00011915191502958693,2.343883476934489e-05,1.018155411130261e-05,1.725673267905988e-05,-0.012558131593219899,2.1794362583381717,14.679652827108958,438.6852915971483,88.2455741927378,0.0,78.16128257667735,0.011063213361241171,10.655827907302813,4.707899169184674,23.748363764943573,15.920577757742933,10.429800630598185,1.4417139017735117,-7053798.084373537,5410414.929221499,1088128.7803934158
1600,30.775681194597997,686.8099926036614,138.231940893129,91.44585440175155,127.60897208837746,0.0001537701467155758,0.0034289900934803396,0.0006715921526285409,0.00029253283878799227,0.0004932192820479468,0.030443137329518425,15.380811944694528,3.1791118681608217,69.34563805761243,13.74731139736075,9.61272146337472,13.960504048927168,5.2667696988725465e-06,0.00011976484863773472,2.3489674268477632e-05,1.0309397402787817e-05,1.731736458231179e-05,0.0025406579054280316,2.158146136713983,15.369338250022395,450.51389698022354,89.4187103012342,0.0,85.1759931228801,0.05177561420793941,10.732543721050158,4.89918606038313,24.537331855078456,16.09863350550847,10.891382051595043,1.5424566959939676,-7188016.619591017,5354464.400041907,1189749.8148921388
1700,33.213845288630225,734.3365882141333,149.0659786623828,94.57917151418866,135.88698354551533,0.0001546165718536173,0.0036256914736851444,0.0007001248428809369,0.0003017196078775679,0.0005239827195410292,0.1030925435875407,15.42643373296176,3.2906021103269025,69.28201028681349,14.046407579004386,10.008128113394719,14.376657244382216,5.330529200972228e-06,0.00012069527544889058,2.3804272180853554e-05,1.033881658369655e-05,1.746690706813577e-05,0.00790246160199662,2.1749522133037185,15.839052523741469,460.32304141162905,92.34216655325568,0.0,87.85043124547929,0.040366099112591064,10.67531527758645,4.948069820157095,24.72371179742592,16.454166219705453,11.203739667161699,1.5738874347879663,-7220982.757780625,5301076.108124063,1264547.7740941013
1800,33.44155048810298,768.8647495087824,152.7283981647357,99.94825307939055,135.46404661568135,0.0001642475547959549,0.0037090521639940818,0.0007257851682824933,0.0003112408117890955,0.00053167614949603,-0.0117229323216219,15.463674375822245,3.390709502240839,71.69985180965354,14.497661310305157,10.32787591584744,15.220779614667533,5.343330965635231e-06,0.0001213489892580368,2.388818441215525e-05,1.0421203141015945e-05,1.760215819480342e-05,-0.006598962715075375,2.175467884127003,16.72376933589627,479.8318851942554,94.80512413988099,0.0,94.77674131537552,0.06716363045400446,10.755612419701714,5.249737584708577,25.792316297515494,16.778064205767564,11.440926109289439,1.6592236455871343,-7184253.859251148,5134034.297046641,1386316.8255812179
1900,35.019913680541066,770.141048894096,156.3079303593753,104.60796064547492,146.95490804733163,0.0001654904165041995,0.0038436346096293204,0.0007379541186624124,0.00032470836934506803,0.0005551609854793462,0.09606619439873443,15.36582518624953,3.4357001459749124,72.32225583858691,14.747113533522404,10.815203700043996,15.488335971079273,5.363768716829888e-06,0.0001222768809400024,2.407775156145554e-05,1.0480490868670007e-05,1.760324681431236e-05,0.012845713644071983,2.172163951281765,17.006973141036294,504.34308439132775,100.86633846278578,0.0,97.22628995106113,0.07423431420182375,10.69377201216485,5.3136701481895035,25.862147659160424,17.007347995297756,12.263987467614317,1.6834411001058227,-7175296.81754952,5051097.618340085,1474104.7048061825
2000,37.06098817061745,810.4598062327071,159.07683372802958,109.9643943224577,152.7744031024993,0.00016878163955461032,0.0038849319582088602,0.0007642912227681401,0.0003286200865414985,0.0005645339199414304,-0.08645011917267603,15.30331698660146,3.5130722313544718,75.45170232516261,14.78073851366897,11.118918973671954,15.951777800059592,5.412110324176452e-06,0.00012249436323642855,2.4047154101955418e-05,1.0506944712072262e-05,1.775362267160106e-05,0.012224698065088082,2.1526778585155895,17.94579976660253,508.3401639052888,103.17612250729117,0.0,98.21070817017751,0.04565095242581014,10.64622130717778,5.477368061444417,26.728519356215372,17.378360262206275,12.66018305013497,1.7257799317380715,-7240136.82796935,4999103.21017754,1522232.5837415892
2100,38.23722927148231,814.9549488429053,168.17335818521292,111.96288342320683,157.4004753865945,0.00017751783117504912,0.0039281809917334504,0.0007726302054565116,0.0003408649898515576,0.0005640681993852039,-0.014770253436684515,15.456049767109533,3.6375100779144214,77.02637247934479,15.01429639995501,11.23598060101004,16.473407472752843,5.440109426142387e-06,0.0001237287090164594,2.4273722417245768e-05,1.0588551113883193e-05,1.7765945063971806e-05,-0.0062693380955869335,2.1548463858623514,18.15346297010702,534.3206339546738,104.29976251810707,0.0,105.78972844207932,0.03850311091837944,10.70395874880015,5.548086624763107,27.096622007795023,17.81726714599755,12.836823469826829,1.819498536575486,-7332295.93156392,4851053.895517938,1619005.7197623649
2200,38.569458590079556,845.8603169116752,167.1297649679589,115.30128185563042,159.18225926368484,0.0001807168319736235,0.004096035338966873,0.0008011336272907562,0.0003480268883095703,0.0005833306433518376,0.05683278117522721,15.283686072007413,3.7372762969392594,76.18848947106356,15.472277393367646,11.794222535659657,16.90548417160253,5.465185479243528e-06,0.00012393202290748376,2.4266232003175858e-05,1.0641898189147074e-05,1.7947035874431073e-05,0.0035297418369589287,2.154538881706761,18.904690513121494,547.4059042866135,109.50282187248334,0.0,109.1472801086012,-0.03409235570766382,10.629125084109063,5.656164308748615,27.39109910416188,18.112229337986832,13.07873192428101,1.8402275090563662,-7329239.649669973,4830141.363942515,1659382.0785794398
2300,40.8273962430498,877.5331691180301,173.6108048801458,119.8252512559309,169.62239147580183,0.00018144537346158904,0.004115385582525842,0.0008200382309196031,0.0003523842243451108,0.0006043053490295175,0.03676942021505002,15.302249725022829,3.8362985676115704,78.07094760791425,15.639646127957418,11.953322694448628,17.158018045079224,5.462090088644623e-06,0.0001240969833845986,2.443042930842878e-05,1.0687774132004262e-05,1.7980918222221386e-05,0.004384186734783507,2.16415065423945,19.57232332352826,553.7314541380828,109.72715629345592,0.0,112.78451646978074,-0.03255783950689151,10.757119865374882,5.905798548682424,27.942116531474127,18.42011858585386,13.333966904371215,1.8959438198525387,-7283988.589140858,4699781.8299568435,1690506.5155561552
2400,40.89384043002461,894.4415258137835,176.78568320014438,125.72362926248456,170.58844857972167,0.00018718600294131748,0.004161039004467379,0.0008263986266723254,0.00036426347281364114,0.0006175509389800678,-0.041872027360279306,15.319047715298622,3.894064473418856,78.9129976357719,15.522481626154068,12.110763255884542,17.698153241698037,5.50394611009475e-06,0.00012476603071769356,2.450868163197051e-05,1.0712189327041571e-05,1.802925753706525e-05,-0.014629051099143553,2.1565183689700693,19.780409223700264,571.8612028882543,111.39380654082441,0.0,114.46971314403326,0.0387286119998486,10.71397442837942,5.921565397475743,28.52504307831425,18.564139921133666,13.826183912948055,1.9577647820035329,-7254910.205977919,4650861.615626907,1786588.9829346314
2500,41.80105650442101,915.6862709038563,184.39843135043515,129.53016288971074,182.98884488679016,0.0001864811288010314,0.004290660124416388,0.0008342332040780697,0.0003679664542884078,0.0006121349287182087,0.04279975117173074,15.414145252142058,3.912291247345352,79.52783573481008,15.919871254104281,12.505893178312265,18.432001268635304,5.521658420041418e-06,0.00012578576579063083,2.467904766479258e-05,1.0760801546652675e-05,1.8068929605043276e-05,-0.00011368755640600597,2.1619943536415542,19.987641860028425,573.2693289071494,115.58218771473516,0.0,119.66767102848152,-0.07213189803351072,10.624189559433306,6.087445321475367,28.90378616545034,18.69261576058269,14.083779282782812,1.9860925160055114,-7329147.953779337,4509412.082876153,1871595.504575334
