miliseconds,A_b,O_b,P_b,L_b,S_b,NAPE_b,NOPE_b,NPPE_b,NLPE_b,NSPE_b,FAAH_b,FAAHinh_b,A_r,O_r,P_r,L_r,S_r,NAPE_r,NOPE_r,NPPE_r,NLPE_r,NSPE_r,FAAH_r,FAAHinh_r,A_m,O_m,P_m,L_m,S_m,FAAH_m,FAAHinh_m,A_p,O_p,P_p,L_p,S_p,PFM_gut,PFM_p,PFM_r
3900,55.45656300363394,1099.0141192455392,219.52608073441203,170.28323887152504,239.88668932570312,0.0002249527047294908,0.005064513256980336,0.0010055815045714894,0.00043477817759496876,0.0007413651777967849,-0.06298189184168863,15.264735379302524,4.681928427490132,88.94634579068213,17.38314748442209,15.531764360140793,22.67301491216683,5.67386136457498e-06,0.00012980445704632211,2.5367498143900813e-05,1.1066497815189516e-05,1.8619147646115192e-05,0.006855508886156631,2.1629587129247274,25.05157899290677,686.8655742134345,134.05766385500408,0.0,155.58241249490368,-0.014181515470877976,10.639173389311512,7.394928506296442,31.41567970646554,20.317257128933868,17.30507737377341,2.46758991893843,-7276287.086350169,3427469.5933579043,2478432.493844507
4000,55.73324248488632,1096.5905411842773,219.11695323642738,172.34484536712614,246.4929774271248,0.0002259567890736612,0.005081381802899434,0.0010000947341799093,0.0004391502631984424,0.0007346677197671034,-0.048221071940388535,15.427331995368244,4.706921217822794,88.64763896977828,17.341578246102554,15.672983005744753,22.61109273148002,5.70172485222451e-06,0.0001297009890657499,2.5364491710701764e-05,1.109902711436169e-05,1.8681618289055706e-05,0.001563694119573089,2.179034053921469,25.73752508845436,703.3686875736634,137.45410909116345,0.0,158.12510172513635,-0.05466893938670311,10.720646122036154,7.444813118346621,31.932636075106828,20.447190185612307,17.568992289747264,2.463462324372896,-7272446.201905013,3394378.7792623504,2491926.2216368504
4100,56.29923987677711,1121.1447351690952,222.1113945950787,178.51179387511172,251.32749087688464,0.00022634617833336708,0.00519946980563644,0.0010144243859560955,0.0004420443667568567,0.0007526557388490104,-0.002551128370275358,15.340864357887133,4.7424771624124284,89.65221858605986,17.430404251025962,15.798364717974206,22.83219387430263,5.700506814158314e-06,0.0001296363881502188,2.5503905903441268e-05,1.1094854018062265e-05,1.8684699176475745e-05,7.511395390477778e-05,2.1669381383085144,25.666157162238306,698.2983984169124,134.84776760709542,0.0,161.22574749704327,0.041529588177742806,10.717161134396694,7.54705757664329,31.576717059366498,20.264032448621588,17.737381296064424,2.5198459295362765,-7308324.872883176,3322656.1303784237,2571674.190170576
4200,55.70352476742772,1143.0080555195736,222.52951422893545,177.1784933360835,256.829961119359,0.00023012804507308585,0.005124955584430638,0.0010260748138662028,0.000440382132971163,0.0007485129843439613,-0.06435373444750579,15.27234806982251,4.75369478134833,89.53270190405452,17.161852547566475,15.802533428850971,23.312508454891383,5.69882689043478e-06,0.00012979403700467843,2.5466211753895082e-05,1.1130119944822195e-05,1.8729483737070745e-05,-0.00024417902398152523,2.177819452128824,26.178397275195906,700.9764033023474,136.03474064214862,0.0,162.92590913077615,-0.006319948907140651,10.753107364631484,7.443642079387277,31.36268344016517,20.279565975742454,18.121641705727544,2.5089597562831587,-7299456.988407629,3340619.880028235,2568229.3565331185
4300,56.77369697709855,1133.6831119500998,221.15066806509896,180.68129091334302,259.2304427887162,0.00023275306021014786,0.005258256664813843,0.0010232288139165662,0.0004453547470512509,0.0007576659265787791,-0.043113446755340915,15.392262160370773,4.754585050423213,89.62455681730484,17.381262109365117,16.2164706920387,23.417770214419807,5.739903495065066e-06,0.0001302689965629021,2.552127057990585e-05,1.1164913556505567e-05,1.870571579303604e-05,-0.013582999917844516,2.163620117662947,26.441310863697623,703.7986986504903,138.27242523204168,0.0,167.69265869424106,0.04171564554797932,10.656101118702802,7.474186436422614,32.14943785751782,20.42936481760814,17.922239306918136,2.5275942936215534,-7284201.267904024,3200662.5226292037,2586182.938045402
4400,57.6975312516369,1146.8273074507822,223.84422103818326,185.57495202198714,257.2455169554313,0.00023415945383424824,0.005242827015200768,0.001022470354714699,0.0004472981652264704,0.0007506521119188371,-0.015131649884089264,15.357446916541551,4.834135278997084,90.10442986721822,17.49580913264279,16.362963406718922,23.40841083534956,5.720209804271128e-06,0.00013004986564100137,2.5510849572055113e-05,1.1181037194587522e-05,1.8756588358291796e-05,0.008844169746055817,2.162675491221718,26.3884930853525,718.0026424323748,140.93838624168671,0.0,168.74617802195854,0.040758527119256364,10.62904847056491,7.694831428121164,32.15133779810136,20.66310696864404,18.055617620344997,2.534284592215206,-7382534.146005584,3136254.7906326503,2607928.4599677315
4500,58.68194337949094,1156.2094952800253,223.80650618639064,188.46400811243058,264.4056636654121,0.00023320719478783634,0.00525688103513179,0.0010339271764326183,0.0004580728578632592,0.0007693559964947598,0.00141892126548864,15.406025090830523,4.738265315411313,89.3859256669951,17.41738413151336,16.57656188105499,24.044590997782294,5.746012249750341e-06,0.00012991512127470266,2.5662128254424973e-05,1.119380978415439e-05,1.873160675822192e-05,-0.00525254015367741,2.153553040478448,26.764652184621465,714.7713478609716,140.1152525446309,0.0,168.82715561335618,0.02874292227341218,10.646744706284057,7.594126605998131,32.202855933654995,20.447629494405394,18.38949512875099,2.6062087536681955,-7411928.387159595,3170883.0621747617,2649400.5387708573
4600,58.60050290396754,1149.3497238886785,229.81346651378416,189.25798572775696,271.1729818241566,0.00023164653721000783,0.0053197510925583925,0.001049246558281357,0.0004606926749977451,0.0007760663751754944,0.08503404299624195,15.351533393059942,4.888183582145645,89.9158166875848,17.561793288046193,16.373189118147824,23.954560422200146,5.731184785270219e-06,0.00013057592448118273,2.5522312296116566e-05,1.1132344019271887e-05,1.8837288591822558e-05,0.015007712142268464,2.1572049657016223,27.37703014133163,732.317290076258,140.89504767430495,0.0,172.19228767617236,-0.010321638931644003,10.621658967008333,7.713197396062249,32.20427279305236,20.783923930878984,18.496633812089495,2.5860746965863606,-7391340.890357177,3114323.100929335,2713475.353721078
4700,58.54310666612072,1162.3631285145004,231.80899342346555,189.9789932950122,267.02206644332534,0.0002324743686355941,0.005404752576731086,0.0010461093500420894,0.0004627327115451125,0.0007624000930501621,-0.10268372740632788,15.346568989391315,4.807589835824703,89.40926608445895,17.691349517315857,16.58451202189759,24.399188849667997,5.7518089458447945e-06,0.0001307759418091646,2.5696989307133098e-05,1.1207080621781254e-05,1.886884714272608e-05,-0.0020853284171693143,2.1693735152862037,27.26708592059511,721.5826082984124,142.69515197462889,0.0,175.49482616051523,0.038921620901984026,10.74366698254849,7.681750653804073,32.425504125827594,20.523525454002957,18.696479903762008,2.623162601727693,-7345872.329750258,3018322.809451375,2674146.6710124114
4800,59.82968960728803,1177.5224592923137,226.57474539196375,193.00979793512937,271.0353828786882,0.00023539123305319116,0.005335112173154004,0.0010683084954578065,0.00046306341093643586,0.0007678979172175562,-0.05756060674951679,15.426288423908316,4.86646042084081,90.41463982684014,17.480854032789114,16.601541082208982,24.452969846004983,5.751500376066868e-06,0.00013010825477345535,2.5739200041054666e-05,1.1197346866208267e-05,1.8897280192032457e-05,-0.0005723194645039203,2.1682788233307737,27.116661058508956,729.6393856223316,142.2221250238476,0.0,173.92621189469617,-0.03581092426784656,10.759989634913977,7.757604617453667,32.224364713837495,20.707201347916232,19.035975981650438,2.6475880658026436,-7277762.979417804,3007591.749741719,2721515.730234521
4900,60.36530175029665,1169.9579860318704,229.95662237230604,198.0659040874305,275.98847606651213,0.00024021373943720903,0.005412699388880234,0.0010683473800434612,0.00045848743078718695,0.000774066243478303,-0.09178287751518631,15.320950787384929,4.900053039585907,89.44965420173322,17.451925435752646,17.10162856131244,24.267939351773084,5.726796744272419e-06,0.00013075735819158342,2.5686191631189213e-05,1.1192941227624006e-05,1.8805357246947072e-05,-0.004485860736437605,2.1590150080791806,27.591143794570236,724.5387163351256,143.22330962358797,0.0,179.13906542568347,-0.05864730623926785,10.751412109888847,7.906281682270144,32.210935109589045,20.494644881172842,19.07887009939636,2.6635062895911807,-7337624.808580661,2995455.7158720978,2706238.8166950815
5000,60.68642553919238,1168.4138963185953,230.11589515895238,196.54267968889155,278.193116021876,0.00023899405800743097,0.005395873273267166,0.0010764550699578497,0.0004605047254451355,0.0007888361399085555,0.04016828889818007,15.328252234020423,4.880812965498598,89.63182207551033,17.739397436087415,16.9459482909013,24.82899252611632,5.731717504892135e-06,0.00013045934348005777,2.5734430947101912e-05,1.1233982709795938e-05,1.8913811142686395e-05,0.005958318233246429,2.1562345159464673,27.709709747029855,736.0777289948659,144.78692828028636,0.0,180.96387261357285,-0.044991739238328055,10.653715881445327,7.8556723226056135,32.63308351848391,20.691680812614237,19.169889882199744,2.649999906440895,-7303505.669864068,2859940.331360843,2759219.8497115755
