milliseconds,HMP,Fru16P2,ATP
0,0.15864547194957704,0.9702854378549359,4.079616956561766
100,4.293036262425654,0.8389705458566811,0.17240796975903078
200,4.8985309152080125,1.1304024696381536,0.11107415203995233
300,5.539755108876541,1.5286814996608158,0.3342093216395825
400,6.2664453851720365,2.1742744013351176,0.4307127894845971
500,6.7265759350316,2.507315332811149,0.648704893471919
600,7.425656432818397,2.9327297207420924,0.8067800959765052
700,8.003173424599694,3.3276194269730826,0.9143653690214163
800,8.501676289733302,3.98431572646653,1.1976256606810347
900,8.81347509577105,4.227809626321372,1.3536898087534288
1000,9.117103679084218,4.263508940896726,1.4493774857602315
1100,9.047414652835336,4.753655485170915,1.6998305157723426
1200,9.57089017841995,4.658552993345848,1.7939451166711906
1300,9.860806345981613,4.8576756572831306,1.8545867078760239
1400,9.982772327442822,5.247614334838022,1.9471845250955333
1500,10.096656406513604,5.470085036584723,2.0909344701253705
1600,9.934978926834996,5.330695022274286,2.1718989750443978
1700,9.993881785054326,5.641592703665476,2.266348400455874
1800,10.07041485943741,5.512826564151343,2.278849100258116
1900,10.25629527123066,5.645697309647267,2.2704314079018935
2000,10.48963398812273,5.892761577450347,2.459178120967997
2100,10.634743546717791,5.86238208102849,2.3405048501297947
2200,10.449864108675854,6.1112805536748365,2.426902599272116
2300,10.775812016287357,6.0717275200302225,2.546431914621661
2400,10.741967690156693,6.1921051785397685,2.599005557204413
2500,10.854099084108428,6.206027605253656,2.6071091362439014
2600,10.531777467560918,6.135514666468917,2.535435986171149
2700,10.76223964110898,6.468693378826192,2.6474075564707813
2800,10.691825037784097,6.25681670549873,2.5894729913181838
2900,10.766897158538198,6.586599170850573,2.6037757276544595
3000,10.93003535054717,6.564586661401838,2.742148240160496
3100,10.823893421815054,6.637933554082469,2.6940915707223634
3200,11.03689126307338,6.401760400044465,2.759875948848478
3300,10.986527398337971,6.621464678189288,2.6540426940452435
3400,11.083624668946257,6.613085739113869,2.7545759326891384
3500,10.974668884640884,6.774942876941952,2.676556351490998
3600,10.948880742518233,6.657545393132601,2.739307560893031
3700,11.029405360454701,6.856678756716475,2.694838846361968
3800,10.910296882661562,6.859478469130785,2.83936949501338
3900,11.011183007088787,6.84147616702988,2.7183110172171427
4000,10.9536200012221,6.738867134833515,2.7176186823486503
4100,11.075338311820525,6.854182876716583,2.764444686924281
4200,11.0786950365399,6.925160753714237,2.868594548345946
4300,10.957315753837989,6.768756969103762,2.856697781915195
4400,11.14039055541882,6.865108469416564,2.7623385003537613
4500,10.879223577871489,6.954254379244304,2.7775838446313834
4600,10.792202755782874,7.015468938572816,2.8187456896087255
4700,10.886872165363437,6.940593967309409,2.778242265187259
4800,10.860940404431194,6.974847476866778,2.7709574203774783
4900,10.943289893833565,6.850075726413539,2.9070511322656603
5000,11.079735652194824,7.09193802434479,2.761392792788852
