miliseconds,Normal_T_cells,CAR_T_cells,Antigen_presenting_tumour_cells
0,5.714970050792751,0.25451705160376414,94.05554712378024
100,6.733335092727162,0.35428882107435233,92.76121470109533
200,7.304895746646313,0.835018818490205,92.7275643491725
300,8.170930621326644,0.8763400873577729,91.79595932405674
400,8.568319367965637,0.6039566312678144,88.98241124099077
500,8.507130415882175,0.9586381487022623,88.64074293463376
600,9.06481166949444,1.3031509832586519,85.85871396932676
700,8.989643672340202,0.9622907714281408,84.18654737466568
800,11.308857617598203,1.5147157228757409,84.61801546145034
900,10.851687801567518,1.5784133640012623,81.65865851893403
1000,12.125240510584105,1.681205659421542,78.91754334457079
1100,11.980719925387556,1.728010218602386,77.6066584523402
1200,13.664048143123683,1.7946941403805685,72.52386904212673
1300,13.984252110205919,2.6269489545318994,71.25569125849825
1400,15.52182803788291,2.64365617716108,68.14903474957191
1500,15.032244669404948,3.100404249626271,65.97455060095841
1600,16.79764859960995,2.86760769100412,62.384005716670366
1700,17.666582699149092,3.805836020637668,59.60666046105096
1800,18.918353429679815,4.129611805399419,54.206213046591955
1900,19.996784429441455,4.144495572613875,51.39643898796944
2000,21.397274005482423,4.752259865613642,49.621353063931465
2100,21.99034582206213,4.92336308273784,47.743464479092566
2200,23.327602104728445,5.848986549645387,43.44726539105291
2300,24.3988693511876,6.264656494985084,39.93141138452251
2400,24.91084450291564,6.967850873890551,38.45984627615027
2500,25.654523148584115,7.217271771379591,34.39050292124035
2600,27.76330684130394,7.776184855460639,32.44430929705385
2700,27.91309752503743,8.193925055499045,29.857926317191843
2800,30.051404792946034,9.302473926839218,26.955829074766726
2900,31.093970381639252,10.198268069770362,25.517674515548173
3000,33.59592709501409,10.666386597232965,22.85436293516947
3100,34.48613160932309,11.287854124645497,21.64113812118383
3200,35.621184535432306,11.604588140636741,20.95054535971729
3300,37.14825928954824,12.809251152758245,17.87973005094568
3400,37.990359033283575,13.484055357333114,17.339241530311217
3500,40.22162031595999,14.255763612213372,16.899262908591375
3600,41.92088122820928,14.398082061950184,14.662744640802904
3700,42.60833604657263,15.770854061982504,12.137158816076177
3800,45.08557382095475,16.475983342260495,10.990681322952396
3900,45.5469819151131,17.215070024014278,9.510419211209372
4000,48.57399431495301,17.983256906153812,10.007535446572604
4100,48.60776086477714,18.028812334103236,9.628563974018274
4200,50.506468227046554,19.12570546247945,8.550590506542093
4300,52.308388280025696,20.15380933039693,6.5424770571521815
4400,55.180227873599534,20.29692817933577,7.562958885078362
4500,56.66385090234552,21.332699509657953,6.422050939591393
4600,57.850464810189834,21.53378683811974,5.014603026569825
4700,60.14785101854789,22.212867446778716,3.9358639759031933
4800,61.26181956122792,23.00571765395983,3.790823112621181
4900,64.4281759911839,23.673266942626395,5.413538835640297
5000,66.44182338858448,24.300089595923893,5.070588334605323
