milliseconds,Normal_T_cells,CAR_T_cells,Antigen_presenting_tumour_cells
0,6.862309088209086,0.2783617674116692,95.28786059975012
100,7.278628939241804,0.11237326493544675,94.32205565033208
200,6.798470585981383,0.30046486229689284,94.51249388754317
300,7.450026094913014,0.7856968521548463,90.64194433378177
400,8.382364908538575,0.3646238296235765,90.8833598535424
500,8.15117498224809,0.6376503870173049,90.19597091253638
600,9.87915699416077,1.0091595328155984,87.13637946589088
700,9.769376239997706,1.1504594721667905,85.49279853783445
800,11.040846745122861,1.3553075305452496,82.1960542653112
900,10.631192435550721,1.5145750860280434,81.17905829585386
1000,11.636833891763004,1.3205217819854436,77.84498957203682
1100,11.905502317114216,1.819596882058807,76.67390856864783
1200,13.28637763134626,1.8313619914119044,73.30344460376382
1300,13.38605481441012,2.3430626857128196,69.3680384482608
1400,15.431553420159812,2.367770850319655,68.24381083655074
1500,15.430475231649009,3.163543410281818,65.75145575900939
1600,15.923926992554835,3.34078943725334,60.93948510800632
1700,18.070910518281448,3.5955873738505373,57.210696030120744
1800,19.50778875613226,3.9611766675094477,54.296111815729546
1900,19.15734267843605,4.175377099120594,52.87281967671109
2000,21.01368925013643,4.870465473792094,48.939563110467965
2100,21.18378618833573,5.622026508419155,47.24068507328602
2200,22.9655501755225,5.793113270382281,42.804146353091234
2300,24.303958426212454,6.381480441010044,39.43916670474611
2400,25.517869798956085,6.980886695045379,37.60138167018613
2500,26.279168545271844,7.7251613440005675,35.33223291455474
2600,27.078847540226118,7.957826202361216,31.38611862355945
2700,29.34046883649902,8.20583114903488,29.70106897539131
2800,30.17816687624617,8.973733404784483,27.7922556403888
2900,31.950194385256854,9.509858973143695,24.825947365164343
3000,33.01114186649107,10.837959392063839,24.283533164648194
3100,33.36972417469887,11.06143048380357,22.128046106194947
3200,35.93794944350171,12.196944989691604,20.464022150485928
3300,37.782277549930505,12.78516621570035,18.893601855150298
3400,38.50357569085074,13.48821431212129,16.282336148679054
3500,39.764897317585415,14.186539774748033,15.8778502730042
3600,40.65019514207251,14.35478547962813,12.728329680349493
3700,43.75952860751052,15.53764013883482,14.43428928220115
3800,45.414536559744924,16.437354354024905,12.565265099269537
3900,46.09774481423135,17.32223501984693,9.76036947521829
4000,47.06053691883046,17.549345389884152,8.96961897730839
4100,48.828480250187454,18.13486813376991,7.763877894088099
4200,50.42515530350483,19.45567497083571,8.037165632298528
4300,52.1121996064293,19.95282680413873,6.842093665734107
4400,54.39174397384388,20.810934465899972,8.074330887649772
4500,56.291777860772974,21.5084560995211,7.004192463149817
4600,57.495246722479564,21.97931485679165,5.216626733089592
4700,59.5551361788735,22.491918670715318,6.364438246944849
4800,61.712186741653724,23.43489922752449,5.3017542632963695
4900,63.401602369089105,23.43579990853713,4.009160012483696
5000,64.87007951635944,24.22756081825114,4.38590334500863
