miliseconds,Normal_T_cells,CAR_T_cells,Antigen_presenting_tumour_cells
0,6.2988381317939295,0.7364737009035386,95.35400492297505
100,6.425408270145658,0.38419932960037034,93.70913305403005
200,6.991925567390979,0.1535826589140613,94.01709605747091
300,8.190675248106103,0.4474804336810464,92.6527623457329
400,8.724436652526949,0.5620842538763218,89.03169022100293
500,9.197300358516221,0.888542774076184,89.93741001347014
600,9.824162675070111,0.8404500391286193,86.44053835989065
700,9.160124650147516,1.303200979246498,84.3176881653988
800,9.921653316604463,1.4381008666333894,83.912759441023
900,11.222637832320977,1.0133783245584873,82.08194271971449
1000,12.487190480001596,1.793469581563072,77.26436654928852
1100,13.150449629503747,1.7604881974039894,77.3065008957282
1200,12.931588921743831,2.3686030337568416,72.46486901620653
1300,14.097484327365475,1.9966431079147555,70.45455050283523
1400,15.585087541718298,2.9047269814828933,69.01747084364726
1500,15.37281221241991,2.7366356634361697,65.23042266637397
1600,16.454306066999195,3.0543024618646504,60.269868639373776
1700,17.9803018003119,3.542821108017271,59.8306869591595
1800,17.989948171631372,4.315558262729033,54.60846936988824
1900,20.37488907832559,4.720278574160359,52.7311034903275
2000,20.270062643859013,4.621725660276914,50.19022570560924
2100,21.732152307657074,5.308881690640728,47.17430794018832
2200,23.58084903427064,5.449921424016196,43.35432764113259
2300,24.658088098372648,6.218073075995567,39.5300061901102
2400,24.670954017182734,7.074189324160834,39.39984082680857
2500,25.72549805030231,7.196086169063423,34.94815166575791
2600,28.16691819947346,7.822894909606287,33.20023747359498
2700,27.884900077299022,8.54811689760597,30.238138693603624
2800,29.215024493101435,9.297904909361955,28.452557712506145
2900,31.00831883742858,9.882505686268162,27.042823927357652
3000,33.54423776835275,10.693355954380051,24.41147882456332
3100,33.199198602971215,11.12274041894433,22.580962794180518
3200,35.97682440671017,11.726381382661444,20.785865050282425
3300,36.223648226909205,12.883733086593322,18.7291201066856
3400,39.08371251182795,12.91403160282669,17.28935858012317
3500,40.045946057247576,13.666838827060651,17.15471639103808
3600,40.58298964074316,14.61319451925075,14.838104649376767
3700,42.43424894389911,15.148631825112375,13.395088316555944
3800,44.815203486939154,15.930932621947766,10.914864353132604
3900,45.741516373129166,17.120048411855194,10.0196652241025
4000,47.28030593320352,17.532098964833914,10.900993217633351
4100,48.595150200066456,18.734087935811356,8.954908680086215
4200,50.97940159906995,18.719192833309116,9.39599054272566
4300,52.389284433439464,20.027761602045196,8.109834723631662
4400,55.466355618534145,20.503060005695204,7.829130347311469
4500,56.25713226179478,20.973524734561185,6.887362918228872
4600,58.722507862801784,22.19161315444968,5.966212550082782
4700,59.47336998243805,22.17747697282791,5.5874745997071
4800,61.106987596107956,23.198602663361534,4.9999549877134655
4900,63.556180571235046,24.038512978681254,4.5291003194189
5000,65.15335180960233,24.520947154116683,4.110036101466225
