milliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
0,12.0,90.02127728564489,126.99639522573695,223.99999996633483,1909.000000752992,3316.000000022521,0.001113644502744361,-0.0007293816744649521,5.544619586311734e-05,-1.9956420682907892e-07,2.6989362209589256e-09,-2.2438496623609173e-10,1.8899485718634057e-08,-6.795733101243914e-07,-5.438257459202082e-07,2.977726620493092e-09,1.7263611927283516e-08,16.6
100,12.0,89.94041594200615,126.99873907873734,223.99999999613658,1909.0000001839983,3316.00000000332,0.03778470284464576,-0.0010760535420581948,-7.957713915095064e-06,3.416945670765031e-07,3.786191183444537e-09,-4.515581358526648e-10,-2.5084407415902043e-08,4.609249407143188e-07,6.232642583478218e-08,-2.9047454993849414e-10,1.0741730247384697e-08,16.6
200,12.0,89.93423143508278,126.99785590942155,223.99999999693466,1908.999999231577,3316.000000000117,0.06062980622311579,0.0005240066000061688,-5.6460013828056726e-05,3.7420218300332856e-07,6.895781776875098e-09,-3.737792949338221e-10,2.0651715775980555e-08,3.093463440179072e-07,1.6291318889101952e-07,-2.511707619928214e-08,-2.3578331347047835e-08,16.6
300,12.0,89.89573999228556,126.99884032396929,224.00000000774395,1908.9999991964132,3315.999999975255,0.10285437489300882,0.0006496170016320254,5.48552328378743e-06,-1.2836359074197288e-07,-5.579126207846971e-10,-2.7774090035378545e-10,2.452291152103797e-08,-7.995492490572421e-07,7.381298365166062e-07,-9.41001306091455e-09,2.6897402353184504e-08,16.6
400,12.0,89.86099692191756,126.99825189217297,224.00000002212337,1909.0000007219214,3316.000000022589,0.12486908197849672,-0.0011948804535508667,-1.8628605354943976e-05,-2.1477122339721713e-07,6.689295909743607e-09,3.0199877941424377e-10,-1.5393478025035304e-09,6.690052038564456e-07,1.3910011410232982e-07,-6.920336884713692e-09,-1.4461701035175923e-08,16.6
500,12.0,89.8214130690367,126.9937015103822,224.00000001875333,1909.000000401929,3315.999999984239,0.1729179567964741,0.005244313464792308,4.525701942974948e-05,-2.870544839894485e-07,4.984667992640919e-09,-3.7869294770650286e-10,-5.814520109950932e-09,-7.747095882881125e-07,-3.63331094226144e-07,8.112465314649187e-10,2.5307965072747824e-08,16.6
600,12.0,89.80230046359642,126.99618127348516,224.0000000272898,1908.9999998476374,3315.9999999872603,0.2191594796219132,0.00026471707350504995,2.580247763551449e-05,-1.845788197868832e-07,4.071075807611299e-09,-3.3421616446772415e-10,-3.0514919953328855e-08,2.475919843259697e-07,5.41475311969821e-07,-1.935611434536124e-08,1.5800939616828134e-08,16.6
700,12.0,89.75547818540312,126.99732333693125,224.000000023254,1909.0000007403098,3315.9999999801616,0.23768436426442474,0.006496538619145577,1.914607907520696e-06,-8.446554616986828e-08,3.826001551114582e-09,3.6474424417614565e-10,-3.5661764679342377e-08,1.6008289900570492e-07,-5.060825737481757e-07,-8.509666559371662e-09,-2.920931712770778e-08,16.6
800,12.0,89.71428335298133,126.99355167612673,223.9999999638487,1908.9999995485366,3315.9999999721817,0.28042357751108365,0.009858246601330924,8.450320484794878e-05,-7.709464680690997e-08,8.550315198715354e-10,4.655020467850554e-10,-1.8487479182916672e-09,-2.2889394728872074e-07,7.290837310106255e-07,-1.2132340026208352e-08,-2.113592630044167e-08,16.6
900,12.0,89.7029493527752,126.99101931498173,223.99999998916542,1908.9999996477882,3316.0000000091627,0.3196694905832778,0.009995040274711644,-1.3880975962438248e-05,-3.683383241681259e-07,-6.0733213501859724e-09,3.616634303767753e-10,2.2369913469322632e-08,-5.010424241804212e-07,1.5205333726483705e-07,-2.493108249008586e-08,1.4568863178352509e-08,16.6
