milliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
0,12.0,89.98382166309077,126.99865023809053,224.00000001381832,1908.9999995035244,3315.99999999205,0.021200203121009266,0.0031946868147281478,5.328447601195114e-05,-3.5301642871478784e-07,-2.7714550032279734e-10,-2.5733806284258173e-10,-2.6385912848624093e-08,4.932088799089934e-08,-1.668587806217039e-07,3.0096043103995705e-08,2.1725643792966054e-08,16.6
100,12.0,89.95110138389104,127.00001575628973,223.9999999692539,1908.9999993795404,3316.0000000112013,0.038214769568696044,0.0014419620435860605,3.94802993657768e-05,-2.109246443742269e-07,4.970884627645692e-09,3.3776173261730946e-10,-3.256066789013928e-08,-1.3727164385537666e-07,1.2135305107764673e-07,-5.933094328277089e-09,-8.3928059073433e-09,16.6
200,12.0,89.90374357224681,127.00077509916389,223.99999998427828,1909.0000004861502,3315.9999999751744,0.049317623566387685,-0.0011294457027656796,4.138714865168525e-05,1.1087966196422658e-07,7.259186456901538e-09,2.6128420023563907e-11,-2.71802014324496e-08,6.101235246638478e-07,-4.391221381100865e-07,3.376936377863219e-09,-2.176140911979785e-08,16.6
300,12.0,89.87218838185892,126.99531891220104,223.9999999707884,1908.9999994302339,3316.0000000003674,0.1282856847018543,-0.00034107444560280793,3.5751972413196146e-05,2.4097170241780985e-07,-8.56695456299012e-09,-3.9545777013634955e-10,-2.766627661341202e-08,-3.711073796779305e-07,-4.7075486292926604e-07,1.0222582782661314e-08,5.181340336090807e-09,16.6
400,12.0,89.86910425260983,127.00139180824385,224.00000000780315,1909.0000005874388,3315.999999976179,0.15384335364845128,0.005005298299203383,3.658543775672181e-05,-1.76200969754312e-07,-7.2266189910946936e-09,-2.947463854663927e-10,2.6349300846182446e-08,-1.3915907487424364e-08,-7.186896027244423e-07,2.7706142174967866e-08,-2.3358396999988374e-08,16.6
500,12.0,89.82182961586705,126.99987330847293,224.00000001622988,1909.0000002749637,3315.9999999754523,0.17400463691699133,0.0010582424309647138,2.6444739194323915e-05,3.0367015160100035e-07,5.577893879598243e-09,-2.5617273382386114e-10,2.4558940133199073e-08,-3.769281750002807e-08,-8.064533620385916e-07,2.764671751428715e-09,1.844546988008403e-08,16.6
600,12.0,89.7883646840169,126.99888678179433,223.99999999672957,1909.0000008582815,3315.9999999744396,0.21310109150498546,0.0075775462856374366,3.1313813082547093e-06,3.694096585477685e-07,5.0426386333457605e-09,-5.086524966325987e-10,-2.4345237078035604e-08,5.99168899157266e-08,-6.271160609569604e-07,7.668275516056508e-09,3.0972919789633236e-08,16.6
700,12.0,89.77470575637093,126.99682896433458,223.99999998606174,1908.999999106356,3315.9999999829324,0.2582511158840277,0.00466232924692666,3.8505954205119173e-05,-1.767914845105746e-07,-3.4173827807685625e-09,2.592737959929899e-10,2.1103362128536856e-08,-3.2866809716927204e-07,-8.851944561149266e-07,1.2731454572471065e-08,-1.0971251945266369e-08,16.6
800,12.0,89.70530132561056,126.99453710374958,224.00000001038796,1908.9999992116493,3315.9999999750794,0.2781978812290109,0.010600642050422316,-1.6517307306228907e-05,2.9091921156210643e-07,-1.5847611621749494e-09,-1.0215775636825368e-10,-6.785883444867604e-09,-7.709407793357358e-07,5.988983206073074e-07,1.7129316362795946e-08,-2.423756922497298e-08,16.6
900,12.0,89.6727901194255,126.99350406534268,223.9999999894464,1908.9999996558754,3316.00000000792,0.3082438117206995,0.0054683883923620676,-2.7031305244554614e-05,1.6289517296365964e-07,-6.190709164487791e-09,5.374088655494637e-10,-1.207848775396057e-08,-1.5603266560074285e-08,3.0167945990170086e-07,-8.052199967508667e-09,7.4019225381994505e-09,16.6
