milliseconds,E1F,E1Fp,E1W,E2F,E2Fp,E2W,MF,MW,PF,PFp,PW,PWL,sFrq_tot,lFrq_tot,Frq_tot,WC1_tot
0,0.4322015202793144,0.4597204336192398,5.854464388642074,0.10633147358411532,0.09866051650802257,5.701790545026093,0.6971612147652888,1.268903062746162,0.06567066384310002,0.07702465466159367,26.43985296210251,0.0,0.6054645127205153,0.6297549221685163,1.2314247717874354,37.98699495904415
100,0.42845907987393034,0.4569429064192518,5.8376803078254715,0.10585683951842402,0.09801072320496138,5.704346872095305,0.7027103955328634,1.2688931324655246,0.06519770867831459,0.07680526778703155,26.442214567438565,0.0,0.6062445436322924,0.6326040374759435,1.2302137224391692,37.98228718003163
200,0.4294482822461739,0.4565942414153609,5.834152019319495,0.10503736054262007,0.09779565617850382,5.706181659286227,0.7191883182553641,1.2688677568563187,0.06484065687273283,0.07612803135805316,26.445605458941134,0.0,0.6014461375211225,0.633713153609421,1.2374064651661665,37.985828283520334
300,0.4304340671094678,0.4596996940954228,5.827373236177149,0.1048302738673855,0.09729973592984174,5.70854375624072,0.7278263667329268,1.2688545229250814,0.06439718451815775,0.0759814836500287,26.446339839788532,0.0,0.6009769201025146,0.6319042636146947,1.2449065894468758,37.982858978841556
400,0.4375892430709257,0.46540865313281155,5.815923691390349,0.10408424897264001,0.0969124591355728,5.709773249082923,0.7287434134081163,1.2688496930043076,0.06399310934668193,0.0755703022206402,26.44833944281562,0.0,0.6059133901319965,0.6385712330945135,1.2349374868537177,37.979657806842035
500,0.43674083710320916,0.46511211347019016,5.813828726834195,0.10356756666723026,0.09647283313798617,5.710657204653797,0.7287167184560227,1.2688322911304197,0.06347812459086781,0.07480617146644564,26.45403345901889,0.0,0.6035273987113126,0.6350877017565256,1.232716964714266,37.972275381908545
600,0.4395154791089349,0.4662654812153578,5.800097042453331,0.10335717925183166,0.09639226270155755,5.712492136075687,0.7434759838961909,1.268825169079373,0.06339244140030327,0.07449378157493955,26.455433228163837,0.0,0.6037999780092316,0.6380325787358407,1.2516959900874953,37.96652680829671
700,0.43925507610832465,0.47050238116904,5.791436436086418,0.10291581114576548,0.09583171775072304,5.7145038668134305,0.7498740530667669,1.2688096130809015,0.06294356489131803,0.07394894780521502,26.456577063475724,0.0,0.6054431479424087,0.6430083614166171,1.243593712903176,37.96951987780103
800,0.4423595954491309,0.47646920682172084,5.78938584393132,0.10204070454220528,0.09551848831735976,5.714571121826387,0.7709293552261484,1.2688013625618295,0.06252519976166937,0.0736334061283549,26.46050751675662,0.0,0.6047047203259305,0.63842191657043,1.2537102966490203,37.96199934585419
900,0.4465599669178733,0.48049503904092045,5.77902536834868,0.10202726899045793,0.09554122124903826,5.7159461220381065,0.7855374763683224,1.268791939096816,0.062300539211286414,0.07332001248835654,26.4654167696429,0.0,0.6056870099064761,0.6488715947625401,1.2538323450604127,37.95434743142102
1000,0.45063437824179314,0.47852051290250397,5.765646279845631,0.10171810653082454,0.09533570467499375,5.715025895651569,0.7844265095832463,1.2687792372687325,0.0615998858082959,0.07261632456619498,26.468034586396072,0.0,0.6083648258294032,0.6465751660591386,1.2640829530406463,37.957487454478375
1100,0.4487535383699107,0.4824845515646225,5.766852634707453,0.10118695993218199,0.0949109906924971,5.7161384902520584,0.7981481854865939,1.2687636291517521,0.06127633268153573,0.07253918341088834,26.467696962107645,0.0,0.6148563604421902,0.6489970358753937,1.270025138693891,37.94693604007498
1200,0.45079847145740287,0.4871511817936105,5.748305014394951,0.10092625937106312,0.09531800194196509,5.717002767162381,0.8069758630809677,1.2687543063993696,0.06114564497713757,0.07213054589398261,26.472360997105657,0.0,0.6129555848307846,0.6577207403157956,1.2703986533694294,37.943521543863326
1300,0.4573264814685535,0.49287514393529697,5.746182306060781,0.10110665569630117,0.09542559032318515,5.717884838058887,0.8127535316324209,1.2687387735763413,0.06071026040311917,0.07182533785132521,26.476061490712627,0.0,0.6176855385027534,0.6618461093905114,1.2842861616144154,37.93527749980118
1400,0.46220787819610415,0.4987083174123919,5.740163944122867,0.10068508063471471,0.09479066790402767,5.7176286108469805,0.8400954605573211,1.2687236952115502,0.06035095755591093,0.07103505395687922,26.478481305359058,0.0,0.623204612373067,0.6658367698341535,1.2869996771390964,37.92612422448036
1500,0.4663230007658015,0.5036366189098492,5.732873551833171,0.10060566811593441,0.09518227682497721,5.716785275845727,0.854142289793777,1.2687189917860477,0.05993014438801358,0.07092580724203792,26.480787292584075,0.0,0.6254945802777024,0.6636863600251526,1.2912038902534473,37.92972148497331
1600,0.46623369621188304,0.5039278525253128,5.712200777656905,0.10053629640087107,0.09556559026408376,5.7186771767816555,0.8606833294608364,1.2687082686898652,0.05982847797001444,0.07048729377905907,26.48416549988586,0.0,0.6264943423400242,0.6687895789984042,1.2934900863127365,37.911758235345765
1700,0.47110387336423376,0.5069513882160415,5.7008537137304485,0.10058180183952484,0.09523613854098519,5.717269215337071,0.8678226849927855,1.2686936735422405,0.0592590699104439,0.07009205294438406,26.48761215789554,0.0,0.6305095233522577,0.6753247458072763,1.2969885238892576,37.915762149131815
1800,0.47562148092888173,0.5105676190311323,5.699106003307848,0.10035191127024015,0.09518356420591242,5.717765661006558,0.8892289661073817,1.2686736261962734,0.05901695130300593,0.06991569425793556,26.48968878840917,0.0,0.6317097247318832,0.6799190548031958,1.3100081202043181,37.90400676691383
