milliseconds,CycBt,Cdc20a,Cdh1,m,Cdc20t,IEP,CKIt,SK,CycB,Trimer,Mad
0,0.0005071116101793211,0.0009929988281817306,0.007791994791075042,0.2500816884243184,0.000787702683825402,0.0009983062258484415,0.01846015845973339,0.0010606109360097162,0.0006101490788191871,0.0005981621703435809,1.0
100,0.004932708134392701,-5.783973144851557e-06,0.09952661639954698,0.25023727172253685,0.0019016312232869664,0.000997041322484038,0.13864760813432603,0.0015375667992170933,5.790534793652716e-05,0.004887916047887965,1.0
200,0.008998099812751818,1.0135452291328451e-05,0.20593962247357642,0.2503821150015747,0.0017572475098341803,0.000993668555158662,0.14715928153371519,0.0017893504645468872,4.055570818244508e-05,0.008302129227723802,1.0
300,0.012526349840818775,4.137344979253816e-06,0.2787982456001697,0.25034698929863536,0.002887377826250338,0.0009933257098892194,0.34141672457113353,0.0023655977962819077,5.249661846314506e-05,0.012027025610831788,1.0
400,0.01574547745467634,1.4043906054184858e-05,0.3712486845262977,0.2506141714633165,0.0027963923370822167,0.0009939909472950652,0.32786733863104744,0.0025666725611969356,5.202680102758049e-05,0.015487893633017388,1.0
500,0.01829920132380744,1.2492538892581006e-05,0.45706103617073707,0.2504805545692659,0.0034228434970811237,0.0009922375863162397,0.41066323193365334,0.003018560390425159,3.963622927259321e-05,0.019692371937712592,1.0
600,0.02221718186980469,1.2612524199885272e-05,0.5397385584936645,0.2509090746124349,0.0032928416775486525,0.0009908836715048462,0.5181871840371934,0.0033395210195579345,3.804860956563755e-05,0.022441489252637725,1.0
700,0.024865735451511068,-9.827665339566007e-06,0.678066364698074,0.2509811841549853,0.004500401712127295,0.0009863080535376643,0.643054804311182,0.0033636308266570144,4.319626709195584e-05,0.02388370656831812,1.0
800,0.026642038664644156,5.729872146410903e-06,0.7534501127974645,0.2510078925661412,0.004207945938983151,0.0009845814540955433,0.7314502686997483,0.003597017317099176,4.1675198230836134e-05,0.02669895342086821,1.0
900,0.029051488790118693,-4.5719351844752346e-06,0.8314897615512051,0.2509886486964908,0.005596900605034895,0.0009823062426592276,0.7580939601069293,0.0039763698695528165,3.393187359821613e-05,0.027680589175716554,1.0
1000,0.029256754300759545,4.0022252978792915e-06,0.9266124507901914,0.2513177204983071,0.005644761499725686,0.0009817288512999067,0.797594307568433,0.004123265700750574,4.415018281070502e-05,0.030195230486419793,1.0
1100,0.03059965266908111,-3.884824661000325e-06,0.9421419555324133,0.2513840608568166,0.006535196410442753,0.0009791271111337595,0.8696060739083238,0.004358392622053051,4.1037466547448393e-05,0.030612221099527683,1.0
