milliseconds,NFkB,IKKIkBa,IKKIkBaNFkB,IKK,IkBa,IKKIkBb,IKKIkBbNFkB,IkBb,IKKIkBe,IKKIkBeNFkB,IkBe,IkBaNFkB,IkBbNFkB,IkBeNFkB,IkBat,NFkBn,IkBan,IkBanNFkBn,IkBbn,IkBbnNFkBn,IkBbt,IkBen,IkBenNFkBn,IkBet
0,0.00025623609213303066,-4.035098217030735e-05,0.00017830252081749173,0.10026170970291703,0.19031780951484775,1.7747904194149826e-06,1.2894582243396854e-06,0.021426985764870333,-8.436231956470176e-07,4.682519753011834e-06,0.015307122172247131,0.08225752541033661,0.009095003389919875,0.006494651489604491,0.005486800151380528,0.00020399215988772172,0.19326001904197113,0.0013738518929766557,0.02188695392425921,0.0003006305828943722,0.0006369599784359078,0.015635116825177268,0.00021470636704270322,0.00045499996018865394
100,0.000257000476433258,-1.562519002048316e-05,0.00029711670589372243,0.0997283513419039,0.1902688151500141,5.239914010640911e-07,-1.151316847753707e-07,0.02142511940098137,1.9593313814421735e-07,7.139846366568646e-06,0.015305973367541475,0.08182848561965356,0.009086132160438439,0.006497662783613099,0.005486799900474836,0.00020418570416843226,0.19325979480626476,0.0013739845222598412,0.021886933127755553,0.0003007310169160935,0.0006369599407549527,0.015635014382884376,0.00021479416055759267,0.0004549999796151106
200,0.00025729324832644753,9.948382662510751e-05,0.0001803416076423029,0.0997333681295722,0.19017690309782603,2.3400713935924955e-06,1.2587328956985424e-05,0.021424861004613698,3.2101273616502198e-06,1.3449242438897713e-05,0.015303039381075087,0.0818957420809282,0.009090560884503555,0.006487404621570353,0.005486800598510134,0.00020346964843055232,0.1932597828924985,0.0013737667397883025,0.021886636860342895,0.0003006237838884949,0.0006369599805839578,0.0156349586892828,0.00021474546038890782,0.00045499988918477506
300,0.00025940728197820936,0.00016703298094341857,0.0003281720622327282,0.09960968258861602,0.19020972965037167,5.242499523374419e-06,1.6843476313115205e-05,0.021426109297782433,4.922446008351452e-06,1.5528078230564955e-05,0.015304697541245929,0.08178695542570892,0.009086492329137772,0.006482055839412315,0.005486801386386855,0.00020442574752521265,0.19325993915672174,0.0013738805374158265,0.02188675738589618,0.00030074303569427237,0.0006369598722766229,0.015634894254702558,0.00021478800350987196,0.0004549998294211748
400,0.0002494370124184077,0.00020612588450556982,0.0007475546209713926,0.09894527837439808,0.1900693461223082,4.407035431405626e-06,1.7121991113754192e-05,0.02142308540505289,7.234681481693846e-06,1.3008727698682806e-05,0.015300346795783968,0.0813082703501933,0.009076629455604236,0.006482508609200067,0.005486801429389428,0.00020267351323814846,0.19325991869293893,0.0013738480168567788,0.02188647283973455,0.00030078680291142847,0.0006369598301401701,0.01563466924603947,0.00021489623637117885,0.00045499988416886745
500,0.0002482661156199532,0.00026309868910734,0.0005752314064070062,0.09886663623574596,0.1900156879168306,7.478866502357088e-06,2.292155459975214e-05,0.021422496524839494,8.188616573916306e-06,2.6244960560994415e-05,0.015301781648373194,0.08123152818450849,0.009079279371507798,0.006470347953300842,0.00548680235365597,0.0002047128878912873,0.1932596484256545,0.0013739933259288,0.021886360165980532,0.0003008488353439931,0.0006369598693909544,0.015634555691947064,0.00021492608952465976,0.0004549998513250133
600,0.00025271658954121787,0.0002640111481265711,0.0009055813827900559,0.09883086872538462,0.19001955525363842,7.19570052122224e-06,2.8974620073533885e-05,0.02141977408689418,8.120178915839885e-06,3.1279289676248513e-05,0.015297950844155781,0.08115780009708558,0.009073364083882988,0.006470471339684566,0.005486802254536695,0.00020356971647581267,0.19325976541553358,0.0013737957103282284,0.02188653345837448,0.0003009581560483488,0.0006369598344567846,0.015634428399617366,0.00021500803673815905,0.00045499970399601674
700,0.00026624824618756265,0.0003124868332323079,0.0011334241618363656,0.09833143087514927,0.1899663108117544,9.405963194646518e-06,3.366601719477217e-05,0.021418006449183836,8.87508597188599e-06,3.537880491954502e-05,0.015298899822695701,0.08094978238666709,0.009067235275357981,0.006464189322670275,0.005486802811172441,0.0002039693292449592,0.19325951592839147,0.0013738343554669905,0.02188623694321415,0.0003009386820277329,0.000636959716182765,0.01563447168931826,0.00021501799860986908,0.00045499969308444556
800,0.00025554527101739915,0.0003237286132771371,0.0010703060950906893,0.0983515334000628,0.18996437849656206,9.08140492336592e-06,3.790850724319733e-05,0.021420383107146106,1.263418272335517e-05,3.560542307773773e-05,0.015297816600721001,0.0810628772586869,0.009062989719871673,0.006459037319735231,0.00548680316083303,0.0002027525469958854,0.19325931989699005,0.0013737920417692753,0.0218862231206731,0.00030106780435506825,0.0006369597184803288,0.01563433817927124,0.00021503008072552997,0.00045499962813872526
900,0.00026941170423540296,0.00043465118920399707,0.0011745246481773576,0.0981356107081533,0.18985287729058156,1.2419771631344442e-05,4.168889513594379e-05,0.021418231364262498,1.1165030836631538e-05,4.226261081957569e-05,0.015294237910012321,0.08082713868249784,0.009055454394974443,0.006452769619520793,0.005486804574651368,0.0002049947163206299,0.19325962496088733,0.0013740340791868395,0.021886155071523087,0.0003010219684798407,0.0006369596694468621,0.01563424406821342,0.00021508879384900714,0.0004549996830765214
1000,0.00027071947407919007,0.0004007504765278336,0.0016404218698393854,0.09791097930036864,0.1898646499342394,1.2980058621126092e-05,3.866144266381841e-05,0.021415176346559334,1.3050544505229226e-05,4.5070418516806864e-05,0.015294577240819248,0.08072097914784399,0.009057447127596163,0.006446928038650387,0.0054868043197551526,0.00020377771469946087,0.19325913506656292,0.0013738337399733657,0.021886069067403174,0.0003011602271087082,0.0006369596853796859,0.015634230375693767,0.000215144086415076,0.0004549995424127183
1100,0.0002626676057777603,0.0004278775471964461,0.0016240321592794567,0.09782274318064253,0.18985854250404763,1.2433825292962413e-05,5.046980681417339e-05,0.021414793526041517,1.311483356198468e-05,4.8760955553111335e-05,0.01529261542088645,0.08035713177797042,0.009045958335719433,0.006447064824498865,0.005486805019438566,0.0002042517629898933,0.19325943958920214,0.0013738783285402087,0.021885970657599806,0.0003012146912791483,0.0006369596326364044,0.01563415566136209,0.00021507284295538905,0.00045499953707480416
1200,0.000269806064534723,0.000557525928880865,0.0017493826325878363,0.09767699279462187,0.18975822230095696,1.5170550085345122e-05,4.773335809928476e-05,0.021414965447944922,1.4978265094982466e-05,4.875140877898459e-05,0.015290923945500533,0.08038312479209771,0.009050184541085552,0.00644501200393829,0.005486805077254161,0.0002043054197466955,0.1932592951369161,0.0013738859617076222,0.021885870030490567,0.0003012785696843424,0.0006369595388958616,0.0156340997043118,0.0002151627405245926,0.0004549995209516537
1300,0.0002768172643059619,0.0006009857093786893,0.0019550750876405733,0.0974904827811805,0.18970758552394543,1.5970336102756203e-05,6.1004121719605356e-05,0.021413425456227094,1.759724924579734e-05,6.0666153254335415e-05,0.015291666605774062,0.07999568658292626,0.009038170473425443,0.0064425121907858126,0.005486805095540614,0.0002054159532902543,0.1932591842881536,0.0013739655970474562,0.021885613153525756,0.000301334630012998,0.0006369595401325193,0.01563399955932542,0.0002151860470014372,0.00045499944372608716
