milliseconds,NFkB,IKKIkBa,IKKIkBaNFkB,IKK,IkBa,IKKIkBb,IKKIkBbNFkB,IkBb,IKKIkBe,IKKIkBeNFkB,IkBe,IkBaNFkB,IkBbNFkB,IkBeNFkB,IkBat,NFkBn,IkBan,IkBanNFkBn,IkBbn,IkBbnNFkBn,IkBbt,IkBen,IkBenNFkBn,IkBet
0,0.00024511479979868816,3.898235200944505e-06,0.00012101985429933843,0.09993089747165575,0.19024981434869867,1.1394263188631952e-06,3.7013722125521145e-06,0.021427383283682905,1.701196964026884e-06,-4.29978816099834e-06,0.015307049020684615,0.08191501788038728,0.00910086252908887,0.006498965453105239,0.005486800468716054,0.0002025642919263409,0.19325986077263724,0.0013738596069604225,0.02188704829268667,0.00030069460854540575,0.0006369599739556289,0.015634882148085307,0.0002147869109838503,0.00045500001023831963
100,0.00024783699585236,2.2141735002270876e-05,0.0001706679402256316,0.09981106705265802,0.19019657774533755,2.089318089471514e-06,7.962869793047494e-06,0.021428230493539858,1.2329056804588074e-06,1.0426372733540476e-05,0.01530574898127402,0.08175993435962113,0.00908964835698887,0.00648782438537752,0.005486800978945265,0.0002047475445007399,0.19325989096843244,0.0013738191104385943,0.021886741401702714,0.00030060784392205045,0.000636959942315029,0.015635023898237937,0.00021475496270838282,0.0004549999025068222
200,0.0002464963077188254,0.00011308284479825728,0.00011572585753865817,0.09950436512524029,0.1902164028466313,3.434563288824472e-06,1.4192004523058535e-05,0.021424681506555725,2.697498786016505e-06,4.449935150305172e-06,0.015304522071002535,0.08157979186156053,0.009091941619162363,0.006492492189289337,0.005486800458167592,0.0002044602974105742,0.19325967414053793,0.0013739704548087755,0.02188684409003316,0.0003006314188574909,0.0006369599567146613,0.01563495303143505,0.00021480640777976997,0.00045499996306838105
300,0.00025107388601260154,0.00014471894841675865,0.0002857003433854137,0.09955576992026309,0.19018758854308956,5.509905231005724e-06,1.403604284403563e-05,0.021424614343341794,5.020262303824627e-06,1.0984675533177376e-05,0.015301758603589205,0.0817350504911764,0.009089014309091363,0.006483617742020333,0.005486800857447229,0.0002028609308771408,0.19325981728630126,0.0013738045845565672,0.021886537429964603,0.00030084711460602235,0.000636959911123652,0.015634767078684355,0.00021481682847010334,0.00045499982671057753
400,0.0002566004862792357,0.00016411949863679565,0.00046972052481131785,0.09930534453408017,0.19014779018338926,5.004702929002668e-06,1.3954269483680236e-05,0.02142327389887736,7.128343078728075e-06,1.769233179567832e-05,0.015302124869051005,0.08135028422173197,0.009079564348832395,0.006485402642216282,0.005486801575903832,0.00020339478132299946,0.19325998880310366,0.0013739193908238166,0.021886662616113082,0.00030075378519051944,0.0006369598343372351,0.015634635154383493,0.00021484203367879234,0.00045499983737798036
500,0.00024730785791712563,0.00018040173817309308,0.0008313448526850274,0.09901489694256771,0.19007298013837104,5.114166847996419e-06,1.7318237684580137e-05,0.02142067099951975,8.46644242064762e-06,1.8062736799230064e-05,0.015299658857622144,0.08135150525311186,0.009077931490943686,0.006468879885894065,0.005486801671026655,0.00020261767550585447,0.19325982933973843,0.0013739420442793761,0.02188654190196317,0.0003007883378390256,0.0006369598752397619,0.015634596034223125,0.0002148665542310476,0.00045499977609591354
600,0.000261753515559103,0.00019574982255387159,0.0010046798392553105,0.09880402569292981,0.19006755212066323,9.397317802971397e-06,2.783254717826649e-05,0.021419568229397275,6.878869996433679e-06,3.146453985754448e-05,0.015297537053177667,0.08122697503257494,0.009065310311881193,0.006467503528077548,0.005486802451008715,0.00020410193036089929,0.19325948526411177,0.0013739264864654523,0.02188651107728532,0.0003008754368408919,0.0006369597480920575,0.015634660966784786,0.00021491393842741426,0.00045499974330866086
700,0.0002525648481943001,0.0003357543380081335,0.00100751372590839,0.09846920243244939,0.19004163181473252,1.0047915530300417e-05,3.19883121746391e-05,0.0214196634450639,1.1455910183720766e-05,3.7011989167869246e-05,0.015298037951161378,0.08108985182758184,0.009067198226180344,0.0064603482106245546,0.005486803545063457,0.00020421240405952735,0.193259601672625,0.0013739753680282857,0.021886306225226596,0.00030099439502387,0.0006369597450337746,0.015634481073606116,0.00021492755824844003,0.0004549997677971663
800,0.0002607777262841831,0.0003680628275070621,0.0011303975101402337,0.09813284467113967,0.18992842953265102,1.0520151329339589e-05,3.237554634176752e-05,0.02141759818932421,1.1698259944861665e-05,4.012035263566029e-05,0.015296161678630212,0.08100202443276057,0.009065496617913523,0.006467443312649749,0.0054868031361748415,0.00020294901926808074,0.19325974230308088,0.0013740119460961943,0.021886033990472637,0.00030109239659527467,0.0006369597309794448,0.015634483804952283,0.0002150328133949187,0.00045499972890172813
900,0.0002660653205392457,0.000417883853685013,0.0014121945537336378,0.0979472874871998,0.1898646778408387,9.991514764710561e-06,4.144024769604415e-05,0.021419017904073755,1.192605998860676e-05,3.5011694165627216e-05,0.015294563246163817,0.0805666267740113,0.009057201734780274,0.0064555446155867965,0.005486803370275943,0.0002031811965492823,0.19325961899394675,0.0013738724689695246,0.02188589571334107,0.0003010767277573244,0.0006369596759268264,0.01563427975440035,0.00021509470828011626,0.0004549996648860304
