milliseconds,NFkB,IKKIkBa,IKKIkBaNFkB,IKK,IkBa,IKKIkBb,IKKIkBbNFkB,IkBb,IKKIkBe,IKKIkBeNFkB,IkBe,IkBaNFkB,IkBbNFkB,IkBeNFkB,IkBat,NFkBn,IkBan,IkBanNFkBn,IkBbn,IkBbnNFkBn,IkBbt,IkBen,IkBenNFkBn,IkBet
0,0.00024301450971129653,-3.3342914836419123e-05,0.00017112749515449293,0.10003505923510604,0.19027839275385436,1.6391870420494628e-06,1.7108293341601166e-06,0.021427239434403157,-2.1846431677851057e-07,-2.6278104450821416e-06,0.01530672702346036,0.0819522865547682,0.009096688956920208,0.006493189867713091,0.0054868003692123525,0.00020458094106408934,0.193259844474757,0.0013737760870294073,0.021887018671470797,0.0003005624372893874,0.0006369599969721521,0.01563490443093845,0.0002147291247398243,0.0004549999666758243
100,0.00024762719501388974,4.122346940891534e-05,0.00024376886085212055,0.09962559746603127,0.19029044322068134,1.9572431219819836e-06,5.577753741670273e-06,0.02142826090352754,1.32620254392587e-06,1.390333815294446e-06,0.015306757646787569,0.08199026128840026,0.009095980873227666,0.006494811703942419,0.005486800243956837,0.00020269804575161448,0.19325981427379538,0.0013740463283840542,0.021886925932258057,0.000300660729355834,0.000636959971273839,0.015634918900906864,0.00021470651475446835,0.00045500001317423346
200,0.00025064884966680015,3.089803545600668e-05,0.0002757898249241816,0.09945083928602524,0.19023347704031113,3.6485845543981603e-06,6.101420122414071e-06,0.021427102485629262,3.96872905456901e-06,4.685663578949205e-06,0.015305486796559775,0.0818032192568383,0.009081669095167817,0.006484415292861692,0.00548680092690926,0.0002047363535043314,0.1932598565555609,0.0013738338640213014,0.021886717447056427,0.0003007819598422665,0.0006369599517709532,0.015634923244470637,0.0002148589919286102,0.0004549999440409555
300,0.0002455027528916225,0.0001508143834858779,0.0005738800471663188,0.09941698815590191,0.19016947972892306,4.068446756314373e-06,1.1084778288569193e-05,0.021426056448625986,3.5282461677730936e-06,1.914558153783378e-05,0.015304696694155958,0.0814081195503062,0.00908325629638898,0.006485816316471268,0.00548680143127586,0.00020404670669458313,0.19325969775113222,0.0013739431131156077,0.02188683645867891,0.0003007814933259132,0.0006369598436812932,0.01563473564309184,0.0002148810799946118,0.00045499985001322077
400,0.00025437931518240085,0.00014142219911971972,0.0005178919108231992,0.09907223837139946,0.19010057888954085,4.8075199751415446e-06,1.6143707383117286e-05,0.021422575426577495,7.2392624680757935e-06,2.0013930102299266e-05,0.015302389210594822,0.08125883000132761,0.00907733913821276,0.006474225851613811,0.0054868020695792805,0.00020467163583660287,0.19325990158773537,0.0013740311550378837,0.02188662890089843,0.0003007742072657634,0.0006369598634136454,0.015634744428200818,0.0002149047370208347,0.00045499987218880456
500,0.0002530787799686999,0.00023456454981032247,0.0006180252707049867,0.09887863200429022,0.19003488770835397,4.748812001774475e-06,1.9251154625669557e-05,0.021423103550796765,6.609486247078319e-06,2.589014822226941e-05,0.015299867893912992,0.08141368020990504,0.009069651260504751,0.006476281545805995,0.005486802487397397,0.0002038747313507091,0.1932599045839945,0.0013739208540920246,0.021886355126437607,0.00030085172912560764,0.0006369597776444187,0.015634585583145743,0.0002148874032127514,0.0004549998401609633
600,0.0002547720768696232,0.00023560062873494622,0.0008704538508096076,0.09881779904435009,0.19007068769353877,6.971360865864458e-06,2.348111237799056e-05,0.02142146891910049,8.073500337260129e-06,2.24147854770418e-05,0.01530030754928002,0.08105964530507427,0.009072386064340498,0.006467261405700023,0.005486802547095448,0.0002039543131733322,0.19325971952140866,0.0013739320257178764,0.021886340977204335,0.0003008497800877502,0.000636959791019081,0.015634559221864602,0.0002149207805532706,0.00045499977044994737
700,0.00026118310760565964,0.00025852394648218086,0.0010272299018092047,0.09849053452673262,0.1899419793837486,7.847870229730907e-06,3.162107729927889e-05,0.021420860341043724,8.527903041436755e-06,3.580296893236902e-05,0.015296514469443788,0.08114680841757858,0.009067280739147714,0.006464065002837114,0.0054868036717340704,0.00020428619200766538,0.19325968943838426,0.0013740663053980165,0.02188622082734873,0.00030088789287305176,0.000636959707840982,0.015634487739399947,0.00021499311858576387,0.0004549997646027565
800,0.00025730712969515075,0.0003508964511069571,0.0013472931821248983,0.0985423011141228,0.18989665523238136,1.0032297620924377e-05,3.2317787327544e-05,0.021418843154628966,1.1061908172842872e-05,3.45914944951623e-05,0.015295164968371494,0.08081729093676254,0.009062900980354241,0.006466419459118427,0.005486803664443385,0.00020286034967060057,0.19325951803397626,0.0013738444168570794,0.02188621193147291,0.0003010113663779564,0.000636959709214899,0.01563443618161679,0.00021504839976704205,0.0004549996361138422
900,0.00025773643147675434,0.00032335382053434757,0.001409898809105242,0.09832525435090216,0.1899013524834319,1.0628829466121689e-05,3.444044087136195e-05,0.021416608626281676,1.2102445634116575e-05,3.982451132706103e-05,0.01529556570217625,0.08071776420753131,0.009052040093172765,0.006457970600724202,0.005486804296249897,0.000204931299713072,0.19325947551008982,0.0013739049411545378,0.021885948071632532,0.00030112907935956034,0.0006369596530292692,0.015634431833225732,0.00021503386493364966,0.000454999593676079
1000,0.00026770761310927494,0.0004750627712741446,0.001285860237255902,0.0977523684767136,0.1898261747942016,1.3598571415395553e-05,3.940486229122621e-05,0.021417621791583286,1.5240256583253908e-05,4.808043886495361e-05,0.015295850335412503,0.08056371880537232,0.009058605669710174,0.006456501652386713,0.00548680490910715,0.00020457064961525037,0.1932593516192255,0.0013739479572082791,0.021886012515257375,0.00030104827397407953,0.0006369596197974205,0.01563417051913843,0.00021508710145266572,0.0004549996238153752
1100,0.0002685175415553393,0.00040796300404021435,0.001790513312629809,0.09787260489760526,0.18977514217405128,1.4502810855896781e-05,4.897438599655833e-05,0.021415034318527964,1.5182342600895544e-05,5.347823489435364e-05,0.015292338023470546,0.0804506999666611,0.009050970714224713,0.006442809488940415,0.005486805377289891,0.00020374068017744851,0.19325937116366426,0.0013740779019465606,0.021885741095861905,0.0003011559397098543,0.0006369595965573297,0.015634118207472715,0.00021509719870665365,0.00045499958377711886
1200,0.00026665225620543445,0.0005391189162258803,0.0016184699052435296,0.0977959943014136,0.1898122023463816,1.7002600975628902e-05,5.285858242915012e-05,0.021414325203935575,1.5185145238011485e-05,5.199033074493356e-05,0.015293059527189923,0.08012987438811257,0.009038647889680349,0.006441245697215722,0.005486804989515139,0.00020367206055807048,0.19325933479908763,0.0013740076647740834,0.0218856560602419,0.00030124097017743663,0.0006369595680360353,0.01563410901301524,0.00021522129287103643,0.0004549994782365246
1300,0.0002693553288723808,0.000507816782710689,0.0019201707706723052,0.09763785231692769,0.18968079894947848,1.6051711155198392e-05,5.513139042571391e-05,0.021412153252063203,1.671437363041326e-05,6.3292952392154e-05,0.015291318885992018,0.08020600366756246,0.00903622834512401,0.006442983406167826,0.005486805169254292,0.0002045523178067327,0.19325916779992386,0.0013740901338678956,0.02188559345831256,0.00030123024229796873,0.0006369595921794439,0.015634127492894424,0.0002152644361621035,0.0004549994753957616
1400,0.0002724283566102528,0.0005701138522018964,0.0022062344219790555,0.09719884335513136,0.18965303840427875,1.804912022228882e-05,6.343824274542318e-05,0.021412398619529854,1.9945154488218994e-05,6.231028201546311e-05,0.015287924008758128,0.07992289146982874,0.009032792839913801,0.006435542132069209,0.0054868061519356155,0.00020545885043119576,0.19325884204021096,0.001373847670036498,0.02188538435993833,0.0003012534904407799,0.0006369595138566432,0.015633915979431593,0.00021520500263457162,0.0004549994086817458
1500,0.00028815476372285676,0.0006265108826999784,0.0020429804537004533,0.09675492615447762,0.18961429098576082,1.7345625161490772e-05,6.807702653819566e-05,0.02141130091955213,2.071000937840859e-05,7.029790583540543e-05,0.015286496885071362,0.07974038488829556,0.009035254447523601,0.00642564527388545,0.005486806378543504,0.00020492079237467633,0.19325881041622214,0.0013738770006874275,0.021885494849470246,0.0003014471527931093,0.0006369594925945971,0.0156339848066034,0.00021526498318091123,0.00045499937835354114
1600,0.00028020336152912963,0.0006493230161084975,0.0022790078171212686,0.09672231297529738,0.18962405032335053,2.0324210238926868e-05,6.876908902455848e-05,0.02140784484511107,2.2073372666967645e-05,7.235686392867153e-05,0.015284559265319417,0.07963348263746751,0.009030807051789963,0.0064202519718686004,0.005486807634376166,0.0002056675135289368,0.19325905105745952,0.0013739569386232268,0.02188543606104221,0.0003014724313262226,0.0006369594752335387,0.015633720041042996,0.00021530084541266642,0.00045499940811631633
1700,0.0002919657870782183,0.0007704823948944212,0.002560996929893446,0.09685005730231971,0.18952351825807334,2.2810960131065524e-05,7.117946920444706e-05,0.021407951655746972,2.4287046570354083e-05,7.148081573951215e-05,0.015285895791558377,0.07955909577742996,0.0090217730971919,0.006426898676263199,0.005486806818401282,0.00020527262584662785,0.19325860348143098,0.0013741061678092714,0.021885058220286035,0.0003015575729761366,0.0006369594470332441,0.015633597370705136,0.000215358175335254,0.0004549993628238163
1800,0.000295650123506434,0.0007487901559130792,0.0025345162034019143,0.09663072440528842,0.1895789026372742,2.1156205630712902e-05,8.093691294974621e-05,0.021408376699158942,2.5895353259743843e-05,7.736749239727948e-05,0.015282756888810612,0.07924395961492381,0.009022100484604516,0.006413441864159385,0.005486807882781855,0.0002048819800227931,0.19325845713858372,0.00137404820795856,0.0218851273013804,0.00030161230596823516,0.000636959390328234,0.015633545192268124,0.00021544341170172377,0.00045499922994421226
1900,0.00030015823076529866,0.0007457292542952253,0.0027085031366287054,0.09601431837769576,0.18950554083641255,2.4441695337253388e-05,8.399567240188153e-05,0.021404504302443478,2.518296720146193e-05,8.704562263737898e-05,0.015282189377284457,0.07921370690915104,0.009011228619063706,0.006408518506153036,0.005486808786330157,0.0002054216218050568,0.1932587390566899,0.0013742273331811138,0.021884845151910436,0.0003016155216233442,0.000636959307573348,0.015633478106355906,0.00021549218416215473,0.0004549991956362675
2000,0.0003094758516318816,0.0008542949997919447,0.0027279773812894786,0.09592328197070793,0.18948379796492784,2.519158292651867e-05,7.930595913877559e-05,0.021403212412522875,2.6815381277033695e-05,8.216332387354818e-05,0.015280316792401768,0.07910732480726253,0.009014836428319154,0.0064109502239060095,0.005486808334285602,0.00020733010151332103,0.19325861825537355,0.0013740270445529897,0.021884816119915693,0.00030162454534320523,0.0006369593177175137,0.01563349692409088,0.00021542433610286605,0.0004549991526522187
2100,0.00030174096888990954,0.0008170686310665773,0.00287798381133235,0.09589400887280677,0.18934552173648964,2.801206414486971e-05,8.477767497314178e-05,0.02140403734342804,2.79450306160494e-05,8.603863720360948e-05,0.015280188877011302,0.07921015165113227,0.009003453643872783,0.006405039040795942,0.005486808867748912,0.00020690791945938598,0.19325852213581018,0.001374220761536834,0.021884748553085975,0.0003017381320992102,0.0006369593053168319,0.015633303558380253,0.000215499335141899,0.0004549991299071509
2200,0.00032168096432250555,0.0009146285920015603,0.0031875561040297707,0.0958936837265745,0.18929523215923413,2.9361933526494302e-05,8.94998263075636e-05,0.02140172488972545,3.020069525771987e-05,9.741992208615634e-05,0.01528016496888125,0.07890396689683912,0.008998852012557809,0.00639738989213126,0.005486809116538188,0.00020770814647761305,0.19325848236565835,0.0013741934746369076,0.021884708089989918,0.0003018168322847385,0.0006369592130480799,0.01563322959898712,0.0002155953082124914,0.0004549991356869466
2300,0.0003244307704812382,0.0009180056930989137,0.003238048797117993,0.09570178390456355,0.18926092096147903,2.7962244777899858e-05,9.954660843895628e-05,0.02140000352415701,3.167347954210723e-05,9.635894736448467e-05,0.015276186174837005,0.07882710171129449,0.009003606123933548,0.0063965654548099335,0.005486810131371795,0.00020751424346238738,0.1932582751842499,0.0013742627022518762,0.021884662254046595,0.0003018958292008793,0.0006369592109554194,0.015633285838656637,0.00021561955211297468,0.0004549991344152056
2400,0.00031746908298081435,0.00098012253507796,0.0033131213637038275,0.09519431420867058,0.18929241801074967,2.929957157272153e-05,9.555436328630043e-05,0.021398293925184678,3.210560831748128e-05,0.00010958820562379162,0.015275157291944954,0.07849517507859173,0.008995988955419044,0.006385905004281227,0.005486809890709736,0.00020831899259838045,0.19325819451528936,0.001374410428752761,0.02188441942046425,0.00030191624289728513,0.0006369592016407665,0.01563318934941875,0.00021559417053743028,0.0004549990049744192
