milliseconds,Fe3__enos,Fe3__Arg,Fe2,Fe2__Arg,Fe3__NO,NO,Fe2__NO,Fe3__NOHA,NOHA,Fe2__NOHA,Fe3__O2__Arg,Fe3__O2__NOHA,Citrulline
0,0.014944545623744242,0.0001525098742091503,-1.9909753416486975e-08,7.7953755357425e-07,-1.6741885129623965e-06,0.000475043936064854,4.5383642879449743e-07,-1.7463470787603094e-05,-0.00014316038346858157,2.4412699063278948e-08,-7.185011329896064e-06,-2.8133039681954734e-06,0.0006554366051415453
100,0.004885174978303953,0.008616732396514407,3.7063666316885863e-05,0.00019146747183358258,6.694442849097202e-07,-0.00028101098718893086,4.706274929473985e-07,0.0004301871666101306,0.00015801331490774317,1.3458485566029622e-06,0.0006410608490899537,9.235454944703497e-06,0.0006429602908465076
200,0.0019065145506488687,0.010858975365946407,2.376280554963854e-05,0.00023922752587887447,1.1951363413772512e-05,0.0004533328445634306,8.914411237710344e-07,0.0014251573751317605,-0.00010327186182814709,7.912174699911826e-06,0.0008395901558037487,3.0458588740889924e-05,-0.0005835085485819982
300,0.000904963439272288,0.010892268254626284,1.938691779207561e-05,0.00024449317310495597,2.5034157563967175e-05,0.0008827230243250748,2.1774289508774887e-06,0.002166528611669772,0.00018335893399474285,1.2742190723195496e-05,0.0008563436638895669,5.4816850561359495e-05,-0.0004174842089738036
400,0.0003799682125665109,0.01040361894977218,1.7548089063625868e-05,0.00023682196315601777,3.647273749156111e-05,-0.00012224149942801423,3.940826400135997e-06,0.00287763584690781,4.638033016573699e-05,1.7684666189386955e-05,0.0008331950393551362,7.511527198641709e-05,0.00037857019325451504
500,0.0005762310444017145,0.009815305171551226,1.694966915471281e-05,0.00022712019678013207,5.117833762064607e-05,0.0009080616104187152,4.867216580857583e-06,0.0038524414721642403,0.0003042038277625526,2.441867216039887e-05,0.0008032017606486056,9.760333049179666e-05,0.0007864497307708604
600,0.0005252013682123974,0.009219353206927615,1.634598834874137e-05,0.00021183387508808015,5.8959464286312266e-05,0.0011853639148724118,7.24145746574174e-06,0.004248318077366927,0.00020027134553421395,2.730163816684578e-05,0.000755766986557167,0.00011198586940648565,0.0013060128687988571
700,0.0002943659460675834,0.008687925834792908,1.6164549030473557e-05,0.0002044194948493298,6.767853862568205e-05,0.00045286363355928226,9.36739049451126e-06,0.004796967847387137,0.00042408311941088755,3.0938063338335323e-05,0.0007210744364086895,0.00012601688989173437,0.0009252817135475033
800,0.0004027676966611067,0.00821078689765645,1.6281972437741177e-05,0.00019652344888768388,7.548286305879123e-05,0.0019164150105059684,1.038068688127941e-05,0.005065375571573265,0.0005448059041292349,3.3166858003041466e-05,0.0006832523446881195,0.00013739483589858689,0.001784808923893004
900,0.0005321619317268808,0.007872246810758515,1.6290121847443246e-05,0.00018889807636033492,7.834508796278987e-05,0.0025295118257295563,1.208953203895312e-05,0.0052921274054531925,0.0003443082331543286,3.693748291403411e-05,0.0006551140038048224,0.00015314289896483954,0.0020051026875720847
