milliseconds,Fe3__enos,Fe3__Arg,Fe2,Fe2__Arg,Fe3__NO,NO,Fe2__NO,Fe3__NOHA,NOHA,Fe2__NOHA,Fe3__O2__Arg,Fe3__O2__NOHA,Citrulline
0,0.015144851215554355,0.0001324541611013421,1.1343685757427277e-07,-3.624699939704593e-07,-2.7001376414519673e-06,-0.0005392935263550594,2.7640335026814055e-07,0.0001129325408193113,8.903511854722616e-05,1.0740353829956216e-06,7.009250864592379e-06,-4.9888829635733565e-06,0.0007553477474632222
100,0.005223298036682087,0.00858164425013055,3.684970594987775e-05,0.00019467673415805934,6.107470079163953e-07,-0.00015684366636932242,3.186996909434245e-07,0.00037493204318862837,-0.00012047640975995146,1.8610271925656893e-06,0.0006432400410893682,5.4292253673389655e-06,0.0006922158617390003
200,0.001983884321028429,0.010718120146636919,2.3980739092065203e-05,0.000244442042910199,1.482577795839472e-05,6.817632319658532e-05,6.10148968449523e-07,0.0013126460013731496,-6.095349765769733e-05,5.786349493793142e-06,0.0008481337089872568,2.751735465161739e-05,0.0002512921338996545
300,0.0008424829063092111,0.010860535617257208,1.920967089528092e-05,0.00024342942884668454,2.341149534467139e-05,-0.00013316536444194546,1.2989571161865809e-06,0.002349861679769444,0.00014278944526857163,1.3657510353023139e-05,0.0008549818926419185,5.448425587376319e-05,0.00041646322082566445
400,0.000627043110116785,0.010271225299419642,1.740218105725972e-05,0.0002388881474829101,3.883934136143597e-05,7.865771770740652e-06,3.553598928086101e-06,0.0030058696707242274,4.624858776154941e-05,1.9098228575518653e-05,0.0008256954326464133,7.741874214492049e-05,0.0010753869710705445
500,0.00028084043425436703,0.009820320494938861,1.6790728679449696e-05,0.00022705333038056718,5.083543230538595e-05,0.0012078926553364545,5.647759161254607e-06,0.0036804579704344735,5.139012206680822e-06,2.376982158704102e-05,0.0007838466368245256,0.00010161655775107294,0.0005162315622975244
600,0.00021355234491079339,0.00921313936450112,1.6534705482610215e-05,0.0002153034496454361,6.158835651511228e-05,0.0003049146673396617,6.751298831547647e-06,0.0041365992233311335,0.0003143382716884483,2.85600418463645e-05,0.0007436353992444013,0.00011615359682599434,0.001310471615272795
700,0.0003080093468837969,0.008521337818795487,1.6602247828724578e-05,0.00020524322558642183,6.962676641572305e-05,0.0013511853723628749,9.186784085818482e-06,0.004820095312400291,0.00012834318379406642,3.203763282517706e-05,0.000723572265227011,0.000128065617869877,0.001975614695781661
800,0.0005354624467322228,0.008363597059306251,1.6316392626165478e-05,0.0001954540482212883,7.443404976560827e-05,0.0022382194829146363,1.066335406555719e-05,0.005179526193111094,0.00021293432537538773,3.507042747134075e-05,0.0006890121840479017,0.00013703327710377398,0.0014099493187962257
900,0.0006882902568106428,0.007878049862845933,1.576875847710233e-05,0.00018756533567376477,7.923645381211744e-05,0.002076271037260943,1.2158558954870783e-05,0.005336341459880027,0.0003666191136737479,3.5619091216525455e-05,0.0006634875503441333,0.00014706757662678248,0.0016585657095046474
1000,0.0007253762397183591,0.007613412383928296,1.5476783504291464e-05,0.00018091445850874904,8.684555111672346e-05,0.0017117613697793868,1.3262695197158152e-05,0.005865431214971853,0.000692598815650591,3.8672236503901795e-05,0.0006330391500886413,0.00015897124660710889,0.002946545171576077
1100,0.0004363771041094634,0.007413885553767924,1.5726406833969648e-05,0.00018109305416413412,8.575598188619447e-05,0.003008671081784474,1.3879507606965201e-05,0.005747302959149571,0.0005938582857654871,3.995050973530425e-05,0.0006252541750426439,0.00016461665939314555,0.0027682859905637943
