milliseconds,Per,dClk,dClkF
0,5e-16,1e-16,0.0
100,0.003263563822911366,0.018496831738354508,0.015233267915443141
200,0.007617177827169425,0.03473400819754983,0.0271168303703804
300,0.011970791831427484,0.05097118465674515,0.03900039282531766
400,0.01621608297844945,0.06635916792245819,0.05014308494400874
500,0.02008714835237009,0.07881342152619772,0.05872627317382763
600,0.02395821372629076,0.09126767512993729,0.06730946140364653
700,0.027829279100211428,0.10372192873367687,0.07589264963346545
800,0.03170034447413207,0.11617618233741639,0.08447583786328432
900,0.03557140984805271,0.12863043594115592,0.09305902609310321
1000,0.03944247522197338,0.14108468954489545,0.10164221432292206
1100,0.04331354059589403,0.15353894314863503,0.11022540255274099
1200,0.047184605969814705,0.1659931967523746,0.11880859078255988
1300,0.05105567134373536,0.17844745035611417,0.1273917790123788
1400,0.05492673671765603,0.1909017039598537,0.13597496724219768
1500,0.058797802091576666,0.20335595756359323,0.14455815547201656
1600,0.06266886746549732,0.2158102111673328,0.15314134370183546
1700,0.06653993283941799,0.22826446477107237,0.16172453193165437
1800,0.07041099821333864,0.24071871837481196,0.17030772016147333
1900,0.07428206358725929,0.25317297197855143,0.17889090839129212
2000,0.07815312896117994,0.26562722558229096,0.18747409662111103
2100,0.08202419433510061,0.27808147918603054,0.19605728485092994
2200,0.08589525970902127,0.2905357327897701,0.20464047308074879
2300,0.08976632508294193,0.30298998639350966,0.21322366131056775
2400,0.09363739045686258,0.3154442399972492,0.2218068495403866
2500,0.09750845583078324,0.32789849360098877,0.23039003777020553
2600,0.10137952120470389,0.3403527472047283,0.2389732260000244
2700,0.10525058657862454,0.3528070008084679,0.24755641422984334
2800,0.1091216519525452,0.3652612544122074,0.2561396024596622
2900,0.11299271732646587,0.377715508015947,0.2647227906894811
3000,0.11686378270038654,0.39016976161968653,0.2733059789193
3100,0.12073484807430718,0.402624015223426,0.2818891671491188
3200,0.12460591344822783,0.4150782688271656,0.2904723553789378
3300,0.12847697882214848,0.42753252243090517,0.2990555436087567
3400,0.13234804419606916,0.4399867760346447,0.30763873183857554
3500,0.1362191095699898,0.4524410296383843,0.31622192006839445
3600,0.14009017494391043,0.4648952832421238,0.3248051082982134
3700,0.1439612403178311,0.47734953684586334,0.33338829652803226
3800,0.1478323056917518,0.4898037904496029,0.3419714847578511
3900,0.14967772437811078,0.5000921266214442,0.3504144022433334
4000,0.1513027879568461,0.5101448486697859,0.35884206071293984
4100,0.15292785153558144,0.5201975707181281,0.3672697191825467
4200,0.15455291511431665,0.53025029276647,0.3756973776521533
4300,0.1561779786930519,0.5403030148148112,0.38412503612175936
4400,0.15780304227178724,0.5503557368631534,0.3925526945913662
4500,0.15942810585052244,0.5604084589114953,0.4009803530609728
4600,0.1610531694292578,0.5704611809598373,0.40940801153057954
4700,0.16267823300799303,0.5805139030081792,0.4178356700001862
4800,0.16430329658672824,0.5905666250565206,0.4262633284697923
4900,0.16592836016546347,0.6006193471048619,0.4346909869393984
5000,0.16755342374419882,0.610672069153204,0.44311864540900525
