milliseconds,Susceptible,Infected,Removed
0,32679999.45844414,732.9614178003665,64.9037801276882
100,32679980.399288237,744.9545881160976,62.398975758773155
200,32679957.94200829,747.0592872805728,62.527059582510596
300,32679977.800936133,744.4549703306724,75.26322252515322
400,32679932.634745773,756.9834996075537,79.39288076371339
500,32679922.920343667,781.8510504276604,84.43995386006262
600,32679913.867624126,767.8248961459379,79.90589405950423
700,32679917.395815585,801.5063240809123,91.39460237128311
800,32679888.774621334,802.4213276451344,98.55846839297557
900,32679885.22328787,804.5692475056276,93.07937601542127
1000,32679865.401619613,822.6440703575835,96.69776172487724
1100,32679875.546686918,825.8544839763741,110.66194971036197
1200,32679842.217819307,843.6616653671999,108.68472526545956
1300,32679825.48141881,845.4734963066045,113.91113356189987
1400,32679815.531732608,859.9398487423864,113.29205301412131
1500,32679789.08587661,859.4848834292312,125.056006014013
1600,32679779.164469182,863.1592914560116,124.5371707374033
1700,32679789.068445683,864.6127396184708,124.90011772058037
1800,32679750.0209072,882.3726898283302,134.20222909053007
1900,32679742.824727766,898.2683859691061,136.97117528843896
2000,32679757.05244568,917.3983288997164,146.0434715441503
2100,32679748.443440523,927.6710750943391,145.8045875344191
2200,32679721.053276736,927.0195182532931,153.64468718461015
2300,32679705.936426632,930.9032277185371,154.33650623027668
2400,32679682.12199344,935.0940735392468,160.00557111012031
2500,32679655.453524016,946.1476109395799,169.9893890962919
2600,32679676.775457498,963.4130060575659,170.40954209078686
2700,32679663.754021496,977.8079812837559,180.90036083309963
2800,32679628.64377118,969.7347251608124,178.67824509313155
2900,32679620.57935314,975.1304831554537,188.3272727979501
3000,32679608.881796263,1000.7300452404696,185.83258389426243
3100,32679600.916159146,1012.1602043314812,195.52613152984296
3200,32679574.814050876,1028.17506056518,199.53937594643324
3300,32679572.15823256,1037.0224328413833,203.7442504471364
3400,32679538.069534097,1047.6549604946902,212.6827687007314
3500,32679525.461251304,1050.7828408651571,219.79458688061706
3600,32679506.83833574,1054.86234716868,215.7536591540438
3700,32679499.458340544,1064.0576585102692,226.8694580661671
3800,32679478.849773716,1072.6632561560675,230.57720607888538
3900,32679459.83655091,1075.8118123431166,232.34851220128346
4000,32679436.071288645,1105.9160711367308,246.90663171781284
4100,32679435.557801217,1095.0035723383814,244.93668002798947
4200,32679440.842654366,1115.793236294426,259.9840494292376
4300,32679417.943927877,1124.1603244853727,255.7146263116841
4400,32679400.28446439,1126.1388576527602,270.2212296478511
4500,32679361.824911956,1128.7452490782482,265.25785513031826
4600,32679366.51721056,1154.9771300266073,280.17248149587164
4700,32679349.975402907,1159.2434275276537,288.90680021970564
4800,32679320.840797663,1159.5935387575792,294.3452047113173
4900,32679307.13210855,1170.0564185711135,296.0925847623644
5000,32679287.75208483,1196.3448064135544,306.1964080608292
