milliseconds,Susceptible,Infected,Removed
0,32680012.976279955,727.066544262402,62.90682123979807
100,32679973.113333113,731.5893545983146,62.098850141258986
200,32679991.86908227,736.0206626789513,69.05465935054785
300,32679964.56305229,741.2126313063545,67.56178653649737
400,32679939.50443712,766.7406828606386,69.95298346337879
500,32679952.654758845,758.2262767610238,87.80954359994865
600,32679907.16553994,788.68548289835,77.99998160814899
700,32679898.906525303,790.0672713374777,87.4555435127797
800,32679893.400629524,803.7752577636912,97.46524410556327
900,32679891.723492026,815.9265480853336,103.27533458881078
1000,32679891.99053465,807.5442986821926,93.8612736658648
1100,32679842.13454081,830.1080713626144,110.12032268011431
1200,32679844.972785387,827.4823344259694,109.79320712586109
1300,32679820.19817883,832.4041266278867,118.52911164872832
1400,32679824.810806602,848.264413909488,118.29001802540783
1500,32679788.46182401,854.9954567965042,116.5767504600531
1600,32679799.26948774,881.5844060133522,121.31293058314674
1700,32679785.19200309,871.8755716930416,130.00365817934502
1800,32679765.425874908,900.2204369162986,133.92279000849624
1900,32679764.89689171,896.9116263750934,143.59389626241384
2000,32679755.150204115,893.5013008974995,141.71405765623808
2100,32679748.319869492,912.1873395003679,150.67898643258616
2200,32679708.322085906,924.7638506496124,159.3832922994355
2300,32679705.271960504,941.1178172770113,161.65376050396813
2400,32679674.602935795,937.5796857264525,164.16503897447618
2500,32679677.1465926,945.1185495933044,173.79048057793153
2600,32679660.516601764,956.0760547273946,172.88673795536977
2700,32679623.685385697,956.6801513535362,179.84122179401191
2800,32679629.360603064,965.4733463285718,185.35781975502402
2900,32679610.087271318,993.0848760873029,179.81548183893233
3000,32679608.19974985,986.2586671165258,195.44170716148906
3100,32679568.753707834,1019.452096162735,201.45422186246356
3200,32679568.961329438,1022.8824108383116,200.80584103002516
3300,32679540.553847026,1036.784968831793,212.20347660942565
3400,32679542.66118233,1022.0721310622199,205.43541445743992
3500,32679513.678627543,1049.4554455168231,219.57374387089328
3600,32679515.40892265,1064.7359472565038,226.91943956455913
3700,32679498.579168774,1064.7525075655665,225.60023436256873
3800,32679502.03702952,1075.446796870694,234.3593935238243
3900,32679470.615493514,1089.4176374697815,242.2407690466979
4000,32679467.44839543,1081.555108723517,243.39950024707198
4100,32679439.590245374,1094.7647034251995,243.91715623829023
4200,32679434.810270026,1115.1458529311485,252.63384595360037
4300,32679413.333257977,1120.7197928511714,255.63182716213154
4400,32679402.906895332,1120.3473906170352,269.816386905633
4500,32679387.229291618,1139.5617421333984,274.45138521712164
4600,32679354.108565073,1148.0949551399042,281.6774727231449
4700,32679336.28587753,1156.9772877399605,279.679891507594
4800,32679341.17913195,1177.3702641833845,292.2817437740647
4900,32679310.639622178,1178.5682224156096,297.63910092649985
5000,32679303.547505356,1184.8915955217349,299.854387873713
