milliseconds,Susceptible,Infected,Removed
0,32680000.860621568,726.5430696299209,68.16761644096192
100,32679987.467655465,730.2906582483662,59.59500647028874
200,32679959.498633314,752.1124100107904,74.54559173590646
300,32679967.153963313,764.0139139481046,69.19186291022203
400,32679970.600994676,762.5915638823183,82.48943568381654
500,32679942.23430717,759.4247695503184,75.02015784725342
600,32679937.91729827,787.608861280143,87.47210548616756
700,32679928.172827326,777.2930576371048,85.70407628610128
800,32679894.06513203,803.5087553104172,95.74333875626178
900,32679895.21343643,802.0547353800026,99.33248545042476
1000,32679891.801782638,804.9012995250399,99.85688315739995
1100,32679845.79999528,835.1801216313054,108.27944501551046
1200,32679847.558137484,842.7446599903017,113.1096003229724
1300,32679818.78715155,836.3011741807676,114.04599031250419
1400,32679820.615001667,844.7686949041429,116.68772697038938
1500,32679790.807107307,873.1492031758949,124.33107528636113
1600,32679801.40196584,873.052998492473,128.23341956789903
1700,32679781.445378758,878.7118853753831,135.6484459639747
1800,32679748.88405623,890.7806224861644,141.3476959848191
1900,32679766.318398237,890.4226496903451,134.9439447368976
2000,32679729.186850782,893.0032082087079,146.99396502030996
2100,32679725.88214922,911.3859887579724,148.2131478588805
2200,32679732.879100334,927.0522703640636,158.23143030717645
2300,32679718.62727324,921.7505055841261,150.5413396110967
2400,32679691.473182604,937.0515202950859,159.46037012196058
2500,32679671.731418476,943.5165972523413,162.28815150017547
2600,32679666.349175584,950.4120325170393,173.5069435036457
2700,32679643.238311447,964.4684726987329,176.2585343023457
2800,32679633.913788497,988.9288261147964,174.90364112678148
2900,32679622.80455907,993.6555420167272,188.87419109331796
3000,32679609.309800915,1001.4746588305854,197.39715872870175
3100,32679571.833146226,1005.8476413170747,190.04448885160747
3200,32679584.84837481,1021.6509781685328,202.50509212019804
3300,32679550.424753215,1028.885752085678,210.1719142098641
3400,32679561.465997797,1042.51455284764,209.20456146129055
3500,32679545.658088874,1057.8209661942576,210.9539613628156
3600,32679521.171437595,1047.3163159976484,225.43208213122938
3700,32679489.268919986,1060.7539055125287,220.3844566558976
3800,32679473.510228213,1080.1174602366484,230.01992528367416
3900,32679459.770688314,1071.3295003047344,236.29299745275927
4000,32679436.196882267,1104.8276324729572,238.98332567651394
4100,32679429.84936035,1111.7828910325218,242.73971472233262
4200,32679435.891494412,1104.6454860937533,251.5264071507358
4300,32679397.94262962,1117.0425090361844,254.35599154152627
4400,32679412.130158346,1122.4045979161813,258.6068624104087
4500,32679386.75820123,1142.1623127306368,270.05234565192717
4600,32679363.23373253,1139.2160140381213,272.46389492123075
4700,32679359.528649226,1165.474497792175,284.18833440320384
4800,32679351.670130327,1170.6963653660362,293.98639241350133
4900,32679327.856517203,1184.7265879873287,292.9099933236542
5000,32679292.04447028,1182.3947090287875,305.74950051665496
