milliseconds,Susceptible,Infected,Removed
0,32679989.22430022,727.5345609226713,61.181774287904396
100,32679985.315226752,728.1218625481354,62.11853376550759
200,32679954.811845686,756.4703303886414,66.38745573215539
300,32679950.935931835,766.8952457956228,72.42642983196512
400,32679961.936410688,761.9975315522228,72.30790179273457
500,32679938.90795149,781.6233665859125,76.46574555227801
600,32679925.342150226,780.8032538208735,82.1594086643104
700,32679916.58746432,791.5902410569754,93.42940054711168
800,32679896.26217643,792.3773546791394,97.50015733492272
900,32679888.334180076,796.8853860251518,97.96314228145945
1000,32679892.15489328,811.9155726604416,100.81357043234212
1100,32679858.260242734,836.018268476803,105.24278201545833
1200,32679863.862526666,846.1238472456457,108.45454635469926
1300,32679843.85660548,830.2176542033084,117.80715291630881
1400,32679833.522018813,839.5766770678531,121.00123225064166
1500,32679818.81724748,851.8500265040047,120.34868553537973
1600,32679780.26228758,867.8413154621611,123.60760352015599
1700,32679798.400069542,884.5090837388472,136.24362753206265
1800,32679777.731693,895.6492822620311,133.96626417790802
1900,32679763.881628174,895.8995632351108,136.8445139089136
2000,32679759.929653004,902.5995435126325,150.57286817288553
2100,32679736.9098698,903.9931249764646,150.77861657462023
2200,32679697.751848083,919.5047455755351,145.7243731883933
2300,32679702.71251935,929.0537418490577,156.1992226349051
2400,32679674.97354882,938.5243060797525,155.7369574976518
2500,32679651.325442683,949.3011160872054,167.02104259518708
2600,32679661.088559035,949.6298547113105,177.34718440485975
2700,32679638.34520356,962.6116444983307,170.31491442384356
2800,32679615.492841672,976.3443147405046,187.06490660453946
2900,32679596.86841697,981.7455707936602,188.31048259404753
3000,32679608.958491128,1005.1900431554693,192.3484923461009
3100,32679588.110935453,1006.0075251949636,200.06881766950917
3200,32679560.40815842,1013.6004922557562,204.94403667408878
3300,32679539.729484633,1023.4379779790513,203.22650183974213
3400,32679534.782893013,1040.3115732125577,205.87737546465374
3500,32679543.555114493,1036.6293345543904,211.30734070099993
3600,32679512.77809337,1045.2481486137967,220.64144324109773
3700,32679493.076331526,1062.6348869090423,230.8120668956279
3800,32679465.580443915,1079.0443424211692,228.5567413012032
3900,32679452.892711937,1096.4990724119564,233.32647002751727
4000,32679438.812179673,1087.8676954081157,249.07980695884447
4100,32679420.835912015,1091.5923379104634,244.51411597933816
4200,32679407.75902347,1123.0976248984484,256.09987443666233
4300,32679421.42338474,1110.5075263301014,265.3554865680327
4400,32679400.219945405,1128.380005263041,269.6403321678286
4500,32679360.078463666,1134.1481780328124,274.7072444679175
4600,32679376.91369825,1160.201209793381,281.7012056194662
4700,32679362.820089445,1154.4230924180038,285.69386869515455
4800,32679314.888506163,1163.6683043119874,283.80052258568526
4900,32679334.78841459,1179.2438905574274,287.8130001257795
5000,32679288.131871782,1199.9154197759897,304.49715581029534
