milliseconds,S,N,T,M
0,0.09947369980544848,0.20024283384119423,0.09981038174986702,-3.7585035101757255e-05
100,0.10022973464314407,0.1997689709022175,0.09946055601709325,-3.9502702605209624e-05
200,0.10289401218690851,0.19961922045637656,0.0995112646269827,0.00016466620464582614
300,0.1023451110336085,0.19908384221504608,0.09911755498649641,0.00017374113607829679
400,0.10491935625345514,0.1990713602853104,0.09883570790247012,0.00026588796804515556
500,0.10556110825137088,0.19879581903369106,0.09860415120648475,0.00044723351400519513
600,0.10511101731440423,0.1981339989001082,0.09812091304156856,0.0006145159495328411
700,0.10578823788620424,0.19826512649953826,0.09813313162385252,0.0006158403049392879
800,0.10832066955139266,0.19789955251591565,0.09809738857448774,0.0007671347959021755
900,0.1075990216063238,0.1978393819424618,0.0978635556754997,0.0009175979059510557
1000,0.10880930821207564,0.1974201842701735,0.09713741913922778,0.0008837738835099668
1100,0.11158007533155687,0.1973130434953116,0.09732306860596807,0.0010450285015006523
1200,0.11146127497844906,0.19689027379115287,0.09669669429715279,0.0011984458439410618
1300,0.11129221659676813,0.19688672754002703,0.09662347641163609,0.0013903726418449404
1400,0.11390610716365801,0.1963071824286451,0.09650489262332668,0.001251926444492797
1500,0.11323812070851658,0.1963184535347347,0.09627090178762526,0.0013752840476362912
1600,0.11392444545918053,0.1957465301748496,0.09573825426054257,0.0014646098556438591
1700,0.11668812796842118,0.1957526598314456,0.09583615147923005,0.001528658359455688
1800,0.11654695174693346,0.1953734348597295,0.09530658541029541,0.001765685918387438
1900,0.11775544694745022,0.19539219562596982,0.09505803752578156,0.0019769121508900795
2000,0.11729110468134434,0.19536914777536943,0.09485623909517311,0.001912822843805076
2100,0.12009216831496597,0.19455803013707243,0.09484737516161473,0.0019745949837246895
2200,0.11910911429542338,0.1946523761086506,0.09472458195241928,0.00222247601266948
2300,0.11997256122249973,0.19448951473267637,0.09452523996677634,0.0021709643202482186
2400,0.1226936850421576,0.19429153236394744,0.09407075380272134,0.002231589641418374
2500,0.12285723334563388,0.1940323625152761,0.09437151781948229,0.0024961538752143312
2600,0.122745992324889,0.19373359792918976,0.09362799190546676,0.002471805144650539
2700,0.12501661579072673,0.19344972276339925,0.09377548122468211,0.002722042527332967
2800,0.12528692232126637,0.19341921862526135,0.09339468932335174,0.002688770028924474
2900,0.12698316942206234,0.1935350285844639,0.09337082611921182,0.0029004900666230477
3000,0.1266417948922467,0.19294915437670015,0.0929774180056328,0.0029464300575767566
3100,0.1278571824958779,0.19292214930468302,0.09313360639747323,0.0030592605685481255
3200,0.12829403701635456,0.19289987232753938,0.09260825439937075,0.003202494663293821
3300,0.12921602016916212,0.1927044255719558,0.09261100037336853,0.003137890161434896
3400,0.1299001800560407,0.19234000215700267,0.09217397135040158,0.003176514737207193
3500,0.13041491905851868,0.192195642015524,0.0921975943061969,0.003476356893845685
3600,0.1310159839102575,0.1916917433888451,0.09223843572047917,0.003497037449956122
3700,0.13317130161318655,0.19162466805627737,0.09178719607097448,0.003637115866506633
3800,0.13318228092176418,0.19193338261344842,0.0920338779000358,0.0035526720540534893
3900,0.1329344838311105,0.19127858220091956,0.09176639846671233,0.0037266444337585524
4000,0.1352175650272623,0.19104377642008316,0.09168356532915599,0.0038761100638146917
4100,0.1361161367750422,0.19127091807878202,0.09115055203701226,0.003806604799218111
4200,0.1354133192981542,0.1907242694830132,0.09096487692531129,0.004052538722784054
4300,0.13657597316576023,0.1906865069330525,0.09070743934274722,0.0040294058763821585
4400,0.13586550439253148,0.19089953245970676,0.09058404396742427,0.004187655369547297
4500,0.13878359746600497,0.19065773784772685,0.09057112554171863,0.004324013355281055
4600,0.1372558641012859,0.19035879387094212,0.09037118733123362,0.004203515695512704
4700,0.14011426110852387,0.19018289468737554,0.09015321079159483,0.004294744985034229
4800,0.14095946142251964,0.1902999472344871,0.09026371786399497,0.004573754673897323
4900,0.1413060048369042,0.18999158729926574,0.09023984408270573,0.004667208958546496
5000,0.14084151711365864,0.18952127471447405,0.09011242896710109,0.004625058652622926
