milliseconds,S,N,T,M
0,0.10115491163820547,0.20018603221720266,0.09972070393462569,-0.00013718534524176482
100,0.10198292361844319,0.1998193636421416,0.09948602587935182,8.771279581630867e-05
200,0.10133875936792254,0.1992551152231915,0.09951045892970012,0.00014627748791069573
300,0.10333129094746471,0.19889360584102406,0.09932328704068939,0.00038018924485551614
400,0.10316930433516318,0.1991070791767709,0.09868628314400112,0.00031501694706918457
500,0.10446972141922724,0.19834175168655918,0.0988270301893231,0.0005782512726781166
600,0.10512129037753817,0.19815174350597314,0.098369987733553,0.0005802820394020801
700,0.10584920140752614,0.19825792457355007,0.09802516309869204,0.0006861600293072671
800,0.10886657554984167,0.19762113746783738,0.09787932437920191,0.0007977052032377024
900,0.10953806543903953,0.19735450031192628,0.09754965887662347,0.0008086679459578378
1000,0.11038425040535671,0.19722176807761646,0.09715141472135101,0.0010395654829354266
1100,0.11154325186719162,0.19725857183883902,0.09727336676943017,0.0012244375340382595
1200,0.11136936092122061,0.19697464216577493,0.09693557819846924,0.001215479709141243
1300,0.1121990939926797,0.19644181558641666,0.09651411242572877,0.0013018390054587731
1400,0.11206011547052001,0.19630419295024965,0.09663251695456569,0.0013694056250948424
1500,0.11294659855393134,0.19596674815381984,0.09619189907220414,0.0014145963426377057
1600,0.11444318875624183,0.19624629244423109,0.09580949450801197,0.0015495618251226164
1700,0.11519399938720373,0.19564470526516547,0.09585651605918932,0.0016809159146279893
1800,0.11575998688711077,0.1953028849058199,0.09545750271632066,0.0016944180954102314
1900,0.11841525514664294,0.194992705935306,0.09550541149126911,0.001829569000061445
2000,0.11841378016490876,0.1953616504035947,0.0952037859723973,0.002005242149970672
2100,0.11928041903203586,0.19505557037188606,0.09481321360192528,0.001958436039418866
2200,0.12020558575669839,0.19484211776892282,0.09479991449310977,0.0020799536636539554
2300,0.1221723345501068,0.19469945937775576,0.09462310363430725,0.002205083099455541
2400,0.12217074409664527,0.19436722525904554,0.09422923778847402,0.0023510551611807275
2500,0.12320098587342192,0.19427802624690785,0.09390263205199097,0.002408070147549329
2600,0.1230063918435728,0.19390695631325094,0.09370846159585698,0.002496950490354094
2700,0.12523622255880817,0.19374802938198557,0.0938719864629419,0.0026234064235335073
2800,0.1255463564539606,0.1932430511555846,0.09366677218185332,0.0026764650296946615
2900,0.12620522010997454,0.19349382748096208,0.0934157527571441,0.0028670900243470032
3000,0.125886271101176,0.19319266222032272,0.09298743425311057,0.0027659442625030885
3100,0.1272195268634223,0.19309543682002847,0.09285313777567424,0.003037916331766934
3200,0.12720770619365446,0.1925272801302609,0.09263213046907288,0.0032062066331817844
3300,0.12782282661356664,0.19227575787450288,0.0925787757033721,0.0032679869214199114
3400,0.12971625724315392,0.19239131356290776,0.09247917531379918,0.003334108043481616
3500,0.12997380778522763,0.19217684907340374,0.09253833382427631,0.0032736269745321615
3600,0.13171522047273365,0.19202456183424063,0.09197929528004486,0.003404650815978333
3700,0.1331071737492182,0.19182980738448527,0.09215046561120947,0.0035063864186120736
3800,0.13339543627580386,0.1918481142113739,0.0919057728948408,0.0034987675201277654
3900,0.133470980986166,0.1916704828883072,0.09154926065031463,0.0037863009266489015
4000,0.13376882402193577,0.19137333022048228,0.0912649190675231,0.003862222215995321
4100,0.1355803648840894,0.1912063276657082,0.0914351232620913,0.0038622912564888244
4200,0.1364777163773368,0.19101396978520277,0.09101000170994397,0.003996760418123123
4300,0.1354428453209135,0.1910176496192949,0.09112791991169489,0.004110168160147823
4400,0.1360764905176235,0.19081177430863894,0.09092505995646874,0.00425592075851502
4500,0.13778673174665057,0.19056531062923673,0.0904979498974309,0.004214714580164455
4600,0.13815337834267877,0.19013850147964828,0.09030285102740969,0.0042907415662977065
4700,0.13836973504820718,0.19034931338665273,0.09020808782283073,0.004461635880548106
4800,0.13882858872640916,0.19028517661831526,0.09031438260245012,0.0043928625198888785
4900,0.14109361149276925,0.18971890997209426,0.08997019991393314,0.004541139005870664
5000,0.14133329336343217,0.18960354517460037,0.08996202137932491,0.0047099353706229015
