milliseconds,S,N,T,M
0,0.09997845894764375,0.19972572983546813,0.1000728729679801,8.385248672149955e-05
100,0.10134214917713352,0.199582831656296,0.09985683210512593,9.046036198593207e-05
200,0.10257483528195518,0.19970655572710888,0.09939498534614553,0.00020246957215902558
300,0.10367210435131928,0.19892852222777618,0.09923915573697299,0.0001943227539784038
400,0.10376566117180785,0.19905783607890587,0.09882562170095562,0.0004671395084155423
500,0.10395473108700799,0.19885119191857095,0.09846573064697105,0.000566418532686192
600,0.10567705726038203,0.1984538422310104,0.0984868032789587,0.0006310089148120101
700,0.10793754947636115,0.19802752260046508,0.09795648400055011,0.0006826434450610419
800,0.10842600623819158,0.19794065000710576,0.09762219324932095,0.0007446348511384832
900,0.10873191306314296,0.19788851622795098,0.0976061281022727,0.0009264021196992733
1000,0.10874924564874323,0.19731405117557654,0.09750737650376887,0.0009116550072454748
1100,0.11109492916408213,0.19736366897577623,0.09699223324626333,0.0010422393328817143
1200,0.11244836617897475,0.1969474102678901,0.09662418143557429,0.0012296782190731894
1300,0.11248019016205837,0.19655755268306424,0.09696722244592583,0.0013382456909227945
1400,0.1140941147266427,0.19646184474511819,0.09617784996875435,0.0014816634376349244
1500,0.1151661081537883,0.1962092540007312,0.09591735531230058,0.0014585740539207273
1600,0.11620828991113308,0.1959473635273939,0.0959765735451961,0.0016631249234066049
1700,0.11603672395133266,0.1960149223723921,0.09580714806682528,0.0015387963074891984
1800,0.11627336032018303,0.19563557354544345,0.09540428289687462,0.001681953514159263
1900,0.11734712789608281,0.19552535315249248,0.09546490161931014,0.0019550783926916768
2000,0.1190094305828968,0.19517621339501634,0.09517740559917351,0.001884597380826364
2100,0.11845357054456443,0.19465517103996383,0.0949580670896572,0.0020241224195536403
2200,0.12040772211244162,0.1944372824779575,0.0949633864891864,0.002236099209669175
2300,0.12073114919406804,0.19467632188246958,0.09429225633310026,0.002241752022571116
2400,0.12088004099302162,0.19444424045692915,0.09437878480265066,0.002427732923972726
2500,0.12198067568063657,0.19390557329691321,0.09432619925184668,0.0024646222121360423
2600,0.12222078586851931,0.1937411555874331,0.09414877911940477,0.0024622949358430587
2700,0.12329088622019393,0.19381748418815184,0.09349380260763679,0.002579242409457053
2800,0.12601359300292195,0.19361492941845376,0.09379938141373953,0.0028370508656430874
2900,0.12616632286113916,0.1934632273581283,0.09307392826833362,0.0028777226784010615
3000,0.12764468672896273,0.19312726478661757,0.09291230978556929,0.0029635351788838797
3100,0.12650749493849026,0.1928722524707392,0.09303576629930876,0.003084743971587398
3200,0.1292353689753026,0.1928807316931553,0.09259562237738272,0.0029456084001950817
3300,0.12949743737071956,0.1924051066911524,0.09285510281991874,0.0030542806803819356
3400,0.13037209829844498,0.19243024729440308,0.09257240509479683,0.0033574278781934846
3500,0.13031563744647268,0.19224969600191594,0.09200560790476449,0.003380306439896087
3600,0.13012058201371604,0.1919289762055257,0.09193061693129272,0.003478420715686944
3700,0.1320985945573822,0.19151842934590135,0.09161753154022893,0.003649352155222162
3800,0.13276563580053158,0.1915664938826112,0.0917075944619228,0.0036152840967991146
3900,0.13264168939188387,0.19133302976762184,0.09177492297998599,0.0038509591370620945
4000,0.13532461700371748,0.1912813531597203,0.09137104845069359,0.003941147587608687
4100,0.134006856973346,0.1908655886524192,0.09135161812349037,0.003926023757104356
4200,0.13598903473524615,0.19107070834354262,0.09102944677855165,0.003987381243892199
4300,0.13568558832141409,0.19082149072299337,0.09099482238665013,0.003996960241823684
4400,0.13705675678602486,0.1903993998524001,0.09088007989853002,0.004079316969456671
4500,0.13692898884712698,0.19052983103422358,0.09038950354214262,0.00428345931967529
4600,0.1376488196540844,0.19017307390246901,0.09074701420830614,0.00429220023784005
4700,0.13797121630676842,0.1901201541307291,0.09044280676443726,0.0043221638120439915
4800,0.13993453667249245,0.19014467943771945,0.09037927187537616,0.004474839273699475
4900,0.13997032628097716,0.1901683082507406,0.09019403352809557,0.004685905484284584
5000,0.14002301287024463,0.1895266850066609,0.09017082959006537,0.00467711174111859
