milliseconds,S,N,T,M
0,0.10059455267115273,0.20003142547269964,0.09993861878493548,-5.444633930683477e-05
100,0.1014178987986358,0.1998543569652603,0.10000780764247384,0.00013812544099548016
200,0.10127289558483896,0.19965859006335235,0.09949154300771297,0.0002592450650054624
300,0.10311607264692904,0.19920934725063896,0.09909115035533153,0.0002744138539700109
400,0.10433473542211333,0.199131210102139,0.09911627732055149,0.0003809265713309528
500,0.10466920132853193,0.19867423167760487,0.09863541685996995,0.0005193637215383424
600,0.10483568576779527,0.19864800541837643,0.09835900616849963,0.0006068949443977798
700,0.10591156540677116,0.19831463816469097,0.09795823848776784,0.0007771773708923569
800,0.10691416917617745,0.19763270725500656,0.09761425784902604,0.0007387789386822875
900,0.1087727026145152,0.19772298892493842,0.09758907077337241,0.0008256348268095993
1000,0.10951857561378554,0.19756919819482924,0.09736096235321216,0.0009447885125424862
1100,0.10935509202107696,0.1969518721340222,0.09741941381968976,0.0011488831716364612
1200,0.1116598875184215,0.19680342305909193,0.09718303384290883,0.0012700368990241197
1300,0.11211358955705154,0.19636315130831206,0.09664356929916713,0.001296450145279012
1400,0.11266728716181712,0.1962263255128941,0.09629138666073751,0.0013413877144428153
1500,0.11384344656076366,0.1958867615675138,0.09647438896493915,0.001565572204994763
1600,0.11568807851734679,0.19590717473563712,0.09618900728804107,0.0015586525114691097
1700,0.11613125966698479,0.1954920803267532,0.09549977997924114,0.001731225229492044
1800,0.1172399414892899,0.19521558704926636,0.0953069360936421,0.001801969897187624
1900,0.11820928825254563,0.19513328938998528,0.09542512410078446,0.0018612258490444623
2000,0.1187828028986111,0.19529924170279164,0.09507925628362374,0.001977763790140516
2100,0.11893671228498556,0.19508658932138023,0.09462974974002637,0.002120525720041107
2200,0.11901183047565835,0.19444623995900878,0.09493948010843735,0.002122766327303371
2300,0.120725802435184,0.19431428983620644,0.09427920387420467,0.0023557900813036717
2400,0.12123653952552726,0.194139552109444,0.09400272498429349,0.0024211298623429325
2500,0.12253578345971264,0.1943063690285926,0.09434088740634025,0.0024048312460096402
2600,0.12238673821374262,0.19378251813888397,0.09415738956408223,0.002628906424133834
2700,0.12463588885574062,0.19361289535723242,0.09354923337716467,0.002576131944835882
2800,0.1246008375649523,0.19353519652514833,0.09375702071326278,0.002701127227765668
2900,0.12675686852863982,0.19344533787845114,0.0934350973109917,0.0027761576191911433
3000,0.12561389329796044,0.19298733262007653,0.09297228478299899,0.0028233982329721745
3100,0.12850331050071728,0.19314227686368635,0.09324438968004435,0.002994544407663706
3200,0.1289764310421783,0.192767711090457,0.09291750374806465,0.003058781591635649
3300,0.12935747049665916,0.19240672061876207,0.09260204129484001,0.0032929519922169507
3400,0.1309328024239822,0.19246654478235795,0.0923999348689021,0.003312665469569293
3500,0.1316154452624514,0.19242903479594503,0.09226407842234514,0.00345813698109682
3600,0.13177357323521655,0.1920082370244357,0.09227857623576127,0.0035769943105506945
3700,0.1325316587468028,0.19185116000099223,0.09173345302699878,0.003563787898420495
3800,0.13237040809803016,0.19158649008731024,0.09176263465412253,0.0037259474513010866
3900,0.13226455632361137,0.19127394013889065,0.09130198314398709,0.0035861980283945646
4000,0.13538568955570476,0.19100489804484094,0.09149512196703864,0.0037079079265165296
4100,0.13513273754616578,0.1914290054220969,0.09135893169296082,0.00398120676458014
4200,0.13684093642068518,0.19080396599655353,0.09081465522460652,0.004034970945354896
4300,0.13539017209756785,0.1909131524609288,0.09122222963190563,0.004056927214197912
4400,0.138174840714529,0.19092663387757788,0.09082315447935038,0.004280612348058301
4500,0.13798307078442562,0.1902310427451134,0.09038274655568777,0.00420076020290678
4600,0.138144166089126,0.1905955002235905,0.09020865449690567,0.004434099046020713
4700,0.13954556221364922,0.18994631178032606,0.09024476748355936,0.004439909607020201
4800,0.14001690803529898,0.18983730975616367,0.08996361811419742,0.004459314894137743
4900,0.13932157337445128,0.19001861140607282,0.0902480379091753,0.004666153615160895
5000,0.1412355316974448,0.18956155325422666,0.09013990030702351,0.004744864608959331
