milliseconds,The_FOD_in_the_circulation__X1,The_FOD_in_the_metabolizing_tissues__X4,The_cumulative_FOD_excreted_in_the_non_urinary_pool__X3,The_FOD_in_the_gallbladder___intestinal_lumen__X5,The_cumulative_FOD_excreted_in_the_urine__X2
0,1.0,0.0,0.0,0.0,0.0
100,0.06994854750476749,0.6723301719187986,0.0030300399591262008,0.05912774963914186,0.19556348867218096
200,0.004892807267047761,0.47128337650300367,0.013394109693689399,0.10751626151734398,0.40291344271416585
300,0.00034224531912047335,0.30623757803668905,0.027588984147669096,0.12507432132644003,0.5407568688653321
400,2.393960193337275e-05,0.20172872369734152,0.04270692121257473,0.12482472147698878,0.6307156917064123
500,1.6745431075644513e-06,0.1363195528492083,0.057201773492556014,0.11581658896376129,0.6906604078466174
600,1.1713482460429311e-07,0.0947560973505674,0.07036080202464567,0.10317954225933539,0.7317034389258773
700,8.195378132011195e-09,0.0677720331496301,0.081931949852313,0.08967607684601343,0.7606199296519155
800,5.750470079969973e-10,0.049808107115187426,0.09190565511458129,0.07671307605073739,0.781573158839697
900,4.3484321961863105e-11,0.037514894069107706,0.10039109372044865,0.06493686188491186,0.7971571479774244
1000,3.436155617897688e-12,0.02885790172022097,0.10754745685711252,0.05457747449347156,0.8090171646230866
1100,2.640978388049031e-13,0.022587724154484443,0.11354693903373841,0.045645925076655686,0.8182194094323941
1200,-1.672183727858444e-13,0.01792614868667721,0.11855579508326274,0.03804582085710244,0.8254722330708804
1300,-2.7134946105012696e-14,0.014379750777341735,0.12272553981174068,0.03163536705956944,0.8312593400491488
1400,-1.4154549178948196e-14,0.011628843344673132,0.12618971402498422,0.026260789044559963,0.8359206512835815
1500,2.1870907535172204e-16,0.009461179437778619,0.12906360011754386,0.021773404359298653,0.8397018137831553
1600,2.1780244543463856e-15,0.0077318753538096335,0.13144537415031832,0.018037625822934254,0.8427851223707087
1700,-1.1025239312698664e-15,0.006339171369159345,0.13341789051586814,0.014933898179386649,0.8453090376333646
1800,4.9564005932763535e-17,0.005209550771919945,0.13505064180651824,0.012358988570058195,0.8473808165492799
1900,2.0989020405419604e-16,0.0042884815119981524,0.13640166469966544,0.010224965822030935,0.8490848856640815
2000,-1.9640842055468474e-16,0.003534559351231032,0.1375192840943787,0.008457612421474817,0.8504885418306927
2100,-1.5780992091225062e-16,0.002915723299504421,0.138443653328665,0.006994675274405415,0.8516459457952024
2200,-6.945757104793039e-17,0.002406734119900657,0.13920808906951618,0.005784160022816823,0.8526010144855436
2300,9.612287725445956e-18,0.0019874813708367356,0.13984020501179314,0.004782770311098052,0.8533895410040491
2400,-8.140736086498838e-18,0.001641785145499199,0.1403628702442554,0.003954530210623471,0.8540408120973991
2500,5.378600332322082e-18,0.0013565256302155882,0.1407950160612185,0.0032695899097589334,0.8545788660965841
2600,-3.006956284264808e-18,0.0011210113784087432,0.14115230739146145,0.0027032086447854754,0.8550234702831214
2700,1.535343887803899e-18,0.0009264929870766254,0.14144770319773867,0.002234895581633408,0.8553909059313284
2800,-7.350524058161241e-19,0.000765790459223089,0.141691921865107,0.0018476885457021997,0.8556945968277447
2900,2.9018724624587313e-19,0.0006329993071532521,0.14189382735656134,0.0015275517236746244,0.8559456193103878
3000,-6.940407248753872e-20,0.0005232565071402701,0.14206074940109042,0.0012628738457519295,0.8561531179437943
3100,-2.6147755253023773e-20,0.00043255264313119587,0.14219874861085546,0.0010440511946653867,0.8563246452491249
3200,5.718174928041804e-20,0.00035757941045387484,0.14231283599253813,0.0008631415848900018,0.8564664407098949
3300,-5.821801020407919e-20,0.00029560555834548606,0.1424071545787989,0.0007135775219607788,0.8565836600386718
3400,4.778376658252133e-20,0.00024437532972074264,0.14248512968773705,0.0005899286384752312,0.856680564041844
3500,-3.498372106539613e-20,0.00020202515658436043,0.14254959320772437,0.00048770502178150624,0.8567606743116868
3600,2.3673408554229595e-20,0.00016701516816683328,0.14260288637783847,0.00040319447118623695,0.8568269016805855
3700,-1.502416368646859e-20,0.0001380727791453756,0.14264694478039655,0.0003333278639649256,0.8568816522742703
3800,8.981849504370518e-21,0.00011414619024136888,0.14268336861723846,0.0002755677967176208,0.8569269150935795
3900,-5.0418636001658145e-21,9.43660186795576e-05,0.14271348081548174,0.0002278164926823066,0.8569643343709334
4000,2.6240575279488833e-21,7.801362425930024e-05,0.14273837506881634,0.0001883396479518033,0.8569952693567496
4100,-1.227634431901809e-21,6.449495009350804e-05,0.14275895555638418,0.00015570346324952195,0.8570208437280499
4200,4.746195098923783e-22,5.331891183128456e-05,0.14277596978054408,0.00012872258053530972,0.8570419864248665
4300,-1.0339889100852856e-22,4.4079541101618023e-05,0.14279003571521282,0.00010641703754741374,0.8570594654039154
4400,-5.531097506398797e-23,3.64412284515198e-05,0.14280166425034524,8.797667922824324e-05,0.8570739155397522
4500,1.0463924505768172e-22,3.012652673325526e-05,0.14281127774744723,7.273173472937334e-05,0.8570858616888675
4600,-1.0368525481837905e-22,2.4906069807607318e-05,0.1428192253798868,6.012849219160251e-05,0.8570957377558913
4700,8.401351424713915e-23,2.059023928912015e-05,0.14282579581508095,4.9709188231447107e-05,0.8571039024551759
4800,-6.09700449259581e-23,1.7022275965841637e-05,0.1428312276991223,4.109538198994957e-05,0.8571106523406992
4900,4.095043929224485e-23,1.407258527773468e-05,0.14283571832462336,3.397421003512764e-05,0.8571162325778409
5000,-2.5795952208978432e-23,1.1634029794745873e-05,0.14283943079658362,2.8087022975376532e-05,0.8571208458484234
