milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
1500,4.991916570257397e-08,1.2806579214346913e-07,8.023392743941816e-11,1.5689482622835924e-07,8.325899371516347e-10,1.256081888473538e-07,3.178052630002436e-10,3.054814383941717e-10,2.8381186433076922e-08,6.106642894906858e-10,6.195321109767363e-08
1600,4.991966993624948e-08,1.2790197585259948e-07,8.099357749740048e-11,1.518966163472425e-07,8.672531071652577e-10,1.2560927135115583e-07,3.0898532628836404e-10,3.054282059261931e-10,2.2830824055659777e-08,7.941531089605008e-10,6.564284849129236e-08
1700,4.9916780483975865e-08,1.2770173352609314e-07,8.129227501992254e-11,1.526828125554834e-07,8.97641342652619e-10,1.2527921772508422e-07,3.3908581632498585e-10,3.1157960725874614e-10,2.2260132100203417e-08,7.86899627982371e-10,6.540069651203225e-08
1800,4.991560338021013e-08,1.276737616996954e-07,8.234193049540615e-11,1.5263642291058788e-07,9.07196185746757e-10,1.2536179846678476e-07,3.6792987805851557e-10,3.245754432220025e-10,2.1559883055830233e-08,9.113437866744703e-10,6.665246802115373e-08
1900,4.9915090177760825e-08,1.273980015355341e-07,8.412025111838142e-11,1.487238020648067e-07,9.223170468154078e-10,1.2529690570254357e-07,4.2541441173038975e-10,3.403282887476872e-10,2.1198779397000606e-08,1.1101089112402787e-09,6.869566054670308e-08
2000,4.9916621181857555e-08,1.2757549155734213e-07,8.511927424627437e-11,1.5014069367498718e-07,9.08931269310813e-10,1.2493210000757937e-07,4.1695979229108657e-10,3.6520898453465083e-10,1.9924561857300473e-08,1.0359589300601966e-09,6.909265962964577e-08
2100,4.991558778887605e-08,1.2723629948336485e-07,8.535316718214023e-11,1.4897857419091357e-07,9.591196259924835e-10,1.2503441183865803e-07,4.544284473152742e-10,3.620239779011621e-10,1.8512450737558444e-08,1.1742246559582363e-09,7.001079397251643e-08
2200,4.9914401831680526e-08,1.2711940919521565e-07,8.421104201196957e-11,1.4819652126342655e-07,9.673146035042076e-10,1.249121007822666e-07,5.292153366495321e-10,3.6793997163970684e-10,1.7685384760115332e-08,1.3867387268867654e-09,6.897615660283216e-08
2300,4.9914881071562914e-08,1.2719385488492157e-07,8.534814445713314e-11,1.442577989864362e-07,9.539356393682347e-10,1.2485081763714306e-07,5.322517262612692e-10,3.741227630798718e-10,1.706728536836005e-08,1.4476349732200281e-09,7.069864484235463e-08
2400,4.991496318417365e-08,1.270496180425513e-07,8.50476884824231e-11,1.4635554783330534e-07,9.664805947093647e-10,1.2465522236843467e-07,5.57098155417393e-10,3.865333095598435e-10,1.5711121782785524e-08,1.5589750476426972e-09,7.329963898551068e-08
2500,4.9912045057424124e-08,1.269325345173282e-07,8.755261746731622e-11,1.4510774687756016e-07,9.460785515576835e-10,1.2439727284670632e-07,5.421644375148603e-10,4.14614221079557e-10,1.61209807360556e-08,1.55174468292365e-09,7.366417995340928e-08
2600,4.9914483258728395e-08,1.2651007198667001e-07,8.828992700417334e-11,1.4500510881544144e-07,9.786801253015634e-10,1.2429916982085605e-07,5.959196227256017e-10,4.1075927539932755e-10,1.5112772253721547e-08,1.683319374475329e-09,7.38366351597873e-08
2700,4.991144388186846e-08,1.263805633944614e-07,8.576066954301698e-11,1.4057705826509728e-07,1.0042876099849858e-09,1.2416704051813282e-07,6.658037986002997e-10,4.2316057418692007e-10,1.5987108926681157e-08,1.8443222256368006e-09,7.241416924821412e-08
2800,4.9912424966804643e-08,1.2657425834609447e-07,8.662694324741244e-11,1.4215662615500792e-07,9.779047839339435e-10,1.2416055380984075e-07,6.919120090588942e-10,4.473680970922673e-10,1.3989704341600721e-08,1.874389217688681e-09,7.56272292599922e-08
2900,4.991213073084567e-08,1.2612390195504578e-07,8.883137530242624e-11,1.4138771403953888e-07,9.631908409036904e-10,1.238111951467207e-07,6.976682382833119e-10,4.5709664707249596e-10,1.3454893809025847e-08,2.0581806154257267e-09,7.332013725243644e-08
3000,4.991245724498747e-08,1.2620649399504293e-07,8.842515851254357e-11,1.3932924585145335e-07,1.0087971423644992e-09,1.2378100018210628e-07,6.854324746440564e-10,4.5980041449153155e-10,1.2496842436464018e-08,2.0932914217615113e-09,7.579845621236511e-08
3100,4.99128101760591e-08,1.2602538915025015e-07,8.668063154544322e-11,1.3886775561918485e-07,9.975551454324248e-10,1.2371325458743766e-07,7.398865981903142e-10,4.67690013374206e-10,1.4632247964390144e-08,2.044296861885587e-09,7.608977718154732e-08
3200,4.991272755915041e-08,1.2575583798547992e-07,8.898473259544698e-11,1.4192068024242186e-07,1.0063760514688562e-09,1.235735519734792e-07,7.469102004558231e-10,4.709890936723848e-10,1.2028730214909257e-08,2.325234259436916e-09,7.674214160948933e-08
3300,4.991095770563964e-08,1.2596710310284172e-07,8.75004739681201e-11,1.3950019206364919e-07,1.0016153343736534e-09,1.2329197844036215e-07,7.919644168995248e-10,4.743611662540411e-10,1.1769882033137586e-08,2.342526624832196e-09,7.656518002281018e-08
3400,4.9912213205335076e-08,1.2578854606863903e-07,8.98847157441725e-11,1.3827023960333508e-07,9.801108196009312e-10,1.2338254198405092e-07,8.53497341174277e-10,4.94358655543273e-10,1.0047236627467844e-08,2.4686306647019275e-09,7.564853131343165e-08
3500,4.991182660113936e-08,1.2546743608287308e-07,8.85464809932876e-11,1.4030071399315534e-07,9.81753233152973e-10,1.2330753579862945e-07,8.59979353940931e-10,4.964091638040066e-10,1.009041185772623e-08,2.4162276051619277e-09,7.560392788905254e-08
3600,4.991174554464274e-08,1.253958790962289e-07,9.01965800740534e-11,1.36897188394763e-07,1.0045723501652735e-09,1.2293055651809118e-07,9.016082218028373e-10,5.075842854957651e-10,1.21559958099078e-08,2.707711363997352e-09,7.762700816303287e-08
3700,4.9910203417102796e-08,1.2526473975773557e-07,8.864981020371509e-11,1.3864404911066022e-07,9.87629125323876e-10,1.230459413344919e-07,9.101173456881372e-10,4.898815106191716e-10,1.1982363469176348e-08,2.627416043888018e-09,7.806518044557301e-08
3800,4.991024242846259e-08,1.253539720793785e-07,8.929331196727095e-11,1.3750610777226152e-07,9.972876218748594e-10,1.2278719974850253e-07,8.918328280634074e-10,5.16666665058545e-10,1.208197793068059e-08,2.8090274005169872e-09,7.64554506951579e-08
3900,4.991120382380446e-08,1.252143125603868e-07,8.797909392312244e-11,1.3991932134011337e-07,9.983957549551645e-10,1.2258675770394222e-07,9.418413349371653e-10,5.233110596652317e-10,1.0689607805167893e-08,2.9477442947642814e-09,7.606552737477672e-08
4000,4.9911608229664075e-08,1.251132558737906e-07,8.83648659967509e-11,1.3786936042490678e-07,1.0197364323838996e-09,1.224935279381341e-07,9.44431171530527e-10,5.253864372384931e-10,9.57348307506819e-09,2.963708944277012e-09,7.565668468116021e-08
4100,4.9910172015755696e-08,1.2467365357313405e-07,8.83407492825708e-11,1.3658860089760286e-07,1.0131789807626078e-09,1.2248244054605885e-07,1.0091541213062792e-09,5.317459468350808e-10,9.786603485733285e-09,3.0747736742701228e-09,7.866098905769937e-08
4200,4.990922429826095e-08,1.2474522422070358e-07,8.895168706365085e-11,1.3569994253709184e-07,1.039774167716021e-09,1.220815595308597e-07,9.94118809453023e-10,5.478633583309995e-10,8.315972485209376e-09,3.222855773973233e-09,7.549953843709449e-08
4300,4.991148085546944e-08,1.2454528003961405e-07,8.890141840006481e-11,1.351249638436362e-07,1.0092743648604667e-09,1.222515484506467e-07,1.0294244474266539e-09,5.424056543400055e-10,9.262718484598438e-09,3.282743031025288e-09,7.667130721682199e-08
4400,4.990935711278075e-08,1.2427635456799902e-07,8.955679932759332e-11,1.388141820454235e-07,1.0200342130007263e-09,1.2188868503477323e-07,1.0253936659343863e-09,5.358569802426782e-10,1.1365211174741445e-08,3.3474282432186742e-09,7.84986469761555e-08
4500,4.991189947305701e-08,1.242714168828482e-07,8.912299564232967e-11,1.3692450350283207e-07,9.927681305134077e-10,1.2191641196085716e-07,1.0396295591872253e-09,5.533200486234262e-10,9.579859123980977e-09,3.590058495176519e-09,7.773907216190069e-08
4600,4.9910038223305976e-08,1.2417218538548458e-07,8.838478232419729e-11,1.350998631529708e-07,9.95300565645095e-10,1.217722503544389e-07,1.086548343518898e-09,5.456587063045707e-10,1.011875354924178e-08,3.4941633304558923e-09,7.53022727331714e-08
4700,4.9910661342654795e-08,1.2421335107717683e-07,8.949363556723957e-11,1.3850437876520965e-07,1.0002342087120408e-09,1.2161324953319053e-07,1.1411059179961846e-09,5.73270531440205e-10,7.345940002698464e-09,3.616225200084699e-09,7.670391539965354e-08
4800,4.9910748764413236e-08,1.2392691885950677e-07,8.804629878011423e-11,1.3830253213049275e-07,9.978543739067193e-10,1.2139114794704928e-07,1.1257674421554982e-09,5.686206521904708e-10,7.691199619961724e-09,3.850819064639191e-09,7.629554574717336e-08
4900,4.9911518482740854e-08,1.2387856828968327e-07,9.056681145291972e-11,1.3578238118192314e-07,1.0151824578616527e-09,1.2126091129192764e-07,1.1759537665577295e-09,5.609719888730392e-10,9.726543255780905e-09,3.799993614566318e-09,7.822710518580216e-08
5000,4.991077085185721e-08,1.2361570310991012e-07,8.906087798611507e-11,1.3626666227459324e-07,1.0345082882233815e-09,1.2109654697280213e-07,1.1573565985253987e-09,5.697832834632706e-10,1.0829245737840159e-08,4.074237839864057e-09,7.595973104348529e-08
