milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
0,5.000133343162102e-08,1.3016642021471398e-07,-9.147158190085698e-13,2.2185539469166833e-07,-6.591374145611201e-12,1.2690079470994813e-07,9.370403857503903e-12,1.1883546413748007e-11,9.15873736886865e-08,2.8423040423947875e-11,-1.629935886097527e-09
100,4.994560243498302e-08,1.2993674435339687e-07,5.339160348563347e-11,2.120741493473585e-07,7.842829213637469e-11,1.2714291477759612e-07,3.770269796752374e-12,2.6848344726468323e-11,8.160703084633028e-08,8.676272797131582e-11,1.1047039174053648e-08
200,4.9938173732624094e-08,1.29766194205147e-07,6.227365693912992e-11,2.0227715638332348e-07,2.0490263294969736e-10,1.2708040420843544e-07,3.402155743769853e-11,4.674751563831296e-11,7.118419964912726e-08,8.60657163891202e-11,1.716470615214152e-08
300,4.99360008663224e-08,1.2975175451041066e-07,6.479945058372983e-11,1.9584676059740574e-07,2.94149906486264e-10,1.267792415927998e-07,2.2518593233883517e-11,8.631960920337083e-11,6.794050591823912e-08,-4.2957995961081145e-13,2.3145507883857704e-08
400,4.993413350627183e-08,1.2945021397903437e-07,6.717841486396861e-11,1.9064543994251611e-07,3.602414250334379e-10,1.2687661305383403e-07,4.1544855682046815e-11,8.637878848452936e-11,5.839984516871356e-08,1.3687622025115133e-11,2.784616712187646e-08
500,4.993297853088372e-08,1.2932536378704726e-07,6.948791996150331e-11,1.862742356198192e-07,4.1755333384624754e-10,1.2677037185879695e-07,8.956362810290645e-11,1.2265962860084183e-10,5.706696720034426e-08,1.9519056936170037e-10,3.557083328659927e-08
600,4.99307754726452e-08,1.2926600165683685e-07,6.88796713490477e-11,1.7783913387039786e-07,4.966174925154703e-10,1.2652887222682202e-07,1.009254185816934e-10,1.2996194388895301e-10,5.0316829433814086e-08,2.1647424821330416e-10,3.8671529987161025e-08
700,4.992849142139961e-08,1.2903418579978587e-07,7.151435905912563e-11,1.7727562233606274e-07,5.451117103208816e-10,1.2670353763818902e-07,1.0312613726948325e-10,1.68200235490899e-10,4.712979575574155e-08,9.022111185366827e-11,4.3969105076117436e-08
800,4.992545885494665e-08,1.2901735403620964e-07,7.346259505140177e-11,1.7159031486552197e-07,6.120787229211214e-10,1.2638446202523778e-07,1.0611795745179943e-10,1.8421571926512822e-10,4.3129985184929026e-08,3.408401789188847e-10,4.827979981512935e-08
900,4.9926100706447215e-08,1.2867927060244986e-07,7.361669137767372e-11,1.6822956860252814e-07,6.520561575994512e-10,1.263607762983501e-07,1.8558947884963246e-10,1.953996818427332e-10,4.0520235255817966e-08,3.908673927619249e-10,4.8076151691316883e-08
1000,4.992396013513983e-08,1.2866777819410865e-07,7.54404094922287e-11,1.6526551818463443e-07,6.90562019996808e-10,1.2633727422684973e-07,2.1362825258171703e-10,2.034224505321011e-10,3.7519170698763444e-08,4.498409070821132e-10,5.155933748774686e-08
1100,4.992172212634735e-08,1.2860038729615644e-07,7.841711520291708e-11,1.6219151304450378e-07,7.707964603525807e-10,1.2621793345110748e-07,1.6823366783243143e-10,2.1711157017597112e-10,3.560194779634472e-08,3.146008795587515e-10,5.558758100483625e-08
1200,4.992188386895467e-08,1.2852416942352018e-07,7.80604150490777e-11,1.629010716743173e-07,7.555372224443575e-10,1.2611221885728232e-07,2.344894836142673e-10,2.51307941276775e-10,3.358181393472577e-08,3.822625716767285e-10,5.7374114110498933e-08
1300,4.991948253937728e-08,1.2834635376469651e-07,8.05590465513225e-11,1.5670211721301245e-07,7.983815211480936e-10,1.26011302893645e-07,2.2470566267027937e-10,2.612775137444672e-10,2.840270128300665e-08,5.409878694065121e-10,5.899554643795283e-08
1400,4.9921281969227476e-08,1.2803326194266264e-07,8.032966252101535e-11,1.5829002949627295e-07,8.354570679519863e-10,1.2588000234532275e-07,2.9104593760218265e-10,2.746877794488408e-10,2.8342688322611405e-08,7.271689346275741e-10,6.197702130301488e-08
