milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
1300,4.9920076967819367e-08,1.2837310133066594e-07,7.774247316594644e-11,1.583234327958355e-07,7.956730953029733e-10,1.26108390214317e-07,2.3123812385609182e-10,2.5773063131776733e-10,2.8431375863663842e-08,5.801235284810472e-10,5.7677254396573046e-08
1400,4.992065250961446e-08,1.2803892174367913e-07,8.100177919524794e-11,1.5761292057215847e-07,8.420784756072721e-10,1.2564268932992335e-07,2.657395049529354e-10,2.687717541645859e-10,2.8604595404986917e-08,7.162148348930164e-10,6.09474938036256e-08
1500,4.9919002461730556e-08,1.2824610913926703e-07,8.102819228165544e-11,1.5526741925229397e-07,8.308757812412158e-10,1.2553289366346476e-07,3.102847793807848e-10,2.876737731568303e-10,2.547968594640682e-08,6.522911336521338e-10,6.402154095138696e-08
1600,4.9918933653897286e-08,1.2809822223995612e-07,8.208336902730799e-11,1.5416152574100536e-07,8.645646264815602e-10,1.2566441606156345e-07,3.5999068830360206e-10,3.1939485727829833e-10,2.463496871596995e-08,6.948421819308709e-10,6.418301123969136e-08
1700,4.9918497522456586e-08,1.279219516027583e-07,8.18742583626418e-11,1.5124005441975415e-07,8.819023744499615e-10,1.255201162856016e-07,3.199701371544905e-10,3.14001027425773e-10,2.306201340186995e-08,7.714096108471123e-10,6.579649303398651e-08
1800,4.991681407215442e-08,1.2766686799617808e-07,8.396978187126832e-11,1.5258179545775366e-07,9.238207794625013e-10,1.2542364460818123e-07,4.0903996023591816e-10,3.3955870628426866e-10,2.215218779814434e-08,8.319649087544912e-10,6.679308561815735e-08
1900,4.991632557697113e-08,1.2740924672915195e-07,8.281477220649887e-11,1.4962419926603605e-07,9.219852190290348e-10,1.2505604054228073e-07,3.7950001265458226e-10,3.289420404746899e-10,2.1509173310140998e-08,1.1353635218822473e-09,6.877260600808071e-08
2000,4.991685994465684e-08,1.2760290856859627e-07,8.356268110401687e-11,1.4773963567130532e-07,9.051042038842954e-10,1.2504281129873295e-07,4.546852003438689e-10,3.5535514230973623e-10,1.9799179839303608e-08,1.0669751688618302e-09,6.823246096524469e-08
2100,4.991612644444853e-08,1.271484304507601e-07,8.494017907887614e-11,1.4684150954087445e-07,9.115105903793962e-10,1.2513364158068797e-07,4.913416567532036e-10,3.788079051153767e-10,1.7834194321226732e-08,1.2985876977608379e-09,6.866085398113297e-08
2200,4.9913397837378534e-08,1.270568720623478e-07,8.608151194824071e-11,1.450621038223519e-07,9.315711764777382e-10,1.2494668988776274e-07,5.070258271431097e-10,3.8374162261674863e-10,1.8704858587722862e-08,1.3896812733091718e-09,6.965895292575603e-08
2300,4.991309143265644e-08,1.271126611332397e-07,8.522474579496831e-11,1.4490983757551628e-07,9.538266385145717e-10,1.2454526092481164e-07,4.94088183223922e-10,3.688551597724999e-10,1.929089974773585e-08,1.4688903484815758e-09,7.045418358388089e-08
2400,4.991326209834874e-08,1.268937869924457e-07,8.51720287682504e-11,1.441782362726298e-07,9.56828388328917e-10,1.2440216626254016e-07,5.663911846861945e-10,3.897051102607699e-10,1.790512486882223e-08,1.392252194047144e-09,7.02198336024941e-08
2500,4.991228475536707e-08,1.269675185980204e-07,8.538950108420927e-11,1.421937539862244e-07,9.633297556744438e-10,1.2428889782424163e-07,6.140724768108855e-10,4.084535090595724e-10,1.5836991235080265e-08,1.6908274566818738e-09,7.425669763649728e-08
2600,4.991252874383054e-08,1.2672226562882646e-07,8.729042047816938e-11,1.450955633617769e-07,9.72276777740817e-10,1.243151541782292e-07,6.225617163173619e-10,3.9972075262607487e-10,1.4863637509013895e-08,1.6682471540141448e-09,7.311087376962183e-08
2700,4.991180000997701e-08,1.2671452584635546e-07,8.756622893107475e-11,1.4351316551027196e-07,9.91863741371109e-10,1.2404327140524147e-07,6.405411145370977e-10,4.11500113213949e-10,1.638898654969342e-08,1.7924890319639572e-09,7.530079361803356e-08
2800,4.99112936395694e-08,1.2651568052811697e-07,8.652291510946145e-11,1.434790828970333e-07,9.98855842856366e-10,1.239351889912826e-07,6.381753416517028e-10,4.3297280929561333e-10,1.3038323934991063e-08,1.9655211537499902e-09,7.407801608987695e-08
2900,4.991249718369057e-08,1.2630873035749332e-07,8.711638700231264e-11,1.4312433933657843e-07,1.0071492723265185e-09,1.2396609827402926e-07,6.957706397301606e-10,4.2870390866824555e-10,1.2453246462273774e-08,2.062534710648094e-09,7.510386817354004e-08
3000,4.991269936268951e-08,1.2609092273854232e-07,8.90874822198392e-11,1.3934576847428388e-07,9.881281176147e-10,1.2362723998361417e-07,7.157383261528362e-10,4.379370076581458e-10,1.475334475915655e-08,2.101920492797919e-09,7.451343911140975e-08
3100,4.991336125221025e-08,1.2617597672856326e-07,8.709597223356129e-11,1.411813813860028e-07,9.944282072854504e-10,1.23770461291208e-07,7.703739535195205e-10,4.6483691572056647e-10,1.4125197788645605e-08,2.1888409360987264e-09,7.606959750347795e-08
3200,4.9911549961163975e-08,1.2602804890948464e-07,8.840879532608772e-11,1.3833931487168008e-07,9.8586461693282e-10,1.2341279644444565e-07,7.829312361403456e-10,4.556361500009012e-10,1.3083798500058273e-08,2.336735603119115e-09,7.541863545369313e-08
3300,4.991028204322551e-08,1.2584491126771344e-07,8.890330871217223e-11,1.3969954947509932e-07,1.0030819833522828e-09,1.2326284002340123e-07,7.715111063203024e-10,4.78128990026927e-10,1.3354402819900023e-08,2.239370515287886e-09,7.623448240900327e-08
3400,4.991159205127932e-08,1.2567530959835993e-07,8.795568057542598e-11,1.4104996876679396e-07,9.81512221491647e-10,1.2320679294473548e-07,8.089342531662457e-10,4.873120633093319e-10,1.2915379575477516e-08,2.5293649901676725e-09,7.619754970491792e-08
3500,4.9911547553245944e-08,1.2562079135296373e-07,8.950504582304249e-11,1.3843125138810556e-07,1.0256786209481342e-09,1.2328167878870094e-07,8.640185181283866e-10,4.840659909432432e-10,1.1260291594137064e-08,2.569696115472251e-09,7.431406206111476e-08
3600,4.991243464105275e-08,1.2547401297664968e-07,8.812027018049889e-11,1.4045971969634845e-07,1.0126227899246192e-09,1.2297482999351678e-07,8.860592290288668e-10,4.87007464939537e-10,1.145584083419753e-08,2.577124428969373e-09,7.554187989171391e-08
3700,4.991202934997722e-08,1.2515992898373207e-07,8.987031296980432e-11,1.366871552648429e-07,1.031563717612104e-09,1.2277478999597232e-07,8.929734681613726e-10,5.131305935188883e-10,1.1493593209004241e-08,2.6661007373630414e-09,7.737900963055428e-08
3800,4.991020545067305e-08,1.2527501017796805e-07,8.976733743872606e-11,1.3938403417904124e-07,9.979546089935904e-10,1.2290317018668917e-07,9.017084057036351e-10,5.221343491035853e-10,1.1917150758255604e-08,2.858632211023703e-09,7.480442592254512e-08
3900,4.99119387773768e-08,1.2521742780874924e-07,8.92549833875194e-11,1.385935746031625e-07,1.0238255663595356e-09,1.2245369696459604e-07,9.106387428828825e-10,5.290555679330665e-10,1.0845440277800675e-08,2.8917829064462018e-09,7.809647662181985e-08
4000,4.991231123073044e-08,1.2492213342968435e-07,8.907085773045725e-11,1.3711961188608992e-07,1.0394101202918435e-09,1.2254789529886156e-07,9.420211048211765e-10,5.335284437770314e-10,9.530579818832066e-09,2.9864122544363894e-09,7.833890444647326e-08
4100,4.991154438087118e-08,1.2484839490185788e-07,9.040378994458347e-11,1.3550249415354225e-07,9.984278669361229e-10,1.224336991160716e-07,1.0049257587387054e-09,5.337917438982461e-10,8.76236183994317e-09,3.223066935262378e-09,7.545666376585362e-08
4200,4.9910558107592554e-08,1.246474787151593e-07,8.81790446079746e-11,1.3673837273326e-07,1.0300583974448362e-09,1.2239751080313433e-07,1.0159540264406296e-09,5.39741815460617e-10,1.1152510020423198e-08,3.1206623349879017e-09,7.740838588638266e-08
4300,4.990914940983503e-08,1.2450453743010886e-07,8.986657518373539e-11,1.3842825090096532e-07,1.0356200605244268e-09,1.2219203823507747e-07,1.0302984543786528e-09,5.563563079331002e-10,1.048424262903594e-08,3.303138122211886e-09,7.659413857748007e-08
4400,4.991201413573809e-08,1.2454272004457307e-07,8.86700828666171e-11,1.3760077371932276e-07,9.993636508504669e-10,1.2186458247238006e-07,1.0458562921923896e-09,5.379698701995112e-10,8.863917537840483e-09,3.311219396297346e-09,7.573683291115581e-08
4500,4.990990641847168e-08,1.244351190307656e-07,8.892056691265592e-11,1.3631056947805654e-07,1.036580131540558e-09,1.2202986534071175e-07,1.0789520065004463e-09,5.409738659855272e-10,9.657650736179814e-09,3.3872190663503063e-09,7.844247233382177e-08
4600,4.991070305587465e-08,1.2416744234456413e-07,8.877311252812788e-11,1.3760817669650805e-07,1.030287600119483e-09,1.218991984438493e-07,1.1308287398002732e-09,5.717445202534495e-10,7.945464026184583e-09,3.6896092443152523e-09,7.745590507096323e-08
4700,4.991229757318561e-08,1.2389706514544759e-07,8.851998024926384e-11,1.3547354513727284e-07,1.0448697028431914e-09,1.2164719574048872e-07,1.1260002896434265e-09,5.663502239177682e-10,1.1072031424973382e-08,3.837827241140519e-09,7.757250076107013e-08
4800,4.9910562327073205e-08,1.2394104069201768e-07,8.930873971236053e-11,1.344743969671378e-07,1.0285645980908362e-09,1.2132710408671721e-07,1.148194719724888e-09,5.649112741003161e-10,7.241100648195367e-09,3.752232391901394e-09,7.835768969459537e-08
4900,4.99106878082446e-08,1.2390379491602517e-07,8.878953544033456e-11,1.3564495017203435e-07,1.010259882481927e-09,1.2138926693330914e-07,1.1323600244596281e-09,5.885273099664738e-10,7.513690955482184e-09,3.9690626066957276e-09,7.745716095082891e-08
5000,4.991127884512469e-08,1.2383588606885937e-07,9.088803978501782e-11,1.372936944135008e-07,1.0103853373206406e-09,1.2137618407875804e-07,1.1703654155381138e-09,5.956454881820935e-10,8.864457169401925e-09,4.052846143681188e-09,7.892960967144225e-08
