milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
0,4.999874817524736e-08,1.2997558560653602e-07,1.3995541572580339e-12,2.2018055132087185e-07,1.2182015456832284e-11,1.2699488772367088e-07,-3.2780128262245346e-11,7.468366056578149e-12,9.05349339811448e-08,1.1544154976403683e-11,1.0687499091311052e-09
100,4.994698802546538e-08,1.2982814940198026e-07,5.3589749021542494e-11,2.0868938103550492e-07,9.199759051512366e-11,1.2706661880890251e-07,-6.120907828113212e-12,3.591012405349499e-11,7.907506355219195e-08,5.6757061448259516e-11,1.1048674991180121e-08
200,4.993883873780493e-08,1.2960470622364136e-07,6.03539143218778e-11,2.0138844006781675e-07,1.6072926267643328e-10,1.2709489106327057e-07,-1.864253939714764e-11,5.220589627484082e-11,7.141587756531895e-08,-3.5619248784272396e-11,1.687065437305044e-08
300,4.993665941695927e-08,1.2947262265251193e-07,6.506207732497011e-11,1.940181708110884e-07,2.848758001916087e-10,1.2680205621547284e-07,-1.0934084090561795e-12,8.744783535844399e-11,6.76572638358314e-08,4.3530596699735305e-11,2.215870869972545e-08
400,4.9933001352446874e-08,1.2948225019440518e-07,6.71601816939341e-11,1.8980557285251617e-07,3.4814439120230646e-10,1.269456404158017e-07,6.838921842204726e-11,9.369509853452067e-11,6.149453085784267e-08,1.194284670390687e-10,3.1436174803929605e-08
500,4.9932265215831984e-08,1.295078419468871e-07,6.837302139774456e-11,1.8506978217161923e-07,4.42513797519129e-10,1.2675611661032922e-07,2.8430448545114278e-11,1.2913703446850948e-10,5.411456021446026e-08,-1.8175020634823926e-11,3.442785684302614e-08
600,4.992932433548737e-08,1.290612658529424e-07,6.965282166512573e-11,1.7835748238937436e-07,5.043031246058653e-10,1.267700225049601e-07,1.096184065213443e-10,1.354501448336578e-10,5.184173316682183e-08,7.158939768753597e-11,3.94494358815934e-08
700,4.992762632701359e-08,1.2924388829529263e-07,7.09952014701542e-11,1.763498621892061e-07,5.730115788985936e-10,1.2652689394485928e-07,1.2490145397718145e-10,1.4955326229497364e-10,4.5193171991174315e-08,2.8262902295942813e-10,4.293919467016548e-08
800,4.992730335592733e-08,1.290116122514171e-07,7.375912001696238e-11,1.6999047218372912e-07,5.982804555590024e-10,1.266406789968187e-07,1.2923070282357122e-10,1.8606555060126413e-10,4.2599162375504954e-08,9.27307685492775e-11,4.8287328569944045e-08
900,4.992675930524121e-08,1.2873991113400333e-07,7.479993674865609e-11,1.6829739442912946e-07,6.893237970758581e-10,1.2631548465850182e-07,1.3745057853465102e-10,1.9768248220313478e-10,3.967710655108111e-08,1.7201657725767976e-10,4.893080807726692e-08
1000,4.9923951455046274e-08,1.2883266798603395e-07,7.581708200588716e-11,1.6411989205011237e-07,7.154669370623759e-10,1.2635463069731093e-07,1.440980079041163e-10,1.9905488476696006e-10,3.864366329917425e-08,4.6007241982739834e-10,5.321944012972129e-08
1100,4.9923706070056755e-08,1.2866243816104787e-07,7.823108427194126e-11,1.6356278587965217e-07,7.214580204681345e-10,1.2633327169402436e-07,1.9313889481281927e-10,2.2708331946268577e-10,3.278414636190393e-08,4.0857079993207484e-10,5.6018167075254466e-08
1200,4.992183389170914e-08,1.2826273248738482e-07,7.940717145853431e-11,1.5952352652544487e-07,7.774628476378371e-10,1.258815267204039e-07,2.3071853759025464e-10,2.3047814264751568e-10,3.395736056258028e-08,4.181527222080471e-10,5.5907709544278626e-08
