milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
0,5.000056515706864e-08,1.3009476075379376e-07,-1.4372959269056755e-12,2.1905051742458544e-07,-8.786425980771087e-13,1.2702758375256375e-07,7.909622693333857e-12,-1.359920265337758e-11,9.019966197308762e-08,5.34017770081664e-11,-1.9089347806459856e-09
100,4.994526356492296e-08,1.2982983407098517e-07,5.3318640713861256e-11,2.104967409796588e-07,4.893901109674288e-11,1.270148316679277e-07,-3.070142273906819e-11,2.7347131477269968e-11,8.116716321889175e-08,-7.329800216054797e-11,8.882293577792079e-09
200,4.993850741258439e-08,1.2964365186530294e-07,6.224462458803545e-11,2.0407899477151743e-07,1.7308199959318622e-10,1.2694394427970546e-07,-1.2797009625198558e-11,4.141869331666346e-11,7.230442923879793e-08,5.148159389707894e-11,1.7464265528177842e-08
300,4.993518634903946e-08,1.2942718334156483e-07,6.396436412656131e-11,1.96724518913391e-07,2.9586890715137685e-10,1.268741751288045e-07,4.7192265673648695e-11,7.71350688429413e-11,6.796568201030545e-08,-4.025744969339263e-11,2.3633417207637727e-08
400,4.993247115430737e-08,1.2945468721017404e-07,6.756803798021076e-11,1.9014198615998617e-07,3.825827396728759e-10,1.2689706124466963e-07,1.6842193004212485e-11,1.0916447421551627e-10,6.077717088916672e-08,1.4352190813470735e-10,2.890388613080223e-08
500,4.9931173580478704e-08,1.294785061634412e-07,6.815190532685962e-11,1.825910190036895e-07,4.2239365470038114e-10,1.2667312642933055e-07,7.907124822295242e-11,1.267030657647517e-10,5.3718991376406215e-08,1.311877912750807e-10,3.383337243963889e-08
600,4.992924905565156e-08,1.2904442706098808e-07,7.08432294543028e-11,1.8040087904355026e-07,5.109417408017644e-10,1.2653887514441286e-07,7.992323058917734e-11,1.5255875797198363e-10,5.1379326261474304e-08,3.800873487667591e-11,3.898089814056871e-08
700,4.9927820351567647e-08,1.2914411016088542e-07,7.079737394101917e-11,1.768969453307733e-07,5.592485089542301e-10,1.2661549841852166e-07,1.1675589938670503e-10,1.6009827773417426e-10,4.7083200438168347e-08,6.114106099160156e-11,4.302896683768049e-08
800,4.992583358836223e-08,1.2910669399897021e-07,7.179568434372052e-11,1.7179454802782896e-07,6.325128131518646e-10,1.2663636219757624e-07,1.344260693009205e-10,1.7644744688009443e-10,4.352386407723093e-08,2.9058561783818757e-10,4.74785618585504e-08
900,4.9926614127845274e-08,1.2869078768745071e-07,7.480798664329438e-11,1.7027308427288486e-07,6.627170150833494e-10,1.2645538560174681e-07,1.710441939774489e-10,1.89132309219316e-10,3.8023129745612717e-08,3.718904911911231e-10,4.859601692828886e-08
1000,4.9922902550081644e-08,1.2881109119616562e-07,7.44853887972008e-11,1.6764321231150088e-07,6.937275319575966e-10,1.2627358560607363e-07,1.5405256270476586e-10,2.2497996027975004e-10,3.8469619977498475e-08,3.098584593431902e-10,5.312478018562504e-08
1100,4.992256607163769e-08,1.2872379533207917e-07,7.775425756249971e-11,1.6451093294561464e-07,7.519282005498966e-10,1.260352168844231e-07,2.2985602662959246e-10,2.406434955366628e-10,3.476891580050464e-08,3.5892820414338643e-10,5.647928806141864e-08
1200,4.9923246237640025e-08,1.2852884667769383e-07,7.82736848185843e-11,1.6240819404601416e-07,7.94500396872646e-10,1.2599348211305532e-07,2.276148141788533e-10,2.5505514878960026e-10,3.079874311591015e-08,4.1896114152528277e-10,5.637408174867952e-08
1300,4.992180015445463e-08,1.2842152663180776e-07,7.962170209331605e-11,1.6016751325080605e-07,8.276968496725436e-10,1.259040565220233e-07,2.634070582761926e-10,2.756898484056918e-10,2.941716820752128e-08,4.230305010861909e-10,6.03897770769719e-08
1400,4.991948729630721e-08,1.2814208105495196e-07,8.044631416920009e-11,1.5856123341012145e-07,8.2570985378175e-10,1.2582166273999156e-07,3.1343210284230164e-10,2.79653540602803e-10,2.6882192420625676e-08,5.271670357887063e-10,6.117215062345814e-08
1500,4.991946605503058e-08,1.279618510810286e-07,8.01543230198413e-11,1.5392475895551385e-07,8.670227225734723e-10,1.2584460967202753e-07,3.3957939189190816e-10,2.8328179026843127e-10,2.600730408705254e-08,6.66849514644832e-10,6.17772373004394e-08
1600,4.991765530800215e-08,1.2784367878171743e-07,8.22966106983699e-11,1.5533827712446142e-07,8.798057180056574e-10,1.2560872142725164e-07,3.0836018111184524e-10,3.1834444059564313e-10,2.6541122826572223e-08,7.220360238672106e-10,6.593542438523848e-08
1700,4.9917071370413764e-08,1.2790869097638975e-07,8.346049630381425e-11,1.505631357364017e-07,8.942509433677202e-10,1.2543569166626654e-07,3.268530739546873e-10,3.1076066654834194e-10,2.252828832677936e-08,9.182296653365201e-10,6.504859542355905e-08
1800,4.9915991085547815e-08,1.2764460558704677e-07,8.322873270183403e-11,1.4901710847301828e-07,8.856104267452888e-10,1.2520259734434945e-07,3.9238037753239195e-10,3.248001645953616e-10,2.1349489560802335e-08,9.656509645707232e-10,6.837301337259441e-08
1900,4.991722754111008e-08,1.276350685611454e-07,8.328597736269253e-11,1.5115875458983832e-07,9.027106759610374e-10,1.2521825525470419e-07,4.0627506619496714e-10,3.3661420487905384e-10,2.2365695612976292e-08,1.0813174854257093e-09,6.93159581891527e-08
2000,4.9914620256112083e-08,1.2749974601336118e-07,8.330888437904531e-11,1.49537309357639e-07,9.387748932572784e-10,1.2526033165273847e-07,4.464232913914839e-10,3.5762828671207004e-10,2.1126579089022272e-08,1.199757690595248e-09,6.779698386604105e-08
2100,4.9914825335133e-08,1.2744573785986093e-07,8.393049134777339e-11,1.4850494100550986e-07,9.165072272413258e-10,1.2490262652111464e-07,4.684083429619825e-10,3.6967741693936535e-10,1.8542573060593722e-08,1.1957510451678254e-09,7.103926882034798e-08
2200,4.991583568781768e-08,1.27204165867885e-07,8.605391813101113e-11,1.4602821698247532e-07,9.417295662059917e-10,1.2493690491447156e-07,4.763935979027771e-10,3.8278124436423065e-10,1.891794923112929e-08,1.2841337395894445e-09,6.98748432579021e-08
2300,4.9915461723960945e-08,1.2705800799560533e-07,8.551637460706662e-11,1.4529142482871925e-07,9.544938703030715e-10,1.2479278228764096e-07,5.536451694386048e-10,3.9925047893874455e-10,1.752793002913116e-08,1.3322456382495961e-09,6.974325394051307e-08
2400,4.9914170010769224e-08,1.2702070704008812e-07,8.520797614522876e-11,1.4333430417390624e-07,9.493851368092563e-10,1.245692543577885e-07,5.191886871434116e-10,3.836673098718579e-10,1.683445913820298e-08,1.4339921158536237e-09,7.218324112824556e-08
2500,4.991266844833827e-08,1.2663544168282045e-07,8.759092776026033e-11,1.430409302593212e-07,9.51110467269544e-10,1.24296506352771e-07,6.074409266147414e-10,3.98793879421021e-10,1.4461048318855658e-08,1.5215854242796226e-09,7.191839250278187e-08
2600,4.991326520340592e-08,1.267144563453994e-07,8.658127434707623e-11,1.432254384196048e-07,9.624867043262587e-10,1.2426552494758365e-07,6.076638964671238e-10,4.263249927847521e-10,1.6032326347050084e-08,1.614310108025635e-09,7.430548450224672e-08
2700,4.991326377222223e-08,1.265256004659238e-07,8.835955323965857e-11,1.407330083006079e-07,9.639521758709387e-10,1.2433812148747111e-07,6.378672924916723e-10,4.387646671436004e-10,1.288137709046928e-08,1.8639306290898374e-09,7.36161530401813e-08
2800,4.991343162223338e-08,1.2654117007400225e-07,8.641876618751785e-11,1.4037727888963314e-07,9.63583530746849e-10,1.2411753913934681e-07,6.580202019487379e-10,4.336075599687578e-10,1.5948285771191122e-08,1.7617636331904195e-09,7.445027334965754e-08
2900,4.991359178799349e-08,1.262850938466432e-07,8.861983795930062e-11,1.4069870825837687e-07,9.752098304408764e-10,1.240971778009612e-07,6.782795909155553e-10,4.5154974501751096e-10,1.3256389875319477e-08,1.869481993999437e-09,7.301919058437833e-08
3000,4.991269204445084e-08,1.2634639424005296e-07,8.889265447755578e-11,1.4062798883944283e-07,9.705483469443487e-10,1.23775851806037e-07,7.381598370896354e-10,4.541197261888808e-10,1.508291248625213e-08,2.1591413678600504e-09,7.607397348000575e-08
3100,4.9912202955277136e-08,1.2611609530907583e-07,8.840083016253352e-11,1.4044244504372893e-07,1.0114523622459503e-09,1.2375952056016078e-07,7.426899001071613e-10,4.5033993351120997e-10,1.4444671128656111e-08,2.2340927683171244e-09,7.643419586346548e-08
3200,4.9910555098484385e-08,1.2587651273804155e-07,8.817253194448618e-11,1.4151013493459308e-07,1.0101709294246684e-09,1.2338436649154721e-07,7.686009425142938e-10,4.675028655254248e-10,1.3832026636076787e-08,2.1462794442231364e-09,7.52539272888828e-08
3300,4.991115442575976e-08,1.256985050744648e-07,8.816478049970175e-11,1.4153228507771596e-07,1.0083984843058626e-09,1.2349033571635104e-07,8.085054562881863e-10,4.695423212578759e-10,1.1852704816040791e-08,2.343609270476231e-09,7.422790307868026e-08
3400,4.9911989529432064e-08,1.2582663629586174e-07,8.986547487606168e-11,1.373513714615669e-07,1.0276205863682763e-09,1.2340217821745474e-07,7.990553623000086e-10,4.901703718320092e-10,1.0677091471845963e-08,2.3246336192581795e-09,7.749099849974867e-08
3500,4.99105595095924e-08,1.2569219261482148e-07,8.853956122478461e-11,1.3723745097514283e-07,1.0178110185765516e-09,1.2321681250570145e-07,8.099356678637172e-10,5.01075986651707e-10,1.2981751213969708e-08,2.4118218131033435e-09,7.792743797798507e-08
3600,4.991099753735216e-08,1.252420752958267e-07,8.997258157656394e-11,1.3670182380957048e-07,1.0267837701889738e-09,1.2293521138197404e-07,8.567188682319776e-10,5.054005297045406e-10,1.168571835571052e-08,2.5511642742334577e-09,7.605880760560862e-08
3700,4.991152417132668e-08,1.253488480716329e-07,8.937682449744729e-11,1.3691062735237433e-07,1.0239499754461737e-09,1.2282087252447885e-07,9.045294796774874e-10,5.03117071127473e-10,1.112144823451207e-08,2.732324353757237e-09,7.44404070795366e-08
3800,4.991058152280838e-08,1.251747643955922e-07,8.960260088873662e-11,1.373536394771684e-07,9.846222526668784e-10,1.2258578228553527e-07,9.482177594141851e-10,5.192455316678238e-10,1.2437087645209688e-08,2.724016104006843e-09,7.594354769700644e-08
3900,4.991201062396935e-08,1.2517065878669454e-07,8.811908130639394e-11,1.3917000958614598e-07,1.0318905196992076e-09,1.2249403517025757e-07,9.744980889086372e-10,5.260942282442817e-10,9.195114552328323e-09,2.808499602606372e-09,7.83362663581192e-08
4000,4.991152665098732e-08,1.2501928527866629e-07,8.998548462741577e-11,1.3967444548929436e-07,1.034819329533341e-09,1.2235167313020176e-07,9.33900769602873e-10,5.110815871766788e-10,9.486752765669442e-09,2.9736653672143125e-09,7.493682538254825e-08
4100,4.991100162005022e-08,1.2482458363774233e-07,8.908623150845053e-11,1.3705991655413242e-07,9.921240520627224e-10,1.2243152635211964e-07,9.710230657368464e-10,5.305021280028895e-10,8.059887889018396e-09,3.019044171720118e-09,7.565467742496897e-08
4200,4.991092797370059e-08,1.2477830754129594e-07,8.897077189745725e-11,1.37409295860601e-07,9.95584170321454e-10,1.2208234915229945e-07,9.968928582940388e-10,5.267327677023495e-10,1.1525328709756395e-08,3.321602657345765e-09,7.724570347376089e-08
4300,4.990927560455351e-08,1.2443357285390876e-07,9.006754300449542e-11,1.3621043749169995e-07,1.0198583144576043e-09,1.2198439659243639e-07,1.0132620257304781e-09,5.48789219626607e-10,1.1465989936397983e-08,3.1922060273973014e-09,7.5666692320378e-08
4400,4.99094584558986e-08,1.2429780058629062e-07,8.962892055765285e-11,1.3562818049489728e-07,9.99325761973487e-10,1.2207297066377902e-07,1.082106790794016e-09,5.447640400192606e-10,1.1277246118948818e-08,3.5176120953568955e-09,7.594449758845427e-08
4500,4.991153081575396e-08,1.243394903959095e-07,8.887708144769747e-11,1.355978891059539e-07,1.0414710391001454e-09,1.2179889820247626e-07,1.0915570347009924e-09,5.662501359179382e-10,9.646261240371038e-09,3.501159622849831e-09,7.715589531293057e-08
4600,4.990979297367958e-08,1.242830659507579e-07,8.815992151892732e-11,1.379916298441157e-07,1.0025809620738404e-09,1.2158381319567128e-07,1.0749329953553538e-09,5.714564431839058e-10,9.285401474027906e-09,3.6181984101330317e-09,7.686166029730642e-08
4700,4.991178073486815e-08,1.2422455414169282e-07,8.887211863133617e-11,1.351237930904179e-07,1.0144447068530273e-09,1.2179037539316428e-07,1.0874595653819872e-09,5.527473545810803e-10,1.0920511813870289e-08,3.726368315304639e-09,7.781133865885185e-08
4800,4.990999752832698e-08,1.240746137564014e-07,9.028019889620044e-11,1.3840737472097783e-07,1.0460186456233992e-09,1.215106191885753e-07,1.1658100659397528e-09,5.706327113316726e-10,9.988678918320432e-09,3.795056618402095e-09,7.773760292366058e-08
4900,4.991140600737257e-08,1.2367149354169235e-07,8.94155322159963e-11,1.3508444548762476e-07,1.043065985019056e-09,1.2143831676684194e-07,1.1310887899535865e-09,5.721701981878538e-10,8.853807508410307e-09,3.930177650468172e-09,7.591744390591407e-08
5000,4.9910241826639434e-08,1.236065726065093e-07,8.914646913717616e-11,1.3616357327217825e-07,1.048339812740533e-09,1.2134554937448188e-07,1.179775298875202e-09,5.820786833039164e-10,8.221440639968639e-09,4.0643114237416156e-09,7.833763539609995e-08
