milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
0,5.000060852684369e-08,1.301122752620575e-07,7.44468391976031e-14,2.196837480073039e-07,5.203157810025922e-13,1.2687716408594183e-07,-1.4946581878079703e-11,-1.3049205715284036e-11,9.160343796047207e-08,8.330298806113099e-11,-1.6914437384898885e-09
100,4.9945689033666806e-08,1.297653033828542e-07,5.5061418838805285e-11,2.1143442885245963e-07,7.226778285269948e-11,1.2701899310092134e-07,2.599084303457877e-11,2.746414064262911e-11,8.074786682124207e-08,-2.92872691581717e-11,8.383574052007736e-09
200,4.9940050427832615e-08,1.298598350091457e-07,6.078085601906039e-11,2.0335813808766985e-07,1.930617165893339e-10,1.270075765671898e-07,3.3994700455428884e-11,6.564168547132534e-11,7.130495871468573e-08,-5.0200172926265755e-11,1.5979015612521912e-08
300,4.993474043878103e-08,1.2968627658818863e-07,6.333737450667958e-11,1.9479256916637192e-07,2.7978830018392666e-10,1.2704193652099346e-07,3.54816587386199e-11,8.426769796529791e-11,6.815943410611608e-08,7.269535145576229e-11,2.3098770038949513e-08
400,4.9933195782551294e-08,1.293582799208119e-07,6.589720786195698e-11,1.9168922690633742e-07,3.583633852522484e-10,1.2683528685518558e-07,3.293788378637784e-11,1.1124839724087869e-10,5.840751436524448e-08,1.1470649216045639e-10,2.823139138359589e-08
500,4.993179815137106e-08,1.2932152893507448e-07,6.748862688424792e-11,1.8355015674196244e-07,4.5462662662750254e-10,1.265880771607077e-07,5.671050514695332e-11,1.2418403851926312e-10,5.372006902773679e-08,1.9968339663579532e-10,3.3158982771885634e-08
600,4.9929430304062376e-08,1.290909763828866e-07,6.961814556190583e-11,1.8152806466837816e-07,5.181106108105037e-10,1.264826947066101e-07,6.018626150180674e-11,1.490601910241897e-10,4.8891886460694744e-08,1.96696632149053e-10,4.073688204428164e-08
700,4.9927388692428066e-08,1.2918413438042678e-07,7.15057946674461e-11,1.7731907072914718e-07,5.699338270552743e-10,1.2669917768010665e-07,8.291145652525081e-11,1.513214513987566e-10,4.676256204002924e-08,2.1134178654501664e-10,4.365372068151532e-08
800,4.992543242639845e-08,1.2886558803492491e-07,7.3699674025749e-11,1.7333595773442414e-07,6.241320727624406e-10,1.2642690212866763e-07,1.555583751392812e-10,1.7551691087903495e-10,4.424136128155962e-08,3.209765242444177e-10,4.677526015508938e-08
900,4.992660603057899e-08,1.2884594084183376e-07,7.401189220764109e-11,1.679805259380177e-07,6.815946268639244e-10,1.2632703697816616e-07,1.8338403466578483e-10,1.986405835065673e-10,3.8205598539010246e-08,3.0718846973667616e-10,5.128286093545908e-08
1000,4.9923686719540185e-08,1.2875163949995387e-07,7.447991445150635e-11,1.657891849476134e-07,6.949686124473931e-10,1.2634434132429882e-07,1.6280956376531982e-10,2.2426521239525207e-10,3.769106908844507e-08,3.8256610918261144e-10,5.450081874286132e-08
1100,4.992393927490634e-08,1.2860895216503799e-07,7.718209570424313e-11,1.649326401544789e-07,7.215228704875081e-10,1.2624305880864068e-07,2.3057625531350717e-10,2.197242873740176e-10,3.560996481729646e-08,3.799405947491323e-10,5.475466498079368e-08
1200,4.992284407362296e-08,1.2828666252695172e-07,7.894375183904156e-11,1.6150521766959194e-07,7.743902964096245e-10,1.2603944700378061e-07,2.4301312648563565e-10,2.543130057058501e-10,3.185446626993463e-08,4.765775365999632e-10,5.6831808629893994e-08
1300,4.99210511447903e-08,1.2842228110354872e-07,8.004212333292341e-11,1.5867048527551866e-07,8.024523581324244e-10,1.259320365069322e-07,2.694384480917075e-10,2.6999163520560707e-10,3.0673150982533874e-08,5.372268130738704e-10,5.975664192711867e-08
1400,4.991970786062798e-08,1.2817083365869673e-07,8.129735013543281e-11,1.5635146118203702e-07,8.067011981073313e-10,1.258863461063313e-07,2.4052735748949523e-10,2.676454149050272e-10,2.9025292869620067e-08,5.711061847262483e-10,5.97528651616513e-08
1500,4.991894096135018e-08,1.281035218813634e-07,8.195403403469163e-11,1.5285378422295486e-07,8.651559378833199e-10,1.2569822136277905e-07,2.983799648024e-10,2.766504190579529e-10,2.7552449448559742e-08,6.647418526740887e-10,6.273418640223691e-08
1600,4.9919104090135627e-08,1.2792302832932863e-07,8.078664926374598e-11,1.5214831025666234e-07,8.934980654926308e-10,1.2563925081631965e-07,3.470268442703698e-10,3.059919306857056e-10,2.4861811276144623e-08,7.828279284176046e-10,6.579040351191633e-08
1700,4.991783994575121e-08,1.278805317324668e-07,8.192382217689169e-11,1.5314330287485776e-07,8.727475592855338e-10,1.25386822852832e-07,3.8490679102562536e-10,3.0388316682641627e-10,2.4110968631567786e-08,9.4080485511821e-10,6.595617601946893e-08
1800,4.991632320396614e-08,1.2753861892756599e-07,8.343652886610387e-11,1.512768774595118e-07,9.100503312067035e-10,1.2526026554888278e-07,4.0626513037248016e-10,3.1364680718437796e-10,2.0130606438935643e-08,8.468553373446484e-10,6.609923081685326e-08
1900,4.9915278978980335e-08,1.2756524311506477e-07,8.237469802892543e-11,1.4938865689192713e-07,9.269024156567909e-10,1.2527342553937763e-07,4.440057712974315e-10,3.486954406679873e-10,2.0122970402812872e-08,1.1528117394254577e-09,6.78207253020539e-08
2000,4.991478697341967e-08,1.2734846928306768e-07,8.296363933352612e-11,1.4926645852792197e-07,9.284430278762839e-10,1.2518237877337008e-07,4.437605126689513e-10,3.5456795638250877e-10,2.1549415564074613e-08,1.0032470792843085e-09,6.94109741162887e-08
2100,4.9915133916139705e-08,1.2725697457263225e-07,8.477702140368843e-11,1.4653898412486407e-07,9.528902131417409e-10,1.2479377655730483e-07,4.949233110337233e-10,3.5856658510591414e-10,2.0815784764469764e-08,1.1184672220246387e-09,6.949281965177463e-08
2200,4.991403763008657e-08,1.2708578637379807e-07,8.505258342782071e-11,1.483147438647484e-07,9.38250245678427e-10,1.2487958591079806e-07,5.139442949188754e-10,3.6472464129247053e-10,1.9633674402389905e-08,1.2571080321612504e-09,7.046480578896154e-08
2300,4.991523804996987e-08,1.272020542318856e-07,8.468973053167284e-11,1.4688710017466608e-07,9.54492433076307e-10,1.2457873541609386e-07,5.228570906693553e-10,3.697131858440842e-10,1.7042785412360216e-08,1.30424468316175e-09,7.052966815226486e-08
2400,4.991326119771691e-08,1.2686388168673335e-07,8.674021507664251e-11,1.4549149345392552e-07,9.378418738904445e-10,1.2467916026047454e-07,5.363730117696989e-10,3.8711237673244734e-10,1.7527918645329657e-08,1.5337246185024952e-09,7.015729557003164e-08
2500,4.991275179206228e-08,1.266502809190725e-07,8.72228376913052e-11,1.4235867206603528e-07,9.57840852070513e-10,1.2433872936134008e-07,6.013663907884051e-10,4.1697891792323935e-10,1.6817539148329284e-08,1.6485903753845456e-09,7.066052919642018e-08
2600,4.9914371325925025e-08,1.268161411641732e-07,8.685416185042407e-11,1.426769781647153e-07,9.838694912776006e-10,1.2414332762928438e-07,5.970018866836596e-10,4.043729852343698e-10,1.5703073998464282e-08,1.6621909991842528e-09,7.33624798444951e-08
2700,4.991181944389964e-08,1.2645350871018285e-07,8.701076383689953e-11,1.413867057147744e-07,9.629642364024338e-10,1.2420320389727922e-07,6.082468077357036e-10,4.2222908884876386e-10,1.4302121541147033e-08,1.6411507094383277e-09,7.201657281483561e-08
2800,4.991252766330162e-08,1.262344533616687e-07,8.605738697643976e-11,1.429265691686518e-07,9.841937119905784e-10,1.2401164156677148e-07,6.597641028877679e-10,4.424196327849052e-10,1.2153109051546446e-08,1.7656722088122163e-09,7.216483184794492e-08
2900,4.9913067341828216e-08,1.2621440104259516e-07,8.771653393804022e-11,1.4263548815956097e-07,9.644543270117564e-10,1.2410780328508671e-07,6.634104100126151e-10,4.411378474616301e-10,1.538579095727322e-08,2.068289148297862e-09,7.36410705836312e-08
3000,4.991089993234585e-08,1.2619022994066201e-07,8.775008041832575e-11,1.423579365377866e-07,9.841244695790356e-10,1.2368917454689546e-07,7.090873669419759e-10,4.5517962563940964e-10,1.5056417853255066e-08,2.0164787995190607e-09,7.667651512222747e-08
3100,4.991315355495238e-08,1.2612629677973762e-07,8.904692908509141e-11,1.3892812717297273e-07,9.800308927464615e-10,1.235035243462278e-07,7.312837075385569e-10,4.446761172089309e-10,1.080489116940295e-08,2.1629382522885683e-09,7.454749121285436e-08
3200,4.991186818266326e-08,1.2581212800105588e-07,8.685476367588112e-11,1.421348205502619e-07,1.0231546755919484e-09,1.2371665807428717e-07,7.625177423747478e-10,4.684947913606578e-10,1.1586925805531889e-08,2.1724368617638105e-09,7.68031884260582e-08
3300,4.99102729034434e-08,1.2563665161718948e-07,8.782298151508001e-11,1.40257803185827e-07,1.0144173184326e-09,1.2339011256481237e-07,7.83404630670356e-10,4.884974394568814e-10,1.1882843176061273e-08,2.2697570195095975e-09,7.396249128159162e-08
3400,4.991233082606918e-08,1.2548510121689188e-07,8.937641995030572e-11,1.3960498407405652e-07,9.87810020004243e-10,1.2332280508026358e-07,8.29176665863517e-10,4.674009816112105e-10,9.885049274942444e-09,2.331241289040705e-09,7.734343431750578e-08
3500,4.991145887794418e-08,1.2537271848035972e-07,9.016659356777282e-11,1.410810813935539e-07,9.795181739322674e-10,1.2301206000218336e-07,8.481122979215195e-10,4.906201475370802e-10,1.2827346995837704e-08,2.467835442719491e-09,7.468683928379011e-08
