milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
2700,4.9911744280341265e-08,1.2655806528053695e-07,8.715928022308368e-11,1.433274984808192e-07,9.768525091906997e-10,1.2401046119005647e-07,6.440032299946227e-10,4.132930317747469e-10,1.4151208589187407e-08,1.8554147673995415e-09,7.271456511372636e-08
2800,4.9912053047922005e-08,1.2624828365001684e-07,8.779298192671572e-11,1.4068875059618392e-07,1.0051698956801737e-09,1.23987976054482e-07,6.551830059820498e-10,4.373433434536135e-10,1.2496621729684645e-08,1.8834226897495887e-09,7.450072943453203e-08
2900,4.991297365885443e-08,1.261352267158095e-07,8.891304208908078e-11,1.3953031713039574e-07,9.738582538423175e-10,1.2376704116103008e-07,7.003509777969866e-10,4.2787335247609033e-10,1.3510809289760903e-08,2.0347320469735297e-09,7.382656458844534e-08
3000,4.991173253340574e-08,1.2635137242390853e-07,8.813249726095816e-11,1.3939294618985195e-07,9.645775325267013e-10,1.2379238552261903e-07,7.282284641722463e-10,4.512854445733845e-10,1.2460480879177283e-08,2.155490841027798e-09,7.647707135522765e-08
3100,4.991053677848135e-08,1.2603883279302605e-07,8.778237304509712e-11,1.4245098296723012e-07,9.73647345536515e-10,1.235438938283343e-07,7.63225775993283e-10,4.5693158197041215e-10,1.1511389754529569e-08,2.2112473043039586e-09,7.512186234953902e-08
3200,4.991162025312747e-08,1.2583328027360273e-07,8.886487164097544e-11,1.395860538051593e-07,9.877781604156688e-10,1.2346419974566974e-07,7.555387205193186e-10,4.670536010730212e-10,1.3669872774123537e-08,2.2567239708211924e-09,7.53456199565825e-08
3300,4.9911791185977644e-08,1.2577744103684941e-07,8.966515012120373e-11,1.408970918407659e-07,9.843939561215941e-10,1.2330833917604497e-07,7.600672237179909e-10,4.884708697863889e-10,1.0774616510496284e-08,2.266905825127102e-09,7.393575993841929e-08
3400,4.991269970202407e-08,1.257888009785308e-07,8.73623816660047e-11,1.4144993418831812e-07,1.0104389720669377e-09,1.2318172262998551e-07,8.499301996236234e-10,4.796104454291726e-10,1.1664257612596204e-08,2.4771555840352185e-09,7.658459054321492e-08
3500,4.9910949743310305e-08,1.2556708550103184e-07,8.795478754056952e-11,1.3769849225335659e-07,1.0177434834495676e-09,1.2304484067652228e-07,8.818471935260888e-10,4.995214164811409e-10,1.0887502650081678e-08,2.4025640145421355e-09,7.474223252997066e-08
3600,4.991168038998365e-08,1.2533335903765727e-07,8.797516129975735e-11,1.4075280220137797e-07,1.0202069139337095e-09,1.231052418646574e-07,8.981975937453261e-10,4.85522849682921e-10,1.0494721243794693e-08,2.499558688544137e-09,7.736972143191953e-08
3700,4.9910027676376395e-08,1.2525728891061482e-07,8.771257855875408e-11,1.3778804149392421e-07,1.0132333211287766e-09,1.230015673215341e-07,8.935839825383873e-10,5.193997288543546e-10,1.1764620887722363e-08,2.7148973858572193e-09,7.502038392642673e-08
3800,4.9910692651668144e-08,1.2521851899466568e-07,8.792776155707981e-11,1.3772937120338018e-07,9.96916639188495e-10,1.2294052895696122e-07,9.229963909109294e-10,5.106257856751961e-10,1.2609134556830925e-08,2.897724061024301e-09,7.589645053506468e-08
3900,4.9910557385456435e-08,1.2508726370866727e-07,8.906905558969318e-11,1.3831829168485518e-07,9.921083256709031e-10,1.2260480139549445e-07,9.700069942938442e-10,5.141547354066121e-10,1.1361808261573981e-08,3.0272438894448528e-09,7.805905004249734e-08
4000,4.990949673726796e-08,1.2491493115297928e-07,8.860408516259057e-11,1.3767045296506428e-07,1.0357251620952713e-09,1.2265373551553496e-07,9.594472244124976e-10,5.083364947507026e-10,1.1077416876647726e-08,2.8948885000087686e-09,7.585055736100015e-08
4100,4.991008050229728e-08,1.249417116954909e-07,8.884614630276419e-11,1.3769357463400636e-07,1.0306980932426737e-09,1.225401849814059e-07,9.789716467446935e-10,5.175192865766247e-10,1.085674652449103e-08,3.1434789518618066e-09,7.500305430622127e-08
4200,4.991138906270377e-08,1.2457578908274738e-07,8.96780154524082e-11,1.3831247099774108e-07,1.0122081773659496e-09,1.2236936189031333e-07,1.0128592904364756e-09,5.471307197499361e-10,9.159830816441262e-09,3.0904606086531743e-09,7.801869650557516e-08
4300,4.9911710214381303e-08,1.246498298254679e-07,9.014263966911478e-11,1.3663235230245345e-07,9.97129703288229e-10,1.2208326769588927e-07,1.0615474226800439e-09,5.526046282259151e-10,9.274767095645594e-09,3.2105706354013365e-09,7.524543632610229e-08
4400,4.991159623681225e-08,1.2438566913916813e-07,8.841068172670197e-11,1.3687542402408352e-07,9.951443776091472e-10,1.2204195550818183e-07,1.0563667477729594e-09,5.431285163815556e-10,8.879177564416371e-09,3.3452783922956577e-09,7.66475302752277e-08
4500,4.9911023557595145e-08,1.2436629425493074e-07,8.849719894472704e-11,1.3800037421896193e-07,1.0170663567019902e-09,1.2182167635430396e-07,1.0633606949738194e-09,5.458508304216417e-10,7.44738940146753e-09,3.4419413886487728e-09,7.747730708077771e-08
4600,4.991170422333373e-08,1.242177340471875e-07,8.873884937932126e-11,1.3868410142842585e-07,1.023484128689378e-09,1.2159190248155026e-07,1.086271131213587e-09,5.489260287936592e-10,1.1280946390750332e-08,3.6296419322853334e-09,7.821256432515761e-08
4700,4.991050422297243e-08,1.2415102942026668e-07,8.993692122813193e-11,1.370976230527575e-07,1.0097954882225886e-09,1.2151610600779744e-07,1.1409513017898787e-09,5.632235056438726e-10,7.985848672282954e-09,3.773037631686456e-09,7.625739254754956e-08
4800,4.9909615107974236e-08,1.2403283014944978e-07,8.911585143609224e-11,1.3829943832678932e-07,1.0294848313902892e-09,1.2143268454070247e-07,1.1469875209029515e-09,5.545745617968208e-10,9.394695036616233e-09,3.865939270306264e-09,7.708030887391974e-08
4900,4.990914870251536e-08,1.2395131979504017e-07,9.009511630975937e-11,1.3597945651944805e-07,1.0350959103098578e-09,1.213642339976561e-07,1.1709168390137907e-09,5.821562558836938e-10,9.358314233827319e-09,3.803749682200944e-09,7.581759332724236e-08
5000,4.991154681595492e-08,1.236806451933722e-07,8.962013671967921e-11,1.349486872328687e-07,1.0277691592302624e-09,1.211077460807079e-07,1.1793858637865631e-09,5.85901831683746e-10,8.66888651701488e-09,4.048345108580428e-09,7.573220899195189e-08
