milliseconds,x,y,v,z
0,0.99,0.01,0.01,0.01
100,0.9898628561161376,0.009191564663447935,0.018183512809695806,0.00996979475898627
200,0.9896734179762012,0.008540348734962518,0.025472117317411308,0.009939246616769355
300,0.9894371852916258,0.00802281309480198,0.032022057753646464,0.009908445737395832
400,0.9891586718245169,0.007619210595617053,0.037965283364738346,0.0098774682002193
500,0.9888415818563467,0.007312888539834937,0.043413966276652075,0.00984637864858335
600,0.9884889051655812,0.007089911093239384,0.04846295246233275,0.00981523173230952
700,0.9881030439862929,0.006938560891768161,0.05319297997932784,0.009784073989985256
800,0.9876859000394789,0.006848995399060208,0.05767290210765474,0.009752945150984939
900,0.9872389368589393,0.006813000416751825,0.0619612825181231,0.009721879068357673
1000,0.9867632551282052,0.006823692332091146,0.0661083213737497,0.00969090484274683
1100,0.9862596461082842,0.00687530626012088,0.0701572270379077,0.009660047623311296
1200,0.9857286269599167,0.006963055425127165,0.07414512751608465,0.009629329135556544
1300,0.9851704811595008,0.007082970192040695,0.07810411394859436,0.009598768288133675
1400,0.9845852923277236,0.007231762763060304,0.08206211888219139,0.009568381681367505
1500,0.9839729706113147,0.007406721054715695,0.0860436062941639,0.009538184006173333
1600,0.9833332744080273,0.007605620738130096,0.09007014460289377,0.009508188376176929
1700,0.9826658272582032,0.007826656059564101,0.09416085900826034,0.009478406584420564
1800,0.9819701326263728,0.008068378884542166,0.09833283078353805,0.00944884933332114
1900,0.981245586864677,0.008329644770928221,0.10260145142719865,0.00941952643880742
2000,0.9804914918357646,0.00860956033597633,0.10698076853143704,0.009390447030564651
2100,0.9797070636606888,0.00890744573264231,0.11148373439275192,0.009361619693299452
2200,0.9788914392765699,0.009222805649803502,0.11612239973779791,0.00933305257634921
2300,0.9780436821172042,0.00955530372425687,0.12090808542223587,0.009304753491949926
2400,0.977162787092584,0.009904739684447444,0.12585153647289068,0.009276730004136103
2500,0.9762476848034176,0.010271029478659198,0.13096305685059118,0.009248989506627253
2600,0.9752972448996379,0.010654188751742576,0.13625262256617618,0.00922153928804865
2700,0.9743102787368707,0.011054319081157707,0.141729976912623,0.00919438658683378
2800,0.9732855412110492,0.011471597456169465,0.14740470462561536,0.0091675386341681
2900,0.9722217323353967,0.011906266815239423,0.15328629899577353,0.009141002693631304
3000,0.9711174984833303,0.0123586279755804,0.15938421965555033,0.009114786095938708
3100,0.9699714334765386,0.012829032196596526,0.16570794618027043,0.009088896271062293
3200,0.9687820792984776,0.013317875334210982,0.17226702097135285,0.009063340774510797
3300,0.9675479271132139,0.013825590708173938,0.1790711007780985,0.009038127318393024
3400,0.9662674163207491,0.014352650430950718,0.18612995080618047,0.009013263771388804
3500,0.9649389369322208,0.014899552534864495,0.19345353488818637,0.008988758210806571
3600,0.9635608268776056,0.015466830308968754,0.20105195387223465,0.008964618892675734
3700,0.9621313746546541,0.016055038093358863,0.20893554528611955,0.008940854308881384
3800,0.9606488175946684,0.016664757575383,0.21711483922505492,0.00891747316765891
3900,0.9591113430727235,0.017296589759560596,0.22560061621294974,0.00889448442791458
4000,0.9575170882962174,0.017951155369798657,0.23440390121213353,0.008871897300828926
4100,0.9558641407129791,0.018629092962002,0.24353597238278013,0.008849721258980321
4200,0.9541505379986049,0.01933105549168553,0.25300838941540343,0.008827966054783143
4300,0.9523742680797932,0.02005770714355171,0.26283301901972556,0.008806641737383705
4400,0.9505332710985607,0.020809732087416346,0.273021923675387,0.008785758605418624
4500,0.9486254368907069,0.02158781554949284,0.28358756746040686,0.008765327308798547
4600,0.9466486075841309,0.02239265352992709,0.29454268821581026,0.008745358794222165
4700,0.9446005808496406,0.02322495699620336,0.3059002148681422,0.008725864273919547
4800,0.9424791036794455,0.02408543330987384,0.31767351314218367,0.008706855341365704
4900,0.9402818803658879,0.024974797383917686,0.3298761814700161,0.00868834388581052
5000,0.9380065737632657,0.02589376825618989,0.3425220646784938,0.008670342104294378
