milliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,315281208.83503675,14507687.47018955,235399.36786693317,-13972.228817447845,330052960.0
100,315264317.8728531,14151567.787320007,593813.109536378,13777.073154325313,330052960.0
200,315326267.1404058,13970245.575231439,865430.8750733867,4797.761771556572,330052960.0
300,315311621.29104465,13703058.842269149,1056829.335132,9132.759406890757,330052960.0
400,315178285.7763518,13425459.132266339,1483337.1089756112,4014.7283096582087,330052960.0
500,315251984.3918788,13131540.21817713,1730642.537690941,21779.90323469819,330052960.0
600,315137953.4890462,12969934.61813046,1784263.1672254635,53412.48013402219,330052960.0
700,315173961.74520063,12754206.961176544,2091956.6599280464,38762.443007802896,330052960.0
800,315143690.7451077,12491605.314362535,2298758.841270165,52294.36344929672,330052960.0
900,315064768.7785544,12347524.030958163,2518747.5778005165,95544.96382319999,330052960.0
1000,315052219.40212923,12103729.20825538,2808415.772950953,83050.27028713298,330052960.0
1100,314925057.90416396,12018046.881610256,2908408.889552428,82595.81526475017,330052960.0
1200,314976135.0744062,11800843.163729161,3302910.911632342,131061.70881526245,330052960.0
1300,314880854.8603628,11612128.565451086,3541231.0000563175,152829.9795741881,330052960.0
1400,314848803.78159827,11446811.492221203,3512843.972618972,164961.6688600212,330052960.0
1500,314764285.8754957,11328710.841942903,3794573.2787615615,200765.51744073106,330052960.0
1600,314757119.5181612,11097359.075315842,3899995.1445589657,197205.06961163593,330052960.0
1700,314643315.51297945,10956227.298085544,4209825.142991178,239155.85869417377,330052960.0
1800,314554232.7058951,10921521.456713282,4392643.007715548,253305.08042047825,330052960.0
1900,314486429.2708316,10780943.056472272,4677269.796159323,286796.8926555428,330052960.0
2000,314440560.32640666,10607482.743450798,4816162.614893861,293710.50748327037,330052960.0
2100,314329928.34288377,10487522.49567151,4922497.091979596,324937.24446054583,330052960.0
2200,314235719.43679297,10339728.227649992,5117008.490529013,366566.9533678646,330052960.0
2300,314186359.2972484,10168046.084334267,5380036.830242094,380879.3833976587,330052960.0
2400,314058540.9738063,10046024.260211036,5328524.472328726,413434.2127802887,330052960.0
2500,313979491.30521333,10001662.824491067,5678658.895465513,430566.84837187617,330052960.0
2600,313956772.6454218,9873270.058287114,5638216.782812593,474641.9798308523,330052960.0
2700,313888897.21540165,9822376.411766978,5928132.615454529,505859.6708165317,330052960.0
2800,313760653.040774,9704142.123083426,6033522.81189628,534698.0781902306,330052960.0
2900,313684914.81909657,9690987.132002508,6098710.863392566,551331.7622030118,330052960.0
3000,313606500.6736986,9510964.540766982,6390093.710537233,599314.4764017959,330052960.0
3100,313492183.2127476,9373074.89451514,6442765.814227827,616606.6336732178,330052960.0
3200,313292793.1481569,9344725.623478323,6691337.010919893,672357.6719168243,330052960.0
3300,313301130.9978121,9382661.204169773,6741166.094702804,699362.3706543879,330052960.0
3400,313188399.8451077,9238467.544683496,7044918.908954949,745065.0099630139,330052960.0
3500,312994344.6527218,9256910.720573293,7034770.5340548055,791400.9696054894,330052960.0
3600,312936451.4170946,9089359.711686967,7204750.626439794,827072.2368331732,330052960.0
3700,312821706.8628623,9012721.485009478,7264707.382251897,869843.7891539284,330052960.0
3800,312737758.55045724,8956065.719713245,7362436.1045074025,896758.0595639058,330052960.0
3900,312627392.2800227,8950720.174343185,7678549.513362504,936686.1122015724,330052960.0
4000,312465450.2094318,8839902.318321884,7723635.068352405,997414.2982244721,330052960.0
4100,312372589.8611619,8780924.46810802,7870644.820336899,1028156.8343559529,330052960.0
4200,312150844.8256404,8844243.646741712,8093997.2503457405,1071977.6382547915,330052960.0
4300,312036409.9256544,8711636.680232028,8134963.954489109,1126921.9328099804,330052960.0
4400,311951157.15325016,8739580.67126392,8154202.312131621,1143301.5415540563,330052960.0
4500,311867048.1384635,8635963.157208199,8449114.815957801,1178556.5729166842,330052960.0
4600,311659488.61094975,8711090.38225885,8521243.57714803,1250757.791166656,330052960.0
4700,311593596.26045126,8575161.302894877,8698463.385144094,1300229.6598422064,330052960.0
4800,311415308.0825883,8568558.16360661,8642474.721454997,1322997.2334407908,330052960.0
4900,311309876.0704909,8508059.29866532,8791015.668772,1373300.7272133213,330052960.0
5000,311124612.206908,8553290.161180422,8849052.740772385,1409115.8541803511,330052960.0
