miliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,315254031.66685075,14395260.412953388,351477.00866626186,22058.534136971695,330052960.0
100,315280193.4776781,14180874.026170773,532176.8648056857,2430.9487736892233,330052960.0
200,315319947.08741415,13846829.399118474,762244.4421206841,8547.596820602837,330052960.0
300,315226356.52569175,13625814.469997281,1007502.9606238999,-2438.5832923219477,330052960.0
400,315171909.9034184,13418871.138330037,1343970.6451784663,11935.17533423345,330052960.0
500,315181160.50513595,13168515.488056855,1594898.6175767789,39791.85407930579,330052960.0
600,315203175.74805367,13002250.269145241,1957815.4795023366,39110.0676955826,330052960.0
700,315194723.47257787,12826777.439982025,2097042.478222202,64984.191824093694,330052960.0
800,315132684.4805979,12561572.178012105,2401328.578693497,68720.00239003221,330052960.0
900,315022086.8236695,12319612.309214415,2490554.5854606223,73744.48649731687,330052960.0
1000,315080961.09018755,12237295.348363608,2727797.76750074,109543.9399388847,330052960.0
1100,315026627.26148725,11954341.058994249,2962730.196937064,117841.58617785561,330052960.0
1200,314898584.33496404,11711341.019330457,3319944.6150196223,137514.25932373953,330052960.0
1300,314908935.19263476,11607253.495405033,3422351.765518873,137543.40405811914,330052960.0
1400,314803500.7363792,11396559.039274134,3684693.503825463,150897.21513199306,330052960.0
1500,314775996.17988133,11260496.867250498,3798952.0534837893,181670.53605573563,330052960.0
1600,314643649.3882532,11193589.893150013,4011011.7468337393,200534.08475288528,330052960.0
1700,314641790.59554905,10945889.83425928,4128929.9931646744,228684.50298449775,330052960.0
1800,314615319.7522619,10801210.991293864,4369215.990453307,264805.06965105416,330052960.0
1900,314467556.2945582,10685824.20952859,4568472.170364645,276966.4875095254,330052960.0
2000,314446822.5869488,10622207.559934365,4704307.808196697,307563.79876588087,330052960.0
2100,314321642.33336425,10474034.28557312,4955895.214387083,341312.5415114921,330052960.0
2200,314234413.93475825,10361658.720509565,5186854.47939861,366400.0787875746,330052960.0
2300,314187324.635908,10290504.97654845,5263684.241935852,362673.97336742404,330052960.0
2400,314050642.57992846,10081060.021368043,5353649.623444438,396178.78788055386,330052960.0
2500,314054046.47921443,9935117.638218155,5468580.467345737,452360.2599940261,330052960.0
2600,313951050.1463568,9852988.359816331,5845662.831974321,460439.0401559813,330052960.0
2700,313873889.8749682,9791568.457392897,5863659.950001238,488190.5900672754,330052960.0
2800,313753338.266292,9665631.004230147,6029699.309579423,544857.6966368792,330052960.0
2900,313708287.47638184,9546300.503299814,6169972.996315599,575614.0018958889,330052960.0
3000,313501712.39189875,9480281.65020183,6435337.720887283,603235.8802533234,330052960.0
3100,313470781.58257926,9540655.371106066,6431725.225729598,649140.3963997397,330052960.0
3200,313307262.64120704,9315220.68764818,6548497.583504615,685143.4633473633,330052960.0
3300,313208182.3896049,9365513.475906312,6880761.816842519,704279.279549551,330052960.0
3400,313122320.92737776,9303996.652643958,6822402.4124849895,756846.8670203976,330052960.0
3500,313070621.83830714,9088840.517472086,7188231.073537004,784133.5707716916,330052960.0
3600,312951338.0930543,9167146.683896696,7211567.070626201,797772.725576277,330052960.0
3700,312823675.56088734,9044591.904105268,7282058.775263404,849380.4303645358,330052960.0
3800,312722599.2388214,9002952.199882677,7602772.183872875,915550.9543857783,330052960.0
3900,312526902.3191032,8852551.900699053,7631874.679435018,945095.5586995176,330052960.0
4000,312455835.44173443,8931572.027757559,7689075.6903458685,957479.532210744,330052960.0
4100,312365937.02362245,8881721.091810137,7963843.806810218,1036570.9329684745,330052960.0
4200,312140219.5221134,8748089.668583026,7942188.930139789,1084543.9654948756,330052960.0
4300,312089341.93539,8763281.021995101,8014908.937038406,1093086.761900515,330052960.0
4400,312006301.5096764,8738226.964186467,8345127.071186503,1134854.181515932,330052960.0
4500,311784581.9959203,8636420.374728087,8249170.251571135,1189972.5976911339,330052960.0
4600,311631766.6564189,8616594.136027804,8555392.043339847,1218564.4101018112,330052960.0
4700,311602294.9096893,8543225.069328323,8663240.08684761,1267701.3863772165,330052960.0
4800,311395517.5691204,8560150.299811995,8783946.514351936,1345439.2605047564,330052960.0
4900,311323729.8068113,8557797.286558466,8824549.722359877,1359709.6882281352,330052960.0
5000,311104827.5573655,8475069.436785886,8961015.97780457,1430775.0045468796,330052960.0
