milliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,315233569.83083653,14435390.235563068,319066.5116332184,21668.329655955706,330052960.0
100,315265809.2115007,14153336.698737284,724273.7064773055,-12141.343648235306,330052960.0
200,315287618.5744282,13936989.702286039,803882.6292167056,-12941.83223550301,330052960.0
300,315261295.7952968,13651306.05629088,1066187.8641177637,9557.32743372632,330052960.0
400,315191612.6226127,13435759.731905796,1337715.8041862524,8779.090117297203,330052960.0
500,315151167.4726078,13208490.745266732,1741628.5063827855,46482.317765356514,330052960.0
600,315205971.9419237,13029114.743935162,1914739.7945402707,51628.934709052526,330052960.0
700,315081530.0004677,12747488.945950478,2190936.8772281297,65967.15072619599,330052960.0
800,315124963.97344023,12599597.9361226,2284218.8065399015,48960.98339181069,330052960.0
900,315085657.2277376,12426401.62742069,2525766.040937007,60830.48103206321,330052960.0
1000,315061424.688941,12127178.556075132,2831382.1342728594,95487.42424649028,330052960.0
1100,314950950.7681194,11923840.826090168,3015676.955290364,90596.46362020714,330052960.0
1200,314897421.46513814,11848286.318925982,3125312.6843978213,125051.61293569526,330052960.0
1300,314939119.9558409,11581814.9993409,3446286.779013131,160556.2352033852,330052960.0
1400,314853904.4723166,11492286.582892722,3741813.5630560867,159096.79041202107,330052960.0
1500,314748415.5705666,11333992.70135524,3880884.4932113346,175847.424449295,330052960.0
1600,314646834.9149781,11109515.68663895,3968620.072546947,212835.0172770315,330052960.0
1700,314595574.2152126,11067781.432326362,4179429.042359307,208725.00527721347,330052960.0
1800,314615241.5903568,10882153.123027014,4415474.681617498,228124.1030496845,330052960.0
1900,314519490.21415806,10683180.227543712,4455995.598316871,259006.66875704072,330052960.0
2000,314452003.6240694,10508135.221489258,4686151.734556729,313139.0317845082,330052960.0
2100,314332028.9605538,10374269.057938185,4862319.999178828,336497.9226677085,330052960.0
2200,314268831.35373276,10295585.821893714,5133017.237003658,334520.27519901015,330052960.0
2300,314238056.6318207,10247767.128782662,5245073.893105838,371113.85302579094,330052960.0
2400,314091516.42737895,10084997.932181211,5514130.9048463795,407578.67564300576,330052960.0
2500,314035352.4736939,9953278.07317094,5703390.2048439905,417812.5404579448,330052960.0
2600,313913453.0899941,9857037.516989391,5875144.809146972,483382.782416806,330052960.0
2700,313894874.63132703,9784712.89102177,5822848.08212611,486999.55040039937,330052960.0
2800,313728088.9862344,9683043.201946681,5954287.842373388,527931.9293364324,330052960.0
2900,313661645.3629467,9608637.06429204,6331415.082532762,571939.2129102658,330052960.0
3000,313554696.0955768,9591488.389745269,6326286.311140053,581117.443518535,330052960.0
3100,313392151.432562,9455625.524527673,6482195.1143888645,655542.3039218753,330052960.0
3200,313292811.30249655,9449194.914412647,6595089.333378021,688282.2097873489,330052960.0
3300,313181423.4615794,9229681.73704399,6711414.900161052,722499.4863359762,330052960.0
3400,313155053.62677795,9184767.072986053,7008313.526635093,746251.8980557291,330052960.0
3500,312977015.04859227,9182198.594172226,6954626.831941601,772442.1199766041,330052960.0
3600,312910844.2469976,9147436.895364368,7233996.80713533,826228.5537720876,330052960.0
3700,312771856.8002464,8977290.046010729,7368522.3618658045,863936.214079738,330052960.0
3800,312732702.9498324,9020339.252732195,7392036.029454225,877180.7366593655,330052960.0
3900,312519315.43980974,9010688.15719045,7560241.853877385,938979.2319177027,330052960.0
4000,312501143.81785357,8885934.083917927,7762725.826951621,996496.2480569648,330052960.0
4100,312334997.7641704,8755595.391779533,7754222.03830854,1002547.337767162,330052960.0
4200,312263838.29919213,8813988.566649364,7897569.775422817,1048965.8589788862,330052960.0
4300,312031670.4057473,8805959.204236714,8005987.959109574,1110998.2840397013,330052960.0
4400,311994823.5486619,8707655.49805904,8298007.312157878,1154651.58624072,330052960.0
4500,311847456.40850496,8711922.608769331,8337335.3020961005,1185870.2736921294,330052960.0
4600,311707660.02737796,8640069.811498975,8559836.008658882,1218439.2508320191,330052960.0
4700,311505796.43076926,8674879.972966457,8538370.677442506,1278936.990679777,330052960.0
4800,311427104.7857471,8642168.582710708,8749931.238619246,1326483.7339199188,330052960.0
4900,311257579.4598806,8620690.777374411,8853437.459233157,1371771.0657582711,330052960.0
5000,311134298.33267987,8616349.491878998,9067595.4248317,1401397.9098396492,330052960.0
