milliseconds,GTPgS_C,KCNQsites_M,PIP2_M,GGDPbS_M,ATP_C,oxoM_EX,GDPbS_C,GGTPMg_M,GDP_C,GGDPAlF4Mg_M,ip3_C,AlF4_C,G_M,GGTP_M,GGDPAlF4_M,GGTPgS_M,PI_M,PIP_M,PIP2xKCNQ_M,GGTPgSMg_M,GGDP_M
0,0.0,6.72788442979877,4918.409019704724,0.0,3000.0013380475516,0.13610912245918125,0.0,-0.8049485132329731,0.0013137380628011589,0.0,0.48552495773282534,0.0,0.06818672351659395,-0.17705081963415487,0.0,0.0,199999.04523384554,1149.4906660227175,33.24306148594039,0.0,200.60646987831083
100,0.0,6.6676259927092545,4982.675724832846,0.0,3000.0002676332097,-0.1846536839634568,0.0,0.6535743555048794,-0.0012849657286652086,0.0,0.4513672944961676,0.0,0.06066922906569142,0.22468644325131854,0.0,0.0,199999.13607312276,1148.7974965277538,33.291728770157896,0.0,198.882658018136
200,0.0,6.638499879251645,4945.516043183545,0.0,2999.985673386772,-0.4575960805714117,0.0,-0.8270108375770847,0.0006539172986740647,0.0,0.40883868172991567,0.0,-0.02102385185788569,-0.28036556212313407,0.0,0.0,199996.01169711255,1148.0745796026342,33.27918156549156,0.0,201.00189653692067
300,0.0,6.746721912119587,4940.1910318281825,0.0,2999.9696469665346,-0.4163179123096805,0.0,-0.11295109648373577,0.0006698509581524932,0.0,0.49691049145665467,0.0,0.05692493046243673,0.2039687439494689,0.0,0.0,199995.88845336382,1143.1391228670973,33.267184027721925,0.0,199.75344549702803
400,0.0,6.684610886550622,4992.553501934485,0.0,2999.9703203168983,0.13328334513633114,0.0,-0.4670520391063747,-0.0019240745862027446,0.0,0.4034167602764776,0.0,0.036377632154335766,0.11033202164555293,0.0,0.0,199992.63991195578,1139.9711394779526,33.34671050537542,0.0,200.08147262048823
500,0.0,6.632678032388261,5069.981615638777,0.0,2999.9671686222664,-0.4159034095460592,0.0,-0.02937718135545514,-0.0017344459258852745,0.0,0.4950077736934663,0.0,-0.02653626059800685,0.0006412028952361357,0.0,0.0,199994.281691261,1138.91674360291,33.35209726068265,0.0,199.37820550159378
600,0.0,6.740464999183663,5055.4028225426955,0.0,2999.9466178251387,-0.15945332521122943,0.0,-0.01701412126178009,0.0003436041015482409,0.0,0.45100317637722653,0.0,0.06035586804342676,0.20625395775941505,0.0,0.0,199993.0427838505,1137.781558427494,33.34795201242867,0.0,199.17292438760794
700,0.0,6.704587509997342,5076.398150069334,0.0,2999.95577896699,-0.38500854730308975,0.0,0.7694034500186152,-0.002781016763716556,0.0,0.4173326384976932,0.0,-0.03546118124333717,-0.03416293380330139,0.0,0.0,199989.63567409216,1132.1951389584162,33.31473055865291,0.0,198.9942159380626
800,0.0,6.680498890498861,5080.369522680452,0.0,2999.9416400020054,0.05313193076904642,0.0,-0.8622385974539913,0.0015115215134495178,0.0,0.35258387356821014,0.0,0.05462092368620665,-0.04039127022082434,0.0,0.0,199989.9448046474,1132.0841369771454,33.32707138508037,0.0,200.2352095121495
900,0.0,6.74027069180273,4979.891669780085,0.0,2999.9415448916793,-0.40573970023337524,0.0,0.5674563276545985,0.00023799706310162827,0.0,0.3910414341533522,0.0,-0.011370212920116723,0.03678505333442813,0.0,0.0,199987.44315118383,1129.9691501519867,33.286713922185704,0.0,198.81631119723664
1000,0.0,6.733758662667575,4914.511084232407,0.0,2999.9208095102604,0.39888312783883934,0.0,0.20923603813013567,0.0011989682802608828,0.0,0.35298140043050885,0.0,-0.048359184163505105,-0.2582191278817392,0.0,0.0,199985.6547788995,1127.4253963665046,33.367945993818,0.0,199.88360886171748
1100,0.0,6.6293600270448705,5058.288800791982,0.0,2999.9131642825582,-0.34423509862472357,0.0,-0.7094403140823267,-0.0017989854435245926,0.0,0.3128163509260421,0.0,0.00339388815009916,0.2820376304352034,0.0,0.0,199981.67783846837,1124.2782302418107,33.38635624382619,0.0,198.7482524624013
1200,0.0,6.612531714372509,5055.365344821928,0.0,2999.901972984636,-0.19642343986335017,0.0,0.4599894596379951,-0.0025624129797342113,0.0,0.34405396647631065,0.0,0.00272229529826149,-0.13119284059065056,0.0,0.0,199983.19500933465,1125.2330504302915,33.385216415838585,0.0,201.11680822434155
1300,0.0,6.644306002347604,5010.308267595064,0.0,2999.897580743813,-0.3603957082283613,0.0,0.24394309688403232,0.0006328298589405524,0.0,0.35366783372721666,0.0,-0.04952281285461904,-0.06697438884838022,0.0,0.0,199982.7346193002,1124.3864195826875,33.268309674625115,0.0,200.20163764445428
1400,0.0,6.688744834334536,4969.762996241453,0.0,2999.884015844762,0.31382678542683995,0.0,-0.8902670691525256,0.000480611347118172,0.0,0.3465924214358034,0.0,0.04827480659590522,0.3744660956471517,0.0,0.0,199979.5727274556,1117.577374894907,33.325415721307635,0.0,200.13600915598687
1500,0.0,6.669393725290059,5086.547790172666,0.0,2999.892383702204,0.4900769738671374,0.0,0.920625839295308,0.00011043954110500877,0.0,0.377228506019055,0.0,-0.009470215146585748,0.03665050907254862,0.0,0.0,199978.31613507157,1116.1541320614951,33.325903984689624,0.0,199.1428361992931
1600,0.0,6.642325316603796,5045.967603339541,0.0,2999.880169674425,-0.3555474583816256,0.0,0.599789497209326,-0.0011558543497092982,0.0,0.3989811489648903,0.0,-0.027227784112969722,0.29789676105182694,0.0,0.0,199975.5276460771,1116.6212946904984,33.3897678628125,0.0,199.72507091274022
1700,0.0,6.6049070850422,5007.516168516016,0.0,2999.8720643190404,-0.17501040035720014,0.0,0.8024827480439011,0.00011586754327221592,0.0,0.376872055532481,0.0,-0.022599214640291045,-0.3118946900930843,0.0,0.0,199975.24709660228,1112.570460717251,33.288012050517366,0.0,200.22247953061498
1800,0.0,6.7053421942527,4923.910610846893,0.0,2999.8671071074104,-0.24074796908767668,0.0,-0.09253942933014037,0.0006376558959494997,0.0,0.28124612138499194,0.0,0.0015131180793571336,0.17865705135369878,0.0,0.0,199973.739050734,1108.305124163834,33.272855208040085,0.0,200.33497169749182
1900,0.0,6.7103403148639265,5059.659647776835,0.0,2999.8592031482603,-0.4935007088637362,0.0,-0.06897271720746681,0.0012375851244404638,0.0,0.30655387890741925,0.0,-0.024155912145484102,-0.22459507324504882,0.0,0.0,199969.88147068405,1109.3711246331181,33.283444213428,0.0,200.71824254500126
2000,0.0,6.6027183522982344,5074.7785885447975,0.0,2999.8454534098983,-0.3158901052760026,0.0,0.027303435684183044,0.0012361917137288037,0.0,0.32061817667063747,0.0,0.020911177993472085,0.10829719817019874,0.0,0.0,199972.2571825613,1104.5438204618806,33.35601004010875,0.0,199.69164590693802
2100,0.0,6.6928015238876135,4992.469406294224,0.0,2999.8425061758708,-0.13062494569221209,0.0,-0.54591430627707,-0.000763291691477366,0.0,0.3368374781483566,0.0,0.026728529935928298,0.13210905149045676,0.0,0.0,199966.7815041544,1102.3591747509943,33.32202725281581,0.0,200.931378050836
2200,0.0,6.673129217242737,5020.085234910764,0.0,2999.83237167028,0.4369899011538037,0.0,-0.48911384072172726,-0.0026464039299174814,0.0,0.26857747253332537,0.0,-0.005086250329694627,-0.2881177533089934,0.0,0.0,199966.94673501278,1101.4465429502488,33.349823172584784,0.0,199.39095230883373
2300,0.0,6.682821118238191,4971.532978223945,0.0,2999.8211570197905,-0.24861462555926156,0.0,-0.6285252888877648,-0.002317033770862235,0.0,0.3526217550996624,0.0,0.055761993714256,-0.18865133999560105,0.0,0.0,199967.88809704795,1099.1874022983347,33.30714783181102,0.0,200.10477655049482
2400,0.0,6.6691106029588845,4949.601842576837,0.0,2999.8254706875164,-0.2669048447291066,0.0,-0.6808743706098125,0.001259316110516603,0.0,0.24468036485183167,0.0,0.004945802650796842,0.3786898312538384,0.0,0.0,199965.66263722727,1100.829699327937,33.36336674703225,0.0,199.70537684937122
2500,0.0,6.663432337977058,5026.864168240458,0.0,2999.82207807919,-0.2783846982135896,0.0,0.7768514926885305,0.0005524469394332827,0.0,0.24554110570772997,0.0,0.006018761191303295,0.10940799185480188,0.0,0.0,199961.4776815483,1098.54576604466,33.282028580520226,0.0,200.0651954527624
2600,0.0,6.600552979866869,5054.139277225059,0.0,2999.808230927041,0.07260729543220346,0.0,-0.06027950567642876,0.002717879554132226,0.0,0.3086909010537885,0.0,0.0072385011145674,0.009271612601597107,0.0,0.0,199959.11058637773,1095.3204892272213,33.37859021173392,0.0,200.6884693983976
2700,0.0,6.638210385594341,5092.028063538058,0.0,2999.7884187498985,-0.3940488165301454,0.0,-0.12525862247606315,0.0007120503207829317,0.0,0.21464876393115223,0.0,0.0551213024166037,0.32566501478101867,0.0,0.0,199960.58449006348,1091.438822443504,33.32926542079044,0.0,198.65816590645707
2800,0.0,6.718930005680865,5095.322351870316,0.0,2999.781180006338,-0.21165968260171494,0.0,0.31019160222535413,0.0010883800552916468,0.0,0.32365811944966794,0.0,-0.004899330053806759,0.16673986284895498,0.0,0.0,199957.97975429453,1092.1899280740774,33.28837594980305,0.0,199.9938265990383
2900,0.0,6.667533999888813,4994.502001172023,0.0,2999.7734196435963,0.09779294026064589,0.0,-0.04291467329277768,0.0011020531556643343,0.0,0.21011584352169135,0.0,0.00039335168049382373,-0.00310525074290504,0.0,0.0,199957.19833238935,1087.9916985683262,33.393239020916575,0.0,198.94171974386856
3000,0.0,6.716016227890507,5042.895146367831,0.0,2999.7786886478725,10.021973326983145,0.0,0.8191271438085065,0.002101541760549074,0.0,0.2319200553582282,0.0,0.030227621928373603,0.053036457981497656,0.0,0.0,199954.54708023573,1085.6665549929535,33.346003177257714,0.0,198.90035507569897
3100,0.0,6.629558126432148,4971.981479730175,0.0,2999.761402893383,9.865623295873334,0.0,0.5454225717853842,0.0035619220409026215,0.0,0.25192608752554496,0.0,1.2820958134494136,3.4431459998185336,0.0,0.0,199954.14880775684,1083.7190005833368,33.319412626157366,0.0,194.60074407190413
3200,0.0,6.7119296848926515,4921.109326162065,0.0,2999.765104509786,9.847375987864075,0.0,3.0164576033424195,0.014243871132608672,0.0,0.2817748920833934,0.0,1.2712061354820225,5.398254275991901,0.0,0.0,199953.16705480008,1084.6348543690165,33.31041279373963,0.0,190.12905939329477
3300,0.0,6.716665274413328,4834.438226257418,0.0,2999.759653036079,9.515796380876303,0.0,7.068724188425305,0.018258134254027544,0.0,0.28281665931749234,0.0,1.171947700465582,6.89219181691662,0.0,0.0,199949.91001600723,1079.2640752669965,33.398131301913864,0.0,184.91811381358923
3400,0.0,6.709780309986335,4907.4515630217775,0.0,2999.745479718496,9.815472863896229,0.0,9.386438145793251,0.019452737558797537,0.0,0.357251227098805,0.0,1.1974003403191529,7.431848922586653,0.0,0.0,199951.21640511198,1082.8925228798078,33.374884691432456,0.0,182.00925391612924
3500,0.0,6.687490852207344,4662.193593396046,0.0,2999.7393982212097,10.476509534175202,0.0,12.895285947523258,0.02928717137798187,0.0,0.48011632664697423,0.0,1.132495256735095,7.8836532967571955,0.0,0.0,199947.66975921454,1079.779634854559,33.343100697392494,0.0,177.3347490910783
3600,0.0,6.714788814896514,4502.842706572103,0.0,2999.735424152245,10.372891345811192,0.0,14.366201322994309,0.03130261910420594,0.0,0.7142978043523487,0.0,1.1798784179509794,8.063502314310936,0.0,0.0,199945.3905861808,1076.1407627025017,33.202656588222496,0.0,177.18752314718415
3700,0.0,6.831345626574559,4449.064268293039,0.0,2999.7332637095974,9.707129494813463,0.0,16.29126169036998,0.03584804542172658,0.0,0.856597317278548,0.0,1.1371856630156558,7.715185369883365,0.0,0.0,199945.9527549839,1074.7360791783785,33.125480481281365,0.0,173.24621702173863
3800,0.0,6.99606491263394,4269.356598262202,0.0,2999.718795307735,10.40433349177744,0.0,19.36802448976909,0.040596153043732715,0.0,0.9906992698548746,0.0,1.1454180910681064,7.49529899625607,0.0,0.0,199943.50652138193,1070.5716716024253,33.07191839832063,0.0,171.21159177129186
3900,0.0,6.9990648129853925,4038.255136552247,0.0,2999.6999881971296,10.337489708736465,0.0,19.219868417030433,0.04566082711393926,0.0,1.121387028475463,0.0,1.107536926699561,7.40572225659668,0.0,0.0,199941.44788330438,1070.7640341596923,32.98136371818623,0.0,170.11544258116638
4000,0.0,7.166667561775889,3889.6121510617004,0.0,2999.7038049851885,10.088505997017275,0.0,20.24367706765535,0.05132963443955824,0.0,1.2579896087120874,0.0,1.101057690625745,7.6948491267629615,0.0,0.0,199941.24527232512,1065.6015770079944,32.84032782788604,0.0,171.1586253263668
4100,0.0,7.2887991110877115,3704.0997035392384,0.0,2999.693275179388,9.795083947985091,0.0,22.197398154536078,0.05417565778552244,0.0,1.465914236297026,0.0,1.1057317804077194,7.52307370440227,0.0,0.0,199939.04832658585,1063.2860827547242,32.67940940021588,0.0,169.72418791079747
4200,0.0,7.419097879593599,3382.334452992867,0.0,2999.6805451785317,10.101406120792788,0.0,23.03165110393311,0.05729847784691642,0.0,1.5730163481835728,0.0,1.1093600786922477,7.554352984026087,0.0,0.0,199938.4930686764,1060.8435215325972,32.553779942395224,0.0,168.38443410292413
4300,0.0,7.68173254661896,3266.5180943040614,0.0,2999.6844098823044,10.044429772532853,0.0,22.73023050501189,0.06404288021513757,0.0,1.7784396228043426,0.0,1.0890065333960173,7.852710313767206,0.0,0.0,199937.812337946,1056.8423617467406,32.38619664080819,0.0,167.67578650612444
4400,0.0,7.8243236172396085,3129.421714253556,0.0,2999.672664668614,9.796324400307789,0.0,23.818742966151945,0.06959946775081682,0.0,1.832810887953788,0.0,1.060195145405502,7.505930929217582,0.0,0.0,199935.71994642637,1055.404477516088,32.187747828015304,0.0,166.56396415254017
4500,0.0,8.078501576989543,2947.6762808518934,0.0,2999.660954482821,10.310803955654983,0.0,24.612228133828356,0.0758986525965815,0.0,1.9190694949011282,0.0,1.1407701718790442,7.727462228092023,0.0,0.0,199931.38768880622,1053.292291724548,31.887637291148327,0.0,167.6132300912221
