milliseconds,GTPgS_C,KCNQsites_M,PIP2_M,GGDPbS_M,ATP_C,oxoM_EX,GDPbS_C,GGTPMg_M,GDP_C,GGDPAlF4Mg_M,ip3_C,AlF4_C,G_M,GGTP_M,GGDPAlF4_M,GGTPgS_M,PI_M,PIP_M,PIP2xKCNQ_M,GGTPgSMg_M,GGDP_M
0,0.0,6.674453592008986,5067.451791990025,0.0,3000.003781180801,-0.010746286653673684,0.0,0.8679984151827993,0.0008556199294165684,0.0,0.48920881049185727,0.0,0.04045111058861134,-0.21304904382736167,0.0,0.0,200000.71189429334,1152.9582901958427,33.27008845274692,0.0,200.8091675373078
100,0.0,6.660850542478695,5019.6954077368655,0.0,2999.9859891063234,-0.18493994715353532,0.0,0.8294031939185221,1.079379206705732e-05,0.0,0.5028173853028656,0.0,0.0010076462283352587,-0.2658480714267068,0.0,0.0,200000.48083207165,1145.1019577689651,33.27715687110816,0.0,199.90992674987362
200,0.0,6.719322444496128,4929.844835822135,0.0,2999.9902737187817,-0.13640178263018188,0.0,0.924446662675827,-0.00042310978686900096,0.0,0.500823981492329,0.0,-0.016476164243287798,0.4011761934689084,0.0,0.0,199997.25374454437,1147.7731156233926,33.319249218151626,0.0,199.37403668535734
300,0.0,6.732142290384722,4922.4868816499875,0.0,2999.9705412230405,-0.3433716392093181,0.0,0.9227673115826243,0.0030734313348296815,0.0,0.44114442272490084,0.0,-0.00011062167777408857,-0.16019304422348324,0.0,0.0,199996.36285907074,1142.0048461849258,33.28650610468046,0.0,200.27649895313368
400,0.0,6.628373369736493,4921.36456145621,0.0,2999.9625334431958,-0.13688409038533572,0.0,0.6556827737264677,0.0013933202901979564,0.0,0.38136307418021437,0.0,-0.025566110455498045,-0.03887860298365732,0.0,0.0,199996.10186645246,1143.5256950331857,33.26968737720646,0.0,199.16288581206064
500,0.0,6.7283758707316075,4956.497543277752,0.0,2999.955681008967,0.3842248388757545,0.0,-0.7867213174751823,-0.0018571180381796726,0.0,0.41740714881895685,0.0,-0.04446842006030729,-0.2833462450193596,0.0,0.0,199994.02717899784,1137.8587338639231,33.37459445250335,0.0,200.46291105040078
600,0.0,6.694003903421451,5005.5496178020285,0.0,2999.9609172261453,-0.48400461498962766,0.0,0.9397236921934872,-0.0024272793675891254,0.0,0.41496864149682494,0.0,-0.04634407338396312,0.25211848981514773,0.0,0.0,199989.00559856612,1139.7197098751801,33.26272884704872,0.0,199.91173647299743
700,0.0,6.633315363458159,5012.141026807097,0.0,2999.954243348354,-0.43122207649515953,0.0,0.19934106478375005,0.0010913502566286713,0.0,0.3674254527807196,0.0,0.02726351577829648,0.05825128294767459,0.0,0.0,199989.03533080334,1137.2885402794911,33.3265823806559,0.0,200.1070470902955
800,0.0,6.611660186726684,4966.872336772583,0.0,2999.930377087649,0.024175587460214615,0.0,-0.4666486876328205,0.00027040229813401936,0.0,0.4473516588862347,0.0,0.024494334161303928,0.26397297896150984,0.0,0.0,199987.1527643574,1131.374433032173,33.363870542790075,0.0,201.4128615682261
900,0.0,6.615826789197775,5060.371553672136,0.0,2999.92647098163,0.32006210202028906,0.0,0.7149161918387881,-0.0013705009407696763,0.0,0.3985091506856632,0.0,-0.021533167659170988,0.2642546670436277,0.0,0.0,199986.39007816833,1130.9230968832226,33.306474505341434,0.0,198.8486742261506
1000,0.0,6.650932583873614,4993.152385077817,0.0,2999.9272936633406,0.3969191053255937,0.0,0.4414901215087944,0.002664718651755137,0.0,0.3629448600996206,0.0,0.0402648799040737,0.21310203559926483,0.0,0.0,199984.77918653106,1129.026506745078,33.274444729991316,0.0,200.75225072127407
1100,0.0,6.689949834469622,5071.740518970915,0.0,2999.913085029302,-0.1651804844908656,0.0,0.777637968836878,-0.0005289421802935732,0.0,0.3391839592912621,0.0,0.042200253629302624,-0.10965215193880448,0.0,0.0,199981.55396742767,1127.5889577597986,33.26676939162898,0.0,200.39371809834165
1200,0.0,6.72381758609646,4963.816714691086,0.0,2999.912077059766,-0.06801476014163267,0.0,0.07315686507449112,0.0033572086804980177,0.0,0.42957620917034856,0.0,0.05974903249182534,0.21478497477199865,0.0,0.0,199983.34167931753,1126.365655566367,33.3020607435449,0.0,199.04947997761147
1300,0.0,6.699759646736235,4969.720260882599,0.0,2999.9034890293083,-0.019276262358910487,0.0,-0.5279992125049187,-0.0014580340279853853,0.0,0.3908399383069657,0.0,-0.02912545308555706,0.16672877463326385,0.0,0.0,199978.6342030785,1123.867028859107,33.340417112368954,0.0,200.58613822453054
1400,0.0,6.660752713054244,4922.839666291622,0.0,2999.889294903495,-0.37918697438726834,0.0,0.9929227739568391,-0.0017248233671210236,0.0,0.39728154408717914,0.0,-0.029175375298159834,-0.17179658736674316,0.0,0.0,199977.08547230833,1122.5685648563804,33.28864085107041,0.0,200.2277078987527
1500,0.0,6.681701798011225,4921.509218474775,0.0,2999.8897650327963,-0.1091048195271499,0.0,0.020299016874301676,0.0019519029703094315,0.0,0.36495656679200544,0.0,0.048217036898277145,0.16347444268082165,0.0,0.0,199979.33879452443,1119.5670754179505,33.39230982606552,0.0,200.87145935044828
1600,0.0,6.640399004425939,5037.016209934186,0.0,2999.875360198576,-0.15042524750187608,0.0,-0.104754876733331,-0.00122927330718787,0.0,0.3559635771422367,0.0,-0.036480098052034886,0.06797901022690102,0.0,0.0,199974.2589067392,1117.5776921040228,33.30929761773559,0.0,199.52402310219082
1700,0.0,6.612640854131814,5078.538965849878,0.0,2999.8649972018684,-0.14039161086050087,0.0,0.3918796959129914,0.001031433377218763,0.0,0.39392887663413995,0.0,0.035881592987243575,0.04862324401563302,0.0,0.0,199976.8098125661,1110.3380149047991,33.27435917574226,0.0,200.01191404115949
1800,0.0,6.703851823535038,5012.608386230477,0.0,2999.85541207717,0.11723789279396198,0.0,-0.8187412292654015,0.0007423290068906307,0.0,0.3575436280753026,0.0,0.011276404099860056,-0.1604822088437299,0.0,0.0,199972.91456394017,1109.9386941251676,33.306698974860026,0.0,200.27321102495682
1900,0.0,6.6408083655466115,5041.631129507731,0.0,2999.861037242329,0.46138851381636253,0.0,0.8898069413715426,0.0005775918295469024,0.0,0.2984398595527374,0.0,0.05272696896418046,-0.32557018121977166,0.0,0.0,199969.6852342363,1109.9608984089527,33.3625079464871,0.0,200.8729827664387
2000,0.0,6.660200761748869,5081.885742857961,0.0,2999.841069054464,-0.18148286883835474,0.0,0.03483910537578201,-0.002066827449704542,0.0,0.36398374050309007,0.0,-0.00770612405528997,-0.2738543627142378,0.0,0.0,199971.5111503277,1106.3000035233483,33.401262144086516,0.0,198.87037247640572
2100,0.0,6.712309247316883,5008.905094197702,0.0,2999.8381687034052,-0.014666035496216154,0.0,-0.2505033685278277,0.0023025653776008776,0.0,0.36626686175705203,0.0,0.045262530357578594,-0.22735537141024012,0.0,0.0,199970.43990576974,1107.2825474733888,33.38064852917953,0.0,200.6654369683511
2200,0.0,6.707668679002866,4933.289612058726,0.0,2999.831029858287,-0.2288121165470323,0.0,0.3497191189661792,0.0011121495713676463,0.0,0.2998440775748897,0.0,0.012715488843940654,-0.17657361327341053,0.0,0.0,199966.006405602,1103.869758664529,33.377759027193825,0.0,199.7695934654426
2300,0.0,6.595848026136563,4923.713390035489,0.0,2999.833082454895,0.4023867578974992,0.0,0.6404385781289096,0.0002009539966084946,0.0,0.30978973078164745,0.0,0.0567264192018152,0.10060911611107706,0.0,0.0,199963.62753973374,1101.4240557870078,33.296884476851744,0.0,200.96335621806847
2400,0.0,6.702740680017448,4953.095284541986,0.0,2999.814704977196,0.36817389781659626,0.0,-0.2377899855005195,0.0018888671471157146,0.0,0.2256787605910106,0.0,0.05608144086146894,0.349963832294822,0.0,0.0,199965.83510277636,1101.8047988385283,33.30049612665949,0.0,200.79073006690749
2500,0.0,6.6750625972733255,4981.799835141172,0.0,2999.8056777623924,0.4696426266708893,0.0,0.142564592120329,-2.57508365154647e-05,0.0,0.34138249781970004,0.0,0.0006123041789525691,0.37850944219192334,0.0,0.0,199962.74596915173,1099.2156846968908,33.317181349664914,0.0,199.9088836866002
2600,0.0,6.696741082659584,4953.210777778477,0.0,2999.805642364615,-0.3274233095513428,0.0,0.04397987776099482,0.0006120005675102617,0.0,0.2219514365396526,0.0,-0.014923098622136397,0.0017009897303368535,0.0,0.0,199963.3210017094,1097.6869777470006,33.35714942481396,0.0,201.3903459102501
2700,0.0,6.60751294565175,5024.200065984143,0.0,2999.805060831421,0.457805659877451,0.0,-0.46999982248930694,-0.0021853008224611064,0.0,0.2230461323552444,0.0,0.04850799378952718,0.14981065014503703,0.0,0.0,199958.06352944314,1094.7249277405094,33.354822352446725,0.0,200.91744130291352
2800,0.0,6.669445522404768,5046.946993235031,0.0,2999.7994271950447,-0.4824024655420287,0.0,0.6019068048916244,-0.00019944095319605762,0.0,0.23451179107963158,0.0,0.025598945728461223,0.052172396517862166,0.0,0.0,199957.02346849415,1090.1149102388458,33.342533294715324,0.0,199.20650651206236
2900,0.0,6.716304819323025,5023.303018439286,0.0,2999.7753023726855,-0.4961796922264737,0.0,-0.7607407675355928,0.0025970073916496434,0.0,0.21839683063753773,0.0,-0.017925489764266528,-0.29539639836918297,0.0,0.0,199956.7106417976,1086.7839498208484,33.37074884572276,0.0,200.1369699410577
3000,0.0,6.595960479482974,4962.0234705679795,0.0,2999.7798932766063,10.130939106896856,0.0,-0.3807899440817216,0.0030335205245093106,0.0,0.3203537465829451,0.0,0.007852865972269606,-0.2615787172424403,0.0,0.0,199955.0879498772,1090.0971262050027,33.34703928140612,0.0,199.73524839058297
3100,0.0,6.665538538600496,4963.975596776957,0.0,2999.7636048418726,9.712668816705047,0.0,1.9635661285492443,0.008867580930531338,0.0,0.2732879101082464,0.0,1.283892927567638,3.00004915771444,0.0,0.0,199953.98350118534,1085.794142643285,33.30999375289586,0.0,195.84593632237878
3200,0.0,6.669764215822462,4984.101628656293,0.0,2999.7513416016827,9.706962564870464,0.0,2.8089921348067386,0.013785966053408729,0.0,0.2859749919802987,0.0,1.212685595601875,5.769332932280114,0.0,0.0,199950.97543943982,1082.4405143977147,33.32140828075601,0.0,190.24013366647443
3300,0.0,6.648305573836781,5007.467881882583,0.0,2999.7614555958876,10.20090638955718,0.0,6.533125363613257,0.017215437620748883,0.0,0.30295539839052965,0.0,1.1798484647135512,6.914527619292361,0.0,0.0,199952.5271368992,1078.8788618790106,33.29125512867953,0.0,183.97220903227793
3400,0.0,6.675753918055913,4870.065289042287,0.0,2999.7474639457646,9.634144755710384,0.0,10.518240990113199,0.019258050939383743,0.0,0.44379286489119,0.0,1.2367074908719722,7.568293687408368,0.0,0.0,199949.6879638272,1077.4873068061804,33.37104090469349,0.0,181.3510644025493
3500,0.0,6.655831383457942,4637.82604246664,0.0,2999.744459327916,10.403359934161664,0.0,12.392797802719995,0.02614610214177471,0.0,0.4941409264594822,0.0,1.1357093699319283,7.514562535375678,0.0,0.0,199947.61750266873,1079.9484910455988,33.333510828930976,0.0,177.87359096214664
3600,0.0,6.7292338531380596,4569.807885019067,0.0,2999.7276885933543,10.19237388545901,0.0,14.095743362523578,0.029523661727365137,0.0,0.6040772495772642,0.0,1.114399919939236,7.628940195716935,0.0,0.0,199945.48735287847,1074.8232060726998,33.22887478043865,0.0,177.63052720418142
3700,0.0,6.7774871152301985,4407.135318677549,0.0,2999.733622407214,9.954983247754841,0.0,16.306555572383754,0.03738970164670026,0.0,0.7918805335113751,0.0,1.11042860387399,7.618891575057972,0.0,0.0,199943.03612552173,1073.5204282113561,33.11319592702506,0.0,173.7676835236419
3800,0.0,6.867285029449959,4254.1594857706405,0.0,2999.7051892511595,10.14250596551944,0.0,18.69817837149944,0.038954550562185636,0.0,0.9139024196950856,0.0,1.1594933291810998,7.868925555545632,0.0,0.0,199945.2193438003,1070.3004406977147,33.05460434168431,0.0,171.2416241502337
3900,0.0,6.9920818869224615,4007.3031826784004,0.0,2999.7143640472686,9.561425490765176,0.0,19.823199558236382,0.04311318254791029,0.0,1.200159312006788,0.0,1.1000199498026113,7.8492377645828935,0.0,0.0,199943.10224008476,1067.1553172369747,32.94366604911668,0.0,170.00993378887426
4000,0.0,7.143379892851747,3761.9260013342796,0.0,2999.69950685011,9.86508600313883,0.0,21.126548751412212,0.05177538950744502,0.0,1.331200161009494,0.0,1.0987365382033405,7.877810815476456,0.0,0.0,199942.02429214306,1063.6854993254192,32.83333962052285,0.0,170.60801293052063
4100,0.0,7.317613578669643,3565.2749049655313,0.0,2999.6970730211747,10.010187994975846,0.0,22.204447361556504,0.05686961433030109,0.0,1.45149884902655,0.0,1.1519738859039783,7.828825405300154,0.0,0.0,199937.90397548303,1063.7280124726874,32.67737314387066,0.0,169.61041977535484
4200,0.0,7.464405145893144,3479.0146691117875,0.0,2999.6891350948817,9.535839736227679,0.0,21.921532288515188,0.06233907942279323,0.0,1.568598673998949,0.0,1.1042993678965995,7.370772359583038,0.0,0.0,199937.87362486828,1060.6582096823818,32.51325318043505,0.0,169.35150967844564
4300,0.0,7.636304803243989,3226.684261122958,0.0,2999.673266060923,10.30660765742371,0.0,23.968984643487296,0.06397298526640652,0.0,1.7225380783927355,0.0,1.110585646851923,7.217519415806619,0.0,0.0,199937.20429667333,1059.9993715718758,32.297509215743304,0.0,167.83036223152925
4400,0.0,7.814690311189838,3057.6576501740183,0.0,2999.6720288462875,9.662915461070329,0.0,23.164638921562876,0.06899511931425745,0.0,1.837558586575358,0.0,1.0667990828147798,7.353589167582802,0.0,0.0,199934.81439428238,1059.6919616569407,32.128297998434824,0.0,167.34616433444387
