milliseconds,mwf626e95e_543f_41e4_aad4_c6bf60ab345b,mwbbbce920_e8dd_4320_9386_fc94bfb2fc99,mw810ff751_fa4e_4143_bd50_169b3e325e1e,mw114aa90f_5f5b_4fe8_9406_361c8489b6a1,mw30ae63db_6cd3_4b6f_93ad_3350cd360bcc,mw03db56ac_8dc6_4931_ae82_fef706d2ee3d,mwf345ed7a_0622_403c_b816_c8749a2c9ded,mw1da111f2_a036_4392_8512_015005bdcbb7,mwa2d8dd1c_bb9a_4552_8738_e24671651c1d,mw80848184_e2dd_47ce_86d7_7a21479342bd,mwd2d9d93a_3bd1_4f17_bac1_baba9ef2d55a,mw4638f126_8cb8_4021_ab41_6ae195743ba0,mw10315fa3_6f13_4618_bda8_a8694bd3c374,mw0adf3eb4_a196_4c48_b10d_4e9e9faaf9e1,mw7d86cc23_a1af_44c3_bdb9_71e9b1bb2a83,mw0eb6c959_d408_45a0_a450_928b8c5876bb,mw42054cd7_17af_46da_970c_7f99151906ad,mw39c2e431_fdc3_4964_be29_6ca856620b1b,mw2e464cf3_a09c_4b7c_9f3c_06720016a48e,mw36ea78c1_ed71_4def_96d3_857a442d7195,mw147d30ec_478e_4090_b496_128a131d29eb,mwab41493c_6349_45f1_a226_3030cfed0e06,mw1d9426a3_e1e9_49e0_ad77_eb6833be398a,mwf405687b_7401_44ec_a0d6_4a2b35c13e8a,mw3667a5e1_02c9_44a0_acb4_b0431faa822d,mw7becb5fe_8da8_4285_a821_0d77ad811b62,mw8c9107e6_f51d_442d_b2dc_2bfdbb8482ca,mw824bc3d4_1ac3_4912_9b51_8f14ff1c96b9,mw6cce2109_0e32_4dd9_98ec_41173e8ef07d,mw2b255f94_8018_4b99_bde8_918eeac45446,mw48867e93_f170_44e8_ac7a_185b23e1bf3b,mwd31f52cc_04e7_40e0_885f_c7b2d9e62215,mw2c9b0499_3325_4394_8af3_bbf653a944a0,mwd65b5b39_dc1b_4e77_a999_67277a880e5e,mw6335d5d7_c7b0_4bc0_b883_f7ee4915c2c3,mwf7796221_1fea_4274_a93e_c00adbf5778c,mw5d764bb8_5693_4ac8_9557_f65992cc5eb0,mw2f3d48e0_c9c4_4a0e_aca3_9241eb573296,mwbc2f5464_81e5_43fd_8b39_f5a2756af72f
0,4.7574170189420976e-05,3.900002080771432,0.001573665340539911,40.19607939480339,1.0556346802315053,1.9770396311108963e-05,-0.7925239069311873,-6.532451562164769e-05,-1.1531857384016215e-26,0.4377828709736236,1.3776629269582002e-06,1.7596203678381438e-05,0.4387679353249981,5.955458787135625e-05,8.876832178033777e-07,0.015958029585360384,9.069171343327673,0.9308026305531892,1.5106374264320033,74.10369850120482,5.581130359865532,0.002109108141463178,-1.4109764969036775e-27,-7.5143887056532255e-06,0.19583359652629975,2.387491654456754e-05,0.4374685032974344,1.7973435904296298e-06,0.020793809922259807,8.769953417004562,1.2301235010463925,1.510190255076438,0.0007417964787597154,5.580742902843026,0.002458015869127942,-0.0875146658263126,8.743659681935802e-05,-2.4357696377350167e-27,0.0038013519211933006
100,4.9208453345551204e-05,3.8999963416917236,0.001589150831047321,40.195950307657455,1.0556377222255433,1.984418460225835e-05,236.180560047898,4.362356741860439e-06,-1.155798972325978e-26,0.4377792281877422,1.3792624457311219e-06,1.7406437072750207e-05,0.4387693442287284,5.8998857128878026e-05,8.774739263117699e-07,0.015961430667030096,9.069210010249769,0.9308295552734211,1.5106275300567409,74.10362998235807,5.581138625638028,0.0020815172438062987,-1.4276292684563117e-27,-5.961011858567502e-06,-0.41574721879978566,2.3781360990697527e-05,0.43746311613674427,1.805059549769871e-06,0.020783581610009687,8.769946176232574,1.2302069397331807,1.5101779575685566,0.0007427484465202831,5.5807431781931385,0.0024805038156374866,0.1563973006347279,6.68697651465893e-05,-2.4293909043910024e-27,-0.005450070903381176
200,-4.1226363083628913e-07,3.9000033297134418,0.0015898854138112735,40.19589818438983,1.0556458591944013,1.972393779213901e-05,231.33154828615568,0.0002952486265606932,-1.1524936866691258e-26,0.4377809162389313,1.333552451522734e-06,1.726611879860933e-05,0.4387687218294917,-4.697290546631721e-07,3.8097031775179176e-07,0.015961134431750512,9.069207261026575,0.9307883910276444,1.5106438798742141,74.10378227407104,5.581138429894268,0.002089619409794422,-1.459624721841821e-27,6.261520152722432e-05,0.46959907932351064,2.0197509927413246e-05,0.4374747999993858,1.60857099604758e-06,0.020789282389162108,8.769856749095785,1.2300903334624689,1.5102303651013973,2.6186711828509144e-05,5.580792938874591,0.002477012284935409,0.5587758946774382,0.0010696752455316917,-2.4413939522322958e-27,0.008620252720557107
300,-1.2340292678240067e-09,3.900012348728629,0.001587886679607583,40.19613538786834,1.055647753106783,1.9724824280492728e-05,233.67752828640624,0.00034643448247287346,-1.1427990515754371e-26,0.43778124955608233,1.3154247177283707e-06,1.7159406046420492e-05,0.4387699244374418,1.0640949928468766e-06,1.81167446245696e-07,0.015962125679643602,9.069201010862058,0.9307867606648595,1.5106377636515953,74.10380942739114,5.581147293630648,0.002079982087528842,-1.4525007073961028e-27,7.125654785972876e-05,1.4485373900371126,1.987281613502852e-05,0.4374750770580181,1.5674334488880533e-06,0.02078788109240461,8.769786854746803,1.2301876918082741,1.510262870331868,5.052835740334988e-06,5.5808244176273805,0.0024010908203334876,0.5146263548803716,0.0011493305393514997,-2.447911070409938e-27,0.015293235546413536
400,-7.323907090641585e-08,3.900009648161343,0.001574110328010495,40.19591300346013,1.0556524372424119,1.9387054604075384e-05,230.7602841346654,0.0004986940999428479,-1.1461615653300342e-26,0.4377817844838949,1.3102928944879247e-06,1.7220244674105813e-05,0.43877161711012513,-5.262907988418051e-07,1.394988275395551e-07,0.015955754184852705,9.069157541914315,0.9308366590696082,1.5106601879252435,74.10402284494192,5.581144522685975,0.002094414843182505,-1.4805966189372934e-27,6.091663670593557e-05,1.068499098059116,1.9859022991092568e-05,0.43747592863248524,1.567600734298112e-06,0.020789457711664835,8.769809854289065,1.2301002623008037,1.5102967701574592,1.3965501830489787e-05,5.580852286383168,0.0023975872077730913,0.5652959639292298,0.0010107384273499614,-2.4570150422039888e-27,0.031856484534201576
500,7.148532179638363e-07,3.900022850745728,0.0015688925214137597,40.19601244062294,1.0556697289986812,1.952276170551364e-05,232.83903181912814,0.00047503474081765943,-1.143143495277915e-26,0.43778532666357806,1.3069000156855576e-06,1.7151040085264534e-05,0.43877172039621815,-6.579814513810707e-07,1.2309181999596657e-07,0.015961138841405733,9.069173675606299,0.9307840472176377,1.5106437583751633,74.10407432921724,5.581153260725045,0.002095819375461353,-1.531236404277839e-27,7.443755307125154e-05,2.0555686798847987,1.956543612104445e-05,0.4374771215584165,1.5598778528319494e-06,0.020786524877643667,8.769794147964834,1.2301809265369117,1.5103275910814535,-4.1030702882179665e-06,5.58087098576775,0.0023326225537478322,0.687212470055041,0.001247271897489365,-2.4550095778356213e-27,0.029856666561869256
600,2.6722529465103775e-07,3.900022737863566,0.0015492724497457192,40.19589434977773,1.0556601263848437,1.930716854891498e-05,228.81062667612525,0.000634790110093151,-1.1363895924927597e-26,0.43778459003255965,1.3159352850361954e-06,1.7065886479269006e-05,0.4387733624764215,-4.4732590885516796e-07,9.354810259263192e-08,0.015955152785025403,9.069205887798644,0.9308102056106606,1.5106446096964914,74.10424656470572,5.581157335191049,0.0020693600851098433,-1.5219588325137744e-27,7.024402805765059e-05,1.8334334176289395,1.898572949404701e-05,0.43747883921462294,1.5346681098223438e-06,0.02077245379360571,8.76997580979327,1.2301146718445275,1.5103752987599872,-6.815098032206215e-06,5.580886623674341,0.0023185048822910166,1.2319029318595247,0.0016823870232997413,-2.4630400120987235e-27,0.04317522958035425
700,-7.982460252800075e-07,3.900030156360965,0.0015408545703946496,40.1961622791963,1.0556705992143258,1.9342611258999592e-05,227.26762942140465,0.0006101601401326671,-1.1370710654913437e-26,0.4377872370550181,1.3000558975329123e-06,1.6989145164532016e-05,0.43877286222739387,2.3363676384634304e-07,1.1729416131812343e-07,0.01595843695360824,9.069177126753358,0.9307874698295395,1.5106469269091254,74.10373994247863,5.581156983861755,0.0020747574110965413,-1.5493823621776176e-27,6.90999934584495e-05,2.989967355286403,1.8816397069491366e-05,0.4374876640270897,1.5263604775315034e-06,0.02077599986637773,8.769862168075072,1.2301900066208749,1.510399332703906,1.6718107330766235e-05,5.580917228320027,0.0023202144933486784,1.3625654349325766,0.0019148009382128493,-2.4680143181354734e-27,0.05400136137178543
800,-3.4566724110247944e-07,3.900044093966054,0.001524786343882999,40.19606102862041,1.0556804427298407,1.9213862962386212e-05,226.3752008112379,0.0008793069122634911,-1.1334220072816978e-26,0.4377897349927095,1.3071317031690712e-06,1.6870582151652706e-05,0.4387736103293515,5.11049085792103e-07,1.0947867428626776e-07,0.01595768498200538,9.069205651553922,0.9308249070649566,1.5106693923145442,74.1041891602705,5.581161332384844,0.002078429990753172,-1.5665300020569791e-27,7.861170629728266e-05,2.9020233246110165,1.884592580066388e-05,0.4374940585491133,1.4974839328759458e-06,0.02075818607913202,8.769869267998478,1.2300638138828242,1.5103988566005526,1.3983934479357944e-05,5.580938789956408,0.002256278401470038,1.5109358599431195,0.002041166878280799,-2.48556579716034e-27,0.06169244536768714
900,7.470415272262666e-07,3.9000487422543846,0.0015295793580200178,40.19591266208871,1.0556989060292148,1.907818323335437e-05,231.0353960899722,0.000939778772283457,-1.1292203264604528e-26,0.4377905229267348,1.2943864700521333e-06,1.7028323053044768e-05,0.43877502101358756,6.503083562077687e-07,1.1859049867043879e-07,0.015954779899022883,9.069210649023555,0.9308066206907146,1.510680117195368,74.1040465389609,5.581161357302695,0.0020454644594467223,-1.575175826741186e-27,8.356934614069805e-05,3.708102883004752,1.8501053281401007e-05,0.4375017561386967,1.4952899564962176e-06,0.020759689491392695,8.76991037551686,1.2299754619506444,1.5104165391548834,-5.709034607912425e-06,5.580984977316898,0.0022677017049371265,2.115434019136714,0.002202225277817594,-2.4844511863272387e-27,0.061021963240848624
