miliseconds,ATP,AMP,ADP,Pyr,NADH
0,16.30119618082324,0.0032520779917901196,-0.00034545965326220144,-8.122970349218102e-06,255.9998312437153
100,16.296928763380524,0.008658706864974,-0.00025217605243859725,-4.433844155720436e-06,255.99988636690122
200,16.291044644973876,0.00719360331141145,0.0005197719082380477,3.4976528815393623e-06,255.99981331478378
300,16.282649773421355,0.014953030646326918,0.0003718456830200099,-3.0037562819665714e-06,256.00016329544104
400,16.277645079551103,0.019958393417163958,0.0007214995397604917,3.1074535196415478e-06,255.99980236699415
500,16.27633964530038,0.023959815494182933,0.0005976865551897332,2.2390505969762413e-05,256.00015867456113
600,16.26660725085507,0.034255966882948144,0.001168954631954992,2.7898156912056996e-05,256.0000851675544
700,16.266323809269988,0.03261184862797142,0.0012190860421013965,2.0335811693594297e-05,255.9997761837249
800,16.25765564622379,0.039747003581193534,0.0013752717629042129,1.5559666193131704e-05,256.0000516663072
900,16.25078993261949,0.04761702603275294,0.0011451380472474765,3.541593894537941e-05,256.00010251580755
1000,16.24457067260058,0.05433885583787982,0.0016107455272906521,6.862054451895528e-05,255.9998909804526
1100,16.23797515000845,0.05894297179033579,0.0022882031162079733,7.772506195459688e-05,255.99995897615239
1200,16.237591165529984,0.05902572489298324,0.0024094132727326186,9.610032882050361e-05,255.9999939276603
1300,16.227242394245774,0.06377332898854268,0.0033903972243473504,0.00012470224081644895,255.99984978067252
1400,16.224058514005772,0.0735571086507767,0.0037418293415699966,0.00010781856979579853,255.9995949886425
1500,16.223225362130705,0.07367477808821117,0.0043635314768336415,0.00017157191973644925,255.99953232736772
1600,16.21603780409555,0.07842148391270741,0.004732037331207353,0.00017080399827515218,255.9995906989791
1700,16.207841132575712,0.08820424206130528,0.005174479340813393,0.00017395255369963037,255.9994149919696
1800,16.200812982131886,0.0921887939111387,0.005802324138439698,0.00022841309557120013,255.99948934147793
1900,16.197528545487984,0.09313767194334024,0.005925026223658438,0.00024600567928445815,255.99926510456405
2000,16.196647945654536,0.10044510910044085,0.006738428488192374,0.00027742312681078713,255.999315390149
2100,16.19085225104404,0.10502096088055429,0.007380955929584249,0.00030083268899269055,255.9990163245138
2200,16.18285852143762,0.10862690919067407,0.007797929143567645,0.000338310365736618,255.99893444604095
2300,16.176740975594488,0.11689110279004447,0.008856322455471974,0.00036567811534804056,255.99878192899502
2400,16.1678093222624,0.12281761825257136,0.009545361917473048,0.00040868817762099727,255.99857311942412
2500,16.162197563403627,0.12144945342979657,0.010225737266152436,0.0004317796595045292,255.99834471817
2600,16.160474823275514,0.13184889257874985,0.010742521761582425,0.00043462635742146983,255.99813587132084
2700,16.15321707135922,0.130512223108811,0.01103206544784285,0.0005095528351991772,255.9976663779101
2800,16.145767365055345,0.13508044156713994,0.011551457255851385,0.0005318075226467007,255.9976701502533
2900,16.1405172916878,0.14447270321210365,0.012602718290524596,0.0005489929550735089,255.99723368964388
3000,16.138625463012932,0.14985019948657294,0.013113513009354249,0.0006122063287749421,255.99695802715604
3100,16.136648198908837,0.15271314331667515,0.013937398559118139,0.0006272109367849553,255.9965993038123
3200,16.128868031437964,0.1561917865525749,0.014856678189446068,0.0006600174327410671,255.996312326964
3300,16.120304558677926,0.16344632119809852,0.01621406765491693,0.000710081356345616,255.9960180031245
3400,16.119774583540412,0.16354778840295492,0.016699123940029297,0.0007401870181284796,255.9954800978941
3500,16.11317288427752,0.16925158729804826,0.017162278330027123,0.0007856831022456394,255.99520935102487
3600,16.108913886468297,0.17742303049755415,0.0186777700621685,0.000847389583397843,255.9947775403295
3700,16.098812665483745,0.18082385219651131,0.019241923678090623,0.0008889302337608664,255.99458414552575
3800,16.098183332076655,0.18708966481887976,0.020294852469789147,0.0009092281746146994,255.99395756487112
3900,16.087937023449776,0.1872226474407658,0.020564582940327952,0.000975693108327156,255.99330299270798
4000,16.08402730991629,0.1899607287908097,0.022192170416295103,0.000994980098228378,255.99284189846796
4100,16.076788103504498,0.1961622439967778,0.022465911584348686,0.001048169606275248,255.99260593548917
4200,16.077530485277556,0.20034867433214515,0.02408029728649879,0.0010886650748551205,255.99194702793937
4300,16.07087727948644,0.20964511492091606,0.02445323860146594,0.0011200112975508268,255.9913024093901
4400,16.0655877371936,0.20772074285215483,0.02600227003511006,0.0012070501156053615,255.9909553133868
4500,16.058517924920192,0.2161265863990993,0.026614387088954878,0.0012527212268842194,255.99032401719484
4600,16.049890600051103,0.21892236954537303,0.02777103549248842,0.0012978171173334153,255.98943909509208
4700,16.04656613591934,0.22260932567894073,0.028095857507109953,0.0013442904706404092,255.98881504866048
4800,16.044412332559084,0.22795819016490362,0.028999214968772696,0.0013752595076460888,255.98812598526214
4900,16.040888914856165,0.23034078555175122,0.030793039379716808,0.001423710250697227,255.9876242551383
5000,16.03379079890598,0.23808119206316827,0.03149813314186673,0.0014812515723555426,255.9868767337283
