milliseconds,I,A,D_II,D_IA,R,aux
0,10.018588568795705,10.012030095315367,9.97116189189379,10.00489432538862,0.9685744644356987,0.0
100,10.034152905780953,10.070730953008256,9.955273540580727,10.086124222089976,1.1261665264151375,0.0
200,10.014058699349764,10.119705592621678,9.974709691879365,10.114399787109807,1.2095043264456102,0.0
300,10.014246098736766,10.154964268658086,10.055917212056322,10.179922971368743,1.2573119747323425,0.0
400,10.092229948356202,10.186306286078178,10.04721592209222,10.228856911410064,1.4318577863051878,0.0
500,10.098742088173358,10.209175057128437,10.139484286262276,10.250876297995653,1.4726437906218017,0.0
600,10.087705651600368,10.270555277152964,10.134418637024508,10.278646802440127,1.5113029989593247,0.0
700,10.088040853531709,10.288297888028904,10.172281459725959,10.330855315337699,1.6960850883268996,0.0
800,10.120877098768053,10.329522177834363,10.242743009112539,10.440212457758802,1.7788090072695073,0.0
900,10.185087176069146,10.358798608282514,10.209706856039212,10.459467588164848,1.835125347395857,0.0
1000,10.154306908902598,10.415666668758758,10.385934444803498,10.50204423062405,1.900484392541007,0.0
1100,10.235027268678843,10.452088203302848,10.351794363636808,10.565703109681003,2.0654371791988337,0.0
1200,10.266196503408013,10.478064395722702,10.355298779603809,10.658165662218245,2.1686143160735694,0.0
1300,10.282251108060349,10.501308919643444,10.483166448562878,10.676325123274106,2.2330488442079814,0.0
1400,10.330526510583425,10.542068805791201,10.501887364356016,10.77911497683743,2.2847894503071706,0.0
1500,10.352381153774388,10.555027887514399,10.580381361364424,10.865996539312608,2.409481605187715,0.0
1600,10.361544440848066,10.581425847534998,10.725086016920821,10.894509396397973,2.511489624188515,0.0
1700,10.431082790254063,10.618496478155532,10.748665231689843,10.951951232693037,2.5898740207728976,0.0
1800,10.439511368707388,10.64449750088781,10.83157166246618,11.033509147100142,2.765941303087619,0.0
1900,10.471868626111396,10.668119961925013,10.912968719510676,11.114130292917574,2.862324870637262,0.0
2000,10.546356297368767,10.687804314860427,10.941238351271592,11.213620025343447,2.8521905806720635,0.0
2100,10.581074421764288,10.731616302702626,11.060087860579129,11.223705426409847,3.017090436788417,0.0
2200,10.62073022272321,10.743700141185696,11.135459492549533,11.356303359470864,3.075257485127436,0.0
2300,10.674821105102305,10.774507629182533,11.30719174621607,11.41095198482259,3.1221042157358947,0.0
2400,10.686351182627766,10.78888469898301,11.406841326005168,11.452069185939552,3.3028334043866483,0.0
2500,10.752691859655428,10.810480140942174,11.419133873538076,11.577346722793667,3.390508904782388,0.0
2600,10.812645522162141,10.815005810567524,11.55454940001216,11.59094613362872,3.5602705041185643,0.0
2700,10.878106739647418,10.844810757403174,11.688457943341842,11.63988787812824,3.5234535832836142,0.0
2800,10.926063343403474,10.855610969485323,11.73768789732738,11.766612044506559,3.7036592073988306,0.0
2900,10.940405023677007,10.871036346427976,11.879661760404634,11.81006415018523,3.736476897932288,0.0
3000,11.049539089328462,10.883748025966579,11.993572527438932,11.910873138054322,3.9127148156152964,0.0
3100,11.066672872090725,10.88931517290343,12.122831686867617,11.946129520072951,4.012169802187101,0.0
3200,11.13104119826828,10.93156804225799,12.346194338237048,12.102163550601693,4.093063230761575,0.0
3300,11.218562679765366,10.916860587308664,12.3243752002251,12.112400166889188,4.125134986790898,0.0
3400,11.228427889815002,10.958650334833672,12.536925287815492,12.288102773758482,4.289404075403174,0.0
3500,11.305622570276455,10.956262421623162,12.634949306721122,12.332821081544953,4.325907876998998,0.0
3600,11.350216839303656,10.979357209252974,12.87907700894758,12.380229758471724,4.456594504771172,0.0
3700,11.450015815763566,10.96413359012946,12.958453661694852,12.455796207977636,4.607295697519302,0.0
3800,11.549602911414954,10.998077880347989,13.175945257583525,12.533566020947946,4.720480592349796,0.0
3900,11.569413867557449,10.982649837383038,13.241312784485466,12.601070381307919,4.798365708301133,0.0
4000,11.644850362557712,10.997919355439493,13.504566822919195,12.786603823426672,4.852308201128241,0.0
4100,11.757608466063553,11.0184876095602,13.604856377393574,12.864363903545172,5.056698317661102,0.0
4200,11.829546690023278,11.000088451581597,13.775391754420655,12.88096137429859,5.099007667237255,0.0
4300,11.865048575439769,11.027846933070562,13.983701079858387,12.945316766700818,5.230860291893523,0.0
4400,11.966022750136181,11.016907944840213,14.03713824473847,13.136086565920404,5.3038166359750045,0.0
4500,12.024532848218964,11.041317560321657,14.275936195373262,13.188380995937855,5.370918250531701,0.0
4600,12.08949953479595,11.033508624969233,14.519904309700625,13.256696958907781,5.452225384795383,0.0
4700,12.184114713465027,11.049401785922521,14.676507385879896,13.399228072443675,5.5963947760572825,0.0
4800,12.288459285467209,11.02938804139376,14.78298994170681,13.472679870792613,5.692159081183923,0.0
4900,12.35708361701294,11.028514915850822,15.038145708155742,13.557103752639303,5.760378453983672,0.0
5000,12.430256759562122,11.047782514295463,15.197181486639309,13.62597002290021,5.858603307192925,0.0
