miliseconds,I,A,D_II,D_IA,R,aux
0,9.994440227953115,10.005838434750094,9.973512994499698,10.045511162581546,0.9519265925510397,0.0
100,9.99516220082786,10.054712046635728,9.980741199271405,9.998019817444694,1.158360926511432,0.0
200,10.039813360827187,10.107427423192346,10.01149083910478,10.097973264755844,1.2508221466566671,0.0
300,10.070047279542832,10.159858849673109,10.04548149387485,10.084227641799002,1.3264887981703957,0.0
400,10.080236943203971,10.191894131851566,10.1061271797864,10.151696288682858,1.3639394943498875,0.0
500,10.084530534782271,10.234314585240122,10.083259309246673,10.238378660496963,1.401502479816826,0.0
600,10.119529144442376,10.274828775889372,10.131395752650025,10.298103701197892,1.588403987330598,0.0
700,10.10076285606884,10.30731096385703,10.225770192170156,10.343456060922769,1.6295849008468015,0.0
800,10.169491254550811,10.340676263001521,10.195498772752666,10.393006154014941,1.7569987596912722,0.0
900,10.164906701530962,10.379168592330293,10.268562078284912,10.48336398754207,1.8005166617328952,0.0
1000,10.195223471319837,10.409924302631463,10.266089569927573,10.504198053541721,1.9279578693968171,0.0
1100,10.223451852511198,10.444392732558317,10.35145438417468,10.585929474237666,2.075479423722282,0.0
1200,10.256822152409665,10.460097170802115,10.392002127054552,10.710958073419793,2.166008270882816,0.0
1300,10.299989352002587,10.506662476575592,10.457774066285603,10.701825982933318,2.2157965262920554,0.0
1400,10.283634077712932,10.525555695746878,10.499343613269456,10.831840254071578,2.369484196660104,0.0
1500,10.36668027227885,10.574639365133672,10.578891214632819,10.858906950777856,2.470949763733696,0.0
1600,10.333823148372442,10.59243931315427,10.644884526331563,10.963349598713922,2.50841874878038,0.0
1700,10.433832606312476,10.6288502406049,10.770159385307235,10.980440491406725,2.6417307269384747,0.0
1800,10.47781060370504,10.629338490676625,10.87507555382776,11.092391922457516,2.7625170128174,0.0
1900,10.47592460489689,10.659094137001896,10.939051224346166,11.144245568735121,2.7361538485831436,0.0
2000,10.495181538481212,10.68724716283537,10.99477957893707,11.18189195264794,2.908299297787526,0.0
2100,10.58745526727291,10.715880992789945,11.015937176240742,11.220917135987806,3.031757626217409,0.0
2200,10.59514651752936,10.724030032457689,11.148325765023793,11.304472661370653,3.0357787355415624,0.0
2300,10.635292894997647,10.76657081944175,11.239921574581324,11.408875395192414,3.1606589297135974,0.0
2400,10.726272952721317,10.789841549185404,11.375932979181687,11.433762783103244,3.2745730916789846,0.0
2500,10.745117073525337,10.796224361703354,11.44016407871611,11.590997968853317,3.3973980537456048,0.0
2600,10.83400662057028,10.8071714253307,11.581447826839963,11.587436993272203,3.4627140960193388,0.0
2700,10.845222313834466,10.82746528010668,11.725746434705364,11.673885603769147,3.519113887762678,0.0
2800,10.893136174607495,10.843032587352855,11.757348444621826,11.764884256059124,3.7047900010456907,0.0
2900,10.955056333509916,10.874124979074441,11.83842123319282,11.891911442859332,3.7941605522898647,0.0
3000,11.052650589640425,10.90107956128278,11.959230762667493,11.963069235116976,3.901203858294286,0.0
3100,11.11210445390735,10.908993042799258,12.182889216840879,11.979206508386753,3.9409696710805218,0.0
3200,11.111968533186502,10.922796931434158,12.202974206043617,12.115981848916743,4.080017615479627,0.0
3300,11.194747792448684,10.928157293765203,12.38668138927787,12.175430847534134,4.2163006340267755,0.0
3400,11.238889403839426,10.951418803058262,12.525764154371112,12.242886685506786,4.329784308071167,0.0
3500,11.29961414064311,10.947003091179134,12.63659058088902,12.321299447854505,4.399902368571462,0.0
3600,11.35190351868291,10.978864129114898,12.84201870808017,12.419999770607058,4.454748413473815,0.0
3700,11.451739554737568,10.963796816198085,12.989641336391104,12.486782607194828,4.5228340519385,0.0
3800,11.555291571569848,10.973087703205021,13.112315489128378,12.567180256657943,4.637777087509872,0.0
3900,11.620487183246365,10.978594212966232,13.231646415352072,12.628966454195728,4.803581608330522,0.0
4000,11.629745413984278,10.991539793932748,13.437909061037635,12.763184112347975,4.845402956614787,0.0
4100,11.719703366450977,10.998595426952802,13.649842092171147,12.79896732630785,5.036269973914717,0.0
4200,11.77653853774022,11.02180596838114,13.682858925635557,12.897682442244111,5.115286992664535,0.0
4300,11.894681352937745,11.004871656694451,14.005280780677827,12.952637085937038,5.2143969953940035,0.0
4400,11.915448449052171,11.017387572894142,14.14143464062109,13.058310232109081,5.321220323371831,0.0
4500,12.045487006265533,11.02397568589375,14.246337773449971,13.220679328921355,5.365197288702379,0.0
4600,12.140372774337978,11.045316675684758,14.38810465394313,13.242619338321383,5.411925164547084,0.0
4700,12.20118588111267,11.030855055812102,14.621484615783695,13.348649950334119,5.575788996245806,0.0
4800,12.284511172577007,11.02386512150923,14.855961636255234,13.423489614962127,5.682700157586398,0.0
4900,12.357685855647093,11.046620017836753,15.101876579898878,13.4972569397929,5.710921182323007,0.0
5000,12.437337040269624,11.027878825207601,15.278841685550267,13.572828922102111,5.860221964592511,0.0
