miliseconds,I,A,D_II,D_IA,R,aux
0,9.969570687187117,9.998955705548472,10.031532088654618,9.992960660823158,1.063256809285759,0.0
100,10.047131346702553,10.070248868926813,10.037354896195431,9.999130062917649,1.1365010507024433,0.0
200,10.03620996052274,10.09240560266651,10.053024450782797,10.054676854082972,1.1560268705084995,0.0
300,10.065324420731123,10.137309001025159,10.01409145385431,10.102799777217998,1.308127205505376,0.0
400,10.092722526831086,10.183500378455147,10.074890377602793,10.14241078147769,1.3497397831993618,0.0
500,10.102673138040789,10.231765127052793,10.069609490576472,10.21339623569858,1.4841380202746295,0.0
600,10.087160133431944,10.264606645851847,10.103080671136995,10.267063849484556,1.5515726215482442,0.0
700,10.113552731164583,10.305663633998671,10.178657637598098,10.35372262282914,1.6591561145097704,0.0
800,10.113581106146578,10.347239754404843,10.282626702698627,10.455988723704072,1.8049406426943368,0.0
900,10.160833493673183,10.368824463387918,10.351314966440937,10.495966290882311,1.8489491133133542,0.0
1000,10.160977647547224,10.414333604275038,10.284101314472986,10.5711675685761,1.9131638800826514,0.0
1100,10.210400436868799,10.439337668934876,10.31433289242684,10.62256100550176,1.9956868224861963,0.0
1200,10.261249978181295,10.457985090779706,10.354376033933654,10.691604502244926,2.1252171561659896,0.0
1300,10.25190215099864,10.501301233808988,10.55632141733004,10.73501725508966,2.2853496336934276,0.0
1400,10.323898117935904,10.544720670049738,10.526691494383474,10.78843081300668,2.364895174438528,0.0
1500,10.348078762184098,10.549815478243039,10.58884985170408,10.814285324400716,2.349725912410891,0.0
1600,10.391223614366677,10.595752154495088,10.731452228109768,10.95629525799299,2.5388849471860695,0.0
1700,10.399237244297375,10.629304587773234,10.815845160370813,10.945725766838247,2.539000979021719,0.0
1800,10.465178500896448,10.657388704346861,10.89549351648668,11.02169124613451,2.6804417031381615,0.0
1900,10.519899955086009,10.68000203443669,10.967065056518084,11.064735934690056,2.7513899347752164,0.0
2000,10.506694851517109,10.681677003793807,10.943108286621463,11.150212313972327,2.831995693703926,0.0
2100,10.531889738025331,10.710701554870848,11.018922905348429,11.280383412289826,2.9844623332124347,0.0
2200,10.591773593930506,10.744262499438397,11.103670839076617,11.302287906982516,3.0808571568806644,0.0
2300,10.629160105816513,10.773687821149599,11.258553076816817,11.41047517943757,3.263053388362593,0.0
2400,10.670386737127986,10.791271914992926,11.28006562246928,11.452647827858172,3.3166269616597868,0.0
2500,10.722200041428309,10.794345167797188,11.499892066251984,11.531394660762107,3.3314896701151318,0.0
2600,10.797426450671914,10.82474530275836,11.554241116042475,11.600245646289492,3.4409362382824398,0.0
2700,10.873781766039125,10.853240931613856,11.602474561392794,11.688789364898872,3.5375115564442345,0.0
2800,10.893733520104476,10.846468619988707,11.734300917978059,11.736033365427229,3.7461603108492976,0.0
2900,10.98659757890042,10.870639798370071,11.919608264472565,11.894957073422997,3.796678696591268,0.0
3000,10.995895507894444,10.892749393452046,12.088573155596068,11.901032146057593,3.9009804493019997,0.0
3100,11.08957563388719,10.897358956574898,12.127393910513465,11.969336119958822,4.028268681952867,0.0
3200,11.139299079133167,10.903798161862577,12.243688317509328,12.127966666464301,4.104568547219171,0.0
3300,11.175414306239642,10.937154991848848,12.479006122143762,12.11137663578238,4.182318427728783,0.0
3400,11.232844550113219,10.959051146962034,12.582555022313878,12.268310821213705,4.257149907111347,0.0
3500,11.324111408279505,10.952782624282438,12.752079507101673,12.283811135575453,4.453670440991161,0.0
3600,11.422680805264845,10.970732872265362,12.775392464777529,12.38563742689395,4.507292699236565,0.0
3700,11.453716556414687,10.982329259000517,13.005849721507508,12.436607675733555,4.634890582322974,0.0
3800,11.502525219595684,10.9977428041607,13.121720014558699,12.600935938336344,4.643372617972002,0.0
3900,11.610413209572107,10.986257660007062,13.216528513090429,12.644682406576848,4.773231259032271,0.0
4000,11.624538718477464,10.994403392388037,13.391757967368948,12.714151917526632,4.842695108179518,0.0
4100,11.756253612337595,10.997156471318863,13.57113763205867,12.84179873193504,5.0181184319791265,0.0
4200,11.803374139529287,11.00124695597761,13.734038620351395,12.941685293518551,5.142872279385374,0.0
4300,11.85923279044047,11.019479163982906,13.899781656635785,12.969680857267743,5.112672606604825,0.0
4400,11.924616609798608,11.024462054524566,14.059400927770987,13.071750432639721,5.26187297824138,0.0
4500,12.023319102487195,11.02014338353926,14.26621007444108,13.175533018762339,5.362293840896096,0.0
4600,12.10449682687847,11.047893858680531,14.384223192236556,13.229777293699142,5.426308276971038,0.0
4700,12.21102532938865,11.032295685518315,14.720176934162902,13.379096472194924,5.58222346983265,0.0
4800,12.272942884659376,11.024591116014465,14.796604452901951,13.386788524388077,5.622549191380967,0.0
4900,12.32567601676992,11.031256515732592,15.04941377966582,13.509990825558747,5.8199063746790465,0.0
5000,12.407571607583753,11.037346620106726,15.30834015145685,13.568691615394462,5.812340997515842,0.0
