miliseconds,IX,TF_VIIa_IX,TF_VIIa,IXa,TF_VIIa_X,X,Xa,VIII,Xa_VIII,VIIIa,IIa,IIa_VIII,VIIIa_IXa,VIIIa_IXa_X,V,Xa_V,Va,IIa_V,Va_Xa,II,Va_Xa_II,Fibrinogen,Fibrinogen_IIa,Fibrin,VIIIa_inact,IXa_inact,Xa_inact,IIa_inact,Xa_Xa_Inhibitor,Xa_Inhibitor,Va_Xa_Xa_Inhibitor,IIa_IIa_Inhibitor,IIa_Inhibitor
1000,89.99656756225643,0.0024398711665753374,0.0007392330766577745,0.0009274165688890031,0.0018120375848265928,169.9953755735906,0.00151485338782023,0.6999668193044313,3.003871248764484e-05,3.042144491423411e-07,-2.7875568347362807e-09,1.8520986353467862e-10,4.518201564084601e-11,-7.486399881266087e-12,19.998622322796468,0.0011373915554489563,2.903701751234923e-05,7.560243823629252e-09,-1.6586658312033003e-10,1399.9999999849756,2.8061359104466392e-09,7899.999998426707,2.657304212375644e-08,-1.6078741433722377e-06,9.853003880749292e-11,5.023682418158062e-07,9.956912820036778e-06,-6.001927860423836e-11,0.0,0.0,0.0,0.0,0.0
1100,89.99644313042555,0.002468859250518331,0.0007572358503742798,0.001132853574673816,0.0018279655522233983,169.99532270669744,0.0015137779427735211,0.6999618194492913,3.665580644969169e-05,5.176818461053988e-07,2.1167378334946832e-08,1.8037982547596458e-10,5.283497298045288e-11,8.328816522832376e-12,19.998542000235318,0.0014202507183433404,3.131293341377466e-05,4.88714195701434e-09,2.204141335459806e-09,1399.999999894385,-1.4748452642895991e-09,7900.0000018676155,1.9267690931501307e-08,8.056947453124063e-07,3.4118693572932937e-10,7.420962931578821e-07,1.2988505347390632e-05,-7.482605053968835e-11,0.0,0.0,0.0,0.0,0.0
1200,89.99632289428645,0.00243931221784616,0.0007562267933295744,0.0013055779450626185,0.001815419666493043,169.99502548601347,0.0016801699969202892,0.6999614092231953,3.682983942692579e-05,5.085164554681153e-07,-3.2599241140915584e-08,7.295238355609083e-11,3.165470177628841e-11,2.0506485160152127e-11,19.998386578007153,0.0015803508810290222,2.7168153034013455e-05,8.824706703228672e-09,-2.250376069386076e-09,1399.9999999891863,-2.139922146380181e-09,7899.999998370086,-6.327830288500098e-09,2.467154980198425e-06,6.146710953799142e-11,1.3359078486522483e-06,1.4672468281565171e-05,9.590968561969139e-10,0.0,0.0,0.0,0.0,0.0
1300,89.99615618156389,0.002474312614027425,0.0007031741918954209,0.001407900841004261,0.0018163352777660123,169.99456109201918,0.0017009273359199968,0.699957961084177,4.334886987083695e-05,6.76220723474014e-07,-3.572519282839975e-08,1.230033601947244e-10,-1.0684846359173795e-11,1.0744303511594626e-11,19.99829851278853,0.0017438735836784152,3.790541211859212e-05,3.4251132583839732e-09,8.703959105015568e-10,1399.999999917039,-1.0515751162440106e-09,7899.999997390019,-9.63022533611387e-09,3.0136357588798874e-06,7.850147423550602e-11,1.4384107246701136e-06,1.6667917602728584e-05,3.1059866658065627e-10,0.0,0.0,0.0,0.0,0.0
1400,89.99614855755567,0.002460489579313742,0.0007207080740669984,0.0015349987768328726,0.0017980578106314875,169.9945609073313,0.0017930249288102484,0.6999522521636546,4.466230355383116e-05,5.532139082926839e-07,-3.690999620076412e-08,-4.106249336975522e-11,2.993298914789955e-11,-1.0753902780658279e-11,19.998050423848383,0.001862756475869423,4.078449831862683e-05,-2.4162034791269057e-09,4.065067045923071e-09,1399.9999999568133,-9.194721907041391e-10,7900.000000931561,3.19954109707987e-08,1.721596864530922e-07,9.51929768027724e-11,1.6963868306956227e-06,1.616723758597327e-05,-5.644925614212922e-10,0.0,0.0,0.0,0.0,0.0
1500,89.99590514127182,0.0024506936711754506,0.0007178819516414247,0.001552596745728167,0.001797637911825007,169.99423380030734,0.0018816296165602786,0.6999522257834215,4.630384565786283e-05,6.935757217859732e-07,1.922443566159419e-09,6.582257813110673e-11,5.816935866336852e-12,2.7220303719930883e-12,19.99795771964715,0.0019904655102878474,5.709231130915841e-05,-4.357537518000926e-09,-9.210244756652331e-10,1399.9999999361166,-1.9736309083981098e-10,7899.999998621748,-3.249197543488306e-08,-2.827089140046162e-06,4.3954677419163356e-10,2.1338078636298715e-06,1.957408461335809e-05,-2.952589368083385e-10,0.0,0.0,0.0,0.0,0.0
1600,89.99576267823693,0.0024765339780160756,0.0007592329327262201,0.0016710816924575063,0.0018059137665063355,169.99379501342418,0.0019917148131469225,0.6999460656367212,4.919914680379126e-05,8.471064240400089e-07,3.3965111881240405e-08,1.4241580344963558e-10,-2.867275310276226e-12,1.5551749137148347e-11,19.997594198541904,0.0021840964485238435,6.128032221012926e-05,-2.6340281454869047e-09,4.854660145444188e-09,1399.9999999742663,2.5164806160145655e-09,7899.999998852468,-2.1876943099205726e-08,-1.954501344769842e-06,2.6074587560309706e-10,2.3586743724421755e-06,2.2590534923598186e-05,3.125533500683707e-10,0.0,0.0,0.0,0.0,0.0
1700,89.99580763740622,0.002475141760626784,0.0007267167026611316,0.0018013202159322588,0.001792210840526371,169.99353706787088,0.0019926846729140728,0.6999441483169051,5.219753725650315e-05,9.380439393515431e-07,-2.275902216296612e-08,2.928596136560609e-11,4.2520167365965646e-11,1.646426814112891e-11,19.997463876955052,0.002402305260788293,8.84221562685282e-05,-3.3754654881656928e-09,2.6845752295878394e-09,1399.999999896176,2.2694776099714315e-09,7899.999998660438,5.7283944716038264e-08,-1.8528765367244214e-06,6.522105575140519e-10,2.4562436169446765e-06,2.4905988936522594e-05,3.527641138889994e-10,0.0,0.0,0.0,0.0,0.0
1800,89.99554389800207,0.0024511901838511893,0.000759052987538773,0.0019127865096558196,0.0017950186877621604,169.99353051361905,0.002158228992731733,0.699942345144635,5.601497701327597e-05,1.068660995471431e-06,3.459877233683648e-10,1.8136688807047065e-10,1.1423466184284914e-10,4.4006907009949855e-12,19.99741792851542,0.002630902110869313,7.558337624950269e-05,-2.043196046801698e-09,7.135780842042278e-09,1400.0000000279408,7.2383404607533895e-09,7899.999996058775,6.898629699491795e-08,3.2952971016589776e-06,5.965095681991567e-10,2.56250032394351e-06,2.660158218206187e-05,-2.3809181202687328e-11,0.0,0.0,0.0,0.0,0.0
1900,89.99546265617091,0.0024572049956771173,0.0007510316233537148,0.0020570712229214853,0.0018003668961386744,169.99321838957854,0.002167282204922707,0.6999410582336411,5.932271103622421e-05,1.321486910781579e-06,6.709538679207272e-09,2.2029836949500805e-10,3.4354086098893814e-11,4.398413315623324e-11,19.997105931207876,0.002805147997601989,0.0001071218388755246,-3.714781704312998e-09,4.9334367895254074e-09,1400.0000000258995,5.109547217149484e-09,7900.000000470321,-3.6781092356341566e-09,4.4587467906540967e-07,9.638715819019795e-10,3.1681932587081626e-06,2.8105213407523667e-05,1.4035034222075893e-11,0.0,0.0,0.0,0.0,0.0
2000,89.99545545333402,0.002479471504502511,0.0007210578066091228,0.0021831154123453747,0.0017913561303121222,169.99274910499295,0.0022845116179430656,0.6999381646755612,6.197392094834223e-05,1.4535515079660359e-06,5.1438023725113054e-09,2.2628377987932505e-10,1.1916417492285736e-10,1.672070791432763e-11,19.99701465809732,0.0028150494068924043,9.816477295165496e-05,1.772666516659699e-08,4.803995740800233e-09,1399.9999998816204,5.17013232149023e-09,7900.0000004114045,4.54707661780455e-08,9.981306708383821e-08,9.69595416974193e-10,3.668241585876578e-06,2.9857916153841236e-05,-4.1075583104512184e-10,0.0,0.0,0.0,0.0,0.0
2100,89.99534142852988,0.0024790750270023277,0.0007224270174810116,0.002230214945034295,0.001793370269973584,169.99276712993014,0.002454851329947158,0.6999323819407731,6.721031587531404e-05,1.5373221272331274e-06,8.711372376321287e-08,1.926148657673838e-10,1.4930912439819708e-10,3.4342200737140864e-11,19.996902709606513,0.003006524343332487,0.0001296821077881487,-1.2266879296298145e-09,7.066930896657319e-09,1399.9999997671755,8.199558602675078e-09,7899.999999831836,4.2920422527582914e-08,2.7856431750829784e-06,1.271212156513942e-09,3.5746406712913195e-06,3.1762554008875056e-05,-3.4781637534398004e-10,0.0,0.0,0.0,0.0,0.0
2200,89.99518809002207,0.0024511342428758525,0.0007052694795352419,0.002422866626549084,0.0017923474013324576,169.99230439598648,0.002542557312239851,0.6999304939381642,6.84743666698358e-05,1.6405045077497473e-06,1.0527737103611216e-07,3.3560920443112444e-10,1.019876235939093e-10,4.724270402601467e-11,19.996754406471734,0.0031320824296316224,0.00012669316552641255,2.178333747495467e-08,1.0254312516978998e-08,1399.99999990033,8.455672663392751e-09,7899.999998201168,1.8659434436635513e-08,-2.7096595667178246e-07,1.3988294599556159e-09,4.24564965955694e-06,3.6072553034139116e-05,5.324083174505686e-10,0.0,0.0,0.0,0.0,0.0
2300,89.99495381272061,0.002466901904313563,0.0007430303274657512,0.0025497405452374255,0.0018098104584977636,169.9920522280991,0.0025095241725943155,0.6999267303289577,7.317804109853e-05,1.981126699395961e-06,9.541893258143133e-08,3.580070331671723e-10,1.9783793089271244e-10,7.396799688278157e-11,19.996481184591005,0.003387589224709958,0.00015206412798003367,2.402267283280496e-08,9.646482713871722e-09,1399.9999997043103,8.531131886530718e-09,7899.999997202363,8.340533263727896e-08,3.7110426086587885e-06,1.4257031303765633e-09,4.656163990773002e-06,3.7338202768954744e-05,1.62895152723962e-09,0.0,0.0,0.0,0.0,0.0
2400,89.99494897224433,0.0024583834247067196,0.0007148126093496413,0.0026484986630105046,0.001798202031152741,169.99186558795324,0.0026452917864837875,0.699921585387468,7.619228244344086e-05,2.1820941715263793e-06,7.915754718625468e-08,5.069263197770516e-10,2.2233638672576912e-10,8.282727285865769e-11,19.9963218022525,0.0035391807533578417,0.00015628626727548926,1.3765227665590907e-08,1.0566293396831365e-08,1399.9999997441976,1.1666860229700202e-08,7899.999994014359,5.9444580877696644e-08,1.0706281834149185e-06,1.9926028714611373e-09,5.287808545197882e-06,4.264863518389722e-05,3.536432105420632e-10,0.0,0.0,0.0,0.0,0.0
2500,89.99483991984945,0.0024827513595131905,0.0007314386305800175,0.0027534113947221823,0.0018071687859444636,169.99159912505294,0.002759867216867045,0.699922130508809,7.498755817579995e-05,2.114031454471427e-06,1.4659837572427282e-07,5.575633073684311e-10,2.989777001027046e-10,9.339399932517446e-11,19.996058595954835,0.00372854287838352,0.00017760702274180424,2.915158860382409e-08,1.5733766570227416e-08,1399.9999998057021,1.3425147915426722e-08,7899.999994033161,8.28904285395002e-08,4.668510032733436e-06,1.9402203305940296e-09,5.614618603194921e-06,4.378330373101057e-05,1.941473986547786e-09,0.0,0.0,0.0,0.0,0.0
2600,89.9947515142285,0.0024839920549812565,0.0007466802565800704,0.0028644054969121065,0.0017969210722995235,169.9914716683464,0.002874702592990138,0.6999191243649925,7.924856349280757e-05,2.4274497600110897e-06,1.1749153087835494e-07,4.817685884749388e-10,3.0861300986371393e-10,1.1470280931213054e-10,19.996047315658256,0.003880103847382646,0.00019271326538646604,3.576962388587758e-08,1.9504429131195085e-08,1399.9999996686313,2.0352848049871753e-08,7899.999991998478,1.0835313855994095e-07,5.336191619774635e-06,2.1352919822175415e-09,5.778513685834287e-06,4.814491576118609e-05,1.0254198686670088e-09,0.0,0.0,0.0,0.0,0.0
2700,89.9945983389725,0.002465613328006639,0.0007476687181097146,0.0030399903150543487,0.0018063099903072905,169.99113354533998,0.002954175304321681,0.6999129882398128,8.449181704433303e-05,2.678164451160724e-06,1.4140302072528634e-07,5.611015810800457e-10,3.400925728479638e-10,1.1327463103791922e-10,19.995892044040215,0.003915390701881746,0.00021724322732249722,4.5046124839462655e-08,1.998571274857952e-08,1399.9999995743838,2.254434044266508e-08,7899.999989873527,1.3640482961783843e-07,9.287722216763744e-06,2.3221604614146974e-09,6.194827593717332e-06,4.97386602841413e-05,1.8161222097621697e-09,0.0,0.0,0.0,0.0,0.0
2800,89.99452284151651,0.002452795863542201,0.0007530033219461955,0.0031227843062446078,0.0017958608638583007,169.99071100594662,0.002933746788687259,0.6999116331341616,8.456654311825568e-05,2.700230813416774e-06,2.4759273982070075e-07,8.352722913448041e-10,3.792398818616437e-10,1.3842150414463487e-10,19.995713564872876,0.004170459938914995,0.00023067133893122472,4.9673428729493026e-08,2.1505018160535162e-08,1399.9999995693347,2.306370051335424e-08,7899.999989271656,1.724728168058393e-07,8.318063929921675e-06,2.883623560467264e-09,6.870612899974526e-06,5.377622312233226e-05,1.5253009753265932e-09,0.0,0.0,0.0,0.0,0.0
2900,89.99425064562267,0.0024503867338067234,0.0007315934272122298,0.0031623572403321884,0.0018053993525462822,169.99074414085223,0.0030718317126063577,0.6999088344231534,8.892896884148772e-05,2.956729970590539e-06,2.2150172084079437e-07,1.0329871052623335e-09,4.88942141334708e-10,1.8048774118032167e-10,19.99538746398437,0.004321118044388968,0.0002439191009570969,5.127447587960955e-08,2.5445024169830898e-08,1399.9999994287214,2.6942599383255896e-08,7899.999992508569,2.182049584814364e-07,1.0816431045902132e-05,3.2722195407471944e-09,7.6078283027420294e-06,5.853539423682468e-05,2.2888422188187572e-09,0.0,0.0,0.0,0.0,0.0
3000,89.99428862045765,0.002468128966870529,0.0007240328701638042,0.00328614380076229,0.0018132683993336044,169.99037596743875,0.0031176922801963683,0.6999050284449487,8.948061026129612e-05,3.3176121510036113e-06,3.294898980908535e-07,1.063359356832527e-09,5.059669198840305e-10,1.8537008318869903e-10,19.995130244296266,0.004594390921405953,0.0002792211127304718,7.204314594680767e-08,2.7894829180112637e-08,1399.9999994018053,3.039387236866468e-08,7899.999984928501,3.10166984326547e-07,1.260336361604764e-05,3.2720046108930303e-09,8.37724038635535e-06,5.8829053666730004e-05,3.258012824067006e-09,0.0,0.0,0.0,0.0,0.0
3100,89.99417907061004,0.002476623379408353,0.0007471469024266084,0.0034711022045550433,0.0018114086963137124,169.98997000104373,0.003210749917363645,0.6999026149894624,9.571181219190838e-05,3.523353800452546e-06,3.8806883063451577e-07,1.40460752555178e-09,6.699091906833355e-10,2.1143934809763531e-10,19.99502011103766,0.00466849690737533,0.0002855483598366868,8.224534928656937e-08,3.661755999352679e-08,1399.999999164368,3.6584917884975606e-08,7899.999985449856,3.6558565676380656e-07,1.818276033639987e-05,4.0225674369334035e-09,8.909835214676926e-06,6.347790299711254e-05,4.882236128648883e-09,0.0,0.0,0.0,0.0,0.0
3200,89.99392262189869,0.0024671500058291935,0.0007353375582595342,0.00352581007063805,0.0018067356070663688,169.9898734608328,0.00328260294381507,0.6998992003172723,9.67288023726154e-05,3.7225174036870433e-06,4.410939303102035e-07,1.8289025816017497e-09,7.255595217992054e-10,2.451936859181384e-10,19.994819852795256,0.004715029685233088,0.00029889855581910035,9.272714331015814e-08,3.8406789357491695e-08,1399.999999037704,3.864967623639812e-08,7899.99997915299,4.324624729265414e-07,1.5513486116903525e-05,4.134596359802426e-09,9.214564878229038e-06,6.927710526309374e-05,5.1346882058897915e-09,0.0,0.0,0.0,0.0,0.0
3300,89.99394218330548,0.0024831146453434725,0.0007033052297897055,0.0036873501244648046,0.001804440267802519,169.98968858371126,0.003459774758964639,0.6998970242321332,9.82329554076605e-05,3.8024671537632925e-06,4.369273301643944e-07,2.105311489932937e-09,8.250905078057146e-10,2.542214358459985e-10,19.994792108680542,0.00489744999460022,0.0003220983860675808,1.0568290406753406e-07,4.3623770227667594e-08,1399.99999882926,4.809232035541442e-08,7899.999974337977,4.985146824736172e-07,2.0406915916154353e-05,4.5827466641397e-09,1.0143095613241968e-05,6.985949748503632e-05,6.111181553440893e-09,0.0,0.0,0.0,0.0,0.0
3400,89.99377072928375,0.0024635451903822943,0.0007020430984224784,0.0037337662337610373,0.0017942060529382905,169.98941623265395,0.003486050333214497,0.6998926144857552,0.00010135067525252545,4.0975808746019705e-06,5.727204348902337e-07,2.208070974643657e-09,9.32436573552911e-10,2.884115600675188e-10,19.994495355070182,0.005033505441270662,0.0003439621850652592,1.3098528090891407e-07,4.7581883965782647e-08,1399.9999986687455,5.2670167233782197e-08,7899.999975886953,5.056856996477627e-07,2.9477451893697882e-05,4.868696381363006e-09,1.082444942955533e-05,7.460362206708406e-05,8.007043236078873e-09,0.0,0.0,0.0,0.0,0.0
3500,89.99372631548239,0.0024667981280585296,0.000703602311291675,0.00391344964796613,0.0017903943811222846,169.98924717800693,0.0036327054788730067,0.6998894054229954,0.00010345473899539257,4.241586572460285e-06,6.37963079413407e-07,2.7005413508746805e-09,9.453074855567407e-10,3.471730444391937e-10,19.994219104322234,0.005203275795841566,0.00036357852296063756,1.5257740479427917e-07,5.8001659473269554e-08,1399.9999984080087,5.458591104611492e-08,7899.999968951843,6.721138094494563e-07,2.8232858696667462e-05,5.597039212820392e-09,1.1516948911785236e-05,8.087785326823475e-05,8.957692099253523e-09,0.0,0.0,0.0,0.0,0.0
3600,89.99350491346573,0.0024693074153975337,0.0007573834357111393,0.003953413864348086,0.001803348843758827,169.98905566566103,0.00368832108296815,0.6998866637381177,0.00010591894767844113,4.510108568162135e-06,7.08403945422549e-07,2.873475603931178e-09,1.1532669496501456e-09,3.7499731327163173e-10,19.99422651680135,0.005414098257756006,0.00038779264610211184,1.690904406952722e-07,6.062090243394293e-08,1399.9999982429624,6.392715292430502e-08,7899.999959857159,6.806079918774096e-07,3.3639760973232555e-05,6.0285991256558795e-09,1.2186811613688523e-05,8.534370572245836e-05,1.1083869632755207e-08,0.0,0.0,0.0,0.0,0.0
3700,89.99344605753505,0.0024697933096543587,0.0007329337631098604,0.004102699078914192,0.0017922720275233462,169.9886688374318,0.0037883519415390253,0.6998865362601093,0.0001120350818182989,4.883434225436728e-06,8.812571348622934e-07,3.2421532052170407e-09,1.2536582517773624e-09,4.434969553845657e-10,19.993831442544963,0.005600431601219102,0.00042255723685927606,1.9201658618109297e-07,6.725430942815718e-08,1399.9999979393904,7.253821405060392e-08,7899.999956659745,7.905632254146065e-07,4.5464072164106075e-05,6.652918823428432e-09,1.2172873631596029e-05,8.750189908123878e-05,1.2891440859425649e-08,0.0,0.0,0.0,0.0,0.0
3800,89.99320314975897,0.0024831993836985566,0.0007301380666322379,0.004213958254655905,0.0017896397772678397,169.98834047407522,0.0037734431932658664,0.699882645131027,0.00011313890355144508,5.071495971132263e-06,9.742606402777706e-07,3.813837727870128e-09,1.3441711949054516e-09,4.844211649305999e-10,19.993668400708785,0.0058198298591165855,0.0004393535389331715,2.268544345507534e-07,7.958869215829454e-08,1399.9999977244004,8.203022169959783e-08,7899.999947437431,9.94020173690008e-07,5.190205425957205e-05,7.036908085992804e-09,1.2884860457503935e-05,9.343809118170064e-05,1.5012735607563057e-08,0.0,0.0,0.0,0.0,0.0
3900,89.99309551247411,0.0024663055013738537,0.0007355851604479008,0.004376428206853651,0.0017939706530453142,169.98802911560213,0.003879243644474564,0.6998773065323707,0.00011551481488907055,5.411291365960354e-06,1.0909709529322405e-06,4.288885355293937e-09,1.5163350114644894e-09,5.456521051905504e-10,19.993466574445847,0.005903810530430364,0.00046367222349091955,2.5141917963212793e-07,8.809228182430984e-08,1399.9999975692888,9.029860848753655e-08,7899.999942740272,1.0827923723910625e-06,5.7021654576307486e-05,7.58831335518626e-09,1.4184832940074605e-05,9.53443934787007e-05,1.806133344305201e-08,0.0,0.0,0.0,0.0,0.0
4000,89.99298934281042,0.002457063101641642,0.0007105881063444103,0.004546112709848335,0.0018131152561457037,169.98792500322838,0.004011905113885777,0.6998739390477619,0.0001173248465835953,5.50737460186045e-06,1.21083163697492e-06,5.100924220419702e-09,1.688660939303959e-09,5.625164201894078e-10,19.993262633247387,0.0060487313968001655,0.0004952812639587354,2.872529459065582e-07,9.64928339225574e-08,1399.999997165538,9.583479978367464e-08,7899.999930516207,1.2065359900136132e-06,6.93879108682859e-05,8.35761703327967e-09,1.4548120468538433e-05,0.00010219793743992995,2.0543756760018556e-08,0.0,0.0,0.0,0.0,0.0
4100,89.99292682788715,0.0024546197969726787,0.0007320561360340318,0.004512132374565007,0.001811738923341389,169.9877084674334,0.004059067941532565,0.6998734671298629,0.00012095986587300291,5.9755261758153535e-06,1.406457840013348e-06,5.9026414311954854e-09,1.8954394897444238e-09,6.28146071387339e-10,19.993139010276632,0.006260782644352586,0.0005123360300250265,3.3032843577770357e-07,1.0527725593110005e-07,1399.9999966473742,1.0603775497976994e-07,7899.999920822516,1.3893690782614482e-06,8.295099710347823e-05,8.992273583361378e-09,1.5431307771863176e-05,0.00010408892787122856,2.3005710621830823e-08,0.0,0.0,0.0,0.0,0.0
