milliseconds,IX,TF_VIIa_IX,TF_VIIa,IXa,TF_VIIa_X,X,Xa,VIII,Xa_VIII,VIIIa,IIa,IIa_VIII,VIIIa_IXa,VIIIa_IXa_X,V,Xa_V,Va,IIa_V,Va_Xa,II,Va_Xa_II,Fibrinogen,Fibrinogen_IIa,Fibrin,VIIIa_inact,IXa_inact,Xa_inact,IIa_inact,Xa_Xa_Inhibitor,Xa_Inhibitor,Va_Xa_Xa_Inhibitor,IIa_IIa_Inhibitor,IIa_Inhibitor
0,89.99998277732001,2.4476454034498987e-06,0.004971920785085054,1.476420348255923e-06,4.897919152751383e-06,170.00014239751386,2.7451511202234442e-05,0.7000002211477127,9.85653804006468e-07,4.099515945139561e-08,-5.4789961168983886e-09,1.1489913705176313e-10,-2.6479646684843112e-11,-1.3730037039899819e-11,20.000012142400006,4.069332842619466e-06,-3.687996543072895e-07,-5.3730238348890345e-09,-8.398192687209665e-10,1400.0000000584034,-3.062166796172226e-09,7900.000001244407,4.36720391345611e-08,-2.958371367973362e-06,-2.294046875453496e-10,1.3017372140132673e-07,-1.4627162304506654e-06,5.843540395932868e-11,0.0,0.0,0.0,0.0,0.0
100,89.99831548998674,0.001601458651067998,0.0010319843408649937,3.087137179989397e-05,0.002354112684046617,169.99729051612553,0.00028955730014036305,0.7000012031192879,8.823213361033986e-07,5.2622884243214265e-08,1.3799261529196422e-08,-8.058696131650547e-12,-4.8086510183011365e-11,1.4146770776808363e-11,19.99990045063426,5.718204371283158e-05,1.6421416531635302e-07,1.0037771567205824e-08,-7.29687738052474e-10,1399.999999899892,-1.834242038001079e-09,7899.999998284113,-9.19455749779115e-09,3.4984324329847617e-07,2.1746503574253673e-10,-2.400767087273956e-07,-1.2313708723509789e-06,2.471983015824074e-10,0.0,0.0,0.0,0.0,0.0
200,89.99789467089607,0.0019184554577934179,0.0007915063427864003,0.0001202367921674663,0.0022628432415662245,169.99724209829907,0.0004964389193118377,0.6999961464037157,1.9531074593146618e-06,9.421615305557068e-08,4.277980751398701e-08,-1.5026521610966974e-10,-4.3009392738817056e-11,9.354716846825968e-12,19.999784585754146,0.00015509069980685616,1.0255398143515257e-05,-5.523005914618175e-09,1.450370492916887e-11,1400.0000000988368,-2.391941766761979e-10,7900.0000020188145,4.1638442784296816e-09,-2.3950308034570014e-06,1.8043199710223717e-10,-1.2631216300651888e-07,-1.5277826158152588e-07,6.196157902594549e-10,0.0,0.0,0.0,0.0,0.0
300,89.99768536576245,0.0020964452564337086,0.0007756588534185979,0.0001580200109549535,0.0020971752954028026,169.9971271464816,0.0006737954603203526,0.6999917323706716,7.3795920548698645e-06,-9.146653312780648e-08,-4.2438251658069826e-08,9.933979024046693e-11,-1.9134337754401778e-11,-1.387616683422516e-11,19.99992909567111,0.0002551933439874471,-2.3013521322350446e-06,9.612896891790227e-09,-6.699130782261304e-11,1400.0000000732134,2.8851172073309436e-09,7900.000001212387,1.0962925159468483e-09,-1.552532212154316e-06,-1.894423045755398e-10,8.562671348699539e-08,1.7282963242934307e-06,-8.669017902725289e-10,0.0,0.0,0.0,0.0,0.0
400,89.9974259213417,0.002226592019439388,0.0007414120053407928,0.00034636477760783017,0.001999833538135576,169.99681733026804,0.0008713770430751285,0.6999888594842618,1.1529720375295403e-05,1.3852533395571357e-07,-1.4418378846717348e-08,-1.8816787880074796e-10,5.590464597026166e-11,1.6637100346261462e-11,19.999635317159935,0.00022954109923791573,9.142592872928987e-06,-1.1589092573870255e-08,-2.508002636486924e-09,1400.0000000816522,-7.357358116593714e-11,7899.999999979776,-4.357606893169792e-08,-3.1691308221189066e-06,2.377137168635163e-10,1.548229823674404e-07,9.14624284090921e-08,9.087622449207587e-10,0.0,0.0,0.0,0.0,0.0
500,89.9972150334416,0.002290872074767948,0.0007361218315972846,0.0004937544115337624,0.0019386226583537525,169.9967410953371,0.0009593887686408653,0.6999845937106787,1.5021376253705684e-05,6.35430304549429e-08,-1.5010644002789505e-08,2.832823334297945e-11,-3.650372281725519e-12,5.809648337370163e-12,19.999646825416608,0.0004218856582249277,-3.183297229237822e-06,6.169679913971836e-09,-1.9393268516174876e-09,1400.0000000460695,2.56610258460182e-09,7899.999998440525,2.902737474188599e-08,-1.8440537687080008e-06,-5.1987422428401994e-11,2.5757180230051847e-07,3.294442334811192e-06,-7.930209826042272e-10,0.0,0.0,0.0,0.0,0.0
600,89.99712983633759,0.002354997178180342,0.0007477128171114736,0.0006321067977751885,0.0019034055781026362,169.99627117504465,0.0011194987801754837,0.6999814862595005,1.58135266640633e-05,1.7081285087982625e-07,1.4197254563424249e-08,1.2670302887055013e-10,1.9954621390338477e-11,1.744569085101704e-12,19.999382733451682,0.0005600410344644626,3.1677430110833002e-06,1.154619086808414e-08,-3.0109244573458316e-09,1399.9999998977485,-2.6808087383950907e-09,7900.0000029822595,1.1145163070054211e-08,-1.2678990387239676e-06,-2.1496777017536102e-10,3.1841920927062984e-07,5.282501399890614e-06,4.1102068170311207e-10,0.0,0.0,0.0,0.0,0.0
700,89.99693975604876,0.002374498640625539,0.0007468735884566037,0.0006502055341891557,0.0018754723980238463,169.99604004992634,0.0011872783144401488,0.6999780270546153,2.210969137509727e-05,1.4508820613228112e-07,-4.246695232649566e-08,1.9467530132859976e-10,-1.3675709071739968e-11,-7.0768612298422496e-12,19.999220752495724,0.0008751849112052523,1.3385355016196065e-05,4.1485831399928086e-09,4.404964124803483e-10,1399.9999998863893,-1.742396905709786e-09,7899.999999499962,6.170863563653405e-09,-2.4926419746403777e-06,-1.370460141582912e-10,5.930957565946456e-07,3.7321691032406474e-06,-4.880892864977871e-10,0.0,0.0,0.0,0.0,0.0
800,89.99678464293747,0.0024080510548402704,0.0007458125397692076,0.0008052617852276617,0.0018454026419317821,169.99609583764467,0.0013228087916957098,0.6999732763174827,2.2956842675160088e-05,2.5911441897470705e-07,2.5926761937991267e-08,9.511503452136713e-11,-7.272359985565524e-12,8.105632953857516e-12,19.99909002307351,0.0009811989192463476,7.383182034151715e-06,6.588984820236482e-10,2.6701927317583724e-09,1399.9999999322383,-2.277425199369786e-09,7899.999998312127,3.932718421016405e-08,2.9533314384165726e-06,-2.3571206186637835e-11,5.988543837650087e-07,7.376962090567604e-06,-6.0056487255457e-11,0.0,0.0,0.0,0.0,0.0
900,89.99663718810568,0.002418055039083025,0.0007615790678268561,0.0009696007461650625,0.001823064940548922,169.99573223551778,0.0014166370825030993,0.699968828624113,2.6888829617669468e-05,2.160584450830211e-07,1.4015984568184403e-08,-5.6326655406857976e-11,8.191431065951175e-12,4.7080574320980915e-12,19.99879285114953,0.001095224219866611,4.813395437336631e-06,9.534138523032641e-09,1.4283901592472832e-09,1400.0000000216874,-2.8483492733474153e-09,7900.000001079079,2.6435780175354152e-08,2.1959698568760275e-06,2.0049327825829293e-10,3.235425226862678e-07,8.721722907506616e-06,-6.210298437072779e-11,0.0,0.0,0.0,0.0,0.0
